Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,7,,,20615,Peter Goodson,,Evening & Weekend MBA,237,001,A,Letter Grade,A+,Topics In Finance
1,1,,,21010,Gregory La Blanc,,Executive MBA,201A,001,A,Letter Grade,A+,Managerial Econ
1,1,,,21045,Dana Carney,,Executive MBA,293,001,A,Letter Grade,A+,Individual Study
1,3,,,21080,Shachar Kariv,,Executive MBA,296,003,A,Letter Grade,A+,Topics In Bus Adm
1,1,,,21110,Peter Goodson,,Executive MBA,296,006,A,Letter Grade,A+,Topics In Bus Adm
1,1,,,21120,Sara Beckman,,Executive MBA,293,008,A,Letter Grade,A+,Individual Study
1,2,,,23820,Ronald Cohen,,Chemistry,N299,014,A,Letter Grade,A+,Research
1,1,,,23925,Thomas Maimone,,Chemistry,N299,035,A,Letter Grade,A+,Research
1,1,,,24045,Ke Xu,,Chemistry,N299,059,A,Letter Grade,A+,Research
1,1,,,32365,Haluk Ergin,,Economics,204,001,A,Letter Grade,A+,Math Tools For Econ
1,3,,,33410,Larry Nucci,,Education,211B,001,A,Letter Grade,A+,Soc & Enit Develop
1,4,,,33415,Kathleen Metz,,Education,236A,001,A,Letter Grade,A+,Science Educ Elem
1,1,,,33420,Gabriela Segade,,Education,245A,001,A,Letter Grade,A+,Teach Engl Sec Lang
1,5,,,33425,Verda Delp,,Education,249C,001,A,Letter Grade,A+,Foundations In Rdg
1,6,,,33445,Frances Kendall,,Education,271F,001,A,Letter Grade,A+,Teach/Lrn Ed Lead 2
1,2,,,33635,Nives Wetzel De Cediel,,Education,392C,001,A,Letter Grade,A+,Art In Elem Class
1,1,,,35983,Ali Niknejad,,Electrical Engineering,W242A,001,A,Letter Grade,A+,Ics For Communicati
1,1,,,38678,Lee Fleming,,Industrial Eng & Ops Rsch,290C,001,A,Letter Grade,A+,Stat Aspt Of Des
1,2,,,48105,Kamla Ahluwalia,,Health & Medical Sciences,201,001,A,Letter Grade,A+,Hum Anat & Develop
1,1,,,49830,Coye Cheshire,,Information,299,001,A,Letter Grade,A+,Individual Study
1,2,,,50105,Jonathan Star,,Data Science,W201,001,A,Letter Grade,A+,Res Dsgn Data Analy
1,4,,,50128,Paul Laskowski,,Data Science,W203,001,A,Letter Grade,A+,Explor/Analy Data
1,2,,,50130,Jerry Ye; Ray Larson,,Data Science,W205,001,A,Letter Grade,A+,Stor/Retriev Dat
1,2,,,50135,Jerry Ye; Ray Larson,,Data Science,W205,002,A,Letter Grade,A+,Stor/Retriev Dat
1,1,,,50160,Annette Greiner,,Data Science,W209,001,A,Letter Grade,A+,Viz/Comm Data
1,4,,,50165,Annette Greiner,,Data Science,W209,002,A,Letter Grade,A+,Viz/Comm Data
1,1,,,50940,Tyrone Hayes,,Integrative Biology,N298,007,A,Letter Grade,A+,Special Study
1,1,,,57715,Richard Stanton,,Financial Engineering,230I,001,A,Letter Grade,A+,Fixed Income Markts
1,2,,,59320,Constantin Teleman,,Mathematics,299,023,A,Letter Grade,A+,Reading Grad Studs
1,1,,,61435,Lior Pachter,,Molecular & Cell Biology,N292,002,A,Letter Grade,A+,Research
1,1,,,61485,Susan Marqusee,,Molecular & Cell Biology,N292,012,A,Letter Grade,A+,Research
1,1,,,63610,Mark D'Esposito,,Neuroscience,292,003,A,Letter Grade,A+,Neuroresearch
1,2,,,65108,Glen Ozawa,,Optometry,432,001,A,Letter Grade,A+,Clinical Topics
1,3,,,65110,Christina Wilmer,,Optometry,440A,001,A,Letter Grade,A+,Adv Optom Clinic
1,3,,,65115,Christina Wilmer,,Optometry,441A,001,A,Letter Grade,A+,Specialty Clinics
1,2,,,72705,Brent Fulton,,Public Health,W200E,001,A,Letter Grade,A+,Hpm Breadth
1,3,,,72710,Charlotte Chang,,Public Health,W200G,001,A,Letter Grade,A+,Hsb Breadth
1,28,,,72715,Caricia Catalani,,Public Health,W204,001,A,Letter Grade,A+,Mass Communication
1,3,,,72720,Michael Bates,,Public Health,250A,001,A,Letter Grade,A+,Epidemiolog Meth I
1,7,,,72725,Robert Hosang,,Public Health,W289,001,A,Letter Grade,A+,Interdis Health
1,1,,,72935,Mark Van Der Laan,,Public Health,299,053,A,Letter Grade,A+,Independnt Research
1,1,,,72970,Sandra Mccoy,,Public Health,299,060,A,Letter Grade,A+,Independnt Research
1,2,,,76344,Gregory Merrill,,Social Welfare,265M,001,A,Letter Grade,A+,Motivational Interv
2,1,,,10265,Leigh Raiford,,African American Studies,299,001,A,Letter Grade,A,Ind Stdy/Res
2,1,,,12405,Charles Briggs,,Anthropology,N299,005,A,Letter Grade,A,Directed Research
2,1,,,12445,Xin Liu,,Anthropology,N299,013,A,Letter Grade,A,Directed Research
2,1,,,12500,Corinne Hayden,,Anthropology,N299,024,A,Letter Grade,A,Directed Research
2,5,,,20603,Clark Kellogg,,Evening & Weekend MBA,200P,001,A,Letter Grade,A,Pfps
2,5,,,20604,Clark Kellogg,,Evening & Weekend MBA,200P,002,A,Letter Grade,A,Pfps
