Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,2,,,10140,G. Ugo Nwokeji,,African American Studies,4A,001,A,Letter Grade,A+,Africa:  Hist & Cul
1,4,,,10150,Arif Gamal,,African American Studies,4B,001,A,Letter Grade,A+,Africa:  Hist & Cul
1,3,,,10175,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A+,Lang Soc Iss Africa
1,5,,,10180,Charles Henry,,African American Studies,W124,001,A,Letter Grade,A+,Pol Phil M L King
1,1,,,11505,Justin Gomer,,American Studies,101AC,001,A,Letter Grade,A+,Us Cultures In Time
1,1,,,11513,Paul Groth,,American Studies,182E,001,A,Letter Grade,A+,Sf Urban Field Geog
1,5,,,11535,George Thomas; Kathleen Moran,,American Studies,188E,001,A,Letter Grade,A+,Sports & Am Culture
1,9,,,11540,Timothy Rowe,,American Studies,188F,001,A,Letter Grade,A+,Amer. Pop. Music
1,1,,,11545,Kristen Loutensock,,American Studies,188G,001,A,Letter Grade,A+,Pop Culture: Shop
1,7,,,12105,Sabrina Agarwal,,Anthropology,1,001,A,Letter Grade,A+,Intro To Bio Anthro
1,7,,,12130,Kimberly Christensen,,Anthropology,2AC,002,A,Letter Grade,A+,Intro Archaeology
1,2,,,12185,Arpita Roy,,Anthropology,3AC,001,A,Letter Grade,A+,Intro Soc/Cult Ac
1,1,,,12215,Jerry Zee; Mary Berry,,Anthropology,R5B,003,A,Letter Grade,A+,Reading & Comp
1,3,,,12230,Kathaeryne Soluri,,Anthropology,105,001,A,Letter Grade,A+,Primate Evolution
1,1,,,12235,Stephanie Etting,,Anthropology,106,001,A,Letter Grade,A+,Primate Behavior
1,2,,,12240,Arpita Roy,,Anthropology,114,001,A,Letter Grade,A+,Hist/Anthro Thought
1,4,,,12265,Christopher Roebuck,,Anthropology,119,002,A,Letter Grade,A+,Med Anthro Topics
1,6,,,12270,Kimberly Christensen,,Anthropology,121AC,001,A,Letter Grade,A+,Amercn Materl Cultr
1,3,,,12290,Laurie Wilkie,,Anthropology,134A,001,A,Letter Grade,A+,Archeo Field Meth
1,1,,,12295,Mio Owens,,Anthropology,140,001,A,Letter Grade,A+,Anthro Of Food
1,1,,,12303,Jason Price,,Anthropology,169B,001,A,Letter Grade,A+,Res Theo/Meth Soc
1,1,,,12338,Sabrina Agarwal,,Anthropology,H195B,003,A,Letter Grade,A+,Senior Honors
1,2,,,13005,Soufiane Chami,,Arabic,10,001,A,Letter Grade,A+,Intens Elem Arabic
1,2,,,13330,Mark Anderson,,Architecture,101,002,A,Letter Grade,A+,Case Stds In Arch
1,1,,,13340,Mark Schatz,,Architecture,108,001,A,Letter Grade,A+,Arch Internship
1,1,,,13375,Carlos Sandoval Olascoaga,,Architecture,124B,002,A,Letter Grade,A+,3-D Computer Tech
1,4,,,13405,Brendon Levitt,,Architecture,149,001,A,Letter Grade,A+,Spec Top Erg Envir
1,4,,,14005,Erin Johnson,,Art Practice,8,001,A,Letter Grade,A+,Intro Vis Thinking
1,12,,,14010,Drucilla Anderson,,Art Practice,8,002,A,Letter Grade,A+,Intro Vis Thinking
1,4,,,14015,Sean Talley,,Art Practice,8,003,A,Letter Grade,A+,Intro Vis Thinking
1,4,,,14020,Sahar Khoury,,Art Practice,8,004,A,Letter Grade,A+,Intro Vis Thinking
1,4,,,14025,Indira Morre,,Art Practice,12,001,A,Letter Grade,A+,Lang Of Draw
1,3,,,14030,Dusadee Huntrakul,,Art Practice,12,002,A,Letter Grade,A+,Lang Of Draw
1,23,,,14035,Greg Niemeyer,,Art Practice,W23AC,001,A,Letter Grade,A+,American Cybercultr
1,16,,,14045,Alicia Mccarthy,,Art Practice,102,101,A,Letter Grade,A+,Approaches To Ptng
1,2,,,14060,Ehren Tool,,Art Practice,132,001,A,Letter Grade,A+,App To Sculp Ceram
1,2,,,14075,Azin Seraj,,Art Practice,171,001,A,Letter Grade,A+,Digital Video
1,1,,,14610,Marcelo Sousa; Margaretta Lovell,,History of Art,R1B,002,A,Letter Grade,A+,Visual Experience
1,1,,,15240,Anna Leong; Margaret Rhee,,Asian American Studies,R2B,002,A,Letter Grade,A+,Reading&Composition
1,3,,,15255,Harvey Dong,,Asian American Studies,121,001,A,Letter Grade,A+,Chinese Amer Hist
1,3,,,15260,Maria Barrios-Leblanc,,Asian American Studies,124,001,A,Letter Grade,A+,Filipino Amer Hist
1,4,,,15265,Hannah Michell,,Asian American Studies,138,001,A,Letter Grade,A+,Topics Asn Pop Cult
1,1,,,15275,Thomas Fleming,,Asian American Studies,141,001,A,Letter Grade,A+,Law In Asam Commun
1,2,,,15285,Fae Ng,,Asian American Studies,172,001,A,Letter Grade,A+,Asian Amer Lit
1,7,,,16305,Thomas Bay,,Astronomy,10,001,A,Letter Grade,A+,General Astronomy
1,2,,,16320,Thomas Bay,,Astronomy,10,002,A,Letter Grade,A+,General Astronomy
1,1,,,17015,Jay Keasling,,Bioengineering,196,011,A,Letter Grade,A+,Hon Underg Des Res
1,2,,,17040,Dorian Liepmann,,Bioengineering,196,016,A,Letter Grade,A+,Hon Underg Des Res
1,1,,,17085,Homayoon Kazerooni,,Bioengineering,196,026,A,Letter Grade,A+,Hon Underg Des Res
1,1,,,17505,Carol Gilson; James Baxter; Michael Meighan,,Biology,1A,001,A,Letter Grade,A+,General Biology Lec
1,3,,,17540,Carol Gilson; James Baxter; Michael Meighan,,Biology,1AL,001,A,Letter Grade,A+,General Biology Lab
1,9,,,17575,Alan Shabel,,Biology,1B,001,A,Letter Grade,A+,General Biology
1,6,,,18150,Rada Brooks,,Business Admin-Undergrad,102A,003,A,Letter Grade,A+,Intro Fin Account
1,1,,,18160,Gary Pieroni,,Business Admin-Undergrad,102A,004,A,Letter Grade,A+,Intro Fin Account
1,4,,,18170,John Briginshaw,,Business Admin-Undergrad,102A,005,A,Letter Grade,A+,Intro Fin Account
1,1,,,18180,Dennis Geyer,,Business Admin-Undergrad,102B,001,A,Letter Grade,A+,Intro Manager Acct
1,5,,,18190,Dennis Geyer,,Business Admin-Undergrad,102B,002,A,Letter Grade,A+,Intro Manager Acct
1,5,,,18210,Avinash Verma,,Business Admin-Undergrad,103,002,A,Letter Grade,A+,Intro To Finance
1,1,,,18225,Holly Schroth,,Business Admin-Undergrad,105,002,A,Letter Grade,A+,Intro Org Behavior
1,2,,,18230,Meir Karlinsky,,Business Admin-Undergrad,106,001,A,Letter Grade,A+,Marketing
1,1,,,18235,Meir Karlinsky,,Business Admin-Undergrad,106,002,A,Letter Grade,A+,Marketing
1,1,,,18250,Wasim Azhar,,Business Admin-Undergrad,106,005,A,Letter Grade,A+,Marketing
1,2,,,18280,Francis Stanton,,Business Admin-Undergrad,120A,001,A,Letter Grade,A+,Int Financial Acct
1,3,,,18290,Gary Pieroni,,Business Admin-Undergrad,120A,002,A,Letter Grade,A+,Int Financial Acct
1,3,,,18300,Tiffany Rasmussen,,Business Admin-Undergrad,120B,001,A,Letter Grade,A+,Adv Fin Accounting
1,3,,,18310,Francis Stanton,,Business Admin-Undergrad,122,001,A,Letter Grade,A+,Fin Info Analysis
1,1,,,18320,Maria Nondorf,,Business Admin-Undergrad,127,001,A,Letter Grade,A+,Spec Topics In Acct
1,1,,,18330,Satyaraj Berde,,Business Admin-Undergrad,127,003,A,Letter Grade,A+,Spec Topics In Acct
1,3,,,18335,John Briginshaw,,Business Admin-Undergrad,127,004,A,Letter Grade,A+,Spec Topics In Acct
1,7,,,18350,Avinash Verma,,Business Admin-Undergrad,131,001,A,Letter Grade,A+,Corp Fin Analysis
1,1,,,18370,Samuel Olesky,,Business Admin-Undergrad,133,001,A,Letter Grade,A+,Investments
