Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,1,,,00734,Darieck Scott,,African American Studies,240,001,A,Letter Grade,A+,Spec Topics
1,1,,,00737,Hardy Frye,,African American Studies,241,002,A,Letter Grade,A+,Spec Topics
1,1,,,01653,David Sunding; Larry Karp,,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A+,Industrial Organz'N
1,1,,,01662,Leo Simon,,Ag & Resource Econ & Pol,211,001,A,Letter Grade,A+,Mathematical Method
1,1,,,01668,Michael Anderson,,Ag & Resource Econ & Pol,213,001,A,Letter Grade,A+,Applied Econometric
1,1,,,01677,David Zilberman; Gordon Rausser,,Ag & Resource Econ & Pol,241,001,A,Letter Grade,A+,"Production,Tec&Risk"
1,2,,,01683,Elisabeth Sadoulet; Jeremy Magruder,,Ag & Resource Econ & Pol,C251,001,A,Letter Grade,A+,Econ Development
1,3,,,01688,Alain Dejanvry,,Ag & Resource Econ & Pol,C253,002,A,Letter Grade,A+,Int Ec Dev Policy
1,1,,,01692,Peter Berck,,Ag & Resource Econ & Pol,261,001,A,Letter Grade,A+,Environ & Res Econ
1,1,,,03022,Nancy Scheper-Hughes,,Anthropology,219,001,A,Letter Grade,A+,Top Med Anthro
1,6,,,03023,Laurie Wilkie,,Anthropology,227,001,A,Letter Grade,A+,Hist Arch Res
1,1,,,03026,Christine Hastorf,,Anthropology,229A,001,A,Letter Grade,A+,Archaeol Rsch Strat
1,1,,,03029,Lawrence Cohen,,Anthropology,240A,001,A,Letter Grade,A+,Fund Anthro Theo
1,1,,,03035,Nancy Scheper-Hughes,,Anthropology,250R,002,A,Letter Grade,A+,Dissertation Writng
1,3,,,03041,Daniel Fisher,,Anthropology,250X,003,A,Letter Grade,A+,Special Topics
1,2,,,03053,Laura Nader,,Anthropology,250X,008,A,Letter Grade,A+,Special Topics
1,2,,,03104,Sabrina Agarwal,,Anthropology,298,001,A,Letter Grade,A+,Dir Read
1,1,,,03143,Patrick Kirch,,Anthropology,298,014,A,Letter Grade,A+,Dir Read
1,1,,,03173,Jun Sunseri,,Anthropology,298,024,A,Letter Grade,A+,Dir Read
1,2,,,03209,Sabrina Agarwal,,Anthropology,299,001,A,Letter Grade,A+,Directed Research
1,2,,,03248,Patrick Kirch,,Anthropology,299,014,A,Letter Grade,A+,Directed Research
1,1,,,03275,Nancy Scheper-Hughes,,Anthropology,299,023,A,Letter Grade,A+,Directed Research
1,1,,,03299,Lisa Maher,,Anthropology,299,031,A,Letter Grade,A+,Directed Research
1,5,,,03893,Kyle Steinfeld,,Architecture,200C,001,A,Letter Grade,A+,Rep Prctic Arch Des
1,4,,,03895,Laci Videmsky; Mark Anderson; Nicholas De Monchaux,,Architecture,201,001,A,Letter Grade,A+,Arch & Urban Std
1,1,,,03905,Christopher Calott,,Architecture,202,004,A,Letter Grade,A+,Grad Option Std
