Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,5,,,10005,Shachar Kariv,,Evening & Weekend MBA,211,001,A,Letter Grade,A+,Game Theory
1,2,,,10008,Peter Goodson,,Evening & Weekend MBA,237,001,A,Letter Grade,A+,Topics In Finance
1,2,,,10036,Arman Zand,,Evening & Weekend MBA,298S,001,A,Letter Grade,A+,Seminar Intl Bus
1,2,,,10044,Eric Reiner,,Financial Engineering,230D,001,A,Letter Grade,A+,Deriv: Quant Meth
1,1,,,10144,Mark Rittenberg,,Executive MBA,200C,001,A,Letter Grade,A+,Communications
1,2,,,10146,Catherine Wolfram,,Executive MBA,201A,001,A,Letter Grade,A+,Managerial Econ
1,9,,,10147,Xiao-Jun Zhang,,Executive MBA,202A,001,A,Letter Grade,A+,Financial Acct
1,2,,,10177,Donatella Taurasi,,Executive MBA,296,001,A,Letter Grade,A+,Topics In Bus Adm
1,3,,,10179,Laura Kray,,Executive MBA,296,003,A,Letter Grade,A+,Topics In Bus Adm
1,1,,,10533,Tanja Cuk,,Chemistry,N299,015,A,Letter Grade,A+,Research
1,1,,,10908,Christine Hastorf,,Anthropology,N299,009,A,Letter Grade,A+,Directed Research
1,5,,,14637,Larry Nucci,,Education,211B,001,A,Letter Grade,A+,Soc & Enit Develop
1,3,,,14638,Carrie Strohl,,Education,236A,001,A,Letter Grade,A+,Science Educ Elem
1,1,,,14648,Elisa Salasin,,Education,290C,001,A,Letter Grade,A+,Sp Topic Sem:Dcemst
1,7,,,14650,P Pearson,,Education,298C,001,A,Letter Grade,A+,Group Study-Dcemst
1,6,,,14673,Nives Wetzel De Cediel,,Education,392C,001,A,Letter Grade,A+,Art In Elem Class
1,13,,,14680,Jane Mauldon; John Decker,,Public Affairs,201,001,A,Letter Grade,A+,Policy Challenges
1,2,,,14681,Daniel Acland,,Public Affairs,215,001,A,Letter Grade,A+,Econ For Pol Makers
1,5,,,14682,Rucker Johnson,,Public Affairs,245,001,A,Letter Grade,A+,Inferential Stats
1,4,,,14686,Lawrence Magid,,Public Affairs,287,001,A,Letter Grade,A+,Strategic Planning
1,1,,,14700,Brooks Ambrose,,Data Science,W201,001,A,Letter Grade,A+,Res Dsgn Data Analy
1,1,,,14701,Brooks Ambrose,,Data Science,W201,002,A,Letter Grade,A+,Res Dsgn Data Analy
1,2,,,14702,Yoonjung Lee,,Data Science,W201,003,A,Letter Grade,A+,Res Dsgn Data Analy
1,3,,,14703,Yoonjung Lee,,Data Science,W201,004,A,Letter Grade,A+,Res Dsgn Data Analy
1,1,,,14715,Amit Bhattacharyya,,Data Science,W205,004,A,Letter Grade,A+,Stor/Retriev Dat
1,5,,,14716,Kevin Crook,,Data Science,W205,005,A,Letter Grade,A+,Stor/Retriev Dat
1,6,,,14717,Daniel Percival,,Data Science,W207,001,A,Letter Grade,A+,Applied Mach Learn
1,3,,,14718,Daniel Percival,,Data Science,W207,002,A,Letter Grade,A+,Applied Mach Learn
1,1,,,14720,Isabella Konrad,,Data Science,W207,004,A,Letter Grade,A+,Applied Mach Learn
1,4,,,14721,Zachary Alexander,,Data Science,W207,005,A,Letter Grade,A+,Applied Mach Learn
1,1,,,14726,John Guerra Gomez,,Data Science,W209,004,A,Letter Grade,A+,Data Viz/Comm
1,3,,,14734,Douglas Hughes,,Data Science,W241,001,A,Letter Grade,A+,Exp & Causal Infer
1,2,,,14738,Dmitry Rekesh,,Data Science,W251,001,A,Letter Grade,A+,Scaling Up Big Data
