Grade Distribution for Fall 2012 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 5/5/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1A,007,Elementary Chinese,Chen-Hui Tsai; Xiaojing Sun; Xin Zhao,20621,,10,4,2,,,,,,,,,,2,1,,,,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1A,008,Elementary Chinese,Chen-Hui Tsai; I-Hsuan Chen; Muyang Chen,20624,,7,6,2,,,,,,,,,,,1,,,1,17
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1X,001,Elem Chinese Mandar,Li Liu; Xiaoqing Pi,20633,,4,5,1,2,,1,,,,,,1,1,,1,,,16
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1X,002,Elem Chinese Mandar,Li Liu; Xiaoqing Pi,20636,,3,4,1,,,1,,,,,,,6,1,1,,,17
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1X,003,Elem Chinese Mandar,Li Liu; Xiaoqing Pi,20639,,8,4,3,1,,,,,,,,,3,,,,,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1Y,001,Elem Chinese Dialec,Hsinyu Lin,20645,,10,5,5,,1,1,,,,,,,1,1,,,,24
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1Y,002,Elem Chinese Dialec,Chao Chen; Hsinyu Lin,20648,,11,7,2,,,1,,,,,,,4,,,,,25
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,1Y,003,Elem Chinese Dialec,Chao Chen; Hsinyu Lin,20651,,8,7,4,,,,,,,,,,4,,,,,23
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,7A,001,Pre Mod Chinese Lit,Paula Varsano,20663,2,3,6,3,7,1,1,,3,,,,,9,,4,,,39
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,10A,001,Inter Chinese,Huitzu Wang; Li Liu; Yun-Ling Wang,20678,,10,3,1,,1,,,,,,,,3,1,,,,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,10A,002,Inter Chinese,Huitzu Wang; Li Liu; Weisi Cai,20681,,4,4,3,3,1,1,,,,,,,2,,,,,18
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,10A,003,Inter Chinese,Li Liu; Weisi Cai,20684,,5,5,1,1,2,1,,,,,,,4,1,,,,20
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,10A,004,Inter Chinese,Huitzu Wang; Li Liu; Yun-Ling Wang,20687,,9,3,3,1,1,,,,,,,,2,,,,,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,100A,001,Advanced Chinese,Lihua Zhang; Shao Wen Song,20723,,6,3,6,,1,1,,,,,,,4,,,,,21
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,100XA,001,Adv Chinese Heritag,Weisi Cai,20735,,5,5,1,1,,,,,,,,,1,1,,,,14
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,100XA,002,Adv Chinese Heritag,Weisi Cai; Xiaojing Sun,20738,,6,4,1,,1,,,,,,,,4,,,,,16
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,100XA,003,Adv Chinese Heritag,Weisi Cai; Xiaojing Sun,20741,,8,3,1,,,,,,,,,,5,,,,,17
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,100XA,004,Adv Chinese Heritag,Lihua Zhang; Weisi Cai,20744,,6,7,2,,,,,,,,,,4,,,,,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,101,001,4th Year Read:Lit,I-Hao Li,20750,,9,8,1,,,,,,,,,,1,1,,,,20
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,101,002,4th Year Read:Lit,Hsiu-Yu Fan; I-Hao Li,20753,,10,5,1,2,,,,,,,,,3,,,,,21
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,101,003,4th Year Read:Lit,I-Hao Li,20756,,8,6,1,,,,,,,,,,3,1,,,,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,110A,001,Literary Chinese,Robert Ashmore,20762,,14,5,3,1,3,1,,1,,1,,,,2,,,,31
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,111,002,5th-Year Chinese A,I-Hao Li,20768,,13,3,1,,,,,,,,,,,1,,,1,19
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,120,001,Anct Chinese Prose,Mark Csikszentmihalyi,20771,1,10,1,2,1,,,2,,,,,,1,,,,,18
2012 Fall,East Asian Lang & Culture,CHINESE,Chinese,155,001,Vern Chinese Lit,Sophie Volpp,20774,,3,9,6,1,,,,,,,,,1,,,,,20
2012 Fall,East Asian Lang & Culture,EA LANG,East Asian Languages,C50,001,Intro To Buddhism,Jacob Dalton,20503,,4,7,2,1,3,,,,,,,,8,,5,,,30
2012 Fall,East Asian Lang & Culture,EA LANG,East Asian Languages,106,001,Making Of Meaning,Paula Varsano,20527,,6,3,4,3,2,,,,,,,,1,,,,,19
2012 Fall,East Asian Lang & Culture,EA LANG,East Asian Languages,C120,001,Buddhsm-Silk Road,Sanjyot Mehendale,20533,,11,1,,,1,,,,,,,1,,,,,1,15
2012 Fall,East Asian Lang & Culture,EA LANG,East Asian Languages,C128,001,Buddhism Contemp,Alexander Von Rospatt,20536,1,2,11,4,,,,,,,,,,,,,,,18
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,001,Elementary Japanese,Ikuko Yuasa; Maki Takata; Wakae Kambara,21003,,3,3,4,1,2,1,1,,,,,1,1,,1,,,18
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,002,Elementary Japanese,Ikuko Yuasa; Noriko Knickerbocker; Wakae Kambara,21006,,7,2,2,1,,1,,,,,,,4,,3,,,20
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,003,Elementary Japanese,Aileen Cruz; Brendan Morley; Maki Takata; Wakae Kambara,21009,1,4,3,3,1,,1,1,1,,,,,2,1,2,,,20
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,005,Elementary Japanese,Christopher Gregory; Maki Takata; Wakae Kambara,21015,2,5,5,1,4,2,,,,,,,,3,,1,,,23
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,006,Elementary Japanese,Maki Takata; Michael Craig; Wakae Kambara; Yasuko Baker,21018,,9,3,,4,1,,,,,,,1,5,,1,,,24
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,007,Elementary Japanese,Brendan Morley; Maki Takata; Michael Craig; Wakae Kambara,21021,,5,6,2,2,1,1,1,,,,,,3,,3,,,24
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,008,Elementary Japanese,Aileen Cruz; Ikuko Yuasa; Maki Takata; Wakae Kambara,21024,,8,5,2,1,,1,,,,2,,,1,,,,,20
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,009,Elementary Japanese,Christopher Gregory; Ikuko Yuasa; Noriko Knickerbocker; Wakae Kambara,21027,,5,4,2,1,,1,1,1,,,,1,5,,1,,,22
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,010,Elementary Japanese,Brendan Morley; Michael Craig; Wakae Kambara,21030,1,6,3,2,2,2,,,,,,,,1,,3,,,20
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,011,Elementary Japanese,Aileen Cruz; Michael Craig; Wakae Kambara,21033,,9,3,4,2,,,,,,,,,2,,1,,,21
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,012,Elementary Japanese,Christopher Gregory; Ikuko Yuasa; Maki Takata; Wakae Kambara,21036,2,8,4,2,3,,,,,,,,,1,,,,,20
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,1A,013,Elementary Japanese,Brendan Morley; Noriko Knickerbocker; Wakae Kambara,21039,,7,3,5,2,,2,,,,,,,1,1,2,,,23
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,7A,001,Intro Japan Lit,John Wallace,21051,1,6,11,10,5,1,,1,1,,,,1,6,,2,,,45
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,10A,001,Interm Japanese,Noriko Wallace; Yasuko Baker; Yuriko Caltabiano,21072,,3,5,,1,,,,,,,,,8,2,,,,19
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,10A,002,Interm Japanese,Noriko Wallace; Yuriko Caltabiano,21075,,5,3,5,2,,,,,,,,1,3,1,,,,20
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,10A,003,Interm Japanese,Noriko Wallace; Yuriko Caltabiano,21078,,,3,2,2,2,,,1,,,,,9,,,,,19
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,10A,005,Interm Japanese,Yasuko Baker; Yuriko Caltabiano,21084,2,8,3,1,,,,,,,,1,,4,,,,,19
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,10A,006,Interm Japanese,Yasuko Baker; Yuriko Caltabiano,21087,,6,2,2,,,,,1,,,,,8,,,,,19
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,100A,001,Advanced Japanese,Chika Shibahara; Kayoko Imagawa,21126,,3,1,3,4,,1,1,2,,,,,1,,2,,,18
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,100A,002,Advanced Japanese,Chika Shibahara; Kayoko Imagawa,21129,1,4,2,3,,3,,,,,,,,1,1,,,,15
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,100A,003,Advanced Japanese,Chika Shibahara; Kayoko Imagawa,21132,,3,6,3,2,,,,1,1,,,,1,,1,,,18
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,100A,004,Advanced Japanese,Chika Shibahara; Kayoko Imagawa; Maki Takata,21135,,9,2,,,2,,2,1,,,,,2,,,,,18
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,101,001,Fourth-Yr:Soc Sci,Yasuko Baker,21141,,8,4,4,,,,,,,,,,,1,,,,17
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,103,001,Fourth--Yr:Lit,Chika Shibahara,21144,1,6,3,1,,,,,,,,,,3,,,,,14
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,111,001,5th Yr Japanese A,Noriko Knickerbocker,21147,2,9,,,,,,,,,,,,,,,,,11
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,C115,001,Japanese Buddhism,Jessica Starling,21150,,1,6,2,1,1,,,,,,,,1,,,,,12
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,120,001,Intro Class Japan,John Wallace,21153,3,10,9,4,7,1,1,,,,,,,1,,2,,,38
2012 Fall,East Asian Lang & Culture,JAPAN,Japanese,155,001,Modern Japanese Lit,Kimiko Nishimura,21159,2,4,,2,1,1,,,,,,,,,,,,,10
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,001,Elementary Korean,Seung-Eun Chang; Tae Hyun Kim,21903,1,17,2,1,,,,,,,,,,,,1,,,22
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,002,Elementary Korean,Seung-Eun Chang; Shin Young Park; Tae Hyun Kim,21906,,12,3,1,,,,,,,,,,3,,,,,19
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,003,Elementary Korean,Minsook Kim; Seung-Eun Chang,21909,1,15,5,1,,,,,,,,,,1,,1,,,24
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,004,Elementary Korean,Minsook Kim; Seung-Eun Chang,21912,1,17,3,,,,,,,,,,,,,,,,21
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,005,Elementary Korean,Seung-Eun Chang; Shin Young Park,21915,5,13,3,1,1,,,,,,,,,1,,,,,24
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,006,Elementary Korean,Minsook Kim; Seung-Eun Chang,21917,,18,4,,,,,,,,,,,2,,,,,24
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1AX,001,Elem Korean Heritag,Junghee Park; Shin Young Park,21918,,12,5,,1,1,,1,,,,,,,,,,,20
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,1AX,002,Elem Korean Heritag,Junghee Park; Shin Young Park,21921,,17,2,,1,,,,,,,,,,,,,,20
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,10A,002,Intermediate Korean,Meehyei Lee; Soojin Lee,21939,2,7,4,1,,,,,,,,,,,,,,,14
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,10A,003,Intermediate Korean,Meehyei Lee; Soojin Lee,21942,1,7,2,1,,,,1,,,1,,,,,,,,13
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,10AX,001,Int Korean Heritag,Kijoo Ko; Soojin Lee,21945,,9,6,3,,,,,,,,,,2,,,,,20
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,10AX,002,Int Korean Heritag,Kijoo Ko; Soojin Lee,21948,1,11,5,1,,,,,,,,,1,3,,,,,22
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,100A,001,Advanced Korean,Minsook Kim,21957,,9,5,,,,,,,,,,,,2,,,,16
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,100AX,001,Adv Korean Heritag,Junghee Park,21960,,14,1,,,,,,,,,,,3,,,,,18
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,100AX,002,Adv Korean Heritag,Junghee Park,21963,,12,2,1,,,,,,,,,,1,,,,,16
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,101,001,4th Year Read--Lit,Meehyei Lee,21966,,11,6,1,,,,,,,,,1,,,,,,19
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,111,001,Fifth-Year Korean A,Kijoo Ko,21969,1,18,1,,,,,,,,,,,1,,,,,21
2012 Fall,East Asian Lang & Culture,KOREAN,Korean,185,001,Picturing Korea,Jinsoo An,21978,2,3,4,7,3,,1,,,,,,1,,,2,,1,24
2012 Fall,Economics,ECON,Economics,1,001,Intro To Economics,Martha Olney,22303,10,106,106,82,87,79,80,69,27,,10,,12,25,,15,,2,710
2012 Fall,Economics,ECON,Economics,C3,001,Intro To Env Econ,Peter Berck,22378,2,8,4,8,3,5,10,8,2,,,,,3,,,,,53
2012 Fall,Economics,ECON,Economics,100A,001,Micro Analysis,Calanit Kamala,22414,22,146,44,46,34,23,23,20,10,4,10,3,8,10,,7,,4,414
2012 Fall,Economics,ECON,Economics,100B,001,Macro Analysis,Steven Wood,22459,,34,49,70,61,47,34,33,11,,9,,7,9,,11,,,375
2012 Fall,Economics,ECON,Economics,101A,001,Econ Theory--Micro,David Card,22504,5,17,18,13,15,13,,,,,3,,1,1,,,,,86
2012 Fall,Economics,ECON,Economics,101B,001,Econ Theory--Macro,Michael Arnold,22516,,5,8,9,16,3,2,,,,2,,,5,,2,,1,53
2012 Fall,Economics,ECON,Economics,C102,001,Nat Res Econ,David Sunding,22525,1,6,3,7,6,6,1,2,2,,,,,,,2,,,36
2012 Fall,Economics,ECON,Economics,C103,001,Intro Math Economic,David Ahn,22540,1,13,3,7,,2,,,,,,,1,1,,,,,28
2012 Fall,Economics,ECON,Economics,C110,001,Game Theory Soc Sci,Robert Powell,22546,,33,15,22,14,15,10,18,6,,1,,,5,,1,,,140
2012 Fall,Economics,ECON,Economics,121,001,Ind Org & Pub Pol,Aaron Edlin,22603,3,21,27,10,13,10,9,3,1,,,,,7,,,,,104
2012 Fall,Economics,ECON,Economics,122,001,Industrial Org Sem,Joseph Farrell,22606,4,3,4,,,,,,,,,,,,,,,,11
2012 Fall,Economics,ECON,Economics,124,001,Special Topics Io,Glenn Woroch,22609,,1,4,1,,2,1,,,,,,,1,,,,,10
2012 Fall,Economics,ECON,Economics,136,001,Financial Economics,Raymond Hawkins,22612,10,35,24,20,15,11,9,2,1,,,,1,7,,1,,,136
2012 Fall,Economics,ECON,Economics,140,001,Econometrics,Glenn Woroch,22639,2,51,20,25,30,17,15,20,19,2,3,,,1,,1,,,206
2012 Fall,Economics,ECON,Economics,141,001,Econometric Analys,Demian Pouzo,22666,1,15,12,17,7,1,,3,,,1,,1,1,,1,,,60
2012 Fall,Economics,ECON,Economics,155,001,Urban Econ,Edmund Egan,22677,1,12,16,28,48,13,5,1,2,,,,1,9,,,,,136
2012 Fall,Economics,ECON,Economics,C171,001,Economic Develop,Alain Dejanvry,22681,3,13,13,9,11,3,4,1,2,,,,,1,,,,1,61
2012 Fall,Economics,ECON,Economics,C181,001,International Trade,Calanit Kamala,22696,3,62,16,9,21,5,10,1,1,3,4,2,2,3,,2,,,144
2012 Fall,Economics,ECON,Economics,182,001,Intl Monet Econ,Francesco Pappada,22720,2,23,25,29,20,12,3,1,1,,,,2,20,,2,,,140
2012 Fall,Economics,ECON,Economics,191,001,Topic Econ Research,Barry Eichengreen,22741,1,10,8,6,4,3,1,1,2,,,,2,10,,3,,1,52
2012 Fall,Education,EDUC,Education,24,001,Freshman Seminar,Beata Fitzpatrick,23502,,,,,,,,,,,,,,11,,,,1,12
2012 Fall,Education,EDUC,Education,52,001,Lang In Society,Anthony Mirabelli,23503,7,9,10,2,2,,2,,,1,,,,3,,,,,36
2012 Fall,Education,EDUC,Education,97,001,Field Study,Richard Mccallum,23506,,,,,,,,,,,,,,12,,,,2,14
2012 Fall,Education,EDUC,Education,97,005,Field Study,Richard Mccallum,23518,,,,,,,,,,,,,,101,,2,,,103
2012 Fall,Education,EDUC,Education,98,015,Directed Group Stdy,Alex De Guia; Richard Mccallum,23632,,,,,,,,,,,,,,9,,1,,,10
2012 Fall,Education,EDUC,Education,98,016,Directed Group Stdy,Alex De Guia; Richard Mccallum,23635,,,,,,,,,,,,,,12,,3,,,15
2012 Fall,Education,EDUC,Education,98,017,Directed Group Stdy,Richard Gibson; Richard Mccallum,23638,,,,,,,,,,,,,,13,,1,,,14
2012 Fall,Education,EDUC,Education,98,028,Directed Group Stdy,Kimiya Massih; Sahara Baquedano-Lopez,23665,,,,,,,,,,,,,,7,,2,,1,10
2012 Fall,Education,EDUC,Education,98,030,Directed Group Stdy,Derek Van Rheenen; Marin Balarin,23671,,,,,,,,,,,,,,9,1,,,,10
2012 Fall,Education,EDUC,Education,130,001,Know Learn Math Sci,Lauren Barth-Cohen,23700,5,8,5,1,,3,2,,,,,,,2,,1,,2,29
2012 Fall,Education,EDUC,Education,140AC,001,Liter:Ind & Soc Dev,Glynda Hull,23701,2,58,20,14,5,5,,,,,,,1,3,,1,,,109
2012 Fall,Education,EDUC,Education,158,001,Teach Reading K-8,Anne Cunningham Carson,23704,6,7,2,,,,,,,,,,,,,,,,15
2012 Fall,Education,EDUC,Education,C181,001,Race Urban Sch,Nailah Suad-Bakari,23710,12,8,1,2,1,1,1,,,,,,,1,,,,1,28
2012 Fall,Education,EDUC,Education,183,001,High School In Amer,Daniel Perlstein,23712,1,12,17,8,8,,,1,,,,,,4,,,,,51
2012 Fall,Education,EDUC,Education,186AC,001,The Southern Border,Harley Shaiken,23713,2,12,26,12,19,12,4,1,1,2,,1,2,21,,2,,,117
2012 Fall,Education,EDUC,Education,190B,002,Unraveling Educ,Sahara Baquedano-Lopez,23757,6,20,9,2,,1,,,,,,,,1,,,,1,40
2012 Fall,Education,EDUC,Education,195B,001,Special Topics,Richard Mccallum,23761,,32,1,,,1,,,,,,,,,,,,1,35
2012 Fall,Education,EDUC,Education,195C,001,Special Topics,Nailah Suad-Bakari,23763,1,13,10,3,4,2,,,,,,,,1,,,,,34
2012 Fall,Education,EDUC,Education,197,001,Field Study,Richard Mccallum,23764,,,,,,,,,,,,,,25,,,,1,26
2012 Fall,Education,EDUC,Education,197,005,Field Study,Richard Mccallum,23776,,,,,,,,,,,,,,74,,1,,,75
2012 Fall,Education,EDUC,Education,197,009,Field Study,Richard Mccallum,23779,,,,,,,,,,,,,,9,,1,,,10
2012 Fall,Education,EDUC,Education,197,035,Field Study,Richard Mccallum,23827,,,,,,,,,,,,,,33,,1,,,34
2012 Fall,Education,EDUC,Education,197,048,Field Study,Glynda Hull,23836,,,,,,,,,,,,,,76,,1,,1,78
2012 Fall,Education,EDUC,Education,198,006,Directed Group Stdy,Alice Jordan; Richard Mccallum,23866,,,,,,,,,,,,,,11,,,,1,12
2012 Fall,Education,EDUC,Education,198,008,Directed Group Stdy,Alice Jordan; Richard Mccallum,23872,,,,,,,,,,,,,,24,,3,,,27
2012 Fall,Education,EDUC,Education,198,011,Directed Group Stdy,Derek Van Rheenen; Nicki Nario,23881,,,,,,,,,,,,,,9,,1,,,10
2012 Fall,Education,EDUC,Education,198,028,Directed Group Stdy,Kimiya Massih; Sahara Baquedano-Lopez,23926,,,,,,,,,,,,,,10,,4,,,14
2012 Fall,Education,EDUC,Education,198,038,Directed Group Stdy,Lorena Valdez; Richard Mccallum,23956,,,,,,,,,,,,,,28,,1,,,29
2012 Fall,Education,EDUC,Education,198,041,Directed Group Stdy,Lorena Valdez; Richard Mccallum,23965,,,,,,,,,,,,,,19,,1,,,20
2012 Fall,Education,EDUC,Education,198,044,Directed Group Stdy,Lorena Valdez; Richard Mccallum,24505,,,,,,,,,,,,,,22,,1,,,23
2012 Fall,Education,EDUC,Education,198,046,Directed Group Stdy,Lorena Valdez; Richard Mccallum,24511,,,,,,,,,,,,,,25,,1,,,26
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9A,001,Programmers' Matlab,Daniel Garcia,26103,,,,,,,,,,,,,,6,2,3,,10,21
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9C,001,Programmers' C,Daniel Garcia,26109,,,,,,,,,,,,,,2,,,,8,10
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9E,001,Productive Unix Use,Daniel Garcia,26115,,,,,,,,,,,,,,30,2,1,,51,84
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9F,001,Programmers' C++,Daniel Garcia,26118,,,,,,,,,,,,,,12,4,2,,15,33
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9G,001,Programmers' Java,Daniel Garcia,26121,,,,,,,,,,,,,,14,1,1,,19,35
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9H,001,Programmers' Python,Daniel Garcia,26124,,,,,,,,,,,,,,17,2,1,,30,50
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,10,001,Beauty Joy Computng,Daniel Garcia,26127,35,64,14,19,17,9,6,4,1,,4,,2,37,,4,,1,217
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,W10,001,Beauty Joy Computng,Daniel Garcia,26177,4,11,5,9,6,2,1,,,,1,,3,23,,3,,1,69
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,001,Str Interp Cmp Prgs,John Denero,26190,40,64,37,133,84,49,15,13,20,3,5,2,22,30,,31,,,548
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,002,Str Interp Cmp Prgs,John Denero,26192,9,27,13,32,19,12,3,3,8,,1,1,6,12,,7,,1,154
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,001,Str Interp Comp Prg,Brian Harvey,26288,12,2,3,3,3,3,,,1,,1,,1,1,,3,,2,35
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,002,Str Interp Comp Prg,Brian Harvey,27336,3,2,5,4,8,3,,1,,,,,1,1,,1,,4,33
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,003,Str Interp Comp Prg,Brian Harvey,27339,6,2,,6,2,2,,1,,,,,4,1,,1,,2,27
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,001,Data Structures,Paul Hilfinger,26289,13,39,33,31,23,17,14,12,6,4,2,3,24,6,,16,,,243
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61C,001,Machine Structures,Krste Asanovic; Randy Katz,26346,4,58,42,70,71,89,67,26,13,,5,,5,4,,5,,,459
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,70,001,Discrete Math&Prob,Umesh Vazirani,26427,11,52,33,48,81,47,14,37,7,18,10,,8,6,,7,,,379
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,150,001,Digital Design,Kristofer Pister,26499,2,15,5,11,7,,,4,2,,,,3,2,,,,,51
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,160,001,User Interfaces,John Canny,26517,5,19,23,18,7,4,,,,,,,,2,,,,,78
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,161,001,Computer Security,Xiaodong Song,26529,6,10,9,9,8,9,3,1,1,,,,3,,,,,1,60
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,162,001,Op Sys And Sys Prog,Ion Stoica,26547,2,32,9,22,27,27,16,10,4,,,,1,4,,,,,154
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,164,001,Prog Lang And Comp,Paul Hilfinger,26568,16,20,28,7,4,6,4,2,1,1,,1,1,,,,,,91
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,169,001,Software Engineer,Armando Fox; David Patterson,26580,6,24,35,8,41,22,6,3,8,,,,4,2,,1,,,160
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,170,001,Intro Cs Theory,Satish Rao,26592,9,39,44,11,71,24,9,17,12,,,,5,4,,,,1,246
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,174,001,Comb And Disc Prob,Varun Kanade,26616,2,8,8,2,6,2,,1,,,1,,,2,,,,1,33
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,184,001,Computer Graphics,Ravi Ramamoorthi,26622,2,14,16,14,10,10,10,7,,2,2,,2,1,,1,,,91
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,186,001,Intro To Database,Michael Franklin,26634,10,51,17,9,69,46,18,16,18,,,,3,4,,2,,,263
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,188,001,Artif Intelligence,Daniel Klein; Pieter Abbeel,26661,13,47,46,81,58,48,13,8,5,,,,1,,,1,,1,322
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,008,Special Topics,Daniel Garcia,26694,2,5,1,4,1,1,,,,,,,,1,,,,,15
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,015,Special Topics,Kurt Keutzer,26695,1,4,4,4,2,5,1,,,,,,,2,,,,,23
2012 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,001,Directed Group Stdy,Daniel Garcia; Jordan Salter,26712,,,,,,,,,,,,,,18,,4,,,22
2012 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,20N,001,Sys And Signals,Babak Ayazifar,25003,6,74,39,8,88,21,3,24,13,,6,11,17,1,,1,,1,313
