Grade Distribution for Fall 2011 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2011-2012,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (Jenna Allen) 4/13/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DEPT,COURSE,COURSE NUMBER,COURSE SECTION,COURSE DESCRIPTION,INSTRUCTOR NAME,COURSE CONTROL NUMBER,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,PASS,NO PASS,TOTAL P/NP,INCOMPLETES,TOTAL GRADES FOR COURSE
BOALT,LEGALST, 171,001,EURO LEGAL HISTORY ,"MCCLAIN, C J      ",51644,2,5,3,4,5,4,2,2,2,0,2,0,1,1,1,2,0,34
BOALT,LEGALST, 182,001,"LAW, POLITICS & SOC","FEELEY, M M       ",51653,0,5,2,6,10,11,3,4,1,1,0,1,1,10,5,15,3,63
BOALT,LEGALST, 184,001,SOCIOLOGY OF LAW   ,"EDELMAN, L B      ",51668,2,3,4,4,6,10,2,7,3,0,2,0,2,4,1,5,0,50
BOALT,LEGALST, 189,001,FEMINIST JURISPRUD ,"ABRAMS, K R       ",51683,0,12,7,3,7,5,3,1,2,0,0,0,1,0,0,0,0,41
BOALT,LEGALST, 190,001,TOPICS IN LAW/SOC  ,"DAN-COHEN, M      ",51698,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8
BOALT,LEGALST, 190,002,TOPICS IN LAW/SOC  ,"DAN-COHEN, M      ",51701,0,4,3,2,1,0,0,0,0,0,0,0,0,1,0,1,1,12
BOALT,LEGALST, 190,003,TOPICS IN LAW/SOC  ,"SHAPIRO, M M      ",51704,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12
BOALT,LEGALST, 198,002,DIRECTED GROUP STDY,"SIMON, J S        ",51725,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,6
BOALT,LEGALST, 198,003,DIRECTED GROUP STDY,"MIAN, A R         ",51728,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,0,7
BOALT,LEGALST,H195A,001,HONORS SEMINAR     ,"MUSHENO, M        ",51709,0,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15
BOALT,LEGALST,R001B,001,READING & COMP     ,"BRUCE, E S        ",51503,0,0,2,3,4,2,1,0,0,0,0,0,0,0,0,0,4,16
CHEM,CHEM, 001A,001,GENERAL CHEMISTRY  ,"STACY, A M        ",10953,9,85,49,48,124,35,25,56,15,0,20,0,4,16,9,25,1,496
CHEM,CHEM, 001A,002,GENERAL CHEMISTRY  ,"ARNOLD, J         ",10956,8,86,60,41,138,31,32,57,3,0,13,0,4,18,8,26,2,501
CHEM,CHEM, 001A,003,GENERAL CHEMISTRY  ,"MAJDA, M M        ",10959,4,37,23,12,65,17,15,32,5,0,6,0,7,10,3,13,0,236
CHEM,CHEM, 001AL,001,GENERAL CHEM LAB   ,"DOUSKEY, M        ",10962,39,241,53,30,62,19,9,7,3,0,2,0,9,6,6,12,0,486
CHEM,CHEM, 001AL,002,GENERAL CHEM LAB   ,"DOUSKEY, M        ",10965,32,152,40,43,54,8,10,8,5,0,2,0,8,9,3,12,0,374
CHEM,CHEM, 001AL,003,GENERAL CHEM LAB   ,"DOUSKEY, M        ",10968,26,138,38,35,49,11,8,2,3,0,2,0,10,4,3,7,0,329
CHEM,CHEM, 003A,001,CHEM STRUCT REACT  ,"PEDERSEN, S F     ",11112,8,47,55,66,83,27,61,39,61,0,7,0,44,9,11,20,0,518
CHEM,CHEM, 003AL,001,ORGANIC CHEM LAB   ,"PEDERSEN, S F     ",11118,0,115,140,10,10,5,2,2,2,0,0,0,1,3,1,4,2,293
CHEM,CHEM, 003AL,002,ORGANIC CHEM LAB   ,"PEDERSEN, S F     ",11121,0,96,118,6,5,1,1,1,1,0,0,1,0,0,0,0,2,232
CHEM,CHEM, 003B,001,CHEM STRUCT REACT  ,"VOLLHARDT, K P    ",11184,3,41,20,14,26,19,24,19,41,1,6,3,16,1,4,5,2,240
CHEM,CHEM, 003B,002,CHEM STRUCT REACT  ,"VOLLHARDT, K P    ",11187,4,47,25,30,24,17,25,34,28,0,4,3,11,3,5,8,2,262
CHEM,CHEM, 003BL,001,ORGANIC CHEM LAB   ,"LI, C             ",11193,75,107,66,15,15,6,1,0,2,1,1,1,1,0,3,3,0,294
CHEM,CHEM, 003BL,002,ORGANIC CHEM LAB   ,"LI, C             ",11196,61,75,70,14,4,3,0,1,0,0,1,1,3,2,2,4,0,237
CHEM,CHEM, 004A,001,GEN CHM QUANT ANALY,"HEAD-GORDON, M    ",11277,5,35,20,16,57,27,19,31,10,0,10,0,7,6,2,8,0,245
CHEM,CHEM, 015,001,BIO/ANALYTICAL CHEM,"BOERING, K A      ",11313,0,20,6,5,5,6,1,0,1,0,0,0,1,1,0,1,1,47
CHEM,CHEM, 103,001,INORG CHEM BIO     ,"CHANG, M C        ",11355,0,7,6,9,9,9,6,12,3,0,5,0,4,0,0,0,1,71
CHEM,CHEM, 104A,001,ADV INORGANIC CHEM ,"YANG, P           ",11358,3,13,4,6,19,3,3,6,2,0,3,0,0,0,0,0,0,62
CHEM,CHEM, 105,001,INSTRUMEN ANALYSIS ,"WILLIAMS, E       ",11364,1,6,0,2,4,0,2,0,1,0,0,0,0,0,0,0,0,16
CHEM,CHEM, 108,001,INORGANIC SYNTHESIS,"ANDERSEN, R A     ",11373,1,6,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,12
CHEM,CHEM, 112A,001,ORGANIC CHEMISTRY  ,"FRANCIS, M B      ",11382,6,50,17,19,36,12,22,32,10,0,4,0,0,0,1,1,2,211
CHEM,CHEM, 113,001,ADV MECH ORGAN CHEM,"FISCHER, F R      ",11421,4,3,3,8,9,2,3,3,2,0,1,0,0,3,0,3,0,41
CHEM,CHEM, 115,001,ORGANIC CHEMISTRY  ,"CHANG, M C        ",11424,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
CHEM,CHEM, 120A,001,PHYSICAL CHEMISTRY ,"CUK, T            ",11430,4,11,20,20,16,10,9,5,6,0,4,0,1,0,0,0,1,107
CHEM,CHEM, 120B,001,PHYSICAL CHEMISTRY ,"GINSBERG, N S     ",11439,2,10,9,5,3,2,7,6,3,0,0,0,0,0,0,0,1,48
CHEM,CHEM, 122,001,QUANTUM MECHANICS  ,"HARRIS, C B       ",11444,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3
CHEM,CHEM, 125,001,PHYS CHEM LAB      ,"SOMORJAI, G A     ",11445,1,3,3,4,4,3,2,2,0,0,1,0,0,0,0,0,0,23
CHEM,CHEM, 135,001,CHEMICAL BIOLOGY   ,"HAMMOND, M C      ",11493,4,7,9,15,15,7,10,5,2,3,3,1,4,0,1,1,1,88
CHEM,CHEM, 143,001,NUCLEAR CHEMISTRY  ,"CERNY, J          ",11496,0,4,0,3,3,2,0,2,0,0,0,0,1,1,1,2,0,18
CHEM,CHEM, 198,001,DIRECTED GROUP STDY,"FRANCIS, M B      ",12279,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,26,0,26
CHEM,CHEM,C130,001,BIOPHYSICAL CHEM   ,"WEMMER, D E       ",11454,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,13
CHEM,CHEM,C178,001,POLYMER SCI & TECH ,"SEGALMAN, R A     ",11505,0,0,3,1,3,1,1,0,0,0,0,0,1,1,0,1,0,11
CHM ENG,CHM ENG, 140,001,CHEM PROC ANALYSIS ,"IGLESIA, E        ",10315,6,29,17,18,16,28,6,10,13,0,10,0,2,1,3,4,0,159
CHM ENG,CHM ENG, 142,001,CHEM KIN REACT ENG ,"KATZ, A           ",10336,2,18,15,10,21,10,3,6,5,0,1,0,0,0,0,0,0,91
CHM ENG,CHM ENG, 150B,001,TRANS & SEPARA PROC,"BELL, A T         ",10351,1,18,7,15,15,11,14,8,2,0,0,0,0,0,0,0,0,91
CHM ENG,CHM ENG, 154,001,CHEM ENG LABORATORY,"BALSARA, N P      ",10366,2,4,8,0,8,4,0,2,0,0,0,0,0,0,0,0,0,28
CHM ENG,CHM ENG, 160,001,CHEM PROCESS DESIGN,"UPADHYE, R S      ",10375,3,5,7,17,6,4,4,1,0,0,0,1,0,0,0,0,0,48
CHM ENG,CHM ENG, 162,001,DYN CONTR CHEM PROC,"WALLMAN, P        ",10384,1,8,7,9,9,10,0,2,0,0,1,0,0,0,0,0,0,47
CHM ENG,CHM ENG, 170A,001,BIOCHEMICAL ENGIN  ,"ERCEK, D T        ",10393,6,6,4,5,4,9,2,2,1,0,0,0,1,0,0,0,0,40
CHM ENG,CHM ENG, 180,001,CHEM ENG ECONOMICS ,"SCHOOFS, G        ",10413,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,6
CHM ENG,CHM ENG, 185,001,TECH COMMUNICATION ,"CISTON, S M       ",10900,0,5,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,16
CHM ENG,CHM ENG, 185,002,TECH COMMUNICATION ,"CISTON, S M       ",10903,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
CHM ENG,CHM ENG,C178,001,POLYMER SCI & TECH ,"SEGALMAN, R A     ",10402,6,7,5,2,8,3,2,2,1,0,0,0,0,0,0,0,0,36
CIV ENG,CIV ENG, 060,001,CIVIL ENGRG MATLS  ,"OSTERTAG, C P     ",13927,0,6,12,6,15,10,6,7,1,2,1,1,2,1,2,3,0,72
CIV ENG,CIV ENG, 070,001,ENGINEERING GEOLOGY,"SITAR, N          ",13939,1,12,10,5,7,6,3,0,0,0,0,0,0,0,0,0,0,44
CIV ENG,CIV ENG, 093,001,ENGRG DATA ANALYSIS,"HANSEN, M         ",13957,1,2,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,18
CIV ENG,CIV ENG, 098,004,DIRECTED GROUP STDY,"WALKER, J L       ",13984,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,28,0,28
CIV ENG,CIV ENG, 100,001,ELEM FLUID MECHANIC,"VARIANO, E A      ",13993,3,11,17,10,9,3,3,1,1,0,2,0,0,1,0,1,0,62
CIV ENG,CIV ENG, 111,001,ENVIRONMENTAL ENGR ,"NELSON, K L       ",14020,5,30,6,10,11,4,7,10,8,0,0,1,0,0,1,1,0,96
CIV ENG,CIV ENG, 115,001,WATER CHEMISTRY    ,"SEDLAK, D L       ",14026,2,9,4,8,9,0,4,2,2,0,1,0,0,1,0,1,0,42
CIV ENG,CIV ENG, 122,001,DESIGN STEEL STRUCT,"ASTANEH-ASL, A    ",14038,1,17,12,2,2,0,0,0,0,0,0,0,1,0,0,0,0,35
CIV ENG,CIV ENG, 123,001,DES REINF CON STRUC,"PANAGIOTOU, M A   ",14044,0,8,7,14,6,5,0,1,0,0,1,0,0,0,0,0,0,42
CIV ENG,CIV ENG, 124,001,TIMBER DESIGN      ,"STEVENSON, M B    ",14050,6,14,10,9,2,2,1,0,0,0,1,1,0,0,0,0,0,47
CIV ENG,CIV ENG, 153,001,TRANS FAC DESIGN   ,"RAKAS, J M        ",14053,1,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
CIV ENG,CIV ENG, 156,001,INFRASTRUCTURE     ,"WALKER, J L       ",14059,2,10,15,9,3,6,1,1,0,0,1,0,0,0,1,1,0,49
CIV ENG,CIV ENG, 166,001,CONSTRUCTION ENGRG ,"HORVATH, A        ",14062,2,33,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,47
CIV ENG,CIV ENG, 167,001,ENG PROJECT MGMT   ,"IBBS, C W         ",14068,0,8,9,7,9,10,12,10,3,0,1,0,0,0,0,0,0,69
CIV ENG,CIV ENG, 171,001,INTRO TO GEOL ENG  ,"GLASER, S D       ",14071,0,3,0,4,2,1,3,0,0,0,0,0,2,0,0,0,0,15
CIV ENG,CIV ENG, 173,001,"GROUNDWATER,SEEPAGE","RUBIN, Y N        ",14074,8,6,2,7,10,11,3,1,0,0,0,0,1,0,0,0,0,50
CIV ENG,CIV ENG, 175,001,GEOT GEOENV ENGRG  ,"BRAY, J D         ",14080,2,7,11,19,10,8,2,0,0,0,0,0,0,0,0,0,1,60
CIV ENG,CIV ENG, 177,001,FDN ENGRG DESIGN   ,"SHORT, R D        ",14092,0,10,18,2,15,6,1,3,0,0,0,0,1,0,0,0,0,56
CIV ENG,CIV ENG, 191,001,CEE SYSTEM ANALYSIS,"SENGUPTA, R       ",14098,2,4,1,11,9,2,1,0,1,0,0,0,0,0,0,0,0,31
CIV ENG,CIV ENG, 192,001,ART/SCI OF PRACTICE,"RECTOR, J W       ",14106,0,65,13,0,6,1,0,0,0,0,0,0,0,1,0,1,0,86
CIV ENG,CIV ENG, 193,001,ENG RISK ANALYSIS  ,"DER KIUREGHIAN, A ",14107,2,4,6,9,4,1,0,1,0,0,0,0,0,0,0,0,0,28
CIV ENG,CIV ENG, 198,003,#N/A,#N/A,14137,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,6
CIV ENG,CIV ENG,C030,001,INTRO SOLID MECHNCS,"JOHNSON, G C      ",13906,1,4,11,8,7,6,5,1,2,1,1,1,0,0,0,0,0,48
CIV ENG,CIV ENG,C030,002,INTRO SOLID MECHNCS,"LI, S             ",13918,2,16,7,8,2,3,0,2,0,0,0,0,2,0,0,0,0,42
CIV ENG,CIV ENG,C106,001,AIR POLLUTION      ,"GOLDSTEIN, A H    ",14008,0,5,4,3,3,1,1,1,0,0,0,0,0,0,0,0,0,18
CIV ENG,CIV ENG,C178,001,APPLIED GEOPHYSICS ,"RECTOR, J W       ",14095,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
CLASSIC,CLASSIC, 010A,001,INTRO GREEK CIV    ,"MASTRONARDE, D J  ",14703,0,19,15,25,17,4,2,6,1,0,2,1,3,30,8,38,0,133
CLASSIC,CLASSIC, 017A,001,ELEM GREEK ARCH    ,"SHELTON, K S      ",14724,1,7,7,4,4,1,0,3,3,0,0,0,0,9,0,9,1,40
CLASSIC,CLASSIC, 035,001,GREEK TRAGEDY      ,"GRIFFITH, M       ",14736,0,7,10,6,3,2,0,0,0,0,0,0,0,2,1,3,0,31
CLASSIC,CLASSIC, 039I,001,FRESH/SOPH SEMINAR ,"PENA, J T         ",14739,0,3,1,5,4,0,1,1,0,0,0,0,0,0,0,0,1,16
CLASSIC,CLASSIC, 121,001,ANCIENT RELIGION   ,"BULLOCH, A W      ",14757,5,17,13,11,9,3,1,0,0,0,0,0,2,10,1,11,1,73
CLASSIC,CLASSIC, 130,001,TOPICS             ,"PENA, J T         ",14772,0,6,4,1,4,0,0,0,0,0,0,0,0,1,0,1,1,17
CLASSIC,CLASSIC, 130,002,TOPICS             ,"MURPHY, T M       ",14775,0,18,4,4,0,1,1,0,0,0,0,0,0,1,0,1,1,30
CLASSIC,CLASSIC, 130,003,TOPICS             ,"PIERACCINI, L     ",14777,0,2,2,1,0,2,0,0,0,0,0,0,0,2,0,2,0,9
CLASSIC,CLASSIC, 198,002,DIRECTED GROUP STDY,"MURPHY, T M       ",14790,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,15,0,15
CLASSIC,GREEK, 001,001,ELEMENTARY GREEK   ,"PAPAZARKADAS, N   ",15203,1,0,0,1,0,1,0,0,0,0,0,0,2,1,1,2,0,8
CLASSIC,GREEK, 001,002,ELEMENTARY GREEK   ,"WALIN, D C        ",15206,3,3,0,3,1,0,0,0,0,0,0,0,0,1,0,1,1,12
CLASSIC,GREEK, 040,001,INTERMED GREEK COMP,"BULLOCH, A W      ",15209,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
CLASSIC,GREEK, 100,001,ATTIC PROSE        ,"FERRARI, G R      ",15224,1,7,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0,19
CLASSIC,GREEK, 102,001,DRAMA              ,"SAILOR, D         ",15227,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
CLASSIC,GREEK, 125,001,HELLENISTIC IMP LIT,"HICKEY, T M       ",15230,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,9
CLASSIC,GREEK, 198,001,DIRECTED GROUP STDY,"FERRARI, G R      ",15239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLASSIC,LATIN, 001,001,ELEMENTARY LATIN   ,"MCLEOD, D B       ",15603,6,2,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,12
CLASSIC,LATIN, 001,002,ELEMENTARY LATIN   ,"WEAVERDYCK, E J   ",15606,1,4,6,1,1,0,0,1,0,0,0,0,1,0,2,2,0,17
CLASSIC,LATIN, 001,003,ELEMENTARY LATIN   ,"WEISS, N A        ",15609,0,7,3,3,1,0,0,0,0,0,1,0,0,1,1,2,1,18
CLASSIC,LATIN, 001,004,ELEMENTARY LATIN   ,"COCHRAN, S H      ",15612,0,3,1,0,3,1,0,0,0,0,0,0,0,1,2,3,0,12
CLASSIC,LATIN, 002,001,ELEMENTARY LATIN   ,"PISARELLO, A C    ",15615,2,5,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,11
CLASSIC,LATIN, 010,001,INTENS ELEM LATIN  ,"LANIER, J T       ",15618,4,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,15
CLASSIC,LATIN, 100,001,REPUBLICAN PROSE   ,"MURPHY, T M       ",15633,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7
CLASSIC,LATIN, 101,001,VERGIL             ,"HUDSON, J M       ",15636,0,2,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,11
CLASSIC,LATIN, 116,001,"LUCRETIUS, VERGIL  ","FURIYA, S         ",15639,0,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,10
CLASSIC,LATIN, 140,001,MEDIEVAL LATIN     ,"BEZNER, F         ",15642,0,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,17
COLWRIT,COLWRIT, 001,001,GRAMMAR/VOCABULARY ,"BAPTISTE, M C     ",16403,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,16
COLWRIT,COLWRIT, 001,002,GRAMMAR/VOCABULARY ,"BAPTISTE, M C     ",16406,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,15
COLWRIT,COLWRIT, 010A,001,PUBLIC SPEAKING    ,"HILL, C           ",16556,0,12,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17
COLWRIT,COLWRIT, 010A,002,PUBLIC SPEAKING    ,"LEVINE, J         ",16559,0,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16
COLWRIT,COLWRIT, 050AC,001,RESEARCHING WATER  ,"STEENLAND, P      ",16567,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4
COLWRIT,COLWRIT, 105,001,INTERMED WRITING   ,"HAMMONS, P J      ",16580,0,11,5,1,1,0,0,0,0,0,0,0,0,1,0,1,0,19
COLWRIT,COLWRIT, 108,001,ADV COMP: NEW MEDIA,"SOKOLIK, M E      ",16586,0,17,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,22
COLWRIT,COLWRIT, 150AC,001,RESEARCHING WATER  ,"STEENLAND, P      ",16597,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
COLWRIT,COLWRIT, 151,001,INTRO TO PROF WTNG ,"COLE, C           ",16598,6,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,17
COLWRIT,COLWRIT,R001A,001,COLLEGE WRITING 1A ,"COLE, C           ",16412,0,0,0,1,0,2,0,4,0,0,3,0,0,0,0,0,0,11
COLWRIT,COLWRIT,R001A,002,COLLEGE WRITING 1A ,"FLASH, D M        ",16415,0,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,006,COLLEGE WRITING 1A ,"BAPTISTE, M C     ",16427,0,1,0,1,6,3,0,3,0,0,0,0,0,0,0,0,0,14
COLWRIT,COLWRIT,R001A,007,COLLEGE WRITING 1A ,"STEENLAND, P      ",16430,0,1,0,1,3,1,2,3,0,0,0,0,0,0,0,0,0,12
COLWRIT,COLWRIT,R001A,008,COLLEGE WRITING 1A ,"LARKIN, M E       ",16433,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,009,COLLEGE WRITING 1A ,"FLASH, D M        ",16436,0,0,3,3,5,1,1,0,0,0,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,010,COLLEGE WRITING 1A ,"WILLIAMS, E T     ",16439,0,0,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,011,COLLEGE WRITING 1A ,"LANG, J C         ",16442,1,0,1,1,1,3,1,0,1,0,2,0,2,0,0,0,0,14
COLWRIT,COLWRIT,R001A,012,COLLEGE WRITING 1A ,"WALD, M           ",16445,0,0,1,3,0,1,4,2,0,0,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,013,COLLEGE WRITING 1A ,"LARKIN, M E       ",16448,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,014,COLLEGE WRITING 1A ,"WILLIAMS, E T     ",16451,0,0,2,4,5,1,0,0,1,0,0,0,0,1,0,1,0,14
COLWRIT,COLWRIT,R001A,015,COLLEGE WRITING 1A ,"OAKES, C J        ",16454,0,0,2,4,5,2,1,0,0,0,0,0,0,0,0,0,0,14
COLWRIT,COLWRIT,R001A,016,COLLEGE WRITING 1A ,"HAMMONS, P J      ",16457,0,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,12
COLWRIT,COLWRIT,R001A,017,COLLEGE WRITING 1A ,"HILL, C           ",16460,0,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,14
COLWRIT,COLWRIT,R001A,018,COLLEGE WRITING 1A ,"LEVINE, J         ",16463,0,0,1,4,6,2,0,1,0,0,0,0,0,0,0,0,0,14
COLWRIT,COLWRIT,R001A,022,COLLEGE WRITING 1A ,"BOBO, S           ",16475,0,0,3,0,3,1,2,2,0,0,0,0,0,0,0,0,0,14
COLWRIT,COLWRIT,R001A,023,COLLEGE WRITING 1A ,"CRISP, T E        ",16478,1,1,2,2,5,1,0,0,0,1,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,024,COLLEGE WRITING 1A ,"BOBO, S           ",16481,1,0,4,3,1,2,1,0,0,0,0,0,0,0,0,0,0,13
COLWRIT,COLWRIT,R001A,025,COLLEGE WRITING 1A ,"CHIANG, Y D       ",16484,0,1,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,12
COLWRIT,COLWRIT,R001A,027,COLLEGE WRITING 1A ,"SOKOLIK, M E      ",16490,0,1,2,3,5,0,1,0,0,0,0,0,0,0,0,0,1,13
COLWRIT,COLWRIT,R004B,001,"READ,COMP,RESEARCH ","LANG, J C         ",16535,0,0,6,0,0,9,1,1,0,0,0,0,0,0,0,0,0,17
COLWRIT,COLWRIT,R004B,002,"READ,COMP,RESEARCH ","TOLLEFSON, S K    ",16538,0,2,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,12
COLWRIT,COLWRIT,R004B,003,"READ,COMP,RESEARCH ","CRISP, T E        ",16541,2,6,3,2,0,0,0,2,0,0,0,0,0,0,0,0,2,17
COLWRIT,COLWRIT,R004B,004,"READ,COMP,RESEARCH ","OAKES, C J        ",16544,0,2,3,5,5,0,1,0,0,0,0,0,0,0,0,0,0,16
COLWRIT,COLWRIT,R004B,005,"READ,COMP,RESEARCH ","CHIANG, Y D       ",16547,0,7,1,0,2,0,0,1,1,0,0,0,2,0,0,0,0,14
COLWRIT,COLWRIT,R004B,007,"READ,COMP,RESEARCH ","OFFEN-BROWN, G    ",16553,0,3,4,1,2,0,0,3,0,0,0,0,0,0,1,1,1,15
COM LIT,COM LIT, 020,001,LITERARY CULTURES  ,"MCCARTHY, K       ",17272,0,5,2,3,3,0,0,1,1,0,0,0,1,5,0,5,0,21
COM LIT,COM LIT, 024,001,FRESHMAN SEMINAR   ,"TOLLEFSON, S K    ",17287,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,13,0,13
COM LIT,COM LIT, 060AC,001,LIT AMER CULTURES  ,"LIMA, E E         ",17293,1,6,3,0,3,0,0,0,0,0,0,0,0,9,2,11,0,24
COM LIT,COM LIT, 100,001,INTRO TO COMP LIT  ,"RAM, H            ",17305,1,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,11
COM LIT,COM LIT, 100,002,INTRO TO COMP LIT  ,"BRITTO, K A       ",17308,0,7,6,2,4,1,0,0,0,0,0,0,0,0,0,0,0,20
COM LIT,COM LIT, 112A,001,MOD GREEK LANG COMP,"KOTZAMANIDOU, M   ",17311,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16
COM LIT,COM LIT, 152,001,THE MIDDLE AGES    ,"REJHON, A C       ",17314,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,6
COM LIT,COM LIT, 155,002,THE MODERN PERIOD  ,"LIMA, E E         ",17317,0,5,1,1,3,2,0,0,0,0,0,0,1,2,0,2,0,15
COM LIT,COM LIT, 156,001,FICT & CULT AMERICA,"MASIELLO, F R     ",17320,2,7,6,1,0,0,0,0,0,0,0,0,1,1,0,1,1,19
COM LIT,COM LIT, 170,001,TOPICS IN COMP LIT ,"KAUFMAN, R G      ",17323,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
COM LIT,COM LIT, 171,001,MODERN GREEK LIT   ,"KOTZAMANIDOU, M   ",17326,0,8,3,3,5,1,0,0,0,0,0,0,0,1,0,1,0,21
COM LIT,COM LIT, 190,001,SENIOR SEMINAR     ,"LARGIER, N E      ",17329,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
COM LIT,COM LIT,R001A,002,ENGL COMP WORLD LIT,"BRITO, F          ",17206,0,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,17
COM LIT,COM LIT,R001A,003,ENGL COMP WORLD LIT,"WAGNER, L         ",17209,0,4,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,15
COM LIT,COM LIT,R001A,004,ENGL COMP WORLD LIT,"COHEN, K          ",17212,0,7,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,17
COM LIT,COM LIT,R001A,005,ENGL COMP WORLD LIT,"RAISCH, J         ",17215,0,6,5,6,1,0,0,0,0,0,0,0,0,1,0,1,0,19
COM LIT,COM LIT,R001A,007,ENGL COMP WORLD LIT,"LORENZ, S R       ",17221,0,5,8,11,3,2,0,0,0,0,1,0,1,1,0,1,0,32
COM LIT,COM LIT,R001B,001,ENGL COMP WORLD LIT,"PALAU, K R        ",17224,0,9,10,4,6,0,0,2,1,0,0,0,0,0,1,1,0,33
COM LIT,COM LIT,R001B,002,ENGL COMP WORLD LIT,"INCIARTE, M D     ",17227,0,2,10,10,4,3,0,1,0,0,0,0,0,0,0,0,0,30
COM LIT,COM LIT,R001B,003,ENGL COMP WORLD LIT,"BATTIS, S E       ",17230,0,3,2,5,2,2,1,0,0,0,0,0,0,0,0,0,0,15
COM LIT,COM LIT,R001B,004,ENGL COMP WORLD LIT,"SINGLETON, T D    ",17233,0,9,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,33
