UC Berkeley Fall 2008 Course Grades,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CourseID,CNUM,SECTION,CDESC,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC, 001,001,USAF & NAT SEC     ,"STONE, B E        ",6,2,3,1,0,1,0,0,0,0,0,0,0
AFRICAM, 004A,001,AFRICA:  HIST & CUL,"NWOKEJI, G        ",0,9,9,22,26,9,6,1,4,1,2,1,1
AFRICAM, 005B,001,AFAM LIFE & CUL U S,"ALLEN, R          ",9,20,15,14,7,12,3,2,6,0,0,0,2
AFRICAM, 027AC,001,LIVES/STRUG/MAJ CUL,"HINTZEN, P C      ",2,18,26,20,17,7,8,4,3,0,1,2,2
AFRICAM, 039B,001,FRESH/SOPH SEMINAR ,"PATTON, J E       ",1,8,3,4,2,0,0,0,1,0,0,0,0
AFRICAM, 039B,002,FRESH/SOPH SEMINAR ,"STANLEY, C        ",1,1,5,2,6,2,0,0,0,0,0,0,0
AFRICAM, 100,001,INT AFRICAN AMERSTD,"RAIFORD, L        ",1,6,3,4,1,4,2,0,1,0,0,1,1
AFRICAM, 112A,001,POL/ECO DEV 3RD WLD,"HINTZEN, P C      ",0,7,11,8,10,5,1,1,0,0,0,0,3
AFRICAM, 116,001,SLAVERY AND AFRICAN,"TAYLOR, U Y       ",0,5,2,7,6,0,5,2,4,2,1,4,2
AFRICAM, 138,001,BLACK NATIONALISM  ,"HENRY, C P        ",0,5,7,2,13,6,4,2,0,1,0,0,1
AFRICAM, 142AC,001,RACE/AMERICAN FILM ,"COHEN, M M        ",0,19,14,13,19,1,2,3,1,0,0,0,1
AFRICAM, 155,001,LIT CARIB: SIG THEM,"NANDA, A          ",2,7,8,7,4,0,1,1,0,0,0,0,0
AFRICAM, 159,001,SPEC TOP AFAM LIT  ,"SCOTT, D          ",0,6,11,5,2,4,4,1,0,1,0,0,3
AFRICAM, 159,002,SPEC TOP AFAM LIT  ,"DE LEON, A        ",0,3,4,4,4,0,0,1,0,0,0,0,0
AFRICAM,C011A,001,ELEMENTARY SWAHILI ,"MCHOMBO, S A      ",1,8,2,1,0,1,0,0,0,0,0,0,0
AFRICAM,C011A,002,ELEMENTARY SWAHILI ,"MCHOMBO, S A      ",1,5,3,1,0,0,1,0,0,0,0,0,0
AFRICAM,C134,001,INFO TECH AND SOC  ,"LAGUERRE, M S     ",0,6,2,0,1,2,0,0,1,0,0,0,0
AFRICAM,R001A,001,FRESH COMPOSITION  ,"TAYLOR, U Y       ",0,8,7,13,2,1,0,1,0,0,1,0,0
AFRICAM,R001B,001,FRESHMN COMPOSITION,"NANDA, A          ",2,5,7,8,7,2,1,1,1,0,0,0,1
AMERSTD, 010,001,INTRO AMERICAN STDY,"MORAN, K S        ",0,25,19,17,23,6,2,5,0,0,0,0,1
AMERSTD, 101,001,US CULTURES IN TIME,"PALMER, C         ",0,3,8,7,12,7,5,0,3,0,3,0,3
AMERSTD, 102,001,US CULTURES/PLACE  ,"BIESTMAN, K W     ",0,3,5,0,9,4,1,6,1,2,0,2,1
AMERSTD, 139AC,001,US SOCIAL MOVEMENTS,"BRILLIANT, M      ",1,3,4,6,18,9,7,6,5,1,2,1,4
AMERSTD,C111E,001,TOPICS IN AMER STUD,"OTTER, S          ",0,2,6,6,6,5,2,1,0,0,0,0,0
AMERSTD,C112A,001,AM LANDSCPE TO 1900,"GROTH, P E        ",0,5,7,3,5,5,4,3,5,0,1,0,2
AMERSTD,C132B,001,INTELLECTUAL HIS US,"HOLLINGER, D A    ",0,2,1,3,2,2,0,0,2,0,1,0,2
AMERSTD,C134,001,INFO TECH AND SOC  ,"LAGUERRE, M S     ",0,10,3,0,0,2,2,0,0,0,0,0,0
AMERSTD,H110,001,HONORS SEMINAR     ,"MCQUADE, D A      ",0,8,3,0,0,0,0,0,0,0,0,0,0
ANTHRO, 002AC,001,INTRO ARCHAEOLOGY  ,"LIGHTFOOT, K G    ",10,108,73,36,26,10,14,8,3,2,2,1,5
ANTHRO, 003AC,001,INTRO SOC/CULT AC  ,"HUBBARD, L        ",1,71,150,62,59,41,18,9,6,2,0,1,8
ANTHRO, 112,003,SP TOPICS: BIO ANTH,"DEACON, T W       ",0,10,10,10,7,6,3,4,1,0,0,0,2
ANTHRO, 115,001,INTRO MED ANTHRO   ,"COHEN, L          ",5,33,22,11,4,2,0,0,0,0,0,0,1
ANTHRO, 121AC,001,AMERCN MATERL CULTR,"WILKIE, L A       ",4,51,16,18,38,7,6,6,5,1,0,0,1
ANTHRO, 127A,001,SKLTL BIO & BIOARCH,"AGARWAL, S C      ",4,5,4,1,2,0,0,1,0,0,0,0,0
ANTHRO, 132A,001,CERAMIC ANALYSIS   ,"RODDICK, A P      ",4,2,3,1,2,0,1,1,0,0,0,0,0
ANTHRO, 136H,001,ARCH AFTER SCHOOL  ,"CONKEY, M W       ",9,3,3,3,1,2,0,0,0,0,0,0,1
ANTHRO, 137,001,ENERGY/CULT/SOC ORG,"NADER, L          ",7,42,67,43,22,18,13,5,3,2,4,1,4
ANTHRO, 141,001,COMPARATIVE SOCIETY,"LIU, X            ",5,11,4,5,1,3,2,0,0,0,0,0,0
ANTHRO, 160AC,001,FORMS OF FOLKLORE  ,"BRIGGS, C L       ",13,66,43,26,31,13,5,1,1,0,0,0,6
ANTHRO, 169B,001,RES THEO/METH SOC  ,"FERME, M C        ",0,5,3,4,1,2,0,0,0,0,0,0,0
ANTHRO, 172AC,001,AMERICAN CULTURES  ,"SCHWITTAY, A F    ",8,13,6,6,0,0,0,1,0,0,0,1,0
ANTHRO, 179,001,THE MAYA           ,"HANKS, W F        ",0,17,27,14,3,0,0,0,0,0,0,0,0
ANTHRO, 189,001,SPEC TOP:SOC/CULT  ,"BRANDES, S H      ",2,22,18,8,9,5,1,2,0,0,0,0,5
ANTHRO, 189,002,SPEC TOP:SOC/CULT  ,"HOLSTON, J        ",0,16,10,3,1,2,0,0,0,0,0,0,0
ANTHRO,C125A,001,ARCH EAST ASIA     ,"HABU, J           ",1,5,4,7,7,1,3,0,0,0,0,0,1
ANTHRO,C147B,001,SEXUALITY CULTURE  ,"ALFONSO, D R      ",2,12,18,4,4,0,0,0,1,0,0,0,0
ARABIC, 001A,002,ELEMENTARY ARABIC  ,"SCHWARTZ, K L     ",1,3,6,4,0,0,1,0,0,0,0,0,0
ARABIC, 001A,003,ELEMENTARY ARABIC  ,"EL GENDY, K O     ",1,4,2,1,4,0,1,0,1,0,0,0,0
ARABIC, 001A,004,ELEMENTARY ARABIC  ,"ABUSAAD, R        ",1,3,4,2,1,0,0,0,0,0,0,0,0
ARABIC, 001A,005,ELEMENTARY ARABIC  ,"BAZIAN, H A       ",8,5,3,1,0,0,0,0,0,0,0,0,0
ARABIC, 001A,006,ELEMENTARY ARABIC  ,"EL-SHERIF, M      ",1,2,1,5,4,0,1,0,0,0,0,0,0
ARABIC, 001A,007,ELEMENTARY ARABIC  ,"NEALE, H          ",3,3,4,3,0,0,0,0,0,0,0,0,0
ARABIC, 020A,001,INTERMEDIATE ARABIC,"BAZIAN, H A       ",4,6,3,0,0,0,0,0,0,0,0,0,0
ARABIC, 020A,003,INTERMEDIATE ARABIC,"S'HIRI, S         ",2,9,2,3,1,0,0,0,0,0,0,0,0
ARABIC, 100A,001,ADVANCED ARABIC    ,"SIDDIQ, M         ",4,2,2,1,2,0,0,0,0,0,0,0,0
ARABIC, 105B,001,CLASS ARABIC POETRY,"LARKIN, M         ",1,4,3,1,2,0,0,0,0,0,0,0,0
ARABIC, 107,001,HIST & GEOGR TEXTS ,"HAYES, J L        ",0,7,3,0,0,0,0,1,0,0,0,0,0
