UC Berkeley Fall 2010 Course Grades,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CourseID,CNUM,SECTION,CDESC,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC, 001A,001,FOUND US AIR FORCE ,"SHARP, K T        ",2,8,8,5,4,0,1,1,1,0,0,0,0
AEROSPC, 002A,001,EVOLUT OF AIR POWER,"SHARP, K T        ",2,3,7,3,4,1,2,0,1,0,0,1,1
AFRICAM, 004A,001,AFRICA:  HIST & CUL,"NWOKEJI, G        ",0,4,10,7,8,6,4,2,3,1,1,3,2
AFRICAM, 005A,001,AFAM LIFE & CUL U S,"CATANESE, B N     ",1,10,13,10,16,5,7,1,2,0,0,1,2
AFRICAM, 011A,001,ELEMENTARY SWAHILI ,"MCHOMBO, S A      ",3,8,6,2,3,0,1,0,1,0,0,0,0
AFRICAM, 011A,002,ELEMENTARY SWAHILI ,"MCHOMBO, S A      ",6,6,3,2,5,0,0,3,0,0,0,0,0
AFRICAM, 027AC,001,LIVES/STRUG/MAJ CUL,"HINTZEN, P C      ",1,6,15,24,19,10,14,1,4,0,1,0,1
AFRICAM, 028AC,001,GLOB & MIN AM COMM ,"SMALL, S A        ",2,14,7,22,9,5,0,2,1,0,0,0,0
AFRICAM, 039E,001,FRESH/SOPH SEMINAR ,"PATTON, J E       ",0,4,5,4,3,2,0,1,0,0,0,0,1
AFRICAM, 039F,001,FRESH/SOPH SEMINAR ,"STANLEY, C        ",0,3,3,1,4,2,0,0,0,0,0,0,1
AFRICAM, 100,001,INT AFRICAN AMERSTD,"RAIFORD, L        ",0,5,4,5,4,2,0,0,2,0,1,0,0
AFRICAM, 101,001,RESEARCH METHODS   ,"FRYE, H T         ",0,4,1,3,2,1,1,0,0,0,0,0,0
AFRICAM, 111,001,RACE CLASS GEN U S ,"SMALL, S A        ",0,8,1,14,2,0,0,0,0,0,0,0,0
AFRICAM, 112A,001,POL/ECO DEV 3RD WLD,"HINTZEN, P C      ",3,27,1,1,7,0,0,1,0,0,1,0,3
AFRICAM, 116,001,SLAVERY AND AFRICAN,"TAYLOR, U Y       ",1,4,6,7,9,3,5,3,0,2,0,0,3
AFRICAM, 121,001,"BLK POL LIFE, U S  ","HENRY, C P        ",2,3,3,2,1,2,2,2,2,0,1,0,2
AFRICAM, 155,001,LIT CARIB: SIG THEM,"NANDA, A          ",0,3,4,5,1,4,0,0,0,0,0,0,0
AFRICAM, 159,001,SPEC TOP AFAM LIT  ,"DE LEON, A        ",0,4,3,2,3,2,0,0,0,0,0,0,0
AFRICAM,C133A,001,RACE URBAN SCH     ,"SUAD-BAKARI, N    ",0,11,1,0,2,0,0,1,0,0,0,0,0
AFRICAM,C134,001,INFO TECH AND SOC  ,"LAGUERRE, M S     ",0,13,5,0,1,0,0,0,0,0,0,0,0
AFRICAM,R001B,001,FRESHMN COMPOSITION,"NANDA, A          ",0,4,5,3,5,5,2,0,2,0,1,0,0
AMERSTD, 010,001,INTRO AMERICAN STDY,"BRILLIANT, M      ",0,4,12,9,21,9,4,8,1,1,3,0,5
AMERSTD, 101,001,US CULTURES IN TIME,"PALMER, C         ",0,5,6,6,11,5,3,1,2,1,0,1,0
AMERSTD, 101,002,US CULTURES IN TIME,"MORAN, K S        ",0,7,25,21,15,10,3,4,0,0,0,0,3
AMERSTD, 101AC,001,US CULTURES IN TIME,"COHEN, M M        ",2,22,11,0,12,8,2,5,1,0,0,0,1
AMERSTD, 102,001,US CULTURES/PLACE  ,"BIESTMAN, K W     ",0,3,3,4,8,9,4,3,4,0,0,0,0
AMERSTD, 110,001,SPECIAL TOPICS     ,"MORAN, K S        ",3,16,16,8,9,4,1,9,1,2,5,0,1
AMERSTD, 191,001,SENIOR SEMINAR     ,"PALMER, C         ",0,3,4,1,2,1,0,0,0,0,0,0,0
AMERSTD, 191,002,SENIOR SEMINAR     ,"BIESTMAN, K W     ",0,3,3,2,2,1,0,0,1,1,0,0,2
AMERSTD,C112A,001,AM LANDSCPE TO 1900,"GROTH, P E        ",1,7,5,7,10,1,1,2,1,0,1,0,2
AMERSTD,H110,001,HONORS SEMINAR     ,"PORTER, C J       ",0,10,1,0,0,0,0,0,0,0,0,0,0
ANTHRO, 002AC,001,INTRO ARCHAEOLOGY  ,"LIGHTFOOT, K G    ",11,114,81,55,36,20,13,16,6,1,3,0,3
ANTHRO, 003AC,001,INTRO SOC/CULT AC  ,"ERICKSON, B R     ",18,105,95,68,28,21,4,5,2,0,0,0,6
ANTHRO, 106,001,PRIMATE BEHAVIOR   ,"MILLIGAN NEWMARK, ",0,32,26,21,14,9,5,3,3,0,1,0,0
ANTHRO, 115,001,INTRO MED ANTHRO   ,"COHEN, L          ",3,52,16,4,11,3,2,0,0,0,0,0,0
ANTHRO, 121C,001,HIST ARTIFACT/ANALY,"WILKIE, L A       ",3,9,0,0,0,0,0,0,0,0,0,0,0
ANTHRO, 127A,001,SKLTL BIO & BIOARCH,"AGARWAL, S C      ",9,11,1,1,0,0,0,0,0,0,0,0,0
ANTHRO, 136C,001,MULTIMED AUTHOR PT1,"TRINGHAM, R E     ",2,6,4,0,0,0,0,0,0,0,0,0,0
ANTHRO, 138A,001,ETHNOG FILM HISTORY,"BRAUN, N          ",2,1,7,4,5,1,3,2,0,0,0,0,2
ANTHRO, 140,001,ANTHRO OF FOOD     ,"BRANDES, S H      ",8,29,13,6,12,4,2,1,0,0,0,0,1
ANTHRO, 141,001,COMPARATIVE SOCIETY,"LIU, X            ",2,6,12,8,7,1,2,0,0,0,0,0,2
ANTHRO, 160AC,001,FORMS OF FOLKLORE  ,"BRIGGS, C L       ",9,59,32,24,41,17,9,7,2,0,0,0,9
ANTHRO, 162,001,TOPICS IN FOLKLORE ,"SHUMAN, A E       ",5,20,5,1,1,0,0,0,0,0,0,1,0
ANTHRO, 169B,001,RES THEO/METH SOC  ,"FERME, M C        ",0,3,6,10,5,3,0,0,1,0,0,0,1
ANTHRO, 181,001,MIDDLE EAST & ISLAM,"MAHMOOD, S        ",1,14,11,13,10,2,0,0,0,0,1,0,2
ANTHRO, 189,002,SPEC TOP:SOC/CULT  ,"DUBUISSON, E      ",0,9,8,6,3,2,0,0,0,0,0,0,0
ANTHRO, 189A,001,TOPICS:CULTURE AREA,"ONG, A            ",0,25,6,0,1,2,0,3,0,0,1,0,0
ANTHRO, 196,002,UNDERGRAD SEM      ,"MILLIGAN NEWMARK, ",0,13,7,2,3,0,0,0,0,0,0,0,0
ANTHRO,C147B,001,SEXUALITY CULTURE  ,"ALFONSO, D R      ",0,11,12,4,2,1,1,1,1,0,0,0,0
ANTHRO,R005B,001,READING & COMP     ,"GOODWIN, M A      ",1,1,9,4,0,0,0,0,0,0,0,0,0
ANTHRO,R005B,002,READING & COMP     ,"GOODWIN, M A      ",0,2,5,3,3,0,0,0,0,0,0,0,0
ARABIC, 001A,002,ELEMENTARY ARABIC  ,"NEALE, H          ",0,3,3,2,3,0,0,0,0,0,0,0,0
ARABIC, 001A,004,ELEMENTARY ARABIC  ,"SAYLOR, E         ",6,4,3,0,0,0,0,0,0,0,0,0,0
ARABIC, 001A,005,ELEMENTARY ARABIC  ,"ZILDZIC, A        ",5,5,2,1,0,0,0,0,0,0,0,0,0
ARABIC, 020A,001,INTERMEDIATE ARABIC,"S'HIRI, S         ",1,5,5,2,0,0,0,0,0,0,0,0,0
ARABIC, 020A,003,INTERMEDIATE ARABIC,"BAZIAN, H A       ",4,5,5,4,0,0,0,0,0,0,0,0,0
ARABIC, 100A,001,ADVANCED ARABIC    ,"S'HIRI, S         ",2,11,4,5,0,0,0,0,0,0,0,0,0
ARABIC, 108,001,ISLAM & PHIL TEXTS ,"HAYES, J L        ",0,11,1,1,1,0,0,0,0,0,0,0,0
ARABIC, 111A,001,SURVEY OF ARAB LIT ,"SIDDIQ, M         ",2,6,3,0,0,0,0,0,0,0,0,0,0
ARCH, 039C,001,FRESH/SOPH SEMINAR ,"COMERIO, M C      ",2,12,5,5,1,1,0,0,0,0,0,0,0
ARCH, 100A,001,FUND OF ARCH DESIGN,"IWAMOTO, L M      ",2,5,11,12,11,10,9,2,2,4,1,0,2
ARCH, 100B,001,FUND OF ARCH DESIGN,"CHOW, R Y         ",0,11,19,13,16,6,1,0,0,0,0,0,0
ARCH, 101,002,CASE STDS IN ARCH  ,"DE MONCHAUX, N    ",1,1,1,5,2,1,0,0,0,0,0,0,0
ARCH, 110AC,001,SOC/CULT BAS DSGN  ,"CRANZ, G L        ",4,35,26,23,12,4,2,3,4,2,1,0,6
ARCH, 129,001,SPEC TOP DIGIT DES ,"DHAEMERS, M P     ",0,10,0,0,1,0,0,0,0,0,0,0,0
ARCH, 150,001,INTRO TO STRUCTURES,"BLACK, R          ",3,13,12,14,25,21,8,9,14,1,0,1,5
ARCH, 170A,001,"HIST, ARCH&URBANISM","SHANKEN, A        ",0,9,30,32,40,46,16,9,8,2,1,0,3
ARCH, 173,001,MODERN ARCH        ,"CASTILLO, G       ",0,2,9,2,2,0,0,0,0,0,0,0,1
ART, 008,001,INTRO VIS THINKING ,"MCNAMARA, J S     ",13,53,8,3,6,1,0,1,0,0,0,0,1
ART, 012,001,LANG OF DRAW       ,"RIVERA, R         ",0,9,6,1,3,1,0,0,0,1,0,0,0
ART, 012,002,LANG OF DRAW       ,"NAGASAWA, C K     ",0,15,0,0,0,0,1,0,0,0,0,0,0
ART, 013,002,LANG OF PAINTING   ,"MCNAMARA, J S     ",0,23,3,0,0,0,0,0,0,0,0,0,1
ART, 014,001,LANG OF SCULPTURE  ,"HUSSONG, R M      ",0,8,5,0,0,0,0,0,0,0,0,0,0
ART, 014,002,LANG OF SCULPTURE  ,"VAN DEN DOOL, M   ",0,2,2,1,4,2,0,0,0,0,0,0,1
ART, 016,001,INTRO PRINTMAKING  ,"HUSSONG, R M      ",0,14,5,0,0,1,0,0,0,0,0,0,0
ART, 026,001,DIGITAL VIDEO      ,"NIEMEYER, G       ",2,5,1,3,3,0,0,0,0,0,0,0,0
ART, 102,001,APPROACHES TO PTNG ,"RODRIGUEZ, L E    ",4,5,2,2,2,0,0,0,0,0,0,0,0
ART, 102,002,APPROACHES TO PTNG ,"SHERWOOD, K D     ",0,15,3,1,3,0,0,0,0,0,0,0,1
ART, 117,001,DRAWING COMPOSITION,"NAGASAWA, C K     ",0,16,0,1,0,0,0,0,0,0,0,0,2
ART, 118,001,FIGURE DRAWING     ,"SHAW, R B         ",0,13,0,8,6,1,1,1,0,0,0,0,0
ART, 123,001,SCREENPRINTING     ,"HUSSONG, R M      ",0,16,2,4,1,1,0,0,0,0,0,0,0
ART, 132,001,APP TO SCULP CERAM ,"SHAW, R B         ",1,8,0,6,1,1,0,2,0,0,0,0,0
ART, 133,001,MEANING/MATERIAL   ,"REIMAN, B L       ",1,13,1,1,0,0,0,0,0,0,0,0,0
ART, 137,001,ADV PROJ CERAM SCUL,"ZHANG, W          ",5,2,4,0,0,0,0,1,0,0,0,0,0
ART, 160,001,SPEC TOPICS VIS STD,"EICHER, A J       ",3,8,3,1,0,1,0,0,0,0,0,0,0
ART, 164,001,ART AND MEDITATION ,"SHERWOOD, K D     ",1,13,4,3,0,0,1,4,0,0,0,0,0
ART, 173,001,SOUND ART          ,"KUBICK, C S       ",0,8,8,0,1,0,0,0,0,0,0,0,0
ASAMST, 020A,001,INTRO ASIAN AM HIST,"OMI, M            ",23,38,36,12,16,3,5,3,0,3,0,0,0
ASAMST, 121,001,CHINESE AMER HIST  ,"DONG, H C         ",0,38,5,0,2,0,0,0,0,0,0,0,0
ASAMST, 122,001,JAPANESE AMER HIST ,"TAKAHASHI, J H    ",0,9,10,2,0,1,0,0,0,0,0,0,0
ASAMST, 124,001,FILIPINO AMER HIST ,"CHOY, C C         ",0,15,5,6,0,0,0,1,0,0,0,0,0
ASAMST, 126,001,SE MIGRATION & COMM,"UM, K             ",0,0,3,3,2,2,3,1,1,0,0,0,1
ASAMST, 128AC,001,MUSLIMS IN AMERICA ,"BAZIAN, H A       ",14,41,88,33,3,1,1,0,0,0,0,0,0
ASAMST, 141,001,LAW IN ASAM COMMUN ,"FLEMING, T M      ",2,12,8,6,8,1,1,0,0,0,0,0,0
ASAMST, 171,001,"ASAM IN FILM, VIDEO","KIM, E H          ",1,13,30,22,9,2,0,0,0,0,0,0,0
ASAMST, 190,001,SEM-ADVANCED TOPICS,"RICHARDS, K K     ",3,11,5,1,1,0,0,0,0,0,0,0,0
ASAMST,R002A,001,READING&COMPOSITION,"LEONG, A P        ",0,7,11,8,1,0,1,0,0,0,0,0,0
ASAMST,R002A,002,READING&COMPOSITION,"NGUYEN, K V       ",0,1,4,11,10,1,0,0,0,0,0,0,0
ASAMST,R002B,001,READING&COMPOSITION,"LEONG, A P        ",0,7,11,8,3,0,0,0,0,0,0,0,0
ASAMST,R002B,002,READING&COMPOSITION,"GRANADO, A M      ",2,4,7,4,2,2,1,0,0,0,0,0,1
ASIANST, 010,001,INTRO TO ASIA      ,"YAMANAKA, K       ",3,38,42,32,13,3,1,0,1,0,2,0,0
ASTRON, 003,001,MODERN COSMOLOGY   ,"DAVIS, M          ",0,14,1,0,6,0,0,2,0,0,0,0,0
ASTRON, 007A,001,INTRO ASTROPHYSICS ,"CHIANG, E         ",0,7,3,5,8,4,3,3,3,0,0,0,0
ASTRON, 122,001,IR ASTRO LAB       ,"MARCY, G          ",1,7,6,1,2,0,1,0,0,0,0,0,0
ASTRON, 160,001,STELLAR PHYSICS    ,"QUATAERT, E       ",1,2,2,3,3,1,0,3,0,0,0,0,3
ASTRON,C010,001,GENERAL ASTRONOMY  ,"FILIPPENKO, A V   ",53,121,49,49,91,20,16,10,5,0,2,0,1
BIO ENG, 010,001,INTRO/BIOMED ENGIN ,"KUMAR, S          ",1,55,3,13,22,6,1,0,0,0,0,0,0
BIO ENG, 022,001,BIOTECHNOLOGY      ,"DUECK, M E        ",1,10,0,1,1,1,0,0,0,0,0,0,0
BIO ENG, 022L,001,BIOTECHNOLOGY LAB  ,"DUECK, M E        ",1,6,4,0,3,0,0,0,0,0,0,0,0
BIO ENG, 102,001,BIOMECHANICS       ,"MOFRAD, M         ",0,3,8,8,9,18,5,6,5,8,2,1,6
BIO ENG, 111,001,FUNC BIO DEV & CHAR,"LEE, S            ",9,14,0,7,3,0,0,0,0,0,0,0,0
BIO ENG, 115,001,CELL BIO FOR ENG   ,"LAM, H J          ",1,7,13,6,4,1,0,0,0,0,0,0,0
BIO ENG, 116,001,CELL AND TISSUE ENG,"LI, S             ",8,28,11,3,1,1,0,0,0,0,0,0,0
BIO ENG, 121,001,INTRO TO BIOMEMS   ,"LEE, L P          ",2,11,17,2,2,2,0,0,0,0,0,0,0
BIO ENG, 121L,011,BIOMEMS BIONANO LAB,"DUECK, M E        ",2,3,6,1,1,0,0,0,0,0,0,0,0
BIO ENG, 131,001,INTRO TO COMP MCB  ,"HOLMES, I H       ",0,1,5,3,4,0,2,0,1,0,0,0,1
BIO ENG, 132,001,GENETIC DEVICES    ,"ANDERSON, J C     ",2,3,2,1,3,1,0,1,0,0,0,0,0
BIO ENG, 164,001,OPTICS & MICROSCOPY,"FLETCHER, D A     ",1,10,6,2,6,1,0,1,0,0,0,0,0
BIO ENG, 190D,001,ADV TOPICS BIO ENG ,"ARKIN, A P        ",3,4,3,5,2,2,0,0,0,0,0,0,0
BIO ENG, 192,001,SR DESIGN PROJECT  ,"HERR, A E         ",0,13,10,1,0,1,1,0,0,0,0,0,0
BIO ENG, 196,016,HON UNDERG DES RES ,"LIEPMANN, D       ",2,9,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,C118,001,BIOLOG PERF MATS   ,"HEALY, K E        ",3,6,4,8,5,1,3,1,0,0,0,1,0
BIO ENG,C119,001,ORTHOP BIOMECH     ,"KEAVENY, T M      ",0,3,1,6,5,4,0,1,1,0,0,0,0
BIO ENG,C144,001,INTRO TO PRO INFOR ,"SJOLANDER, K V    ",1,2,1,1,3,2,0,1,0,0,0,0,0
BIO ENG,C165,001,MED IMG SIG & SYS  ,"CONOLLY, S        ",2,6,1,1,1,1,0,0,0,0,0,0,0
BIO-CDB, 001A,001,GENERAL BIOLOGY LEC,"FORTE, J G        ",3,67,40,45,89,61,83,88,54,13,16,6,19
BIO-CDB, 001AL,001,GENERAL BIOLOGY LAB,"MEIGHAN, M R      ",2,73,89,59,82,40,47,60,66,0,8,7,9
BIO-IB, 001B,001,GENERAL BIOLOGY    ,"HUELSENBECK, J P  ",7,31,93,109,133,99,81,56,36,21,18,8,11
BUDDSTD, 190,001,TOPICS             ,"MATSUBARA, M      ",0,3,3,3,2,2,0,0,0,0,0,0,1
BUDDSTD,C115,001,JAPANESE BUDDHISM  ,"MATSUBARA, M      ",0,3,4,7,0,0,0,0,0,0,0,0,1
BUDDSTD,C120,001,BUDDHSM-SILK ROAD  ,"MEHENDALE, S      ",0,9,4,2,0,0,0,0,0,0,0,0,0
BUDDSTD,C128,001,BUDDHISM CONTEMP   ,"VON ROSPATT, A    ",1,5,6,4,3,1,0,0,1,0,0,0,1
CELTIC, 070,001,WORLD OF THE CELTS ,"KLAR, K A         ",0,13,7,5,4,0,0,0,0,0,0,0,1
CELTIC, 128,001,MED CELTIC CULTURE ,"REJHON, A C       ",2,6,3,1,1,1,0,1,0,0,0,0,0
CELTIC,R001B,001,VOICES/CELTIC WORLD,"WALSH, T          ",0,6,4,7,0,0,0,0,0,0,1,0,0
CELTIC,R001B,002,VOICES/CELTIC WORLD,"HELLMAN, D        ",0,0,0,2,2,2,2,4,1,0,0,0,0
CHEM, 001A,001,GENERAL CHEMISTRY  ,"STACY, A M        ",13,126,32,49,124,34,32,49,11,0,17,0,3
CHEM, 001A,002,GENERAL CHEMISTRY  ,"MAJDA, M M        ",11,70,33,45,113,31,21,53,5,0,17,0,12
CHEM, 001A,003,GENERAL CHEMISTRY  ,"ARNOLD, J         ",10,75,35,30,78,24,17,27,11,0,13,0,7
CHEM, 003A,001,CHEM STRUCT REACT  ,"PEDERSEN, S F     ",5,46,54,59,80,40,55,73,52,0,6,0,39
