Grade Distribution for Spring 2016 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 9/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments,
2016 Spring,Business,UGBA,Business Admin-Undergrad,136F,001,Behavioral Finance,David Sraer,08199,8,15,6,,1,1,4,1,,,,,,2,,1,,,39,
2016 Spring,Business,UGBA,Business Admin-Undergrad,137,001,Spec Topics In Fin,Ioannis Gkatzimas,08202,1,4,6,9,2,,,,,,,,,4,,,,,26,
2016 Spring,Business,UGBA,Business Admin-Undergrad,137,002,Spec Topics In Fin,Sumon Mazumdar,08205,,5,3,3,5,9,1,,,,,,,2,,,,,28,
2016 Spring,Business,UGBA,Business Admin-Undergrad,141,001,Prod & Oper Mgmt,Omar Romero-Hernandez,08208,,3,5,8,1,,,,,,,,,3,,,,,20,
2016 Spring,Business,UGBA,Business Admin-Undergrad,151,001,Mgmt Human Resourcs,Cristina Banks,08214,,8,8,9,5,,2,,,,,,,5,,1,,1,39,
2016 Spring,Business,UGBA,Business Admin-Undergrad,152,001,Negotiation,Timothy Dayonot,08217,1,3,14,8,1,,,,,,,,,3,,,,,30,
2016 Spring,Business,UGBA,Business Admin-Undergrad,154,001,Power & Politic,Edward Kass,08457,,11,10,7,,,,,,,,,,5,,,,,33,
2016 Spring,Business,UGBA,Business Admin-Undergrad,155,001,Leadership,Daniel Mulhern,08220,2,18,10,7,4,1,1,,,,,,,13,,,,,56,
2016 Spring,Business,UGBA,Business Admin-Undergrad,157,001,Spec Top Mors,Daniel Mulhern,08223,,12,14,6,1,,,,,,,,,1,,,,,34,
2016 Spring,Business,UGBA,Business Admin-Undergrad,160,001,Consumer Behavior,William Fanning,08229,,12,7,7,6,6,,2,,,,,,4,,,,,44,
2016 Spring,Business,UGBA,Business Admin-Undergrad,165,001,Advertise Strategy,Clayton Critcher,08232,4,13,20,18,12,1,,,,,,,,1,,,,1,70,
2016 Spring,Business,UGBA,Business Admin-Undergrad,167,001,Spec Topics In Mkt,David Robinson,08235,1,4,2,1,2,,1,1,1,,,,,10,,,,,23,
2016 Spring,Business,UGBA,Business Admin-Undergrad,169,001,Pricing,Yuichiro Kamada,08240,3,1,11,2,1,,,,,,,,,4,,1,,,23,
2016 Spring,Business,UGBA,Business Admin-Undergrad,170,001,Ethical Leadership,John Phillips,08241,,9,14,9,3,,1,,,,,,1,3,,1,,,41,
2016 Spring,Business,UGBA,Business Admin-Undergrad,170,002,Ethical Leadership,John Phillips,08244,,8,7,3,2,,,,,,,,1,2,,,,,23,
2016 Spring,Business,UGBA,Business Admin-Undergrad,C172,001,Hist American Bus,Christine Rosen,08247,2,7,18,4,5,2,1,,,,1,,,6,,1,,,47,
2016 Spring,Business,UGBA,Business Admin-Undergrad,177,002,Spec Top/Bus Pub Po,Whitney Hischier,08460,,1,14,10,1,,,,,,,,,3,,,,,29,
2016 Spring,Business,UGBA,Business Admin-Undergrad,179,001,Intl Consulting Sme,Daniel Himelstein,08253,,1,21,6,,1,,,,,,,,,,,,,29,
2016 Spring,Business,UGBA,Business Admin-Undergrad,183,001,Intro Real Est Fin,Amir Mohsenzadeh Kermani,08256,3,7,15,3,1,2,1,,,,,,,7,,,,1,40,
2016 Spring,Business,UGBA,Business Admin-Undergrad,184,001,Urb Real Estate Eco,Victor Couture,08259,4,9,4,4,4,2,,,1,,,,,4,,,,,32,
2016 Spring,Business,UGBA,Business Admin-Undergrad,190T,001,Topics Innov/Design,Clark Kellogg,08262,,12,27,9,4,1,,,,,,,,3,,,,,56,
2016 Spring,Business,UGBA,Business Admin-Undergrad,190T,002,Topics Innov/Design,Alice Agogino; Michael Borrus,08265,,3,6,6,1,,,,,,,,,1,,,,,17,
2016 Spring,Business,UGBA,Business Admin-Undergrad,190T,003,Topics Innov/Design,Sara Beckman,08270,,4,2,3,1,1,,,,,,,,1,,,,,12,
2016 Spring,Business,UGBA,Business Admin-Undergrad,190T,004,Topics Innov/Design,Todd Fitch,08463,,14,3,1,1,1,,,,,,,,1,,,,,21,
2016 Spring,Business,UGBA,Business Admin-Undergrad,190T,005,Topics Innov/Design,Chris Mccoy,08469,1,4,7,3,2,,,,,,,,,3,,,,,20,
2016 Spring,Business,UGBA,Business Admin-Undergrad,191P,001,Ldrshp & Persnl Dev,Cort Worthington,08271,,10,5,4,4,,,,,,,,,2,,,,,25,
2016 Spring,Business,UGBA,Business Admin-Undergrad,191P,002,Ldrshp & Persnl Dev,Cort Worthington,08280,,12,5,9,6,,,,,,,,,1,,,,,33,
2016 Spring,Business,UGBA,Business Admin-Undergrad,192A,001,Lead Np And Soc Ent,Joseph Dougherty,08289,8,9,3,,4,,1,,,,,,,5,,1,,,31,
2016 Spring,Business,UGBA,Business Admin-Undergrad,192N,001,Topics In Ssl,Colin Lacon,08295,,6,3,2,1,,,,,,,,,1,,,,,13,
2016 Spring,Business,UGBA,Business Admin-Undergrad,192T,001,Topics In Csr,Kellie Mcelhaney,08301,1,4,8,9,2,1,1,,,,,,,2,,,,,28,
2016 Spring,Business,UGBA,Business Admin-Undergrad,192T,003,Topics In Csr,Faris Natour; Roger Mcelrath,08303,,8,7,1,4,4,,,,,,,,2,,,,1,27,
2016 Spring,Business,UGBA,Business Admin-Undergrad,194,001,Colloq Bus Topics,Alan Ross,08310,,,,,,,,,,,,,,116,,1,,,117,
2016 Spring,Business,UGBA,Business Admin-Undergrad,195A,001,Entrepreneurship,Kurt Beyer,08313,2,8,12,19,8,1,1,,,,,,,5,,,,1,57,
2016 Spring,Business,UGBA,Business Admin-Undergrad,196,001,Spec Topics Bus Adm,Christopher Giles,08316,,5,9,3,6,1,,,,,,,,4,,,,,28,
2016 Spring,Business,UGBA,Business Admin-Undergrad,198,001,Directed Group Stdy,Zsolt Katona,08337,,,,,,,,,,,,,,39,,1,,,40,
2016 Spring,Business,UGBA,Business Admin-Undergrad,198,002,Directed Group Stdy,Przemyslaw Jeziorski,08340,,,,,,,,,,,,,,26,,8,,,34,
2016 Spring,Business,UGBA,Business Admin-Undergrad,198,003,Directed Group Stdy,William Fuchs,08343,,,,,,,,,,,,,,19,,1,,,20,
2016 Spring,Business,UGBA,Business Admin-Undergrad,198,011,Directed Group Stdy,John Briginshaw,08367,,,,,,,,,,,,,,23,,1,,,24,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,90,001,Sci Eng Sust Energy,Alexis Bell,10603,,8,4,2,5,2,,,,,,,,2,,,,,23,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,141,001,Chem Eng Thermo,Wenjun Zhang,10612,3,13,9,16,27,14,22,11,9,,,,4,,,,,1,129,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,150A,001,"Trans: Fluids, Heat",Susan Muller,10633,4,14,12,22,31,21,9,11,5,1,2,,4,1,,,,3,140,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,154,001,Chem Eng Laboratory,Colin Cerretani,10654,,20,14,22,7,9,2,3,,,,,1,,,,,1,79,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,160,001,Chem Process Design,Dean Draemel; Ravindra Upadhye,10663,5,6,10,7,10,9,5,5,6,,2,1,,,,,,,66,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,162,001,Dyn Contr Chem Proc,Ali Mesbah,10675,4,16,13,11,13,8,4,4,4,,,,1,,,,,,78,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,170A,001,Biochemical Engin,Danielle Ercek,10687,7,13,6,8,6,4,,4,,,,,,,,1,,,49,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,C178,001,Polymer Sci & Tech,Nitash Balsara,10696,1,7,5,,1,,3,1,1,,,,,1,,,,,20,
2016 Spring,Chem & Biomolecular Eng,CHM ENG,Chemical Engineering,185,001,Tech Communication,Shannon Ciston,10714,3,19,21,4,17,2,,,,,,,,1,,,,,67,
2016 Spring,Chemistry,CHEM,Chemistry,1A,001,General Chemistry,Peter Marsden,11453,8,36,54,47,64,55,31,21,6,,,,8,12,,9,,5,356,
2016 Spring,Chemistry,CHEM,Chemistry,1A,002,General Chemistry,Peter Marsden,11456,6,39,58,53,57,28,27,21,7,,,,10,7,,8,,2,323,
2016 Spring,Chemistry,CHEM,Chemistry,1AD,001,General Chemistry,Alexander Pines,11558,,,3,4,1,5,5,3,1,,1,,,2,,,,1,26,
2016 Spring,Chemistry,CHEM,Chemistry,1AL,001,General Chem Lab,Richard Saykally,11561,11,63,16,27,96,25,28,87,8,12,19,,23,5,,6,,,426,
2016 Spring,Chemistry,CHEM,Chemistry,1AL,002,General Chem Lab,Richard Saykally,11564,3,21,3,12,45,12,16,43,8,7,10,,7,3,,3,,,193,
2016 Spring,Chemistry,CHEM,Chemistry,1B,001,General Chemistry,Michelle Douskey,11651,14,47,19,10,15,5,2,2,,,2,,,4,,,,,120,
2016 Spring,Chemistry,CHEM,Chemistry,3A,001,Chem Struct React,Kurt Vollhardt,11672,2,71,35,40,27,30,32,27,23,8,8,7,17,2,,13,,2,344,
2016 Spring,Chemistry,CHEM,Chemistry,3A,002,Chem Struct React,Kurt Vollhardt,11675,1,37,14,14,20,19,41,29,21,17,8,5,15,8,,13,,2,264,
2016 Spring,Chemistry,CHEM,Chemistry,3AL,001,Organic Chem Lab,Steven Pedersen,11681,4,178,126,13,6,5,4,,3,,,,,,,,,3,342,
2016 Spring,Chemistry,CHEM,Chemistry,3AL,002,Organic Chem Lab,Steven Pedersen,11684,2,111,89,7,3,1,3,3,1,,,,2,,,2,,2,226,
2016 Spring,Chemistry,CHEM,Chemistry,3B,001,Chem Struct React,Maryann Robak,11759,6,28,24,31,15,18,19,23,14,,5,,6,2,,1,,4,196,
2016 Spring,Chemistry,CHEM,Chemistry,3B,002,Chem Struct React,Maryann Robak,11762,17,22,29,20,19,18,22,25,16,,2,,9,,,1,,2,202,
2016 Spring,Chemistry,CHEM,Chemistry,3BL,001,Organic Chem Lab,Steven Pedersen,11768,4,103,76,48,11,11,11,2,3,,,,,1,,,,1,271,
2016 Spring,Chemistry,CHEM,Chemistry,3BL,002,Organic Chem Lab,Steven Pedersen,11771,,40,42,26,11,12,9,2,,,,,,2,,1,,1,146,
2016 Spring,Chemistry,CHEM,Chemistry,4B,001,Gen Chm Quant Analy,Evan Williams; Jamie Doudna Cate,11837,9,26,17,37,75,33,10,15,14,,8,,,4,,1,,,249,
2016 Spring,Chemistry,CHEM,Chemistry,104B,001,Adv Inorganic Chem,Omar Yaghi,11918,2,4,9,13,13,17,,4,7,,2,,1,1,,,,,73,
2016 Spring,Chemistry,CHEM,Chemistry,105,001,Instrumen Analysis,Ke Xu,11924,3,7,5,5,9,4,3,2,2,,,,2,,,,,1,43,
2016 Spring,Chemistry,CHEM,Chemistry,C110L,001,Biochem & Molbi,Jacob Corn; Ross Wilson,11933,,6,2,,4,,1,2,2,3,,,,,,,,,20,
2016 Spring,Chemistry,CHEM,Chemistry,112B,001,Organic Chemistry,Thomas Maimone,11945,3,18,13,14,25,8,4,6,2,,1,,1,,,1,,,96,
2016 Spring,Chemistry,CHEM,Chemistry,115,001,Organic Chemistry,Dean Toste,11981,3,17,1,2,1,,,,,,,,,,,,,,24,
2016 Spring,Chemistry,CHEM,Chemistry,120A,001,Physical Chemistry,Eran Rabani; K Whaley,11990,4,17,9,19,29,23,8,18,10,,7,,9,,,1,,,154,
2016 Spring,Chemistry,CHEM,Chemistry,125,001,Phys Chem Lab,Stephen Leone,11999,1,5,5,1,5,4,,3,,,,,,,,,,1,25,
2016 Spring,Chemistry,CHEM,Chemistry,C130,001,Biophysical Chem,John Groves,12011,2,1,9,4,2,1,,4,,,1,,,,,,,,24,
2016 Spring,Chemistry,CHEM,Chemistry,130B,001,Biophysical Chem,Naomi Ginsberg,12038,2,3,8,6,4,1,1,,,,,,,,,,,1,26,
2016 Spring,Chemistry,CHEM,Chemistry,C182,001,Atmos Chem Phys Lab,Kristie Boering,12071,,5,7,3,2,1,,1,,,1,,,,,,,,20,
2016 Spring,Chemistry,CHEM,Chemistry,195,002,Special Topics,Phillip Geissler,12661,2,11,4,2,3,2,,2,2,,,,1,1,,1,,,31,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,113A,001,Econ Anal For Plng,Sara Hinkley,14259,5,12,17,14,5,4,1,,,,,,2,1,,1,,,62,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,114,001,Intro Urb Reg Trans,Andrea Broaddus,14262,1,9,13,8,18,5,5,,,,,,,6,,1,,,66,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,116,001,Urban Plng Process,Michael Smith-Heimer,14265,,12,7,,3,,,,,,,,,,,,,,22,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,118AC,001,The Urban Comm,Malo Hutson,14268,32,33,15,3,11,1,1,5,2,,,,,17,,,,3,123,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,120,001,Com Plan/Pb Pol Dis,Michael Dear,14286,1,5,15,14,12,3,,1,,,,,,,,,,,51,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,180,001,Research Sem Urb St,Daniel Lindheim,14289,,5,3,5,3,,,,,,,,,,,,,,16,
2016 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,190,001,Adv Topcs Urban Stu,Deborah Mckoy,14292,2,11,1,,2,,,,,,,,,,,,,,16,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,11,001,Eng Sys & Susta,Baoxia Mi,14653,4,28,9,11,26,9,8,11,6,,4,,1,1,,,,,118,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C30,001,Intro Solid Mechncs,Panayiotis Papadopoulos,14656,,,1,1,3,2,1,3,4,,1,,,,,1,,,17,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C30,002,Intro Solid Mechncs,Francisco Armero,14665,2,4,5,3,8,3,2,5,1,,1,1,,1,,1,,,37,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,60,001,Civil Engrg Matls,Paulo Monteiro,14674,2,7,3,3,2,4,1,2,2,,1,,,1,,1,,,29,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,88,001,Data Sc Smartcities,Alexey Pozdnukhov,14685,7,6,,2,1,2,,,,,1,1,,6,,4,,,30,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,93,001,Engrg Data Analysis,Yoram Rubin,14686,21,18,6,7,1,1,,,,,,,,,,,,,54,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,98,004,Directed Group Stdy,Filippos Filippou; Lillian Fan,15193,,,,,,,,,,,,,,12,,1,,,13,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,98,006,Directed Group Stdy,Hayley Proctor; Jack Moehle,15205,,,,,,,,,,,,,,9,,,,7,16,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,100,001,Elem Fluid Mechanic,Mark Stacey,14707,1,5,9,9,5,3,2,1,,,,,,,,,,,35,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,103,001,Intro To Hydrology,Sally Thompson,14716,9,6,7,4,7,6,,,,,,,,,,,,,39,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C106,001,Air Pollution,Allen Goldstein,14722,,7,3,5,6,1,,3,1,,,,,1,,,,,27,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,107,001,Climate Chg Mitig,William Nazaroff,14734,1,11,14,8,9,5,2,3,2,,1,,1,3,,,,,60,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,114,001,Environ Microbio,Lisa Alvarez-Cohen,14758,2,8,4,8,9,3,,1,1,,,,,1,,,,,37,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C116,001,Chemistry Of Soils,Laura Lammers,14763,,3,6,1,,1,,1,,,,,,,,,,,12,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,120,001,Structural Engrg,Jack Moehle,14764,1,13,5,10,12,7,2,7,,,2,,,,,,,,59,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,121,001,Struct Analysis,Neal Kwong,14773,,8,10,5,1,,,,,,,,,,1,,,,25,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,130N,001,Mech Of Structures,Shaofan Li,14785,1,45,14,9,2,1,,1,,,,,,,,,,1,74,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C133,001,Eng Analyfinite Mth,Sanjay Govindjee,14797,1,12,4,4,1,2,,,2,,,,,,1,,,,27,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,155,001,Trans Sys Engrg,Alexey Pozdnukhov,14806,3,4,7,5,5,6,6,4,1,,1,1,,,,,,,43,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,165,001,Concrete Mat/Cons,Paulo Monteiro,14812,2,10,,5,1,,,,,,,,,,,,,,18,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,166,001,Construction Engrg,Arpad Horvath,14815,2,22,3,5,1,1,,2,,,1,,,,,,,,37,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,171,001,Intro To Geol Eng,Steven Glaser,14821,3,4,1,4,1,1,,1,,,2,,,,,,,,17,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,176,001,Environ Geotechnics,Nicholas Sitar,14824,,1,3,,3,3,,1,,,,,,1,,,,,12,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,177,001,Fdn Engrg Design,Robert Dunn,14827,,5,9,4,3,2,,1,1,,,,,,,,,,25,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,190,001,Special Topics Cee,Evan Variano,14829,2,10,,,,,,,,,,,,,,,,,12,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,190,002,Special Topics Cee,Abolhassan Astaneh-Asl,15181,6,10,2,,,,,,,,,,,,,,,,18,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,198,002,Directed Group Stdy,Jeremy Axelrod; Joan Walker,14847,,,,,,,,,,,,,,14,1,2,,,17,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,198,006,Directed Group Stdy,Hayley Proctor; Jack Moehle,15208,,,,,,,,,,,,,,10,,,,14,24,
2016 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,198,007,Directed Group Stdy,Iris Tommelein; Laila Audelo,15214,,,,,,,,,,,,,,15,8,,,,23,
2016 Spring,Classics,CLASSIC,Classics,10B,001,Intro Roman Civ,Trevor Murphy,15253,12,39,17,5,12,7,2,4,,2,1,,1,19,,3,,,124,
2016 Spring,Classics,CLASSIC,Classics,17B,001,Elem Roman Arch,J. Pena,15274,,6,6,7,1,,,,,,,,1,6,,1,,,28,
2016 Spring,Classics,CLASSIC,Classics,28,001,Classic Myths,Mark Griffith,15289,7,20,38,40,17,5,1,1,1,,,,2,38,,4,,,174,
2016 Spring,Classics,CLASSIC,Classics,34,001,Homer And Vergil,Dylan Sailor,15316,10,20,18,10,7,,1,1,,,,,,4,,,,1,72,
2016 Spring,Classics,CLASSIC,Classics,39K,001,Fresh/Soph Seminar,J. Pena,15319,,6,2,3,2,1,,,,,,,,1,,,,,15,
2016 Spring,Classics,CLASSIC,Classics,124,001,Classical Poetics,Giovanni Ferrari,15340,2,15,9,5,1,2,,,,,,,,7,,,,,41,
2016 Spring,Classics,CLASSIC,Classics,130,001,Topics,Kim Shelton,15343,1,9,8,3,2,,,,2,,,,1,2,,,,,28,
2016 Spring,Classics,LATIN,Latin,1,004,Elementary Latin,Kathleen Mccarthy; Sarah Olsen,15812,2,3,,,,,,,,,,,,3,1,2,,,11,
2016 Spring,Classics,LATIN,Latin,2,002,Elementary Latin,Christopher Waldo; Kathleen Mccarthy,15818,2,3,2,1,2,,,,,,,,,2,,,,,12,
2016 Spring,Classics,LATIN,Latin,100,001,Republican Prose,Kathleen Mccarthy; Kevin Moch,15830,4,5,2,1,,,,,,,,,,1,1,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,1,001,Grammar/Vocabulary,Michelle Baptiste,16403,,,,,,,,,,,,,,7,,4,,,11,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,1,003,Grammar/Vocabulary,Nancy Hunt,16409,,,,,,,,,,,,,,9,2,,,,11,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,003,College Writing 1a,Benjamin Spanbock,16418,,1,1,7,2,2,1,,,,,,,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,005,College Writing 1a,Chisako Cole,16424,,1,4,3,2,,,,,2,,,,,,,,,12,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,006,College Writing 1a,David Wiese,16427,1,6,3,,3,,,1,,,,,,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,007,College Writing 1a,Daniel Husman,16430,,1,2,4,,1,1,1,,2,2,,,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,008,College Writing 1a,Jonathan Lang,16433,,1,2,4,2,3,1,1,,,,,,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,009,College Writing 1a,Benjamin Spanbock,16436,,,3,2,2,,2,,,,,,2,,,1,,,12,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,010,College Writing 1a,Daniel Husman,16439,,1,2,2,1,1,1,,,,2,,,,,,,,10,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,014,College Writing 1a,Catherine Oakes,16451,,,3,2,5,,,,,,,,,,,,,,10,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,017,College Writing 1a,Ryan Sloan,16460,,1,2,2,4,,,,,,1,,1,,,,,,11,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,020,College Writing 1a,Jordan Ruyle,16469,,1,3,2,1,1,1,1,,1,,,,,,,,,11,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R1A,022,College Writing 1a,Teri Crisp,16475,2,3,2,2,1,2,,,,,,,,,,,,,12,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,002,"Read,Comp,Research",Jonathan Lang,16490,,,2,5,1,2,,,1,,,,3,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,003,"Read,Comp,Research",Michelle Baptiste,16493,,7,1,1,3,1,1,,1,,,,1,,,,,,16,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,004,"Read,Comp,Research",David Wiese,16496,2,6,2,2,3,,1,,,,1,,,,,,,,17,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,005,"Read,Comp,Research",Chisako Cole,16499,,6,3,3,,1,,,1,,,,,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,006,"Read,Comp,Research",Patricia Steenland,16502,,2,2,5,4,,1,,,,,,1,,,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,007,"Read,Comp,Research",Yuet-Sim Chiang,16505,1,9,1,1,1,1,1,,,,,,,,,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,008,"Read,Comp,Research",Michael Larkin,16508,,5,4,3,2,,,,,,,,1,,,,,2,17,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,009,"Read,Comp,Research",John Levine,16511,,4,5,5,,1,,,1,,,,,,,,,,16,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,010,"Read,Comp,Research",Michael Larkin,16514,,8,6,2,1,,,,,,,,,,,,,,17,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,011,"Read,Comp,Research",Stephanie Bobo,16517,2,3,3,,,,1,,1,1,,,,,,,,,11,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,013,"Read,Comp,Research",Catherine Oakes,16523,,2,7,2,4,,,1,,,,,,,,,,1,17,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,014,"Read,Comp,Research",Linda Jensen Darling,16526,3,1,1,5,2,,1,,,,,,,,,,,,13,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,001,Public Speaking,Donnett Flash,16532,,8,4,1,2,,,,,,,,,1,,,,,16,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,002,Public Speaking,Donnett Flash,16534,,5,8,,1,,,,,,,,,,,,,,14,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,003,Public Speaking,Donnett Flash,16601,,9,4,,,,,,,,,,,3,,,,,16,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,004,Public Speaking,Kimberly Freeman,16604,,8,3,2,,,,,,,,,,1,1,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,005,Public Speaking,Mary Grover,16607,,11,2,1,,,,,,,,,1,,,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,10B,001,Adv Public Speaking,John Levine,16535,,12,2,,,,,,,,,,,1,,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,21,001,Adv Acad Communic,Barrie Roberts,16538,1,9,2,1,1,1,,,,,,,,,,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,25AC,001,Read Us Educ Insts,Margi Wald,16541,1,18,1,,,,,,,,,,,5,,,,1,26,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,106,001,Int Comp: Argument,Carolyn Hill,16565,2,12,1,,,,,,,,,,,,,,,,15,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,110,001,Advanced Comp,Teri Crisp,16568,,10,5,1,,,,,,,,,,1,,1,,1,19,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,130,001,Intro Creative Writ,Catherine Oakes; John Levine; Michael Larkin,16571,,7,7,3,1,,,,,,,,,1,,,,,19,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,151,001,Intro To Prof Wtng,Caroline Cole,16577,,10,,,2,,,,,,,,,,,1,,,13,
2016 Spring,College Writing Programs,COLWRIT,College Writing Programs,161,001,Writing In Bio Sci,Kimberly Freeman,16580,,12,4,1,,,,,,,,,,1,,,,,18,
