UC Berkeley Fall 2009 Course Grades,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CourseID,CNUM,SECTION,CDESC,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC, 001A,001,FOUND US AIR FORCE ,"RICE, C L         ",8,7,5,3,1,2,0,0,0,0,0,0,2
AEROSPC, 002A,001,EVOLUT OF AIR POWER,"RICE, C L         ",7,6,7,0,1,1,0,0,0,0,0,0,0
AFRICAM, 004A,001,AFRICA:  HIST & CUL,"NWOKEJI, G        ",1,9,11,14,14,2,4,3,6,1,0,0,0
AFRICAM, 005A,001,AFAM LIFE & CUL U S,"CATANESE, B N     ",8,20,2,7,6,5,1,3,1,1,5,1,8
AFRICAM, 027AC,001,LIVES/STRUG/MAJ CUL,"HINTZEN, P C      ",4,10,6,12,29,18,7,8,5,2,0,0,2
AFRICAM, 028AC,001,GLOB & MIN AM COMM ,"SMALL, S A        ",5,15,9,21,11,0,0,0,0,0,0,0,0
AFRICAM, 039B,001,FRESH/SOPH SEMINAR ,"PATTON, J E       ",1,11,2,1,5,2,1,0,0,0,0,0,0
AFRICAM, 100,001,INT AFRICAN AMERSTD,"RAIFORD, L        ",0,6,4,2,6,2,2,2,0,0,1,0,2
AFRICAM, 101,001,RESEARCH METHODS   ,"FRYE, H T         ",0,4,2,5,6,0,1,1,1,0,0,0,0
AFRICAM, 112A,001,POL/ECO DEV 3RD WLD,"HINTZEN, P C      ",0,6,3,3,5,6,1,2,0,3,1,0,3
AFRICAM, 119,001,SELECTED TOPICS    ,"COHEN, M M        ",0,10,2,1,8,0,0,0,0,0,0,0,0
AFRICAM, 131,001,"CARIB SOC, CULTURES","LAGUERRE, M S     ",0,8,5,3,7,4,2,2,0,0,0,0,0
AFRICAM, 139,001,SEL TOP:AFRICAM SOC,"HENRY, C P        ",2,30,12,3,11,1,2,2,0,0,0,0,3
AFRICAM, 142A,001,THIRD WORLD CINEMA ,"RAIFORD, L        ",0,16,6,6,6,3,1,1,2,1,1,1,1
AFRICAM, 150B,001,AFRIAM LIT '20-PRES,"SCOTT, D          ",2,9,13,6,5,1,0,0,1,0,0,0,1
AFRICAM, 155,001,LIT CARIB: SIG THEM,"NANDA, A          ",2,5,4,2,5,4,2,0,0,0,0,0,0
AFRICAM, 159,002,SPEC TOP AFAM LIT  ,"DE LEON, A        ",0,12,1,2,1,0,0,0,0,0,0,0,0
AFRICAM, 159,003,SPEC TOP AFAM LIT  ,"RAPHAEL-HERNANDEZ,",0,5,14,2,2,1,0,0,0,0,1,0,0
