Grade Distribution for Spring 2013 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 5/5/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments
2013 Spring,East Asian Lang & Culture,CHINESE,Chinese,102,003,4th Yr Read-Soc/His,I-Hao Li,20741,,7,4,2,1,,,,,,,,,1,,,,,15
2013 Spring,East Asian Lang & Culture,CHINESE,Chinese,110B,001,Literary Chinese,Robert Ashmore,20744,,12,2,2,1,1,1,1,,,,,,,2,,,,22
2013 Spring,East Asian Lang & Culture,CHINESE,Chinese,112,001,5th-Year Chinese B,I-Hao Li,20747,,11,2,2,2,,,,,,,,,,1,,,,18
2013 Spring,East Asian Lang & Culture,CHINESE,Chinese,130,001,Topics In Taoism,Jonathan Pettit,20753,1,6,1,2,1,,,,,,,,,4,,2,,,17
2013 Spring,East Asian Lang & Culture,CHINESE,Chinese,153,001,Reading Taiwan,Andrew Jones,20759,,3,3,8,2,,,,,,,,1,5,,,,,22
2013 Spring,East Asian Lang & Culture,CHINESE,Chinese,181,001,Sex And Gender,Ling Hon Lam,20768,1,1,6,2,,,,,,,,,,,,,,,10
2013 Spring,East Asian Lang & Culture,EA LANG,East Asian Languages,105,001,Romantic Values,John Wallace,20506,1,10,7,3,3,1,,,,,,,,5,,,,,30
2013 Spring,East Asian Lang & Culture,EA LANG,East Asian Languages,109,001,Tea Cultures,John Wallace,20509,3,12,9,10,1,1,1,1,,,,,,7,,,,,45
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,001,Elementary Japanese,Maki Takata; Wakae Kambara,21003,,8,2,1,,1,,,,,,,,4,,,,,16
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,002,Elementary Japanese,Brendan Morley; Maki Takata; Michael Craig; Wakae Kambara,21006,1,5,3,,3,1,,,,,,,1,2,,,,,16
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,003,Elementary Japanese,Maki Takata; Michael Craig; Wakae Kambara,21009,,5,5,,3,1,,,,,,,,2,1,1,,,18
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,004,Elementary Japanese,Marianne Tarcov; Noriko Knickerbocker; Wakae Kambara,21012,,5,1,3,,,,,,,,,1,3,,,,,13
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,005,Elementary Japanese,Brendan Morley; Christopher Gregory; Maki Takata; Wakae Kambara,21015,1,5,1,1,3,,1,,,,,1,,2,,,,,15
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,006,Elementary Japanese,Christopher Gregory; Maki Takata; Michael Craig; Wakae Kambara,21018,,3,4,,2,,1,,,,,,,2,,3,,,15
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,007,Elementary Japanese,Brendan Morley; Marianne Tarcov; Wakae Kambara,21021,,4,1,1,,2,1,,,,,,,3,1,,,,13
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,008,Elementary Japanese,Brendan Morley; Christopher Gregory; Wakae Kambara,21024,,4,5,,,3,,1,,1,,,,2,,,,,16
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,1B,009,Elementary Japanese,Christopher Gregory; Maki Takata; Michael Craig; Wakae Kambara,21027,,8,2,,1,,,1,,,1,,1,3,,,,,17
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,7B,001,Intro Japan Lit,Patrick Noonan,21033,4,10,11,3,2,,2,1,,,,,3,3,,1,,,40
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,10B,002,Interm Japanese,Noriko Wallace; Yasuko Baker; Yuriko Caltabiano,21057,,3,3,3,1,,,,,,,,,2,,,,,12
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,10B,003,Interm Japanese,Noriko Wallace; Yasuko Baker; Yuriko Caltabiano,21060,,4,3,1,1,1,1,1,,,,,,2,,,,,14
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,10B,004,Interm Japanese,Noriko Wallace; Yasuko Baker; Yuriko Caltabiano,21063,,9,1,1,,,,,,,,,,3,,1,,,15
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,10B,005,Interm Japanese,Yasuko Baker; Yuriko Caltabiano,21066,,2,2,4,3,1,,,,,,,1,1,,,,,14
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,100B,001,Advanced Japanese,Chika Shibahara; Kayoko Imagawa,21093,,2,1,3,,,,1,,,1,,,1,,1,,,10
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,100B,002,Advanced Japanese,Chika Shibahara; Kayoko Imagawa,21096,1,4,,2,,2,,1,,,,,,,1,,,,11
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,100B,003,Advanced Japanese,Chika Shibahara; Kayoko Imagawa,21099,,6,2,1,2,1,,,,,,,,,,,,,12
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,100B,004,Advanced Japanese,Chika Shibahara; Kayoko Imagawa; Maki Takata,21102,1,7,,,2,1,,1,,,,,1,,,,,,13
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,100X,001,Adv Japanese Herit,Noriko Wallace,21105,1,6,1,1,1,,,,,,,,,,,,,,10
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,102,001,Fourth-Yr: Culture,Chika Shibahara,21108,2,7,1,,1,,,,,,,,,2,,,,,13
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,104,001,Fourth-Yr: History,Yasuko Baker,21111,,6,3,,1,,,,,,,,,2,,,,,12
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,144,001,Edo Literature,John Wallace,21114,1,12,5,4,2,1,,,,,,,,,,,,,25
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,159,001,Contem Japanese Lit,Patrick Noonan,21117,1,12,7,2,2,,,,,,,,,,,,,,24
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,161,001,Japan Ling: Usage,Yoko Hasegawa,21120,,15,5,,4,,,,,,,,,1,,,,,25
2013 Spring,East Asian Lang & Culture,JAPAN,Japanese,185,001,Intro Japan Cinema,Patrick Noonan,21128,1,6,7,5,1,1,,2,,,,,,1,,1,,1,26
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,001,Elementary Korean,Seung-Eun Chang; Tae Hyun Kim,21903,,10,2,,,,,,,,,,1,1,1,,,,15
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,002,Elementary Korean,Seung-Eun Chang; Tae Hyun Kim,21906,,10,1,,,1,,,,,,,,1,,,,,13
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,003,Elementary Korean,Minsook Kim; Seung-Eun Chang,21909,2,11,2,,,,,1,,,,,,2,,,,,18
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,004,Elementary Korean,Minsook Kim; Seung-Eun Chang,21912,2,13,1,1,,,,,,,,,,,,,,,17
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,005,Elementary Korean,Minsook Kim; Seung-Eun Chang,21915,2,13,3,,,,,,,,,,,1,,,,,19
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1BX,001,Elem Korean Heritag,Junghee Park; Shin Young Park,21918,,18,6,1,,,,,,,,,,1,,,,,26
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,1BX,002,Elem Korean Heritag,Junghee Park; Shin Young Park,21921,,14,6,2,,,,,,,,,,1,,,,,23
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,7B,001,Modern Korean Lit,Jinsoo An,21924,1,4,10,3,,3,2,1,,,,,,7,,,,,31
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,10B,001,Intermediate Korean,Meehyei Lee; Soojin Lee,21936,1,8,1,1,2,,,,,,,,,1,1,,,,15
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,10BX,001,Int Korean Heritag,Kijoo Ko; Soojin Lee,21945,,6,4,2,,,,1,,,,,,,,,,,13
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,10BX,002,Int Korean Heritag,Kijoo Ko; Soojin Lee,21948,2,6,5,,2,,,,,,,,,,,,,,15
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,100B,001,Advanced Korean,Minsook Kim,21957,2,5,2,2,1,,,,,,,,,1,1,,,,14
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,100BX,001,Adv Korean Heritag,Junghee Park,21963,1,9,3,,,1,,,,,,,,,,,,,14
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,100BX,002,Adv Korean Heritag,Junghee Park,21966,,8,4,1,,,,,,,,,,,,,,,13
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,102,001,4th Yr Read--Soc/Hi,Meehyei Lee,21969,,15,7,,,,,,,,,,,,,,,,22
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,112,001,Fifth-Year Korean B,Kijoo Ko,21972,,17,1,,,,,,,,,,,,,,,,18
2013 Spring,East Asian Lang & Culture,KOREAN,Korean,186,001,Intro Korean Cinema,Jinsoo An,21975,1,3,11,5,3,,,,1,,,,1,3,,,,1,29
2013 Spring,Economics,ECON,Economics,1,001,Intro To Economics,Enrico Moretti,22303,19,119,74,74,74,82,48,48,46,6,9,4,7,21,,10,,3,644
2013 Spring,Economics,ECON,Economics,2,001,Intro Econ-Lecture,Joseph Lough,22378,3,17,25,27,11,4,2,4,1,,,,1,12,,1,,,108
2013 Spring,Economics,ECON,Economics,C3,001,Intro To Env Econ,Gordon Rausser,22393,1,9,2,1,5,2,,14,1,,1,,,3,,,,,39
2013 Spring,Economics,ECON,Economics,100A,001,Micro Analysis,Calanit Kamala,22411,10,109,59,69,34,25,30,19,11,,8,,6,9,,6,,5,400
2013 Spring,Economics,ECON,Economics,100B,001,Macro Analysis,Steven Wood,22450,1,42,58,80,67,47,38,25,15,,5,,5,18,,11,,,412
2013 Spring,Economics,ECON,Economics,101A,001,Econ Theory--Micro,Konrad Menzel,22495,9,22,13,12,7,5,,4,,,,,1,9,,7,,1,90
2013 Spring,Economics,ECON,Economics,101B,001,Econ Theory--Macro,Michael Arnold; Steven Wood,22507,5,11,14,12,8,2,2,,,,1,,,,,2,,,57
2013 Spring,Economics,ECON,Economics,104,001,Adv Micro Theory,Ayala Arad,22516,,6,9,5,3,8,5,3,,1,,,1,7,,5,,,53
2013 Spring,Economics,ECON,Economics,105,001,Hist Econ Thought,Joseph Lough,22525,,35,2,22,9,3,,,,,1,,2,10,,3,,,87
2013 Spring,Economics,ECON,Economics,113,001,Amer Econ History,Martha Olney,22528,6,28,24,16,24,9,7,7,3,,1,,,9,,,,1,135
2013 Spring,Economics,ECON,Economics,123,001,Govt Reg Industry,Joseph Farrell,22564,3,1,3,5,,,,,,,,,,7,,,,1,20
2013 Spring,Economics,ECON,Economics,C125,001,Environmental Econ,David Zilberman,22567,6,23,11,10,4,3,1,1,,,,,,1,,,,,60
2013 Spring,Economics,ECON,Economics,131,001,Public Economics,Emmanuel Saez,22588,4,20,21,18,16,16,8,2,2,,,,1,25,,2,,,135
2013 Spring,Economics,ECON,Economics,134,001,Macro Econ Policy,Christina Romer; David Romer,22603,7,22,33,37,25,21,12,6,2,,3,,3,20,1,7,,,199
2013 Spring,Economics,ECON,Economics,136,001,Financial Economics,Raymond Hawkins,22629,4,22,19,17,13,8,3,,,,,,1,7,,1,,,95
2013 Spring,Economics,ECON,Economics,140,001,Econometrics,Bart Hobijn,22630,5,16,18,24,51,29,5,,,,,1,9,4,,3,,5,170
2013 Spring,Economics,ECON,Economics,141,001,Econometric Analys,Michael Jansson,22654,7,10,13,13,9,3,,,,,,,,1,,,,,56
2013 Spring,Economics,ECON,Economics,C142,001,Appl Metric/Pub Pol,Bryan Graham,22663,2,10,4,8,,1,,,,,,,,4,,2,,,31
2013 Spring,Economics,ECON,Economics,151,001,Labor Economics,Michael Reich,22672,3,14,29,26,25,16,14,11,5,,,,1,11,,2,,,157
2013 Spring,Economics,ECON,Economics,162,001,Chinese Economy,David Roland-Holst,22684,2,31,63,10,25,38,22,12,5,,5,,3,11,,3,,4,234
2013 Spring,Economics,ECON,Economics,174,001,Poverty Impact Eval,Edward Miguel,22702,,10,14,12,10,3,,1,,,,,2,8,,,,,60
2013 Spring,Economics,ECON,Economics,C175,001,Econ Demography,Ronald Lee,22714,4,23,35,52,29,15,4,,,,1,,1,16,,1,,,181
2013 Spring,Economics,ECON,Economics,C181,001,International Trade,David Roland-Holst,22726,6,25,24,18,7,10,9,3,3,,2,,4,3,,,,,114
2013 Spring,Economics,ECON,Economics,191,001,Topic Econ Research,Barry Eichengreen,22747,,2,2,2,,,1,1,,,,,1,2,,2,,1,14
2013 Spring,Education,EDUC,Education,40AC,001,Experiencing Educ,Hodari Toure,23506,,14,21,2,3,,2,1,,,,,,7,,,,,50
2013 Spring,Education,EDUC,Education,75AC,001,Sports & Education,Derek Van Rheenen,23520,2,9,8,11,17,9,2,6,2,,1,,,7,,,,,74
2013 Spring,Education,EDUC,Education,97,001,Field Study,Richard Mccallum,23521,,,,,,,,,,,,,,11,,,,1,12
2013 Spring,Education,EDUC,Education,98,009,Directed Group Stdy,Elisa Yu; Glynda Hull,23647,,,,,,,,,,,,,,30,,1,,,31
2013 Spring,Education,EDUC,Education,98,016,Directed Group Stdy,Chaniqua Butscher; Richard Mccallum,23668,,,,,,,,,,,,,,8,,2,,,10
2013 Spring,Education,EDUC,Education,114A,001,Early Develop/Educ,Susan Holloway,23719,1,3,9,6,3,4,1,,,,,,,6,,1,,1,35
2013 Spring,Education,EDUC,Education,130,001,Know Learn Math Sci,Dor Abrahamson,23728,3,18,7,5,5,3,,,,,,,,,,,,,41
2013 Spring,Education,EDUC,Education,140AC,001,Liter:Ind & Soc Dev,Glynda Hull,23731,1,28,21,6,6,,1,4,,,1,,2,8,,,,1,79
2013 Spring,Education,EDUC,Education,142,001,Ed In Global World,Erin Murphy-Graham,23733,2,18,12,2,,,,,,,,,,1,,,,,35
2013 Spring,Education,EDUC,Education,143,001,Intro Teach English,Richard Sterling,23734,,18,2,1,1,,,,,,,,,,,1,,,23
2013 Spring,Education,EDUC,Education,162A,001,Teachers' Work,Judith Little,23740,,10,6,2,3,2,,,,,,,,1,,,,1,25
2013 Spring,Education,EDUC,Education,182AC,001,Pol Educ Inequality,Lisa Garcia-Bedolla,23743,1,86,10,12,19,2,1,2,,,1,,,8,,1,,2,145
2013 Spring,Education,EDUC,Education,195B,001,Special Topics,Richard Mccallum,23758,,35,3,,,,,,,,,,,,,,,,38
2013 Spring,Education,EDUC,Education,195C,001,Special Topics,Elizabeth Boner,23760,3,5,11,1,3,3,1,,1,,,,1,,,1,,,30
2013 Spring,Education,EDUC,Education,197,001,Field Study,Richard Mccallum,23761,,,,,,,,,,,,,,36,,,,2,38
2013 Spring,Education,EDUC,Education,197,010,Field Study,Jabari Mahiri,23779,,,,,,,,,,,,,,9,,1,,,10
2013 Spring,Education,EDUC,Education,197,021,Field Study,Richard Mccallum,23794,,,,,,,,,,,,,,30,,,,1,31
2013 Spring,Education,EDUC,Education,197,025,Field Study,Sahara Baquedano-Lopez,23806,,,,,,,,,,,,,,23,,,,1,24
2013 Spring,Education,EDUC,Education,197,033,Field Study,Richard Mccallum,23827,,,,,,,,,,,,,,40,,,,2,42
2013 Spring,Education,EDUC,Education,197,048,Field Study,Glynda Hull,23848,,,,,,,,,,,,,,53,,2,,1,56
2013 Spring,Education,EDUC,Education,197,050,Field Study,Frank Worrell,23851,,,,,,,,,,,,,,11,,,,2,13
2013 Spring,Education,EDUC,Education,197,055,Field Study,Glynda Hull,23854,,,,,,,,,,,,,,22,,2,,,24
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9A,001,Programmers' Matlab,Daniel Garcia,26106,,,,,,,,,,,,,,5,1,,,10,16
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9C,001,Programmers' C,Daniel Garcia,26112,,,,,,,,,,,,,,7,,,,14,21
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9E,001,Productive Unix Use,Daniel Garcia,26118,,,,,,,,,,,,,,36,2,,,52,90
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9F,001,Programmers' C++,Daniel Garcia,26121,,,,,,,,,,,,,,25,1,1,,21,48
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9G,001,Programmers' Java,Daniel Garcia,26124,,,,,,,,,,,,,,11,,,,16,27
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9H,001,Programmers' Python,Daniel Garcia,26127,,,,,,,,,,,,,,17,3,1,,28,49
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,10,001,Beauty Joy Computng,Daniel Garcia,26130,29,37,26,19,21,5,3,2,2,,1,,2,59,,3,,1,210
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,39K,001,Fresh/Soph Seminar,Randy Katz,26181,,,,,,,,,,,,,,16,,2,,,18
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,39R,001,Fresh/Soph Seminar,Carlo Sequin,26183,,,,,,,,,,,,,,16,,1,,,17
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,001,Str Interp Cmp Prgs,Amir Kamil,26193,26,63,49,55,72,69,24,14,8,7,2,2,8,37,1,16,,2,455
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,002,Str Interp Cmp Prgs,Amir Kamil,26195,11,19,10,9,19,10,7,4,3,4,1,2,6,6,3,4,,1,119
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,001,Str Interp Comp Prg,Brian Harvey; Pedro Amaral,26273,6,2,1,5,4,1,1,,,,,,1,1,,1,,4,27
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,002,Str Interp Comp Prg,Brian Harvey; Rohin Shah,27222,5,2,1,7,2,2,1,1,,,,,1,1,,2,,2,27
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,003,Str Interp Comp Prg,Brian Harvey; Pedro Amaral; Rohin Shah,27336,3,2,,4,3,1,2,,,,,,1,1,,,,6,23
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,001,Data Structures,Jonathan Shewchuk,26274,42,97,107,100,63,45,26,13,9,,1,2,12,5,,3,,1,526
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61C,001,Machine Structures,Daniel Garcia,26373,10,81,11,31,52,33,22,31,12,,34,,10,5,,2,,1,335
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,70,001,Discrete Math&Prob,Anant Sahai,26430,6,102,46,48,55,56,36,24,23,9,4,6,4,1,,9,,9,438
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,C79,001,Risks And The Law,David Wagner; Jasjeet Sekhon; Philip Stark,26459,3,1,1,4,3,,,,,,,,,2,,1,,,15
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,001,Directed Group Stdy,Daniel Garcia,26475,,,,,,,,,,,,,,14,,5,,,19
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,150,001,Digital Design,John Wawrzynek,26523,2,12,3,7,9,,,3,,,1,,2,,,,,,39
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,152,001,Comp Arch & Eng,Krste Asanovic,26538,1,6,6,5,2,3,1,,3,,4,,,2,,,,,33
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,160,001,User Interfaces,Bjorn Hartmann,26544,,26,19,14,14,2,2,1,,,,,,4,,1,,,83
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,161,001,Computer Security,Vern Paxson,26556,10,33,27,38,79,31,22,20,13,1,3,2,3,13,,2,,,297
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,162,001,Op Sys And Sys Prog,Anthony Joseph,26574,2,43,31,54,51,9,6,18,7,6,3,,,2,,1,,1,234
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,164,001,Prog Lang And Comp,Rastislav Bodik,26595,8,11,7,10,8,6,3,5,7,,,,2,6,,,,,73
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,169,001,Software Engineer,George Necula,26607,3,15,13,11,32,16,5,4,4,,,,1,1,,,,,105
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,170,001,Intro Cs Theory,Christos Papadimitriou; Prasad Raghavendra,26619,10,59,37,29,90,28,17,25,6,,8,,7,5,,1,,,322
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,184,001,Computer Graphics,James O'Brien,26652,7,12,7,19,9,15,11,9,3,,2,,2,1,,3,,1,101
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,188,001,Artif Intelligence,Pieter Abbeel,26664,15,42,84,72,44,42,17,14,6,3,,,2,4,1,,,,346
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,189,001,Intro Machine Learn,Jitendra Malik,26684,13,49,7,3,2,1,,,,,,,,14,,,,,89
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,008,Special Topics,Daniel Garcia,26688,2,3,,2,2,2,,,,,,,,,,,,,11
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,017,Special Topics,Joseph Hellerstein,26690,,29,,,,,,,,,,,,3,,,,,32
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,023,Special Topics,Brian Barsky,26691,5,2,3,4,6,7,,2,,,,,1,9,,1,,,40
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,024,Special Topics,John Kubiatowicz,26694,2,5,5,7,,3,3,1,,,,,,1,,,,,27
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,H195,001,Hon Soc Implic Comp,Ruzena Bajcsy,27216,,,,,,,,,,,,,,35,,1,,,36
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,001,Directed Group Stdy,Daniel Garcia,26721,,,,,,,,,,,,,,22,,8,,,30
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,003,Directed Group Stdy,Daniel Garcia,26727,,,,,,,,,,,,,,13,,4,,,17
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,029,Directed Group Stdy,Brian Barsky,26728,,,,,,,,,,,,,,17,,3,,,20
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,030,Directed Group Stdy,Paul Hilfinger,27321,,,,,,,,,,,,,,20,,1,,,21
2013 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,033,Directed Group Stdy,Daniel Garcia,26729,,,,,,,,,,,,,,16,,3,,,19
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,20N,001,Sys And Signals,David Tse,25003,6,34,24,19,17,18,12,17,13,4,4,,5,4,,3,,,180
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,40,001,Int Micro Circuits,Michel Maharbiz,25048,11,23,28,34,34,29,23,17,13,5,3,4,6,2,,,,,232
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,42,001,Intro Digit Elec,Kristofer Pister,25090,3,34,22,17,23,16,,16,29,,,,5,1,,5,,2,173
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,98,003,Directed Group Stdy,Pieter Abbeel,25153,,,,,,,,,,,,,,28,,1,,,29
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,100,001,Elec Tech For Eng,Kristofer Pister,25162,4,28,27,16,25,19,,24,26,,,,3,,,,,,172
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,105,001,Micro Dev & Cir,Sayeef Salahuddin,25219,1,10,13,5,12,10,3,,1,,1,,2,,1,,,2,61
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,117,001,Em Fields & Waves,Eli Yablonovitch,25240,,3,2,3,3,2,,,,,,,,,,,,,13
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,119,001,Intro Optical Eng,Laura Waller,25248,2,4,1,3,1,2,,1,1,,,,,1,,,,,16
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,120,001,Signals And Systems,Murat Arcak,25249,1,19,14,11,10,9,8,7,3,2,,,5,,1,1,,,91
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,122,001,Intro Comm Netwks,Adam Wolisz,25261,1,1,5,6,4,7,,1,2,2,3,3,2,1,,3,,2,43
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,126,001,Prob & Random Proc,Abhay Parekh,25270,2,4,5,3,6,3,,3,4,,1,,,,,,,,31
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,130,001,Ic Devices,Tsu-Jae Liu,25276,2,13,1,4,10,2,,3,,,,,,1,,,,2,38
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,134,001,Photovoltaic Devic,Ana Arias,25282,4,2,1,3,3,2,,1,,,,,,,,,,,16
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,137B,001,Elec Power Systems,Alexandra Von Meier,25291,3,4,4,2,2,,,,,,,,,1,3,1,,,20
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,140,001,Lin Integ Circ,Clark Nguyen,25297,4,10,6,7,9,6,3,3,2,,,,3,,,,,,53
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,141,001,Intro Dig Inte Cir,Jan Rabaey,25303,1,4,2,6,1,3,1,,1,,,,,2,,,,1,22
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,143,001,Microfab Tech,Ali Javey,25315,,8,6,2,3,1,,1,2,,,,,1,1,,,,25
2013 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,192,001,Mechtron Design Lab,Igor Paprotny,25347,1,4,2,,1,2,1,,,,,,,1,,,,,12
2013 Spring,Energy & Resources Group,"ENE,RES",Energy and Resources,102,001,Global Env Probs,John Harte; Joseph Kantenbacher; Svetlana Zenkin,27362,5,10,13,17,13,10,5,10,1,,1,,2,2,1,2,,,92
2013 Spring,Energy & Resources Group,"ENE,RES",Energy and Resources,C180,001,Ecol Econ History,Jalel Sager; Richard Norgaard,27383,,2,2,2,2,,1,,,,,,,2,,,,,11
2013 Spring,Energy & Resources Group,"ENE,RES",Energy and Resources,190,001,"Ene,Env Dev Sec Iss",Julian Fulton; Richard Norgaard,27386,,6,18,8,1,1,4,,1,,,,,2,,,,,41
2013 Spring,Engineering Science,ENGIN,Engineering,7,001,Intr Computer Prog,Sanjay Govindjee,27603,3,64,90,16,74,7,4,32,,,1,1,18,2,,,,2,314
