Grade Distribution for Fall 2016 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 2/28/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,7,Elementary Korean,Jung Yun Choi,17596,4,12,3,3,1,,,,,,,,,2,,,,,25
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,8,Elementary Korean,Junghee Park,17597,,17,2,1,1,,,,,,,,,,,,,,21
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,9,Elementary Korean,Junghee Park,17598,3,13,2,1,1,1,,,,,,,,3,,,,,24
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,10,Elementary Korean,Jung Yun Choi,31709,,13,3,,1,2,,,,,,,,,,,,,19
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,1AX,1,Elem Korean Heritag,Seung-Eun Chang,17494,,17,5,1,,,,,,,,,,2,,,,,25
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,7A,1,Premod Korean Lit,Jinsoo An,17680,,16,1,6,,,,,,,,,,20,,1,,1,45
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,10A,1,Intermediate Korean,Seung-Eun Chang,17488,1,9,2,1,,1,,,,,,,,1,,,,,15
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,10A,2,Intermediate Korean,Seung-Eun Chang,17489,1,6,4,,1,,,,,,,,,4,,,,,16
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,10AX,1,Int Korean Heritag,Kijoo Ko,17630,,9,7,3,,,,,,,,,,4,,,,,23
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,100A,1,Advanced Korean,Minsook Kim,17508,1,13,3,1,3,,,,,,,,,2,1,,,,24
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,100AX,1,Adv Korean Heritag,Soojin Lee,17496,2,14,5,,,,,,,,,,,4,,,,,25
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,101,1,4th Year Read--Lit,Junghee Park,17816,1,11,1,1,,,,,,,,,,,,,,,14
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,155,1,Mod Korean Fiction,Youngmin Kwon,17716,4,11,2,8,2,1,,,,,,,1,,,,,,29
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,157,1,Contemp Korean Lit,Youngmin Kwon,17704,6,6,7,8,1,,,,,,,,,2,,,,,30
2016 Fall,East Asian Lang & Culture,KOREAN,Korean,188,1,Cold War Culture,Jinsoo An,32165,,9,9,2,4,,1,,,,,,,1,,,,,26
2016 Fall,East Asian Lang & Culture,TIBETAN,Tibetan,C114,1,Tibetan Buddhism,Jann Ronis,32166,,3,4,1,,,,,,,,,,2,,,,1,11
2016 Fall,Economics,ECON,Economics,1,1,Intro To Economics,Martha Olney,14421,10,98,79,123,73,101,46,51,17,,3,,10,32,,7,,,650
2016 Fall,Economics,ECON,Economics,C3,1,Intro To Env Econ,Peter Berck,14356,1,5,6,2,9,7,3,16,,,,,1,3,,,,1,54
2016 Fall,Economics,ECON,Economics,100A,1,Micro Analysis,Calanit Kamala,14340,11,99,59,70,53,43,31,22,23,,5,,13,8,,5,,3,445
2016 Fall,Economics,ECON,Economics,100B,1,Macro Analysis,Steven Wood,14299,,30,42,71,80,62,45,28,20,,10,,18,10,,19,,5,440
2016 Fall,Economics,ECON,Economics,101A,1,Econ Theory--Micro,Cecile Gaubert,14277,9,31,14,18,15,8,3,5,3,,1,,7,3,,3,,,120
2016 Fall,Economics,ECON,Economics,101B,1,Econ Theory--Macro,Benjamin Schoefer,14331,6,10,11,13,4,3,2,,,,1,,6,2,,1,,,59
2016 Fall,Economics,ECON,Economics,C102,1,Nat Res Econ,Larry Karp,14545,2,12,3,10,8,2,,,1,,,,,4,,,,,42
2016 Fall,Economics,ECON,Economics,C103,1,Intro Math Economic,Haluk Ergin,14464,2,1,4,5,1,4,1,,1,,,1,,4,,3,,,27
2016 Fall,Economics,ECON,Economics,105,1,Hist Econ Thought,Joseph Lough,14497,,22,48,12,12,11,1,1,2,,,,7,13,2,4,,,135
2016 Fall,Economics,ECON,Economics,C110,1,Game Theory Soc Sci,Shachar Kariv,14498,9,27,38,61,41,11,12,1,,,,,,17,,4,,1,222
2016 Fall,Economics,ECON,Economics,115,1,20th Cen World Econ,Calanit Kamala,14398,1,30,16,17,10,6,7,5,4,,,,1,11,,4,,1,113
2016 Fall,Economics,ECON,Economics,119,1,Psych And Econ,Raymond Hawkins,14346,3,53,45,36,32,1,,,,,,,3,8,,,,1,182
2016 Fall,Economics,ECON,Economics,121,1,Ind Org & Pub P,Kei Kawai,32150,3,17,20,17,5,12,12,12,4,,1,,,9,,,,1,113
2016 Fall,Economics,ECON,Economics,131,1,Public Economics,Danny Yagan,14419,2,14,14,16,14,9,6,2,3,,1,,,17,,1,,,99
2016 Fall,Economics,ECON,Economics,136,1,Financial Economics,Raymond Hawkins,14387,6,57,43,27,29,10,12,3,1,,1,,1,19,,7,,1,217
2016 Fall,Economics,ECON,Economics,140,1,Econometrics,Evgeniya Duzhak,14241,3,24,33,29,51,39,23,37,12,5,5,,2,5,,6,,2,276
2016 Fall,Economics,ECON,Economics,141,1,Econometric Analys,James Powell,14285,4,16,10,14,7,3,3,1,3,,1,,1,,,,,,63
2016 Fall,Economics,ECON,Economics,C142,1,Appl Metric/Pub Pol,David Card,14281,25,11,7,10,,,,,,,,,1,4,,2,,,60
2016 Fall,Economics,ECON,Economics,155,1,Urban Econ,Joseph Lough,14273,31,31,14,8,3,3,1,,,1,,,3,2,,1,,,98
2016 Fall,Economics,ECON,Economics,162,1,Chinese Economy,Gerard Roland,32178,6,14,34,56,30,19,15,2,1,4,2,2,4,32,,2,,,223
2016 Fall,Economics,ECON,Economics,C171,1,Economic Develop,Aprajit Mahajan,14324,,33,17,10,13,1,2,3,4,,,,,9,,,,1,93
2016 Fall,Economics,ECON,Economics,C181,1,International Trade,Thibault Fally,14550,13,22,26,11,10,21,10,5,4,,1,,1,4,,,,,128
2016 Fall,Economics,ECON,Economics,182,1,Intl Monet Econ,Galina Hale,14412,1,12,27,27,13,6,4,2,,,,,2,36,,4,,,134
2016 Fall,Economics,ECON,Economics,191,1,Topic Econ Research,Barry Eichengreen,14373,7,5,9,17,7,5,,,1,,,,,2,,,,4,57
2016 Fall,Economics,ECON,Economics,196,1,Topics In Economics,Tal Regev,32799,3,3,4,5,3,3,4,,,,,,,6,,,,,31
2016 Fall,Education,EDUC,Education,52AC,1,Lang In Society,Anthony Mirabelli,28781,,20,10,2,,,1,,,,,,,3,,1,,,37
2016 Fall,Education,EDUC,Education,98,16,Directed Group Stdy,Derek Van Rheenen,28777,,,,,,,,,,,,,,9,,1,,,10
2016 Fall,Education,EDUC,Education,98,40,Directed Group Stdy,Kasra Sotudeh,28689,,,,,,,,,,,,,,14,,2,,,16
2016 Fall,Education,EDUC,Education,98,43,Directed Group Stdy,,28694,,,,,,,,,,,,,,23,,1,,,24
2016 Fall,Education,EDUC,Education,130,1,Know Learn Math Sci,Edward Ham,28829,1,21,7,,1,,,1,,,,,1,,,1,,1,34
2016 Fall,Education,EDUC,Education,131AC,1,Sci And Math Equity,Daniel Golub,28839,,17,9,2,,,,,,1,,,,,,,,,29
2016 Fall,Education,EDUC,Education,140AC,1,Liter:Ind & Soc Dev,Glynda Hull,28765,4,53,24,9,7,1,,1,1,,,,1,,,2,,3,106
2016 Fall,Education,EDUC,Education,C148,1,Educ And Intl Dev,Erin Murphy-Graham,28731,,15,8,4,1,1,1,,,,,,,1,2,,,,33
2016 Fall,Education,EDUC,Education,158,1,Teach Reading K-8,P Pearson,28783,12,8,2,,,,,,,,,,,,,,,,22
2016 Fall,Education,EDUC,Education,186AC,1,The Southern Border,Harley Shaiken,28732,12,15,15,7,10,3,1,4,,1,,1,,20,,7,,,96
2016 Fall,Education,EDUC,Education,188,1,Latinas/Os And Ed,Sahara Baquedano-Lopez,28838,1,33,,1,,,,,,,,,,,,,,,35
2016 Fall,Education,EDUC,Education,190AC,1,Critical Studies,Erin Murphy-Graham,31425,1,25,2,1,1,,,,1,,,,,,,,,,31
2016 Fall,Education,EDUC,Education,190AC,2,Critical Studies,Erin Murphy-Graham,31426,2,15,4,,2,2,1,,,1,,,,,,2,,1,30
2016 Fall,Education,EDUC,Education,190AC,4,Critical Studies,Erin Murphy-Graham,31428,,10,9,6,,,,,,,,,,1,,,,,26
2016 Fall,Education,EDUC,Education,195B,1,Special Topics,Richard Mccallum,28890,,28,,,,,,,,,,,,,,,,2,30
2016 Fall,Education,EDUC,Education,197,1,Field Study,Richard Mccallum,28832,,,,,,,,,,,,,,19,,,,1,20
2016 Fall,Education,EDUC,Education,197,21,Field Study,Richard Mccallum,28866,,,,,,,,,,,,,,27,1,,,2,30
2016 Fall,Education,EDUC,Education,197,25,Field Study,Richard Mccallum,28869,,,,,,,,,,,,,,11,,1,,,12
2016 Fall,Education,EDUC,Education,197,48,Field Study,Glynda Hull,28893,,,,,,,,,,,,,,15,,,,1,16
2016 Fall,Education,EDUC,Education,197,50,Field Study,Frank Worrell,28894,,,,,,,,,,,,,,23,,,,2,25
2016 Fall,Education,EDUC,Education,197,58,Field Study,Larry Nucci,28896,,,,,,,,,,,,,,25,,2,,,27
2016 Fall,Education,EDUC,Education,198,1,Directed Group Stdy,Ronald Williams,28744,,,,,,,,,,,,,,9,,1,,,10
2016 Fall,Education,EDUC,Education,198,3,Directed Group Stdy,Anthony Mirabelli,28746,,,,,,,,,,,,,,23,,1,,,24
2016 Fall,Education,EDUC,Education,198,4,Directed Group Stdy,Anthony Mirabelli,28747,,,,,,,,,,,,,,18,,1,,,19
2016 Fall,Education,EDUC,Education,198,5,Directed Group Stdy,Anthony Mirabelli,28843,,,,,,,,,,,,,,17,,1,,,18
2016 Fall,Education,EDUC,Education,198,6,Directed Group Stdy,Ronald Williams,28844,,,,,,,,,,,,,,21,,1,,,22
2016 Fall,Education,EDUC,Education,198,8,Directed Group Stdy,Ginelle Perez,28846,,,,,,,,,,,,,,13,1,,,,14
2016 Fall,Education,EDUC,Education,198,13,Directed Group Stdy,Alex De Guia,28874,,,,,,,,,,,,,,10,,1,,,11
2016 Fall,Education,EDUC,Education,198,27,Directed Group Stdy,Anthony Mirabelli,28899,,,,,,,,,,,,,,27,,1,,,28
2016 Fall,Education,EDUC,Education,198,31,Directed Group Stdy,Anthony Mirabelli,33693,,,,,,,,,,,,,,24,,1,,,25
2016 Fall,Education,EDUC,Education,198,44,Directed Group Stdy,Erin Murphy-Graham,34731,,,,,,,,,,,,,,9,1,,,,10
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,C8,1,Foundation Data Sci,Anindita Adhikari,32819,28,27,41,36,25,12,3,1,3,,,,5,36,,7,1,,225
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,9A,1,Programmers' Matlab,Carol Marshall,26863,,,,,,,,,,,,,,6,,1,,4,11
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,9E,1,Productive Unix Use,Carol Marshall,27151,,,,,,,,,,,,,,13,2,9,,6,30
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,9F,1,Programmers' C++,Paul Hilfinger,26864,,,,,,,,,,,,,,12,4,4,1,3,24
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,9G,1,Programmers' Java,Carol Marshall,26875,,,,,,,,,,,,,,5,2,1,,3,11
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,9H,1,Programmers' Python,Carol Marshall,26898,,,,,,,,,,,,,,10,8,4,,6,28
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,10,1,Beauty Joy Computng,Daniel Garcia,26916,26,83,31,16,29,21,5,5,1,,3,,4,43,,14,,6,287
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,47A,1,Interp Comp Progs,John DeNero,26862,,3,3,3,,,,,,,,,,,,1,,,10
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,61A,1,Str Interp Cmp Prgs,John DeNero,27034,33,228,276,328,291,94,31,25,17,3,10,,27,119,3,45,,8,1538
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,61B,1,Data Structures,Paul Hilfinger,27180,40,182,66,33,37,20,18,17,14,9,11,9,40,14,3,42,1,4,560
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,61C,1,Machine Structures,Randy Katz,26912,47,63,80,98,75,54,42,32,17,5,3,6,12,8,1,16,,2,561
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,70,1,Discrete Math&Prob,Jean Walrand,26831,15,110,85,135,105,59,44,26,9,,,1,51,3,,20,,5,668
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,88,1,Cs Struct Data Sci,Gerald Friedland,34501,2,2,4,3,3,1,,,,,1,1,1,13,,3,,,34
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,97,201,Field Study,Paul Hilfinger,27165,,,,,,,,,,,,,,41,,10,,,51
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,98,153,Directed Group Stdy,John DeNero,35068,,,,,,,,,,,,,,268,,6,,,274
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,98,52,Directed Group Stdy,John DeNero,35039,,,,,,,,,,,,,,69,,6,,1,76
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,152,1,Comp Arch & Eng,John Wawrzynek,31894,2,5,4,5,,,3,2,,,,,,1,,1,,,23
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,160,1,User Interfaces,Andrew Carle,27025,2,15,27,25,20,9,2,6,,,,,1,,,1,,,108
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,161,1,Computer Security,Nicholas Weaver,26823,4,55,44,66,79,39,4,4,2,,1,,1,15,2,3,,3,322
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,162,1,Op Sys And Sys Prog,Anthony Joseph,27170,,67,26,35,71,23,9,15,8,4,1,,,14,,5,,2,280
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,168,1,Internet Arch,Scott Shenker,27090,17,60,55,63,166,26,22,39,17,,,,,10,,2,,1,478
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,169,1,Software Engineer,Armando Fox,27010,5,27,27,18,30,16,8,11,1,,1,,,12,2,2,1,,161
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,170,1,Intro Cs Theory,Christos Papadimitriou,26905,13,128,131,79,76,70,14,16,11,,13,,6,7,3,7,,3,577
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,176,1,Algo For Comp Bio,Nir Yosef,26876,2,12,10,6,4,7,4,2,2,,2,,,8,,1,,,60
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,184,1,Computer Graphics,James O'Brien,33586,8,9,13,16,7,5,2,3,2,,3,,2,5,,4,,1,80
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,186,1,Intro To Database,Karthikeyan Ramasamy,27181,,64,41,68,61,80,26,27,28,3,10,7,8,3,1,3,,5,435
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,188,1,Artif Intelligence,Joshua Hug,26832,15,91,97,101,68,62,25,20,5,3,3,1,2,5,2,3,,2,505
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,189,1,Intro Machine Learn,Jitendra Malik,26793,10,37,78,34,42,29,3,1,9,,3,,9,18,,22,,,295
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,194,8,Special Topics,Daniel Garcia,31911,2,1,3,8,1,1,,,,,,,,,,,,,16
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,194,15,Special Topics,Kurt Keutzer,27154,1,7,5,9,3,2,1,1,,,,,,8,,,,,37
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,194,26,Special Topics,Alexei Efros,32266,6,29,40,4,8,,2,3,,,,,,3,,,,,95
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,195,1,Social Implic Comp,Joshua Hug,27164,,,,,,,,,,,,,,215,,5,,,220
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,197,1,Field Study,Paul Hilfinger,27203,,,,,,,,,,,,,,14,,,,1,15
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,197,201,Field Study,Paul Hilfinger,27206,,,,,,,,,,,,,,19,,1,,,20
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,197,204,Field Study,Randy Katz,27209,,,,,,,,,,,,,,12,,2,,,14
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,1,Directed Group Stdy,Daniel Garcia,27222,,,,,,,,,,,,,,61,,16,,,77
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,3,Directed Group Stdy,Daniel Garcia,27224,,,,,,,,,,,,,,22,,1,,,23
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,47,Directed Group Stdy,Pieter Abbeel,34774,,,,,,,,,,,,,,90,,4,,,94
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,56,Directed Group Stdy,Bjorn Hartmann,34764,,,,,,,,,,,,,,90,,11,,,101
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,58,Directed Group Stdy,Joshua Hug,34778,,,,,,,,,,,,,,35,,4,,,39
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,65,Directed Group Stdy,Jonathan Bachrach,34825,,,,,,,,,,,,,,22,,4,,,26
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,303,Directed Group Stdy,Daniel Garcia,34757,,,,,,,,,,,,,,17,,2,,,19
2016 Fall,Electrical Eng & Computer Sci,COMPSCI,Computer Science,198,642,Directed Group Stdy,Xiaodong Song,34830,,,,,,,,,,,,,,31,2,,,,33
2016 Fall,Electrical Eng & Computer Sci,EECS,Electrical Eng & Computer Sci,149,1,Intro Embedded Syst,Edward Lee,27483,6,12,5,9,4,2,,,,,,,2,1,2,,,,43
2016 Fall,Electrical Eng & Computer Sci,EECS,Electrical Eng & Computer Sci,151,1,Intro Dig Inte Cir,Borivoje Nikolic,27509,,2,2,2,2,,,,,,,,1,1,,1,,,11
2016 Fall,Electrical Eng & Computer Sci,EECS,Electrical Eng & Computer Sci,151LB,103,Dig Des Ic Fpga Lab,Vighnesh Iyer,27517,,7,,1,,,,,,,,,1,,,2,,,11
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,16A,1,Design Info Dev I,Harrison Rosenberg,27410,33,170,153,132,123,75,20,13,6,,6,,1,3,,2,,4,741
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,16B,1,Design Info Dev Ii,Edward Wang,27455,10,51,51,35,13,4,8,4,1,,2,,4,2,,,,,185
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,39,1,Fresh/Soph Seminar,Jeffrey Bokor,32831,,,,,,,,,,,,,,30,,4,,,34
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,105,1,Micro Dev & Cir,Ali Niknejad,27471,1,20,,,32,,,6,,,1,,1,,,,,4,65
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,C106A,1,Intro To Robotics,Ruzena Bajcsy,27400,4,17,8,11,6,1,1,2,2,,1,,1,1,,,,,55
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,118,1,Intro Optical Eng,Laura Waller,27634,1,3,1,3,1,4,,,,,,,,2,,,,,15
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,120,1,Signals And Systems,Ronald Fearing,27593,2,22,9,12,14,14,2,3,1,,3,,2,,1,1,,1,87
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,126,1,Prob & Random P,Avideh Zakhor,27575,3,7,8,6,12,6,4,5,3,2,2,2,,,1,,,,61
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,C128,1,Feedback Cntrl Sys,Seth Sanders,27458,,5,7,5,3,3,,,1,,,,,,,,,,24
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,130,1,Ic Devices,Ali Javey,27627,1,,5,3,3,4,2,,1,,,,1,1,,,,,21
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,137A,1,Elec Power Systems,Alexandra Von Meier,27564,1,5,7,5,4,4,2,,,,1,,,2,1,,,,32
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,140,1,Lin Integ Circ,Rikky Muller,27477,1,1,4,2,,,,,,,,,1,,,1,,,10
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,143,1,Microfab Tech,Ming-Chiang Wu,27581,3,7,,4,3,2,1,,,,,,,,,,,,20
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,147,1,Microelectromec Sys,Kristofer Pister,27550,2,7,3,2,5,,,,,,,,2,,1,,,,22
2016 Fall,Electrical Eng & Computer Sci,ELENG,Electrical Engineering,198,15,Directed Group Stdy,Kristofer Pister,35247,,,,,,,,,,,,,,10,3,,,,13
2016 Fall,Energy & Resources Grad Grp,ENERES,Energy and Resources,39A,1,Freshman And Sophom,John Harte,33466,1,10,3,2,,,,,,,,,,3,,,,,19
2016 Fall,Energy & Resources Grad Grp,ENERES,Energy and Resources,C100,1,"Energy, Society",Duncan Callaway,24980,,29,14,11,8,4,1,,1,,,,1,29,,4,,,102
2016 Fall,Energy & Resources Grad Grp,ENERES,Energy and Resources,180,1,Ecol Econ History,Jalel Sager,32295,2,8,5,5,2,,1,,,,,,1,,,,,2,26
2016 Fall,Engineering Science,DESINV,Design Innovation,10,1,Discovering Design,James Pierce,33470,3,15,8,4,3,2,,,,,,,,7,,1,,,43
2016 Fall,Engineering Science,DESINV,Design Innovation,15,1,Design Methodology,Sara Beckman,33435,,17,32,5,,,,,,,,,,5,,1,,,60
2016 Fall,Engineering Science,DESINV,Design Innovation,21,1,Vis Comm & Sketch,Robert Hennigar,33438,,4,15,4,1,,1,,,,,,,1,,,,1,27
2016 Fall,Engineering Science,DESINV,Design Innovation,22,1,Prototype & Fab,Christopher Myers,33443,8,5,9,2,2,,1,,,,,,,3,,2,,,32
2016 Fall,Engineering Science,DESINV,Design Innovation,190,1,Spec Topics Des Inv,Robert Hennigar,34151,,,6,4,3,,,1,,,,,,1,1,,,,16
2016 Fall,Engineering Science,DESINV,Design Innovation,190,3,Spec Topics Des Inv,Khalid Mosalam,34152,,,,,,,,,,,,,,13,1,,,,14
2016 Fall,Engineering Science,DESINV,Design Innovation,198,2,Directed Group Stud,Bjorn Hartmann,34983,,,,,,,,,,,,,,119,,2,,,121
2016 Fall,Engineering Science,ENGIN,Engineering,7,1,Intr Computer Prog,Mohammad-reza Alam,27939,5,10,44,33,44,38,28,17,8,,,,10,5,,2,,1,245
2016 Fall,Engineering Science,ENGIN,Engineering,25,1,Vis For Des,George Anwar,27853,2,8,11,50,33,12,19,2,2,,,,,2,,1,,,142
2016 Fall,Engineering Science,ENGIN,Engineering,26,1,3 Dimen Mod Des,Kourosh Youssefi,27876,,72,17,12,25,,,2,,,,,,3,,,,,131
2016 Fall,Engineering Science,ENGIN,Engineering,27,1,Intro Manfctrng Tol,Sara Mcmains,27895,2,15,15,8,13,26,20,9,11,,1,,2,,,,,,122
2016 Fall,Engineering Science,ENGIN,Engineering,45,1,Prop Of Matls,Ian Chang-Yi Lin,27924,13,44,,15,38,,7,27,,1,4,,1,3,,,,,153
2016 Fall,Engineering Science,ENGIN,Engineering,45L,1,Prop Of Mats L,Shawn Darnall,33632,3,13,,1,9,,,1,,,1,,,,,,,,28
2016 Fall,Engineering Science,ENGIN,Engineering,45L,2,Prop Of Mats L,Lane Martin,33633,1,11,,1,8,,1,1,,,,,,,,,,,23
2016 Fall,Engineering Science,ENGIN,Engineering,45L,3,Prop Of Mats L,Ruijuan Xu,33635,5,11,,1,4,,1,2,,1,1,,1,,,,,,27
2016 Fall,Engineering Science,ENGIN,Engineering,45L,4,Prop Of Mats L,Lane Martin,33636,,16,,2,4,,,1,,,1,,,,,1,,,25
2016 Fall,Engineering Science,ENGIN,Engineering,45L,5,Prop Of Mats L,Lane Martin,34663,1,13,,2,5,,,,,,1,,,,,,,,22
2016 Fall,Engineering Science,ENGIN,Engineering,92,1,Perspectin Engin,Matthew Sherburne,27933,,,,,,,,,,,,,,84,,2,,,86
2016 Fall,Engineering Science,ENGIN,Engineering,98,1,Directed Group Stdy,Terry Johnson,27869,,,,,,,,,,,,,,11,,1,,,12
2016 Fall,Engineering Science,ENGIN,Engineering,98,7,Directed Group Stdy,Terry Johnson,34103,,,,,,,,,,,,,,12,,1,,,13
2016 Fall,Engineering Science,ENGIN,Engineering,98,10,Directed Group Stdy,Smita Jain,34108,,,,,,,,,,,,,,17,,2,,,19
2016 Fall,Engineering Science,ENGIN,Engineering,98,13,Directed Group Stdy,Terry Johnson,34115,,,,,,,,,,,,,,7,,3,,,10
2016 Fall,Engineering Science,ENGIN,Engineering,115,1,Eng Thermodynamics,Kristin Persson,27884,1,9,9,6,14,10,4,6,5,,1,,1,1,,,,,67
2016 Fall,Engineering Science,ENGIN,Engineering,120,1,Prin Of Engr Econom,Eric Friedman,27907,2,18,23,18,16,10,2,2,,,1,1,,5,,1,,,99
2016 Fall,Engineering Science,ENGIN,Engineering,128,1,Adv Engr Des Graph,Dennis Lieu,27777,3,17,11,6,9,2,,,,,1,,,,,,,,49
2016 Fall,English,ENGLISH,English,R1A,1,Reading And Comp,Jessica Ling,14741,,1,7,9,1,,,,,,,,,,,,,,18
2016 Fall,English,ENGLISH,English,R1A,2,Reading And Comp,Sarah Johnson,14742,,5,7,2,2,1,2,,,,,,,,,,,,19
2016 Fall,English,ENGLISH,English,R1A,4,Reading And Comp,Katherine Snyder,14744,1,6,12,1,,,,,,,,,1,,,,,,21
2016 Fall,English,ENGLISH,English,R1A,5,Reading And Comp,Atti Viragh,14745,,1,4,4,4,1,2,1,,,,,,,,,,,17
2016 Fall,English,ENGLISH,English,R1A,6,Reading And Comp,Katherine Snyder,14746,,2,4,5,5,2,,,,,,,,,,,,,18
2016 Fall,English,ENGLISH,English,R1A,7,Reading And Comp,Brandon Callender,14747,,2,3,5,4,2,1,,,,,,,,,,,,17
2016 Fall,English,ENGLISH,English,R1A,8,Reading And Comp,Katherine Snyder,14748,,1,4,4,1,3,3,,,,,,1,,,,,,17
2016 Fall,English,ENGLISH,English,R1A,9,Reading And Comp,Katherine Snyder,14749,,1,2,3,7,1,1,,,,1,,,,,,,,16
