Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments
2017 Spring,Rhetoric,RHETOR,Rhetoric,R1A,1,Craft Of Writing,Eric Prendergast; Ivy Mills,22138,1,7,4,2,,1,,,1,,,,,,,,,,16
2017 Spring,Chicano Studies,CHICANO,Chicano Studies,141,1,Chicana Fem Writers,Laura Perez,13469,9,1,,2,1,,,,,,,,,2,,1,,,16
2017 Spring,History,HISTORY,History,R1B,4,History Rding&Comp,Elizabeth Thelen; Margaret Chowning,16008,2,3,4,3,3,,1,,,,,,,,,,,,16
2017 Spring,French,FRENCH,French,R1A,1,Eng Com With Fr Lit,Susan Maslan; Trevor Sanders,15270,,7,4,2,1,1,,,,,,,1,,,,,,16
2017 Spring,Japanese,JAPAN,Japanese,100B,1,Advanced Japanese,Wakae Kambara,17522,,7,4,1,1,1,,,,,,,,2,,,,,16
2017 Spring,Classics,LATIN,Classics,170A,1,Classical Arch,Francois Lissarrague,31334,4,5,3,,2,,,,,,,,,1,,1,,,16
2017 Spring,Comparative Literature,COM LIT,Comparative Literature,R1B,9,Engl Comp World Lit,Katherine Kadue; Victoria Kahn,13935,,2,2,3,5,3,,,1,,,,,,,,,,16
2017 Spring,Chinese,CHINESE,Chinese,1B,2,Elementary Chinese,Chen-hui Tsai; Chunhong Xie; Weisi Cai,13534,,4,6,3,1,1,,,,,,,,2,,,,,17
2017 Spring,Italian Studies,ITALIAN,Italian Studies,R5B,2,Reading & Comp,Barbara Spackman; Emily Rabiner,31831,,6,6,2,1,1,,,,,,,1,,,,,,17
2017 Spring,Music,MUSIC,Music,53A,1,Harmony I,David Coll; David Pereira,33132,,9,3,,2,,1,,1,,,,,,,1,,,17
2017 Spring,History,HISTORY,History,R1B,2,History Rding&Comp,Hayley Rucker; Margaret Chowning,16007,,4,8,1,2,1,1,,,,,,,,,,,,17
2017 Spring,Chinese,CHINESE,Chinese,10B,1,Inter Chinese,Xianghua Wu,13557,,7,5,1,,,1,1,,,,,,2,,,,,17
2017 Spring,French,FRENCH,French,1,5,Elementary French,Margot Szarke; Seda Chavdarian,15265,,9,2,3,1,,,,,,,,,1,1,,,,17
2017 Spring,Electrical Engineering,EL ENG,Electrical Engineering,240B,1,Adv Analog Int Circ,Bernhard Boser,27127,4,4,3,2,3,,1,,,,,,,,,,,,17
2017 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,3,Reading & Comp,Monica Hidalgo,22484,1,3,6,4,2,1,,,,,,,,,,,,,17
2017 Spring,French,FRENCH,French,2,4,Elementary French,Patrick Lyons; Seda Chavdarian,15280,,6,4,3,2,,1,,,,,,,,1,,,,17
2017 Spring,German,GERMAN,German,2,2,Elementary German 2,Kenneson Chen; Nikolaus Euba,15689,,3,3,3,1,,,,,,,,,6,1,,,,17
2017 Spring,Nuclear Engineering,NUC ENG,Nuclear Engineering,162,1,Rad Biophys And Dos,Jasmina Vujic,27904,8,4,,1,2,,1,,,,,,,1,,,,,17
2017 Spring,German,GERMAN,German,1,3,Elementary German 1,Nikolaus Euba; Sarah Harris,15686,,4,1,3,,2,,,,,,,,6,,1,,,17
2017 Spring,French,FRENCH,French,1,8,Elementary French,Maya Sidhu; Seda Chavdarian,15268,,12,1,1,1,,,,,,,,,1,,1,,,17
2017 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,R1A,3,Performce & Writing,Randi Evans; Susan Kwan,23659,,3,9,2,1,,1,1,,,,,,,,,,,17
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,190T,1,Topics Innov/Design,Chris Mccoy,10735,1,3,4,4,4,,,,,,,,,1,,,,,17
2017 Spring,Scandinavian,SCANDIN,Scandinavian,R5B,5,Reading & Comp,Adam Carl; Jonas Wellendorf,22486,2,5,3,5,1,1,,,,,,,,,,,,,17
2017 Spring,Comparative Literature,COM LIT,Comparative Literature,R1A,5,Engl Comp World Lit,Gabriel Page; Victoria Kahn,13922,,3,2,3,4,3,2,,,,,,,,,,,,17
2017 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,6,"Read,Comp,Research",Michelle Baptiste,13879,,9,2,,2,,,1,1,,,,2,,,,,,17
2017 Spring,Russian,RUSSIAN,Russian,2,1,Elementary Russian,Brian Egdorf; Lisa Little,22330,,7,3,2,1,2,,,,,,,,2,,,,,17
2017 Spring,Japanese,JAPAN,Japanese,10B,1,Interm Japanese,Maki Takata; Noriko Wallace,17511,,3,3,,2,,1,,1,,,,,7,,,,,17
2017 Spring,South Asian,S ASIAN,South Asian,R5B,4,India Writers Eye,Rachael Hyland; Robert Goldman,22345,2,4,7,2,,,1,,1,,,,,,,,,,17
2017 Spring,Spanish,SPANISH,Spanish,102A,2,Adv Gram And Comp,Amelia Barili,23287,1,7,1,3,4,1,,,,,,,,,,,,,17
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,88,1,Cancer Immunothera,Nilabh Shastri,33565,4,6,4,,,1,,1,,,,,,2,,,,,18
2017 Spring,Political Economy,POLECON,Political Economy,160,1,Pe His Context,Stephanie Ballenger,21532,,1,3,2,9,2,1,,,,,,,,,,,,18
2017 Spring,Spanish,SPANISH,Spanish,21,1,Elem Span Bilingual,Miriam Hernandez-rodriguez,23271,1,5,5,4,,,,,,,,,,2,,1,,,18
2017 Spring,Spanish,SPANISH,Spanish,3,3,Intermed Spanish,Miriam Hernandez-rodriguez; Tanya Varela,23260,,1,7,3,1,,,,,,,,,5,,1,,,18
2017 Spring,American Studies,AMERSTD,American Studies,191,1,Senior Seminar,Kathleen Moran,12411,,5,3,1,5,2,,,,,,,2,,,,,,18
2017 Spring,Spanish,SPANISH,Spanish,22,1,Interm Sp Bilingual,Felix Trevino; Miriam Hernandez-rodriguez,23272,4,8,1,3,1,,1,,,,,,,,,,,,18
2017 Spring,English,ENGLISH,English,R1A,6,Reading And Comp,Katherine Snyder; Lise Gaston,14542,,2,7,4,2,,1,,,,,,2,,,,,,18
2017 Spring,English,ENGLISH,English,R1A,3,Reading And Comp,Aparajita Nanda,14538,,4,6,5,1,,,,1,,,,1,,,,,,18
2017 Spring,English,ENGLISH,English,190,10,Research Seminar,Jeffrey Knapp,14679,1,4,6,3,3,,,,,1,,,,,,,,,18
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C106,1,Air Pollution,Allen Goldstein,25974,,4,3,4,2,,1,,4,,,,,,,,,,18
2017 Spring,French,FRENCH,French,2,7,Elementary French,Erica Weems; Seda Chavdarian,15283,,5,3,1,5,,,,,,,,,2,2,,,,18
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,268B,1,Lean Constr & Scm,Iris Tommelein,26061,2,6,4,4,1,,,,,,,,,,1,,,,18
2017 Spring,Music,MUSIC,Music,159,1,Computer Programmin,Matthew Schumaker,33816,5,7,2,,1,1,,,,,,,,2,,,,,18
2017 Spring,Art Practice,ART,Art Practice,123,1,Screenprinting,Randy Hussong,12873,1,8,6,1,,1,,,1,,,,,,,,,,18
2017 Spring,Public Health,PB HLTH,Public Health,253B,1,Epi Infect Diseases,Arthur Reingold; Sandra McCoy,32630,2,7,3,,2,1,,,,,,,,,3,,,,18
2017 Spring,History,HISTORY,History,111B,1,Modern Se Asia,Peter Zinoman,32100,,6,2,3,1,,1,,,,,,,5,,,,,18
2017 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,202,1,Des Landscape Sites,Danika Cooper,12163,,4,4,7,1,1,1,,,,,,,,,,,,18
2017 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,1,Public Speaking,Mary Grover,13889,4,8,2,,2,,,,1,,1,,,,,,,,18
2017 Spring,French,FRENCH,French,1,7,Elementary French,Daniel Hoffmann; Seda Chavdarian,15267,1,7,4,,2,,,1,,,,,,3,,,,,18
2017 Spring,Sociology,SOCIOL,Sociology,105,1,Design & Methods,Szonja Ivester,22774,1,10,3,2,,,,,1,,,,1,,,,,,18
2017 Spring,Chinese,CHINESE,Chinese,1A,2,Elementary Chinese,Damien Donnelly,33179,,9,1,1,3,,,,1,,,,,4,,,,,19
2017 Spring,Integrative Biology,INTEGBI,Integrative Biology,146LF,1,Behavior Ecolgy/Lab,Eileen Lacey,31480,1,3,7,3,4,,1,,,,,,,,,,,,19
2017 Spring,Psychology,PSYCH,Psychology,205,1,Data Analysis,Frederic Theunissen,31281,3,7,3,3,2,1,,,,,,,,,,,,,19
2017 Spring,Physical Education,PHYS ED,Physical Education,1,39,Pe Activities,Norman Link,20361,,2,1,2,2,,,,,,,,1,11,,,,,19
2017 Spring,Chemistry,CHEM,Chemistry,262,1,Metals In Org Syn,John Hartwig; Xingyu Jiang,11370,1,6,5,4,2,,,,,,,,,1,,,,,19
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,259,1,Publ Trans Systms,Lewis Lehe,26057,3,8,3,3,1,,,,,,,,,,1,,,,19
2017 Spring,Japanese,JAPAN,Japanese,188,1,Visual Cultr:Anime,Daniel O'Neill; Miryam Sas,31451,,6,3,5,1,,,,1,,,,,3,,,,,19
2017 Spring,Spanish,SPANISH,Spanish,R1B,1,Span Speak World,Carlos Macias Prieto; Ignacio Navarrete,32903,,4,8,4,1,1,1,,,,,,,,,,,,19
2017 Spring,Sociology,SOCIOL,Sociology,169C,2,Cultural Communica,John Kaiser,33894,,10,5,1,,,1,,,,,,1,2,,,,,20
2017 Spring,Education,EDUC,Education,140AC,3,Art Of Making Mean,Glynda Hull; Jose Lizarraga,28054,,9,6,2,,,,,1,,,,,1,,1,,,20
2017 Spring,Physics,PHYSICS,Physics,232B,1,Quantum Fld Thry Ii,Hitoshi Murayama,20920,2,10,3,3,1,,,,,,,,,,1,,,,20
2017 Spring,Jewish Studies,JEWISH,Jewish Studies,101,1,Jscultural Legacies,Benjamin Brinner; Yael Segalovitz Eshel,17573,3,6,3,,3,1,,,,,,,,4,,,,,20
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,171,1,Rock Mechanics,Steven Glaser,26010,,4,10,1,2,2,,,,,,,,1,,,,,20
2017 Spring,Spanish,SPANISH,Spanish,25,6,Read And Analysis,Daylet Dominguez; Molly Borowitz,23279,,8,4,2,3,2,,,,,,,,1,,,,,20
2017 Spring,Physics,PHYSICS,Physics,C191,1,Quant Inf Sci Techn,Brian Barch; Maya Lewin-Berlin; Umesh Vazirani,34072,,5,7,1,,,1,,,,,,,5,,1,,,20
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175B,2,Sen Res Sem Env Sci,Dylan Chapple; Patina Mendez,24704,1,10,5,1,1,2,,,,,,,,,,,,,20
2017 Spring,Comparative Literature,COM LIT,Comparative Literature,100,1,Intro To Comp Lit,Anne-Lise Francois,13954,3,9,5,1,,,,,,,,,1,1,,,,,20
2017 Spring,Chemistry,CHEM,Chemistry,221B,1,Quantum Mechanics,Eric Neuscamman; William Huggins,11363,1,12,,2,3,,,,,,,,,1,,,1,,20
2017 Spring,Chemistry,CHEM,Chemistry,C182,1,Atmos Chem Phys Lab,Kristie Boering,30033,,6,3,5,2,3,,1,,,,,,,,,,,20
2017 Spring,Korean,KOREAN,Korean,1B,5,Elementary Korean,Junghee Park; Minsook Kim; Seung-Eun Chang; Soojin Lee,17595,1,11,3,,1,,,,,,,,,3,,1,,,20
2017 Spring,Linguistics,LINGUIS,Linguistics,R1B,2,Endangered Language,Andrew Garrett; Erin Donnelly,17772,1,12,4,1,,,,1,,1,,,,,,,,,20
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C115C,1,Fish Ecology,Stephanie Carlson,24645,,6,6,1,5,,,,1,,,,,1,,,,,20
2017 Spring,German,GERMAN,German,1,4,Elementary German 1,Laura Sacia Bonicatto; Nikolaus Euba,15687,,5,9,1,1,,,,,,1,,,3,,,,,20
2017 Spring,Spanish,SPANISH,Spanish,1,4,Elem Spanish,Ana Belen Redondo Campillos; Miriam Hernandez-rodriguez,23249,,4,7,,1,1,,,,,,,,7,1,,,,21
2017 Spring,Chemistry,CHEM,Chemistry,220B,1,Stat Mechanics,David Limmer; Jonathan Weisberg,11362,3,9,5,2,1,,,,,,,,,,,,1,,21
2017 Spring,Rhetoric,RHETOR,Rhetoric,129,1,Autobiography,Michael Mascuch,32938,,5,4,4,4,3,,,,,,,,,,1,,,21
2017 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,141,2,Interm Modern Dance,Amara Smith,23718,1,12,3,,1,3,,,,,,,,,1,,,,21
2017 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,190,1,Adv Topcs Urban Stu,Deborah Mckoy; Leslie Huang,12014,1,12,5,1,1,1,,,,,,,,,,,,,21
2017 Spring,Chemistry,CHEM,Chemistry,263A,1,Synthetic Design I,Felix Fischer,11371,1,9,7,2,1,,,,,,,,,1,,,,,21
2017 Spring,Middle Eastern Studies,M E STU,Middle Eastern Studies,130,1,Cross-Listed Topics,Peter Bartu,17904,,6,4,5,2,1,,,,,,,,3,,,,,21
2017 Spring,Physical Education,PHYS ED,Physical Education,1,30,Pe Activities,Russell Ahn,20352,,2,,2,3,,2,4,,,,,,8,,,,,21
2017 Spring,Physical Education,PHYS ED,Physical Education,1,40,Pe Activities,Norman Link,20362,,1,,1,,,1,,,,,,,16,1,1,,,21
2017 Spring,Film,FILM,Film,108,2,Film Genre,Eileen Jones,15168,2,6,9,2,1,,1,,,,,,,,,,,,21
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,165,1,Ocean-Environm Mech,Ronald Yeung,32010,7,4,3,5,2,,,,,,,,,1,,,,,22
2017 Spring,Physical Education,PHYS ED,Physical Education,1,37,Pe Activities,Russell Ahn,20359,,3,,,3,,1,,,,,,1,13,,1,,,22
2017 Spring,South & SE Asian Studies,VIETNMS,South & SE Asian Studies,R5B,1,Under Western Eyes,Rebekah Linh Collins,22348,1,7,6,3,4,,,1,,,,,,,,,,,22
2017 Spring,Korean,KOREAN,Korean,10B,2,Intermediate Korean,Kijoo Ko; Seung-Eun Chang,17603,,12,5,1,,,2,,,1,,,,1,,,,,22
2017 Spring,Comparative Literature,COM LIT,Comparative Literature,171,1,Modern Greek Lit,Maria Kotzamanidou,13959,,14,3,2,1,1,,,,,,,,1,,,,,22
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,100,4,Business Comm,Krystal Thomas,10617,3,1,8,6,1,3,,,,,,,,,,,,,22
2017 Spring,Physical Education,PHYS ED,Physical Education,1,38,Pe Activities,Russell Ahn,20360,,3,,1,3,,1,,,,,,,13,1,,,,22
2017 Spring,Physical Education,PHYS ED,Physical Education,1,22,Pe Activities,Jason Britton,20344,1,7,,1,,,1,,,,,,,12,1,,,,23
2017 Spring,Electrical Engineering,EL ENG,Electrical Engineering,137B,1,Elec Power Systems,Alexandra Von Meier,26976,,10,4,4,2,,,,,,,,,1,2,,,,23
2017 Spring,Art Practice,ART,Art Practice,15,1,Lang Sculp:Ceram,Erik Scollon,12843,,6,11,2,1,,,,,,,,1,2,,,,,23
2017 Spring,Geography,GEOG,Geography,C155,1,"Race, Space, Ineq",Jovan Lewis,33576,,11,2,7,,1,,,,,,1,1,,,,,,23
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C192,1,Mol Prob Solving,Ian Wang; Rosemary Gillespie,24747,,11,6,2,2,,1,,,,,,1,,,,,,23
2017 Spring,Sociology,SOCIOL,Sociology,190,1,Sem & Res In So,Cybelle Fox,22831,3,12,1,2,4,1,,,,,,,,,,,,,23
2017 Spring,Physical Education,PHYS ED,Physical Education,4,2,Pe Activities,Elmar Stefke,20399,1,1,,,,,1,,,,,,1,17,2,,,,23
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",194A,2,Senior Seminr Crs,Adina Merenlender,24749,2,7,6,5,2,,,1,,,,,,,,,,,23
2017 Spring,Materials Science & Eng,MAT SCI,Materials Science & Eng,202,1,Crys Struc & Bond,Daryl Chrzan,27446,3,9,5,2,4,,,1,,,,,,,,,,,24
2017 Spring,Public Health,PB HLTH,Public Health,260B,1,Princ Infect Diseas,John Swartzberg,32655,2,10,5,3,3,,,,,,,,,,1,,,,24
2017 Spring,Education,EDUC,Education,W142,1,Ed In Global World,Devanshi Unadkat; Erin Murphy-Graham,34213,2,8,9,1,2,,,,,,,,,2,,,,,24
2017 Spring,Physical Education,PHYS ED,Physical Education,1,6,Pe Activities,Jason Britton,20328,,1,,3,,1,,,,,,,,17,1,1,,,24
2017 Spring,Legal Studies,LEGALST,Legal Studies,39D,1,Fresh/Soph Seminar,Alan Pomerantz,33061,5,8,5,1,3,,,,,,,,,2,,,,,24
2017 Spring,Near Eastern Studies,TURKISH,Near Eastern Studies,39B,1,Freshmen & Sophomor,Manuel Duarte De Oliveira,33958,6,4,5,2,,1,,,,,,,,6,,,,,24
2017 Spring,Comparative Literature,COM LIT,Comparative Literature,R1B,10,Engl Comp World Lit,Alexandra Brostoff; Thomas Sliwowski; Victoria Kahn,13936,,2,3,5,8,4,2,,,,,,,,,,,,24
2017 Spring,Physics,PHYSICS,Physics,212,1,Nonequil Stat Phys,Ehud Altman,32092,3,5,6,4,,1,,,,,,,,,5,,,,24
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,206,1,Physical Biochem,Andreas Martin; James Hurley,19217,3,7,5,5,3,1,,,,,,,,,,,,,24
2017 Spring,Cognitive Science,COG SCI,Cognitive Science,C142,1,Language & Thou,Terrance Regier,13811,,4,1,5,10,3,,1,,,,,,,,,,,24
2017 Spring,International & Area Stds,IAS,International & Area Stds,150,5,Adv Std In Ias,Crystal Cohen,16394,,3,7,8,5,,,1,,,,,,1,,,,,25
2017 Spring,Physical Education,PHYS ED,Physical Education,1,9,Pe Activities,Dini Wong,20331,,3,,1,,1,,1,1,,,,,18,,,,,25
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,141,1,Prod & Oper Mgmt,Omar Romero-hernandez,10709,,10,2,10,,1,,1,,,,,,1,,,,,25
2017 Spring,Rhetoric,RHETOR,Rhetoric,108,2,Philosophical Disc,James Porter,32930,4,13,,3,2,,,,,,,,2,1,,,,,25
2017 Spring,Rhetoric,RHETOR,Rhetoric,189,3,Special Topics,Felipe Gutterriez,31416,1,8,7,3,,,,,,,,,1,5,,,,,25
2017 Spring,Chicano Studies,CHICANO,Chicano Studies,110,1,Latina/O Phil & Rel,Laura Perez,13467,3,6,8,3,,,,,,,,,,3,,2,,,25
2017 Spring,Physical Education,PHYS ED,Physical Education,1,20,Pe Activities,Jason Britton,20342,1,4,,1,1,,,,,,,,,16,3,,,,26
2017 Spring,Design Innovation,DESINV,Design Innovation,21,1,Vis Comm & Sketch,Robert Hennigar,33081,,2,11,3,2,,,,,,,,,6,,2,,,26
2017 Spring,Public Health,PB HLTH,Public Health,W226C,1,Econ Pub Hlth,William Dow,34816,2,6,6,6,4,2,,,,,,,,,,,,,26
2017 Spring,Mathematics,MATH,Mathematics,105,1,Analysis Ii,Charles Pugh,18223,3,9,3,,4,,,2,,,,,,5,,,,,26
2017 Spring,Anthropology,ANTHRO,Anthropology,128,2,Spec Topics In Arch,Junko Habu,31598,,8,8,6,2,,,1,,,,,,,,1,,,26
2017 Spring,Music,MUSIC,Music,20B,1,Basic Musicianship,Desmond Sheehan; Matthew Hough,19551,,14,5,1,2,,,,,,,,1,3,,,,,26
2017 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,140,1,Open Space Design,Patricia Algara,12152,,11,3,2,5,4,,,,,,,,1,,,,,26
2017 Spring,Media Studies,MEDIAST,Media Studies,190,1,Special Topics,Thomas Goldstein,19515,,2,12,8,3,1,,,1,,,,,,,,,,27
2017 Spring,Ethnic Studies,NATAMST,Ethnic Studies,173AC,1,Indig Ppls Gbl Ineq,Thomas Biolsi,15064,,12,7,1,2,1,,,,,,,,4,,,,,27
2017 Spring,Statistics,STAT,Statistics,C100,1,Princ&Tech Data Sci,Bin Yu; Deborah Nolan; Joseph Gonzalez; Joseph Hellerstein,34036,1,14,,1,8,,1,2,,,,,,,,,,,27
2017 Spring,Asian American Studies,ASAMST,Asian American Studies,144,1,Religions As Amer,Carolyn Chen,13058,1,11,5,5,1,,,,,,,,,4,,,,,27
2017 Spring,Astronomy,ASTRON,Astronomy,C161,1,Rela Astro & Cosmo,Aaron Parsons,13164,,4,11,2,5,3,,,2,,,,,,,,,,27
2017 Spring,Electrical Engineering,EL ENG,Electrical Engineering,222,1,Non-Lin Syst Analys,Claire Tomlin,27100,3,16,4,2,,,,,,,,,,1,,,1,,27
2017 Spring,Physical Education,PHYS ED,Physical Education,2,5,Pe Activities,Susanna Li-Jue,33399,,1,1,,1,,,,,,,,,21,3,1,,,28
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,120B,1,Adv Fin Accounting,Francis Stanton,10690,3,6,5,,8,3,,,,,,,,3,,,,,28
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,152,2,Negotiation,Timothy Dayonot,10713,2,6,7,7,3,,,,,,,,,3,,,,,28
2017 Spring,Social Welfare,SOC WEL,Social Welfare,230,1,Soc Policy: C & F,Jill Berrick,29697,,6,9,6,3,2,,,,,,,,,2,,,,28
2017 Spring,Design Innovation,DESINV,Design Innovation,22,1,Prototype & Fab,Christine Dierk; Christopher Myers; Michael Shiloh,33082,2,12,6,2,,,,,,,,,,5,,1,,,28
2017 Spring,Near Eastern Studies,TURKISH,Near Eastern Studies,146B,1,Islam,Carol Redmount; Muhammad Faruque,31504,4,14,2,2,,,,,,,,1,,6,,,,,29
2017 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,46,1,20th Cent Russ Lit,Eric Naiman,22574,,1,6,2,,4,,1,,,,,,15,,,,,29
2017 Spring,Electrical Engineering,EL ENG,Electrical Engineering,140,1,Lin Integ Circ,Kristofer Pister,26978,,16,4,1,5,1,,,,,2,,,,,,,,29
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,256,1,Transp Sustainab,Edward Forscher; Susan Shaheen,26055,1,10,11,5,1,,,,,,,,,,1,,,,29
2017 Spring,Social Welfare,SOC WEL,Social Welfare,282B,2,Sem In Soc Welf Res,Neil Gilbert,29723,2,8,4,2,5,,,,,,,,,,8,,,,29
2017 Spring,Social Welfare,SOC WEL,Social Welfare,222,1,Men Hlth & Soc Pol,Kristen Gustavson,29695,8,12,3,,1,2,,,,,,,,,4,,,,30
2017 Spring,Social Welfare,SOC WEL,Social Welfare,232,1,Soc Work And Educ,Christine Scudder,29698,13,5,2,1,2,,,,,,,,,,7,,,,30
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,137L,1,Physical Bio Cell,Hernan Garcia-Melan,31148,,21,2,1,4,,1,,1,,,,,,,,,,30
2017 Spring,Engineering,ENGIN,Engineering,295,4,Comm For Engr Ldrs,Alexandre Beliaev,33632,2,9,7,7,4,1,,,,,,,,,,,,,30
2017 Spring,Education,EDUC,Education,131AC,1,Sci And Math Equity,Daniel Golub,28051,,15,9,2,,,,,1,,1,,,2,,,,,30
2017 Spring,Philosophy,PHILOS,Philosophy,172,1,Spinoza,Kristin Primus,20205,,2,7,7,8,2,,,,,,,,4,,,,,30
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,196,1,Spec Topics Bus Adm,Christopher Giles,10755,,3,8,8,9,,,,,,,,1,1,,,,,30
2017 Spring,Southeast Asian,SEASIAN,Southeast Asian,10B,1,Intrd Civ Se Asia,Marie Jacqueline Siapno; Yusmarni Djalius,22561,5,,4,3,1,,,,,,,,,17,,1,,,31
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,160,1,Consumer Behavior,William Fanning,10718,,8,5,10,4,3,1,,,,,,,,,,,,31
2017 Spring,Geography,GEOG,Geography,183,1,Cartograph Represen,Alicia Cowart,15503,3,13,7,7,1,,,,1,,,,,,,,,,32
2017 Spring,English,ENGLISH,English,165,2,Special Topics,Genaro Padilla,14652,,8,15,5,2,,1,,,,,,,1,,,,,32
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,217,1,Env Chem Kinetics,David Sedlak,32240,2,4,10,11,4,,,,,,,,,,,,1,,32
2017 Spring,Physical Education,PHYS ED,Physical Education,2,16,Pe Activities,Lon Rork,20384,,2,1,1,,,,,,,,,,26,1,1,,,32
2017 Spring,Music,MUSIC,Music,20A,5,Basic Musicianship,Amalya Lehmann; Matthew Hough,19548,3,16,4,1,3,,,,,,,,,5,,,,,32
2017 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,204C,1,Intro Gis & Cy Plan,John Radke,12028,9,8,13,1,,1,,,,,,,,,1,,,,33
2017 Spring,Physical Education,PHYS ED,Physical Education,1,28,Pe Activities,Toni Mar,20350,,2,4,,6,,,,,,,,,16,2,4,,,34
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,268I,1,Bus Fund'S,Charles Ibbs,26063,1,2,8,17,4,,,,,,,,,,2,,,,34
2017 Spring,Film,FILM,Film,140,2,Spec Topics: Film,Eileen Jones,15176,,14,12,2,2,1,,,,,,,,3,,,,,34
2017 Spring,Information,INFO,Information,214,1,Usability Assessmnt,Steven Fadden,28592,13,15,2,,,,,,1,,,,,2,1,,,,34
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,180,1,Cee Systems Design,Hung Nguyen; Iris Tommelein; Iris Tommelein,31632,5,6,5,9,6,3,,,,,,,,,,,,,34
2017 Spring,Armenian,ARMENI,Armenian,126,1,Armen Cult And Film,Myrna Douzjian,32814,,10,15,3,2,2,,,,,,,,2,,,,,34
2017 Spring,Rhetoric,RHETOR,Rhetoric,168,1,Adv Law & Discourse,Felipe Gutterriez,31423,1,11,6,11,3,,,,,,,,,2,,,,,34
2017 Spring,History,HISTORY,History,112C,1,Africa-Col&Nation,Tabitha Kanogo,32101,,12,4,5,6,1,,,,,,,,6,,,,,34
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,161,1,Marketing Research,Ming Hsu,33018,2,25,4,2,1,,,,,,,,,1,,,,,35
2017 Spring,UGIS-UG Interdisc Studies,UGIS,UGIS-UG Interdisc Studies,112,1,Women/Disability,Marsha Saxton,23833,,27,2,3,1,,,,,,,,,2,,1,,,36
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,192N,1,Topics In Ssl,Shashi Buluswar,10747,,10,7,5,6,1,,,,,,,,7,,,,,36
2017 Spring,Political Science,POL SCI,Political Science,106A,1,Camp Strat/Media,Katherine Merrill,21123,4,17,6,4,3,,2,,,,,,,,,,,,36
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,220N,1,Nonlinear Struc Ana,Filippos Filippou,34218,,11,6,9,7,2,1,,,,,,,,,,,,36
2017 Spring,Physical Education,PHYS ED,Physical Education,2,11,Pe Activities,Toni Mar,20379,,13,,,2,,,,,,,,,15,3,2,2,,37
2017 Spring,Ag & Resource Econ & Pol,ENVECON,Ag & Resource Econ & Pol,212,1,Econometrics 2,Maximilian Auffhammer,24207,2,14,13,5,2,,,,,,,,,,1,,,,37
2017 Spring,Classics,LATIN,Classics,35,1,Greek Tragedy,Mark Griffith,32134,,11,7,8,2,,,,,,,,,9,,1,,,38
