Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments
2017 Spring,English,ENGLISH,English,R1B,4,Reading And Comp,Katherine Snyder; Pierre Tchetgen,14547,,8,5,2,,1,,,,,,,,,,,,,16
2017 Spring,Physical Education,PHYS ED,Physical Education,1,34,Pe Activities,Russell Ahn,20356,,1,,,4,,,,,,,,1,10,,,,,16
2017 Spring,Anthropology,ANTHRO,Anthropology,R5B,4,Reading & Comp,Laurie Wilkie; William Stafford,12498,5,6,4,1,,,,,,,,,,,,,,,16
2017 Spring,Rhetoric,RHETOR,Rhetoric,R1B,6,Craft Of Writing,Ivy Mills; Michael McGee,22149,1,8,6,,,,,,,,1,,,,,,,,16
2017 Spring,Filipino,FILIPN,Filipino,1B,3,Intro To Filipino,Karen Llagas,32936,1,9,4,,,,,,,,,,,2,,,,,16
2017 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,13,"Read,Comp,Research",Ryan Sloan,13886,,6,8,1,1,,,,,,,,,,,,,,16
2017 Spring,German,GERMAN,German,R5B,1,Reading And Comp,Cara Tovey; Karen Feldman,15697,,9,5,1,,1,,,,,,,,,,,,,16
2017 Spring,Music,MUSIC,Music,145,1,Chamber Chorus,Magen Solomon; -,19654,,10,,1,,,,,,,,,,2,3,,,,16
2017 Spring,Physical Education,PHYS ED,Physical Education,4,5,Pe Activities,Richard Morris,20402,,3,,,,,,,,,,,,9,4,1,,,17
2017 Spring,Physical Education,PHYS ED,Physical Education,3,2,Pe Activities,Elmar Stefke,20387,,,2,,,,,,,,,,,12,2,1,,,17
2017 Spring,Anthropology,ANTHRO,Anthropology,R5B,2,Reading & Comp,Hector Beltran; Laurie Wilkie,12496,2,13,1,1,,,,,,,,,,,,,,,17
2017 Spring,Journalism,JOURN,Journalism,298,9,Group Study,Thomas Miller,28754,2,12,1,2,,,,,,,,,,,,,,,17
2017 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,7,"Read,Comp,Research",Catherine Oakes,13880,,4,8,2,3,,,,,,,,,,,,,,17
2017 Spring,English,ENGLISH,English,R1B,5,Reading And Comp,Adam Ahmed; Katherine Snyder,14548,,3,6,7,1,,,,,,,,,,,,,,17
2017 Spring,French,FRENCH,French,R1B,3,Eng Com With Fr Lit,Susan Maslan; Zane Burris,15275,,8,7,1,1,,,,,,,,,,,,,,17
2017 Spring,College Writing Programs,COLWRIT,College Writing Programs,R4B,3,"Read,Comp,Research",Chisako Cole,13876,,6,7,2,2,,,,,,,,,,,,,,17
2017 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5A,3,Reading And Comp,Kathryn Dewaele; Lyubov Golburt,31896,,6,7,2,2,,,,,,,,,,,,,,17
2017 Spring,Physical Education,PHYS ED,Physical Education,2,14,Pe Activities,Russell Ahn,20382,,2,,,1,,,,,,,,,13,,1,,,17
2017 Spring,African American Studies,AFRICAM,African American Studies,R1A,1,Fresh Composition,Aparajita Nanda,12267,2,4,8,3,,,,,,,,,,,,,,,17
2017 Spring,Public Health,PB HLTH,Public Health,290,11,Health Seminars,Barbara Laraia,33769,10,4,,,,,,,,,,,,,2,,,1,17
2017 Spring,Social Welfare,SOC WEL,Social Welfare,250B,1,Family Therapy,James Bachman,29707,1,12,2,2,,,,,,,,,,,,,,,17
2017 Spring,Celtic Studies,CELTIC,Celtic Studies,R1B,2,Voices/Celtic World,Thomas Walsh,13386,,8,2,3,4,,,,,,,,,,,,,,17
2017 Spring,South & SE Asian Studies,VIETNMS,South & SE Asian Studies,39,2,Freshman/Sophomore Seminar,Karen Llagas; Sylvia Tiwon,33281,2,9,5,,,,,,,,,,,1,,,,,17
2017 Spring,Native American Studies,NATAMST,Native American Studies,R1A,1,"Reading,Composition",Sarah Whitt; Thomas Biolsi,19786,,14,1,,,1,,1,,,,,,,,,,,17
2017 Spring,Italian Studies,ITALIAN,Italian Studies,R5B,3,Reading & Comp,Barbara Spackman; Julia Nelsen,31832,,1,7,5,4,,,,,,,,,,,,,,17
2017 Spring,Linguistics,LINGUIS,Linguistics,1B,2,American Sign Lang,Sherry Hicks,17768,6,9,,1,,,,,,,,,,1,,,,,17
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,230,1,Adv Cell Biology,Dirk Hockemeyer; Michael Rape; Randy Schekman,19253,,5,5,5,2,,,,,,,,,,,,,,17
2017 Spring,History of Art,HISTART,History of Art,R1B,3,Visual Experience,Ivy Mills; Yi Yi Mon Kyo,15884,,11,2,2,2,,,,,,,,,,,,,,17
2017 Spring,Art Practice,ART,Art Practice,12,1,Lang Of Draw,Asma Kazmi,12839,3,11,2,,1,,,,,,,,,,,,,,17
2017 Spring,Energy and Resources,"ENE, RES",Energy and Resources,190,1,"Ene,Env Seminar",Jalel Sager,24318,,11,4,1,,,,,,,,,,1,,,,,17
2017 Spring,Geography,GEOG,Geography,157,1,Anthropocene,Jon Kosek,33574,4,11,,,1,,,,,,,,,,,1,,,17
2017 Spring,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5B,3,Reading And Comp,Lyubov Golburt; Matthew Kendall,31898,,4,10,2,,,,,,,,,1,,,,,,17
2017 Spring,Persian,PERSIAN,Persian,20B,1,Interm Modern Pers,Fatemehsadat Mirsharifi,20105,10,5,1,,,,,,,,,,,1,,,,,17
2017 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,109,1,Fund. Of Acting Ii,Margo Hall-callender; Maureen Tang,23692,,14,1,,2,1,,,,,,,,,,,,,18
2017 Spring,African American Studies,AFRICAM,African American Studies,C156,1,"Race, Space, Ineq",Jovan Lewis,33691,,4,9,3,,,,,,,,,,2,,,,,18
2017 Spring,History of Art,HISTART,History of Art,R1B,2,Visual Experience,Catherine Telfair; Ivy Mills,15883,,10,6,,,1,,,,,,,1,,,,,,18
2017 Spring,Asian American Studies,ASAMST,Asian American Studies,R2B,2,Reading&Composition,Anna Leong; Maria Faini,12999,,7,7,3,,,1,,,,,,,,,,,,18
2017 Spring,College Writing Programs,COLWRIT,College Writing Programs,10A,4,Public Speaking,Daniel Husman,13892,,10,6,1,,,,,,,,,,,,1,,,18
2017 Spring,Public Health,PB HLTH,Public Health,200A,1,Ph Ethics,Jodi Halpern,32555,3,3,6,,,,,,,,,,,,6,,,,18
2017 Spring,South Asian,S ASIAN,South Asian,R5B,3,India Writers Eye,Abhijeet Paul; Robert Goldman,22344,,3,3,10,2,,,,,,,,,,,,,,18
2017 Spring,Persian,PERSIAN,Persian,1B,1,Elem Mod Persian,Fatemehsadat Mirsharifi,20103,9,7,1,,,,,,,,,,,,1,,,,18
2017 Spring,English,ENGLISH,English,R1A,5,Reading And Comp,Jessica Carr; Katherine Snyder,14541,,9,4,4,1,,,,,,,,,,,,,,18
2017 Spring,Public Health,PB HLTH,Public Health,224A,1,Hlth Care Org & Mkt,Hector Rodriguez,32586,6,10,1,1,,,,,,,,,,,,,,,18
2017 Spring,Chicano Studies,CHICANO,Chicano Studies,R1B,1,Reading & Comp,Raul Coronado; Robert Reyes,13423,,5,8,3,2,,,,,,,,,,,,,,18
2017 Spring,Chemical Engineering,CHM ENG,Chemical Engineering,196,8,Special Lab Study,Jay Keasling,11685,4,12,,,,1,,,,,,,,1,,,,,18
2017 Spring,Military Science,MIL SCI,Military Science,3,1,Profession Of Arms,Emma Cuevas; Stephen Suhr,19537,,5,9,3,1,,,,,,,,,,,,,,18
2017 Spring,History of Art,HISTART,History of Art,R1B,8,Visual Experience,Ivy Mills,15889,,3,8,3,4,,,,,,,,,,,,,,18
2017 Spring,Music,MUSIC,Music,44,3,Voice Class,Candace Johnson,19584,6,10,1,,1,,,,,,,,,,,,,,18
2017 Spring,Social Welfare,SOC WEL,Social Welfare,275,1,Diversity,Eveline Chang,29721,1,14,,1,,,,,,,,,,,2,,,,18
2017 Spring,Social Welfare,SOC WEL,Social Welfare,298,7,Group Study,Eveline Chang,29762,4,12,1,1,,,,,,,,,,,,,,,18
2017 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,116,1,Urban Plng Process,Kimberly Smith,12005,3,5,9,1,,,,,,,,,,,,,,,18
2017 Spring,Music,MUSIC,Music,R1B,1,Reading & Writing,Sean Hallowell,19543,2,11,4,2,,,,,,,,,,,,,,,19
2017 Spring,Optometry,OPTOM,Optometry,230B,1,Grad Gen Clin Prac,Christina Wilmer,28785,1,15,2,1,,,,,,,,,,,,,,,19
2017 Spring,Korean,KOREAN,Korean,1B,2,Elementary Korean,Meehyei Lee; Minsook Kim,17592,,16,1,,,,,,,,,,,1,,,,1,19
2017 Spring,Physical Education,PHYS ED,Physical Education,2,3,Pe Activities,Elmar Stefke,20371,,,,,1,,,,,,,,,12,4,2,,,19
2017 Spring,Asian American Studies,ASAMST,Asian American Studies,176,1,Genre As Amer Lit,Fae Ng,13066,9,8,1,1,,,,,,,,,,,,,,,19
2017 Spring,Molecular & Cell Biology,MCELLBI,Molecular & Cell Biology,240,1,Adv Genetics,Barbara Meyer; Douglas Koshland,19280,,4,9,4,2,,,,,,,,,,,,,,19
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175B,1,Sen Res Sem Env Sci,Abigail Cochran; Kurt Spreyer,24703,,8,2,8,,1,,,,,,,,,,,,,19
2017 Spring,South & SE Asian Studies,VIETNMS,South & SE Asian Studies,R5B,3,Under Western Eyes,Joseph Scalice; Robert Goldman,22350,,9,7,2,1,,,,,,,,,,,,,,19
2017 Spring,Rhetoric,RHETOR,Rhetoric,158,1,Adv Pol Theory,Felipe Gutterriez,22192,,6,8,3,,,,,,,,,,2,,,,,19
2017 Spring,Optometry,OPTOM,Optometry,231B,1,Grad Spec Clins,Christina Wilmer,28786,1,15,2,1,,,,,,,,,,,,,,,19
2017 Spring,Global Poverty & Practice,GPP,Global Poverty & Practice,105,1,Global Practice,Clare Talwalker,15768,,5,8,2,4,,,,,,,,,,,,,,19
2017 Spring,Optometry,OPTOM,Optometry,298B,1,Ind Grp Stud,Christina Wilmer,28801,1,15,2,1,,,,,,,,,,,,,,,19
2017 Spring,English,ENGLISH,English,R1A,2,Reading And Comp,Katherine Snyder; Mark Scott,14537,,6,8,3,,,,2,,,,,,,,,,,19
2017 Spring,Mathematics,MATH,Mathematics,214,1,Diff Manifolds,Ian Agol,32409,1,11,3,,4,,,,,,,,,,,,,,19
2017 Spring,Physical Education,PHYS ED,Physical Education,1,11,Pe Activities,Dini Wong,20333,,1,,1,,,,,,,,,,15,,3,,,20
2017 Spring,Public Health,PB HLTH,Public Health,260F,1,Id Res Dev Countrie,Eva Harris,32657,13,5,1,,,,,,,,,,,,1,,,,20
2017 Spring,German,GERMAN,German,R5B,3,Reading And Comp,Jonathan Cho Polizzi; Karen Feldman,15699,3,11,5,1,,,,,,,,,,,,,,,20
2017 Spring,Physical Education,PHYS ED,Physical Education,1,29,Pe Activities,Jason Britton,20351,,6,2,1,,,,,,,,,,11,,,,,20
2017 Spring,German,GERMAN,German,R5B,4,Reading And Comp,Karen Feldman; Scott Shell,15700,,14,3,2,,,,,,,,,1,,,,,,20
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,200C,1,Tansport & Mixing,Evan Variano,26037,,16,1,2,1,,,,,,,,,,,,,,20
2017 Spring,Art Practice,ART,Art Practice,118,1,Contmp Fig Drw,Indira Morre,12870,10,4,5,,,,,,,,,,,1,,,,,20
2017 Spring,Information,INFO,Information,190,2,Special Topics-Info,James Pierce,33921,3,9,7,1,,,,,,,,,,,,,,,20
2017 Spring,Environmental Design,ENV DES,Environmental Design,R3B,1,R & C In Env Des,Eric Peterson; Renee Chow,12099,,4,5,7,4,,,,,,,,,,,,,,20
2017 Spring,Physical Education,PHYS ED,Physical Education,2,17,Pe Activities,Richard Morris,20385,1,,,1,,,,,,,,,,16,2,,,,20
2017 Spring,UGIS-UG Interdisc Studies,UGIS,UGIS-UG Interdisc Studies,82,1,K-8 Teaching,Allison Krasnow,23827,,14,4,,,1,,,,,,,,1,,,,,20
2017 Spring,Social Welfare,SOC WEL,Social Welfare,210B,1,Infant Development,Barbara Ivins; Laura Frame,29692,9,9,1,,,,,1,,,,,,,,,,,20
2017 Spring,East Asian Languages,EA LANG,East Asian Languages,191,1,Tools And Methods,Mark Csikszentmihalyi,31456,,10,4,,1,,,,,,,,,5,,,,,20
2017 Spring,Korean,KOREAN,Korean,1B,6,Elementary Korean,Junghee Park; Meehyei Lee; Minsook Kim; Soojin Lee,33240,,13,3,,,,,,,,,,,3,1,,,,20
2017 Spring,Chemistry,CHEM,Chemistry,299,76,Research,Omar Yaghi,11517,5,10,5,1,,,,,,,,,,,,,,,21
2017 Spring,Computer Science,COMPSCI,Computer Science,274,1,Comp Geometry,Jonathan Shewchuk,33417,2,9,5,5,,,,,,,,,,,,,,,21
2017 Spring,German,GERMAN,German,R5B,5,Reading And Comp,Karen Feldman; Lindsay Preseau,15701,2,5,8,6,,,,,,,,,,,,,,,21
2017 Spring,Physical Education,PHYS ED,Physical Education,1,45,Pe Activities,William Caraway,20367,,2,,,,,,1,,,,,,17,1,,,,21
2017 Spring,Physical Education,PHYS ED,Physical Education,2,13,Pe Activities,Russell Ahn,20381,,3,,1,5,,,,,,,,,12,,,,,21
2017 Spring,Education,EDUC,Education,188B,1,Native Amer Educ,Bayley Marquez; Sahara Baquedano-Lopez,28073,4,14,2,,,,,,,,,,1,,,,,,21
2017 Spring,Native American Studies,NATAMST,Native American Studies,R1B,1,"Reading,Composition",Jesse Eclarinal; Thomas Biolsi,19790,2,8,7,4,,,,,,,,,,,,,,,21
2017 Spring,Education,EDUC,Education,391A,1,Tech C & I,Ariel Dolid; Elisa Salasin,28299,3,14,3,,1,,,,,,,,,,,,,,21
2017 Spring,Korean,KOREAN,Korean,1B,3,Elementary Korean,Minsook Kim; Seung-Eun Chang; Soojin Lee,17593,,11,5,1,,,,,,,,,,5,,,,,22
2017 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,141,1,Interm Modern Dance,Susan Kwan,23717,,19,,,1,,,,,,,,,,1,1,,,22
2017 Spring,Physical Education,PHYS ED,Physical Education,1,10,Pe Activities,Dini Wong,20332,,4,,,,,,,,,,,,11,5,2,,,22
2017 Spring,Theater Dance & Perf Stds,THEATER,Theater Dance & Perf Stds,177,1,Sound Design,Michael St. Clair,33971,3,17,,,1,,,,,,,,,1,,,,,22
2017 Spring,Public Health,PB HLTH,Public Health,210D,1,Reprod Perinat Epid,Kim Harley,32561,2,12,6,,,,,,,,,,,,2,,,,22
2017 Spring,Asian American Studies,ASAMST,Asian American Studies,194B,1,Apa Theme Seminar,Dawn Lee -tu,33252,,13,6,2,,,,,,,1,,,,,,,,22
2017 Spring,Public Policy,PUB POL,Public Policy,290,20,Spec Topics Pub Pol,Amy Slater,33778,,5,11,5,,,,,,,,,,,1,,,,22
2017 Spring,Japanese,JAPAN,Japanese,1B,6,Elementary Japanese,Kayoko Imagawa; Wakae Kambara; Yuriko Caltabiano,17503,3,8,6,,5,,,,,,,,,,,,,,22
2017 Spring,Journalism,JOURN,Journalism,222,1,Digital News Pckgs,Jeremy Rue; Richard Hernandez,28707,4,16,,,,,1,,1,,,,,,,,,,22
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,192A,1,Lead Np And Soc Ent,Joseph Dougherty,10745,,6,11,5,,,,,,,,,,1,,,,,23
2017 Spring,Public Health,PB HLTH,Public Health,170C,1,Drinkingwaterhealth,Charlotte Smith,32650,,20,1,1,1,,,,,,,,,,,,,,23
2017 Spring,Optometry,OPTOM,Optometry,200BL,2,Clinical Exam,Brian Wolff; John Corzine; Maziar Haririfar; Robert Dister,28777,1,12,5,5,,,,,,,,,,,,,,,23
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,C276,1,Seism Haz Analysis,Christina Hale; Norman Abrahamson,26068,,6,15,2,,,,,,,,,,,1,,,,24
2017 Spring,Physical Education,PHYS ED,Physical Education,2,2,Pe Activities,Elmar Stefke,20370,,,1,,,,,,,,,,,16,3,4,,,24
2017 Spring,Energy and Resources,"ENE, RES",Energy and Resources,254,1,Elec Power Systems,Duncan Callaway,31169,,11,6,6,1,,,,,,,,,,,,,,24
2017 Spring,Architecture,VIS STD,Architecture,240,1,Adv Std: Energ,Luisa Caldas,11948,1,11,11,1,,,,,,,,,,,,,,,24
2017 Spring,Civil & Environmental Eng,CIV ENG,Civil & Environmental Eng,273,1,Adv Geo Test Design,Michael Riemer,26065,1,14,8,1,,,,,,,,,,,,,,,24
2017 Spring,Optometry,OPTOM,Optometry,200BL,3,Clinical Exam,Dennis Fong; Jennifer Seino; Robert Dister,28778,4,13,6,1,,,,,,,,,,,,,,,24
2017 Spring,Physical Education,PHYS ED,Physical Education,1,43,Pe Activities,Richard Morris,20365,,5,,1,,,,,,,,,,14,4,,,,24
2017 Spring,UGIS-UG Interdisc Studies,UGIS,UGIS-UG Interdisc Studies,82,3,K-8 Teaching,Edward Ham,23829,2,20,1,,,,,,,,,,,,,1,,,24
2017 Spring,Music,MUSIC,Music,44,2,Voice Class,Candace Johnson,19583,12,9,1,,,,,,,,,,,2,,,,,24
2017 Spring,Physical Education,PHYS ED,Physical Education,3,10,Pe Activities,Lon Rork,20395,,1,1,,,,,,,,,,,21,1,,,,24
2017 Spring,Optometry,OPTOM,Optometry,200BL,1,Clinical Exam,Jennifer Seino; Lillian Wang; Robert Dister,28776,2,17,4,1,,,,,,,,,,,,,,,24
2017 Spring,Physical Education,PHYS ED,Physical Education,2,8,Pe Activities,Susanna Li-Jue,20376,,4,,,1,,,,,,,,,19,1,,,,25
2017 Spring,Public Health,PB HLTH,Public Health,196,2,Spec Topics Pb Hlth,David Potts; Ruth Norris,32552,7,10,3,5,,,,,,,,,,,,,,,25
2017 Spring,Education,EDUC,Education,190AC,3,Critical Studies,Erin Murphy-Graham; Tiffani Johnson,28076,,12,6,6,1,,,,,,,,,,,,,,25
2017 Spring,Korean,KOREAN,Korean,1BX,1,Elem Korean Heritag,Kijoo Ko; Seung-Eun Chang,17596,,9,11,2,3,,,,,,,,,,,,,,25
2017 Spring,Music,MUSIC,Music,44,1,Voice Class,Candace Johnson,19582,12,10,1,,,,,,,,,,,2,,,,,25
2017 Spring,African American Studies,AFRICAM,African American Studies,131,1,"Carib Soc, Cultures",Michel Laguerre,12313,,13,9,1,,,,,,,,,,3,,,,,26
2017 Spring,Computer Science,COMPSCI,Computer Science,284B,1,Adv Comp Graphics,James O'Brien,32238,,18,5,2,,,,,,,,,,1,,,,,26
2017 Spring,Public Health,PB HLTH,Public Health,219E,1,Intro To Qr Methods,Claire Snell-Rood,33369,,13,9,1,,,,,,,,,,,3,,,,26
2017 Spring,Public Policy,PUB POL,Public Policy,290,2,Spec Topics Pub Pol,Amy Slater,28456,,16,5,4,,,,,,,,,,,1,,,,26
2017 Spring,Social Welfare,SOC WEL,Social Welfare,250C,1,Crisis Intervention,Luna Calderon,29708,5,12,9,,,,,,,,,,,,1,,,,27
2017 Spring,Music,MUSIC,Music,150C,1,Keyboard Performanc,Betty Woo; Jacqueline Chew; James Davies; Jeffrey Sykes; Karen Rosenak; Louise Bidwell; Martha Wasley; Michael Orland,19660,3,16,5,3,,,,,,,,,,,,,,,27
2017 Spring,Bioengineering,BIO ENG,Bioengineering,221,1,Adv Biomems & Biona,Dorian Liepmann,33078,7,16,3,,,,,,,,,,,,1,,,,27
2017 Spring,Nutritional Science & Tox,NUSCTX,Nutritional Science & Tox,145,1,Nutr Edu Counseling,Ruth Schrager,25250,2,23,1,,1,,,,,,,,,,,,,,27
2017 Spring,Physics,PHYSICS,Physics,5BL,1,Intr To Exp Phys I,Amin Jazaeri; Yi Chen,31816,2,21,4,,,,,,,,,,,1,,,,,28
2017 Spring,Native American Studies,NATAMST,Native American Studies,110,1,"Theories, Methods",Diane Pearson,19804,,25,1,,,,,,,,,,,1,,1,,,28
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,290H,1,Green Prod Devp;Dsg,Julie Sinistore; William Schneiderman,34176,,7,15,4,2,,,,,,,,,,,,,,28
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,100,2,Business Comm,Krystal Thomas,10615,,4,16,7,1,,,,,,,,,,,,,,28
2017 Spring,Landscape Arch & Env Plan,LD ARCH,Landscape Arch & Env Plan,160,1,Practice Seminar,Nathan Lozier,12153,,5,12,10,1,,,,,,,,,,,,,,28
2017 Spring,Native American Studies,NATAMST,Native American Studies,20B,1,Intro To Nas Ii:Art,Enrique Lima,19794,,16,1,4,,,,,,,,,,8,,,,,29
2017 Spring,Physical Education,PHYS ED,Physical Education,3,7,Pe Activities,Lon Rork,20392,,,,,1,,,1,,,,,,25,3,,,,30
2017 Spring,Education,EDUC,Education,246A,1,Tch Ling/Cult Minor,Katherine Suyeyasu,28187,5,23,1,,1,,,,,,,,,,,,,,30
2017 Spring,Architecture,VIS STD,Architecture,200B,1,Intro Arch Std 2,Danelle Guthrie-buresh; Rudabeh Pakravan,11927,,4,9,12,5,,,,,,,,,,,,,,30
2017 Spring,Engineering,ENGIN,Engineering,295,6,Comm For Engr Ldrs,Alexandre Beliaev,33634,2,14,9,6,,,,,,,,,,,,,,,31
2017 Spring,Physical Education,PHYS ED,Physical Education,1,19,Pe Activities,Jason Britton,20341,,7,,1,,,2,,,,,,,21,,,,,31
2017 Spring,Asian American Studies,ASAMST,Asian American Studies,R2B,1,Reading&Composition,Anna Leong,12998,,2,14,12,3,,,,,,,,,,,,,,31
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,C231B,1,Experiental Cntr Ii,Andrew Packard; Francesco Borrelli,32016,,6,17,6,,,,,,,,,,,2,,,,31
2017 Spring,Physical Education,PHYS ED,Physical Education,1,18,Pe Activities,Susanna Li-Jue,20340,,5,3,,,,,,,,,,,20,3,,,,31
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,100,1,Business Comm,Arturo Perez-Reyes,10614,,3,6,16,6,,,,,,,,,,,,,,31
2017 Spring,Bioengineering,BIO ENG,Bioengineering,115,1,Cell Bio For Eng,Hayley Lam; Irina Conboy,25725,,20,6,3,2,,,,,,,,,,,,,,31
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,100,6,Business Comm,Janet Brady,10619,,5,14,11,2,,,,,,,,,,,,,,32
2017 Spring,Nutritional Science & Tox,NUSCTX,Nutritional Science & Tox,135,1,Fd Syst Org And Mgt,Kristen Rasmussen,25248,1,28,,,2,,,1,,,,,,,,,,,32
2017 Spring,City & Regional Planning,CY PLAN,City & Regional Planning,201B,1,Plan Methods Gate 2,Daniel Chatman; Jesus Barajas,12024,,15,12,5,1,,,,,,,,,,,,,,33
2017 Spring,Engineering,ENGIN,Engineering,296MB,24,Capstone Project,Lee Fleming,27333,1,11,12,9,,,,,,,,,,,,,,,33
2017 Spring,Physical Education,PHYS ED,Physical Education,1,16,Pe Activities,Dini Wong,20338,,4,,,,,1,,,,,,,25,3,,,,33
2017 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,185,1,Challenge Lab,Ricardo San Martin,27356,6,22,4,,,,,,,,,,,2,,,,,34
2017 Spring,Near Eastern Studies,TURKISH,Near Eastern Studies,165,1,Film Fiction Iran,Jaleh Pirnazar,19853,,22,6,,,,,,,,,,,6,1,,,,35
2017 Spring,Physical Education,PHYS ED,Physical Education,1,24,Pe Activities,Toni Mar,20346,,6,,,,,,,,,,,,24,2,4,,,36
2017 Spring,Business Admin-Undergrad,UGBA,Business Admin-Undergrad,192T,1,Topics In Csr,Kellie Mcelhaney,10749,,6,9,8,13,,,,,,,,,,,,,,36
2017 Spring,Physical Education,PHYS ED,Physical Education,1,27,Pe Activities,Toni Mar,20349,,5,,,,,,,,,,,1,27,,3,,,36
2017 Spring,UGIS-UG Interdisc Studies,UGIS,UGIS-UG Interdisc Studies,120,1,Applied Lang Study,Timothy Wolcott,31424,6,18,11,,,,,,,,,,,,,2,,,37
2017 Spring,Physical Education,PHYS ED,Physical Education,1,13,Pe Activities,Toni Mar,20335,,8,,,,,,,,,,,,22,5,3,,,38
2017 Spring,Physical Education,PHYS ED,Physical Education,3,8,Pe Activities,Lon Rork,20393,,11,1,,,,,,,,,,,26,1,,,,39
2017 Spring,Chicano Studies,CHICANO,Chicano Studies,174,1,"Chic, Law, Crim Jst",Pablo Gonzalez,13476,5,29,2,3,,,,,,,,,,,,,,,39
2017 Spring,Social Welfare,SOC WEL,Social Welfare,107,1,"Fndns,Phil,Grant Wt",Kimberly Klein,29644,3,35,1,,,,,,,,,,,1,,,,,40
2017 Spring,Engineering,ENGIN,Engineering,270G,3,Marketing Prod Mgmt,Joy Ahn; Martina Jones,32229,,9,11,9,11,,,,,,,,,,,,,,40
2017 Spring,Engineering,ENGIN,Engineering,270G,2,Marketing Prod Mgmt,Joy Ahn; Martina Jones,32204,,9,14,14,10,,,,,,,,,,,,,,47
2017 Spring,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,290,2,Special Topics Ieor,Ilan Adler; Yang Wang,27400,,32,7,3,,,,,,,,,,,5,,,,47
2017 Spring,Mechanical Engineering,MEC ENG,Mechanical Engineering,191K,1,Prof Communication,Marcel Kristel,27607,2,39,3,,,,,,,,,,,4,,,,,48
2017 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",100ES,1,Methods Of Env Sci,Dennis Baldocchi,24617,8,30,12,,2,,,,,,,,,,,,,,52
2017 Spring,Engineering,ENGIN,Engineering,270G,1,Marketing Prod Mgmt,Joy Ahn; Martina Jones,32203,,16,9,13,14,,,,,,,,,,,,,,52
2017 Spring,Optometry,OPTOM,Optometry,430C,1,Optometry Clinics,Anne Moy; Carl Jacobsen; Christina Wilmer; Craig Hisaka; Edward Revelli; Frank Balestrery; Glen Ozawa; Kathy Tran; Lillian Wang; Marianne Pia Hoenig; Marlena Chu; Nicholas Kerry; Pam Satjawatcharaphong; Patrick Woodring; Sara Frane; Sarah Fisher; Stephen Chun; Thomas Callan; Tonya Watson; Vikki Yu,28804,,1,41,21,,1,,,,,,,,,,,,,64
2017 Spring,Vision Science,VIS SCI,Vision Science,217,1,Oculomotor Function,Clifton Schor; Martin Banks,28831,17,36,,,17,1,,,,,,,,,,,,,71
2017 Spring,Music,MUSIC,Music,148,1,African Mus Perf,Cornelius Ladzekpo,19656,24,49,1,,2,,,,,,,,,,,,,,76
2017 Spring,Nutritional Science & Tox,NUSCTX,Nutritional Science & Tox,115,1,Drug Action,Dale Johnson; Hou-hsien Chiang,25244,15,63,2,,,,,,,,,,,3,,,,,83
2017 Spring,Public Policy,PUB POL,Public Policy,200,1,Intro Pol Analysis,Amy Lerman; Jane Mauldon; Mia Bird,32939,19,53,20,,1,,,,,,,,,,,,,,93
2017 Spring,Arabic,NE STD,Arabic,20B,2,Intermediate Arabic,Hatem Bazian,12818,3,3,2,1,,,1,,,,,,,,,,,,10
2017 Spring,French,FRENCH,French,3,4,Intermediate French,Tyler Blakeney; Vesna Rodic,15289,1,1,2,1,,,,,,,,,,5,,,,,10
2017 Spring,Arabic,NE STD,Arabic,1B,4,Elementary Arabic,Nathalie Khankan,12813,,4,3,,1,1,,,,,,,,1,,,,,10
