Grade Distribution for Fall 2013 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2013-2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 5/5/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,005,Elementary Korean,Meehyei Lee; Minjae Ahn; Minsook Kim,21915,3,17,2,1,,,,,,,,,1,1,,,,,25
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,006,Elementary Korean,Kijoo Ko; Meehyei Lee; Minjae Ahn; Minsook Kim; Soojin Lee,21918,2,12,2,2,2,,,,,,,,,3,,,,,23
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,1A,007,Elementary Korean,Kijoo Ko; Meehyei Lee; Minjae Ahn; Minsook Kim,21921,3,12,5,1,,1,,,,,,,1,1,,,,,24
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,1AX,001,Elem Korean Heritag,Hyunju Kim; Seung-Eun Chang,21924,2,11,4,,,,,,,,,,,,,,,,17
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,1AX,002,Elem Korean Heritag,Hyunju Kim; Seung-Eun Chang,21927,7,12,1,,,1,,,,,,,,,,,,,21
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,7A,001,Pre-Mod Korean Lit,Hyun Suk Park,21930,4,10,4,3,1,1,,,,,1,,,5,,1,,1,31
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,10A,002,Intermediate Korean,Shin Young Park; Soojin Lee,21945,,15,2,,,,,,,,,,,,1,,,,18
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,10A,003,Intermediate Korean,Shin Young Park; Soojin Lee,21948,,11,4,1,1,,1,,,,,,,,,,,,18
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,10AX,001,Int Korean Heritag,Junghee Park; Shin Young Park,21951,1,9,1,,,1,,,,,,,,5,,,,,17
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,10AX,002,Int Korean Heritag,Junghee Park; Shin Young Park,21954,,10,2,2,,,,,,,,,,2,,,,,16
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,100A,001,Advanced Korean,Seung-Eun Chang,21963,1,14,,,,,,,,,,,,,,,,,15
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,100AX,001,Adv Korean Heritag,Junghee Park,21966,,10,5,,,,,,,,,,,,,,,,15
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,100AX,002,Adv Korean Heritag,Junghee Park,21969,1,10,,,1,,,,,,,,,2,1,,,,15
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,101,001,4th Year Read--Lit,Meehyei Lee,21972,1,15,3,,,,,,,,,,,,1,,,,20
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,111,001,Fifth-Year Korean A,Kijoo Ko,21975,1,10,8,1,,,,,,,,,,,,1,,,21
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,187,001,Hist And Memory,Jinsoo An,21981,,7,6,4,8,1,1,1,,,,,,,,,,,28
2013 Fall,East Asian Lang & Culture,KOREAN,Korean,188,001,Cold War Culture,Jinsoo An,21987,,4,4,6,3,2,2,1,,,,,,,,1,,,23
2013 Fall,Economics,ECON,Economics,1,001,Intro To Economics,Martha Olney,22303,8,104,96,91,129,114,54,33,25,,5,,6,40,,5,,,710
2013 Fall,Economics,ECON,Economics,C3,001,Intro To Env Econ,Matthew Van Dusen,22378,1,12,9,4,6,5,3,1,,,1,,,8,,4,,,54
2013 Fall,Economics,ECON,Economics,100A,001,Micro Analysis,Calanit Kamala,22414,8,74,56,67,88,33,40,37,13,5,6,,9,5,,2,,3,446
2013 Fall,Economics,ECON,Economics,100B,001,Macro Analysis,Steven Wood,22459,1,43,57,82,83,53,33,31,13,,6,,8,17,,3,,1,431
2013 Fall,Economics,ECON,Economics,101A,001,Econ Theory--Micro,David Card,22504,9,17,22,10,5,5,2,,,,,,4,8,,,,,82
2013 Fall,Economics,ECON,Economics,101B,001,Econ Theory--Macro,Michael Arnold; Raymond Hawkins,22516,4,11,20,9,12,1,1,,,,1,,,1,,,,,60
2013 Fall,Economics,ECON,Economics,C102,001,Nat Res Econ,Larry Karp,22525,1,2,7,1,2,2,1,1,,,2,,,,,4,,,23
2013 Fall,Economics,ECON,Economics,C103,001,Intro Math Economic,Christina Shannon,22540,,5,7,4,1,,,,,,,,,5,,2,,,24
2013 Fall,Economics,ECON,Economics,104,001,Adv Micro Theory,Ayala Arad,22542,4,7,4,6,,1,1,,2,,1,2,4,4,,4,,,40
2013 Fall,Economics,ECON,Economics,C110,001,Game Theory Soc Sci,Robert Powell,22543,,33,20,20,23,12,17,10,3,2,1,,1,5,,,,,147
2013 Fall,Economics,ECON,Economics,119,001,Psych And Econ,Daniel Acland,22576,15,30,21,22,27,11,19,2,1,,,,1,13,,1,,1,164
2013 Fall,Economics,ECON,Economics,121,001,Ind Org & Pub Pol,Aaron Edlin,22597,3,11,8,14,29,10,14,13,5,3,,,2,3,,3,,,118
2013 Fall,Economics,ECON,Economics,132,001,Sem Pub Sector Econ,Calanit Kamala,22633,1,5,4,,1,,,,,,,,1,,,,,,12
2013 Fall,Economics,ECON,Economics,136,001,Financial Economics,Raymond Hawkins,22636,23,65,39,32,22,14,9,2,,,1,,,10,,3,,1,221
2013 Fall,Economics,ECON,Economics,140,001,Econometrics,Israel Romem,22657,21,25,29,29,32,21,19,16,13,8,5,3,9,1,,2,,,233
2013 Fall,Economics,ECON,Economics,141,001,Econometric Analys,James Powell,22684,2,11,19,7,6,7,5,1,1,,,,,1,,1,,,61
2013 Fall,Economics,ECON,Economics,155,001,Urban Econ,Edmund Egan,22693,20,18,27,29,16,12,6,3,1,,1,,1,12,,2,,2,150
2013 Fall,Economics,ECON,Economics,C171,001,Economic Develop,Alain Dejanvry,22696,7,14,13,7,11,2,3,1,3,,,,1,,,1,,,63
2013 Fall,Economics,ECON,Economics,C181,001,International Trade,Asrat Tesfayesus,22711,7,21,39,33,16,3,1,,,,,,,8,,1,,,129
2013 Fall,Economics,ECON,Economics,182,001,Intl Monet Econ,Pierre-Olivier Gourinchas,22738,3,14,22,31,34,22,11,4,2,,2,,1,17,,7,,,170
2013 Fall,Economics,ECON,Economics,191,001,Topic Econ Research,Barry Eichengreen,22759,,5,6,6,5,2,2,,,,,,1,5,,4,,1,37
2013 Fall,Education,EDUC,Education,52,001,Lang In Society,Anthony Mirabelli,23506,2,16,7,1,4,2,,4,1,,,1,1,3,,,,,42
2013 Fall,Education,EDUC,Education,97,033,Field Study,Richard Mccallum,23563,,,,,,,,,,,,,,25,,,,1,26
2013 Fall,Education,EDUC,Education,97,055,Field Study,Glynda Hull,23584,,,,,,,,,,,,,,15,,2,,,17
2013 Fall,Education,EDUC,Education,98,005,Directed Group Stdy,Brieanna Wright; Richard Mccallum,23605,,,,,,,,,,,,,,22,,1,,,23
2013 Fall,Education,EDUC,Education,130,001,Know Learn Math Sci,Dragan Trninic,23706,3,17,5,4,1,,,,,,,,,,,1,,,31
2013 Fall,Education,EDUC,Education,131,001,Sci And Math Equity,Maxine Mckinney,24391,,11,4,1,1,,,,,,,,,,,,,,17
2013 Fall,Education,EDUC,Education,140AC,001,Liter:Ind & Soc Dev,Glynda Hull,23707,2,30,22,6,4,,,3,,,,,1,7,,1,,2,78
2013 Fall,Education,EDUC,Education,158,001,Teach Reading K-8,Anne Cunningham Carson,23710,4,12,2,1,,,,,,,,,,,,,,1,20
2013 Fall,Education,EDUC,Education,C181,001,Race Urban Sch,Nailah Suad-Bakari,23713,5,11,5,1,1,2,1,,,,,,3,,,1,,,30
2013 Fall,Education,EDUC,Education,186AC,001,The Southern Border,Harley Shaiken,23725,3,29,21,13,18,1,4,1,1,,1,,1,18,,5,,1,117
2013 Fall,Education,EDUC,Education,188,001,Latinas/Os And Ed,Sahara Baquedano-Lopez,24394,,16,5,3,2,1,,1,1,,2,,2,,,1,,,34
2013 Fall,Education,EDUC,Education,190,001,Crit Studies In Ed,Glynda Hull,24436,2,24,5,,1,,,,,,,,,,,,,1,33
2013 Fall,Education,EDUC,Education,190,002,Crit Studies In Ed,Glynda Hull,24439,17,11,3,2,2,2,,,,,,,,,,,,2,39
2013 Fall,Education,EDUC,Education,190,003,Crit Studies In Ed,Glynda Hull,24442,2,22,4,5,5,,1,,,,,,,,,,,,39
2013 Fall,Education,EDUC,Education,195B,001,Special Topics,Richard Mccallum,23758,,28,3,1,1,,,,,,,,,,,,,2,35
2013 Fall,Education,EDUC,Education,197,021,Field Study,Richard Mccallum,23794,,,,,,,,,,,,,,27,,,,1,28
2013 Fall,Education,EDUC,Education,197,031,Field Study,Glynda Hull,23815,,,,,,,,,,,,,,34,,,,1,35
2013 Fall,Education,EDUC,Education,197,037,Field Study,Nailah Suad-Bakari,23827,,,,,,,,,,,,,,33,,3,,2,38
2013 Fall,Education,EDUC,Education,197,048,Field Study,Glynda Hull,23833,,,,,,,,,,,,,,57,,2,,,59
2013 Fall,Education,EDUC,Education,198,029,Directed Group Stdy,Richard Mccallum; Ronald Williams,23932,,,,,,,,,,,,,,18,,1,,,19
2013 Fall,Education,EDUC,Education,198,030,Directed Group Stdy,Richard Mccallum; Ronald Williams,23935,,,,,,,,,,,,,,12,,2,,,14
2013 Fall,Education,EDUC,Education,198,031,Directed Group Stdy,Richard Mccallum; Ronald Williams,23937,,,,,,,,,,,,,,15,,1,,,16
2013 Fall,Education,EDUC,Education,198,036,Directed Group Stdy,Lorena Valdez; Richard Mccallum,24412,,,,,,,,,,,,,,23,,1,,,24
2013 Fall,Education,EDUC,Education,198,037,Directed Group Stdy,Lorena Valdez; Richard Mccallum,24415,,,,,,,,,,,,,,28,,1,,,29
2013 Fall,Education,EDUC,Education,198,042,Directed Group Stdy,Lorena Valdez; Richard Mccallum,24430,,,,,,,,,,,,,,29,,1,,,30
2013 Fall,Education,EDUC,Education,198,044,Directed Group Stdy,Lorena Valdez; Richard Mccallum,24448,,,,,,,,,,,,,,22,,1,,,23
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9A,001,Programmers' Matlab,Paul Hilfinger,26103,,,,,,,,,,,,,,4,,6,,5,15
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9C,001,Programmers' C,Paul Hilfinger,26109,,,,,,,,,,,,,,6,1,1,,5,13
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9E,001,Productive Unix Use,Paul Hilfinger,26115,,,,,,,,,,,,,,32,1,28,,12,73
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9F,001,Programmers' C++,Paul Hilfinger,26118,,,,,,,,,,,,,,19,1,11,,6,37
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9G,001,Programmers' Java,Paul Hilfinger,26121,,,,,,,,,,,,,,2,,5,,7,14
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9H,001,Programmers' Python,Paul Hilfinger,26124,,,,,,,,,,,,,,14,1,13,,7,35
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,10,001,Beauty Joy Computng,Daniel Garcia; Gerald Friedland,26127,55,81,43,9,20,5,8,9,7,,4,,3,69,1,17,,3,334
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,24,001,Freshman Seminars,David Culler; Katherine Yelick,26182,,19,,,,,,,,,,,,5,,,,,24
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,47B,001,Supl Data Structure,Paul Hilfinger,26181,,9,,,1,,,,,,,,,,,,,8,18
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,001,Str Interp Cmp Prgs,John Denero,26187,74,113,80,190,158,91,36,36,18,18,6,6,21,57,,45,1,2,952
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,001,Str Interp Comp Prg,Paul Hilfinger,26310,9,1,2,6,1,3,3,1,,1,,,1,7,,2,,2,39
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,002,Str Interp Comp Prg,Paul Hilfinger,26313,4,1,1,3,3,5,1,,1,1,1,,2,6,,2,,8,39
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,003,Str Interp Comp Prg,Paul Hilfinger,26315,5,5,2,4,4,4,2,,,,1,,4,1,,4,,4,40
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,001,Data Structures,Paul Hilfinger,26316,34,58,48,45,25,20,11,9,14,7,4,3,26,16,,28,,,348
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61C,001,Machine Structures,Randy Katz,26391,5,69,80,74,79,63,61,38,22,8,7,,28,5,,6,,,545
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,70,001,Discrete Math&Prob,Umesh Vazirani,26472,9,80,55,22,99,29,29,68,75,9,18,,15,5,2,9,,1,525
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,003,Directed Group Stdy,Daniel Garcia,26538,,,,,,,,,,,,,,17,,1,,,18
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,030,Directed Group Stdy,Paul Hilfinger,26539,,,,,,,,,,,,,,9,,3,,,12
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,036,Directed Group Stdy,Abhay Parekh; Kyle Lian,26129,,,,,,,,,,,,,,9,,1,,,10
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,100,Directed Group Stdy,Paul Hilfinger,26221,,,,,,,,,,,,,,22,,2,,,24
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,C149,001,Intro Embedded Sys,Edward Lee; Sanjit Seshia,26571,1,6,5,4,6,,,1,,,,,,,,1,,,24
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,150,001,Digital Design,Ronald Fearing,26583,1,10,5,7,10,2,4,2,1,,,,,,,1,,2,45
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,160,001,User Interfaces,Eric Paulos,26601,,17,23,13,11,10,5,2,,,,,1,1,,1,,,84
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,161,001,Computer Security,Justin Tygar,26613,4,18,10,16,20,10,8,7,5,,1,,1,2,,2,,1,105
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,162,001,Op Sys And Sys Prog,Anthony Joseph; John Canny,26637,2,28,23,32,18,22,11,9,5,1,1,,3,2,1,4,,,162
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,164,001,Prog Lang And Comp,Paul Hilfinger,26658,4,16,27,9,14,10,1,3,,1,1,,1,3,,,,,90
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,169,001,Software Engineer,Armando Fox; David Patterson,26670,8,20,62,53,42,22,4,14,2,,5,,3,,,,,,235
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,170,001,Intro Cs Theory,Satish Rao,26682,18,70,40,53,100,55,19,4,12,,,,24,1,1,5,,,402
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,172,001,Comp And Complexity,Koushik Sen,26709,2,4,4,6,5,8,2,5,1,,,,,2,,,,,39
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,176,001,Algo For Comp Bio,Yun Song,26715,2,10,15,16,4,4,1,1,,,,,1,,,1,,,55
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,184,001,Computer Graphics,James O'Brien,26721,4,6,7,8,19,5,10,7,8,,2,,4,,,4,,1,85
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,186,001,Intro To Database,Michael Franklin,26736,13,55,18,42,64,24,17,25,8,,9,,5,2,,,,1,283
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,188,001,Artif Intelligence,Daniel Klein; Pieter Abbeel,26766,11,35,74,78,74,34,21,5,3,,1,,1,2,,1,,,340
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,015,Special Topics,Kurt Keutzer,26799,3,6,8,4,4,6,3,1,,,,,1,,,1,,,37
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,195,001,Social Implic Comp,Brian Harvey; Marti Hearst,26802,,,,,,,,,,,,,,179,,8,,,187
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,001,Directed Group Stdy,Daniel Garcia,26838,,,,,,,,,,,,,,21,,8,,,29
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,003,Directed Group Stdy,Daniel Garcia,26844,,,,,,,,,,,,,,25,,1,,,26
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,030,Directed Group Stdy,Paul Hilfinger,26845,,,,,,,,,,,,,,28,,3,,,31
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,032,Directed Group Stdy,Bjorn Hartmann; Jiafu Zhan; Kevin Liang; Si Park,26105,,,,,,,,,,,,,,32,,5,,,37
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,037,Directed Group Stdy,James Lee; Pieter Abbeel; Yerin Kim,26153,,,,,,,,,,,,,,35,,6,,1,42
2013 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,100,Directed Group Stdy,Paul Hilfinger,26227,,,,,,,,,,,,,,11,,4,,,15
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,20N,001,Sys And Signals,Kannan Ramchandran,25003,7,18,11,25,28,23,9,12,12,3,3,,5,5,1,1,,,163
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,40,001,Int Micro Circuits,Michel Maharbiz,25069,7,21,34,65,39,34,27,25,11,4,1,3,3,,,1,,,275
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,42,001,Intro Digit Elec,Kameshwar Poolla,25111,3,21,15,11,15,15,12,10,22,4,,,1,7,,12,,,148
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,98,004,Directed Group Stdy,Clark Nguyen; Gokul Ramesh,25016,,,,,,,,,,,,,,20,,2,,,22
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,100,001,Elec Tech For Eng,Kameshwar Poolla,25162,3,43,17,19,22,17,18,10,7,,,,,,,,,,156
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,105,001,Micro Dev & Cir,Ming-Chiang Wu,25207,3,17,7,6,4,1,6,8,2,,2,,,1,,,,1,58
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,120,001,Signals And Systems,Murat Arcak,25231,,16,12,12,11,6,5,2,3,,1,,4,1,,,1,1,75
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,121,001,Intro Dig Com Sys,Anant Sahai,25243,1,3,5,2,3,4,,,,,,,,,,,,,18
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,122,001,Intro Comm Netwks,Sylvia Ratnasamy,25249,6,58,45,67,54,50,23,20,5,,4,,1,6,,2,,,341
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,C125,001,Intro To Robotics,Ruzena Bajcsy,25285,2,6,3,3,,1,1,1,,,,,,,,,,,17
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,126,001,Prob & Random Proc,Abhay Parekh; Jean Walrand,25297,3,3,6,3,4,,,,,,,,1,,,,,,20
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,C128,001,Feedback Cntrl Sys,Alexandre Bayen,25303,1,5,7,6,2,2,1,2,,,,,,,,,,,26
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,130,001,Ic Devices,Tsu-Jae Liu,25315,,12,7,1,5,1,1,2,,,,,,,,,,,29
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,137A,001,Elec Power Systems,Alexandra Von Meier,25324,1,10,3,3,3,6,1,,1,,,,,,1,,,,29
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,140,001,Lin Integ Circ,Clark Nguyen,25330,2,3,6,2,,3,3,3,1,,,,,,,,,1,24
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,141,001,Intro Dig Inte Cir,Jan Rabaey,25345,1,3,4,2,2,,,,,,,,,,,,,,12
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,142,001,Integ Circ For Comm,Ali Niknejad,25360,1,3,3,,8,5,1,1,,,,,,2,1,,,1,26
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,143,001,Microfab Tech,Ana Arias,25372,2,4,3,2,5,2,,5,1,,,,1,1,1,,,,27
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,147,001,Microelectromec Sys,Kristofer Pister,25408,1,7,4,4,4,,,2,,,,,,1,,,,,23
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,C149,001,Intro Embedded Sys,Edward Lee; Sanjit Seshia,25411,5,6,5,7,4,4,,,,,,,,1,,,,1,33
2013 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,198,004,Directed Group Stdy,Clark Nguyen; Gokul Ramesh,25019,,,,,,,,,,,,,,12,,6,,,18
2013 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,C100,001,"Energy, Society",Daniel Kammen,27371,5,32,17,11,16,3,1,2,,,,,2,41,,1,,,131
2013 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,198,003,Directed Group Stdy,Daniel Kammen,27398,,,,,,,,,,,,,,14,,2,,,16
2013 Fall,Engineering Science,ENGIN,Engineering,7,001,Intr Computer Prog,Andrew Packard,27603,,6,6,33,30,18,7,7,2,2,6,,3,4,,6,,,130
2013 Fall,Engineering Science,ENGIN,Engineering,7,002,Intr Computer Prog,Roberto Horowitz,27606,3,5,16,36,44,19,7,3,2,1,4,,5,5,,1,,1,152
2013 Fall,Engineering Science,ENGIN,Engineering,10,001,Eng Design & Analys,George Anwar,27651,,94,35,5,,,,,,,,,,,,,,,134
2013 Fall,Engineering Science,ENGIN,Engineering,28,001,Basic Engr Des Grph,Sara Mcmains,27663,2,11,23,10,21,17,19,11,11,,3,,3,1,,,,1,133
2013 Fall,Engineering Science,ENGIN,Engineering,45,001,Prop Of Matls,Ronald Gronsky,27681,2,49,51,31,37,10,11,12,4,,5,,2,1,,,,,215
2013 Fall,Engineering Science,ENGIN,Engineering,92,001,Perspectin Engin,Fiona Doyle,27726,,,,,,,,,,,,,,89,,3,,,92
2013 Fall,Engineering Science,ENGIN,Engineering,93,001,Energy Eng Seminar,Tarek Zohdi,27728,,,,,,,,,,,,,,42,,1,,,43
2013 Fall,Engineering Science,ENGIN,Engineering,98,002,Directed Group Stdy,Ronald Gronsky; Stephanie Ge,27732,,,,,,,,,,,,,,15,,1,,,16
2013 Fall,Engineering Science,ENGIN,Engineering,98,006,Directed Group Stdy,Ronald Gronsky; Sofia Hamilton,27834,,,,,,,,,,,,,,18,,3,,,21
2013 Fall,Engineering Science,ENGIN,Engineering,98,011,Directed Group Stdy,Joel Bai; Ronald Gronsky,27849,,,,,,,,,,,,,,13,,2,,,15
2013 Fall,Engineering Science,ENGIN,Engineering,98,013,Directed Group Stdy,Michael Suey; Ronald Gronsky,27601,,,,,,,,,,,,,,17,,1,,,18
2013 Fall,Engineering Science,ENGIN,Engineering,98,014,Directed Group Stdy,Ronald Gronsky; Sravani Kondapavulur,27604,,,,,,,,,,,,,,16,,1,,,17
2013 Fall,Engineering Science,ENGIN,Engineering,115,001,Eng Thermodynamics,Digby Macdonald,27735,4,8,12,18,7,2,3,4,1,,,,3,1,3,,,,66
2013 Fall,Engineering Science,ENGIN,Engineering,117,001,Meth Engr Analysis,Neal Snyderman,27741,5,23,14,4,8,4,4,1,2,,,,,1,,,,,66
2013 Fall,Engineering Science,ENGIN,Engineering,120,001,Prin Of Engr Econom,Nicholas Gunther,27744,2,8,12,19,23,17,4,5,3,,1,,,2,1,3,,3,103
2013 Fall,Engineering Science,ENGIN,Engineering,125,001,Engineering Ethics,Mary Sunderland; Raluca Scarlat,27752,9,15,1,,,,,,,,,,,4,,,,1,30
2013 Fall,Engineering Science,ENGIN,Engineering,128,001,Adv Engr Des Graph,Dennis Lieu,27753,1,12,6,6,9,4,,3,,,,,,1,,,,,42
2013 Fall,Engineering Science,ENGIN,Engineering,198,001,Directed Group Stdy,Ikhlaq Sidhu,27771,,,,,,,,,,,,,,77,,1,,,78
2013 Fall,Engineering Science,ENGIN,Engineering,198,002,Directed Group Stdy,Ronald Gronsky,27774,,,,,,,,,,,,,,27,1,,,,28
2013 Fall,English,ENGLISH,English,R1A,001,Reading And Comp,David Landreth; Kathryn Fleishman,27853,,1,,6,8,1,1,,,,,,,,,,,,17
2013 Fall,English,ENGLISH,English,R1A,003,Reading And Comp,David Landreth; Jesse Cordes Selbin,27859,1,5,3,2,3,1,1,,,,,,,,,1,,,17
2013 Fall,English,ENGLISH,English,R1A,004,Reading And Comp,Claire Marie Stancek; David Landreth,27862,,5,1,4,3,,,,,,,,1,,,,,,14
2013 Fall,English,ENGLISH,English,R1A,005,Reading And Comp,David Landreth; Sharon Hsu,27865,,5,3,2,5,2,1,,,,,,,,,,,,18
2013 Fall,English,ENGLISH,English,R1A,006,Reading And Comp,David Landreth; Jennifer Lorden,27868,,5,3,3,4,,,1,,,,,,,,,,,16
2013 Fall,English,ENGLISH,English,R1A,008,Reading And Comp,David Landreth; Matthew Langione,27874,,4,8,5,2,,,,,,,,,,,,,,19
2013 Fall,English,ENGLISH,English,R1A,010,Reading And Comp,David Landreth; Erin Greer,27880,,2,9,5,2,,,,,,,,,,,,,,18
2013 Fall,English,ENGLISH,English,R1A,011,Reading And Comp,David Landreth; Jasmin Borja,27883,,,2,2,4,1,1,,,,,,,2,,,,,12
2013 Fall,English,ENGLISH,English,R1A,012,Reading And Comp,Anna Abramson; David Landreth,27886,,2,4,4,2,3,,,1,,,,1,,,,,,17
2013 Fall,English,ENGLISH,English,R1A,013,Reading And Comp,David Landreth; Edward Alexander,27889,,4,4,3,4,1,,,,,,,,,,,,,16
2013 Fall,English,ENGLISH,English,R1A,014,Reading And Comp,David Landreth; Jessica Ling,27892,,2,7,7,3,,,,,,,,,,,,,,19
2013 Fall,English,ENGLISH,English,R1A,015,Reading And Comp,Andrea Seeger; David Landreth,27895,5,11,,,,,,,,,,,,,,1,,,17
2013 Fall,English,ENGLISH,English,R1B,001,Reading And Comp,David Landreth; Jane Gregory,27898,,1,5,7,2,2,2,,,,,,,,,,,,19
2013 Fall,English,ENGLISH,English,R1B,002,Reading And Comp,David Landreth; Katherine Ding,27901,,3,2,3,2,,,,,,,,,1,,,,,11
