UC Berkeley Spring 2010 Course Grades,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CourseID,CNUM,SECTION,CDESC,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
AEROSPC, 001B,001,FOUND US AIR FORCE ,"RICE, C L         ",9,6,6,1,0,1,0,0,0,0,0,0,0
AFRICAM, 004B,001,AFRICA:  HIST & CUL,"NWOKEJI, G        ",3,13,8,17,11,6,2,4,1,1,1,2,1
AFRICAM, 005B,001,AFAM LIFE & CUL U S,"ALLEN, R          ",9,8,8,7,9,6,2,1,3,0,1,1,0
AFRICAM, 039D,001,FRESH/SOPH SEMINAR ,"STANLEY, C        ",1,3,3,5,0,3,0,0,0,0,0,0,0
AFRICAM, 039E,002,FRESH/SOPH SEMINAR ,"PATTON, J E       ",2,3,7,5,2,1,2,0,0,0,0,0,1
AFRICAM, 112B,001,POL/ECO DEV 3RD WLD,"HINTZEN, P C      ",0,7,20,13,5,2,1,2,1,0,0,1,1
AFRICAM, 122,001,"AFAM FAMILY, AM SOC","FRYE, H T         ",2,5,11,7,15,5,0,1,0,0,0,0,0
AFRICAM, 139,001,SEL TOP:AFRICAM SOC,"LAGUERRE, M S     ",0,7,9,1,0,0,0,0,0,0,0,0,0
AFRICAM, 142AC,001,RACE/AMERICAN FILM ,"COHEN, M M        ",0,15,16,14,13,3,2,1,0,0,1,0,2
AFRICAM, 144,002,CULTURAL STUDIES   ,"RAIFORD, L        ",0,3,6,3,0,1,0,0,0,0,1,0,0
AFRICAM, 156AC,001,POETRY 4 PEOPLE:INT,"DE LEON, A        ",4,29,10,5,1,0,0,0,0,0,0,0,0
AFRICAM, 159,001,SPEC TOP AFAM LIT  ,"SCOTT, D          ",1,10,2,1,1,0,0,0,0,0,0,0,0
AFRICAM, 159,002,SPEC TOP AFAM LIT  ,"SCOTT, D          ",1,5,8,5,2,4,0,0,0,0,0,0,0
AFRICAM, 190AC,001,ADV SEM AFR DIA STD,"HENRY, C P        ",1,4,2,0,2,0,0,1,0,0,0,0,1
AFRICAM,R001A,001,FRESH COMPOSITION  ,"NANDA, A          ",1,5,5,7,5,2,1,0,0,0,0,0,0
AFRICAM,R001B,001,FRESHMN COMPOSITION,"NANDA, A          ",1,4,8,2,0,3,1,0,0,0,0,0,2
AMERSTD, 010,001,INTRO AMERICAN STDY,"MORAN, K S        ",1,15,9,18,26,11,2,17,0,0,1,0,4
AMERSTD, 101,002,US CULTURES IN TIME,"PALMER, C         ",1,3,4,4,3,5,3,5,0,1,1,0,2
AMERSTD, 102,001,US CULTURES/PLACE  ,"HENKIN, D M       ",0,0,2,15,9,7,3,0,0,0,0,0,0
AMERSTD, 102,002,US CULTURES/PLACE  ,"MORAN, K S        ",1,6,9,5,7,5,2,1,1,0,0,1,2
AMERSTD, 191,001,SENIOR SEMINAR     ,"BIESTMAN, K W     ",0,3,3,0,4,5,0,0,3,0,0,0,1
AMERSTD, 191,002,SENIOR SEMINAR     ,"BIESTMAN, K W     ",0,5,5,1,4,2,1,2,1,0,0,0,0
AMERSTD, 191,003,SENIOR SEMINAR     ,"PALMER, C         ",0,2,3,5,3,2,1,1,0,0,0,0,1
AMERSTD,C111A,001,ARCH IN DEPRESSION ,"SHANKEN, A        ",0,0,4,5,1,1,0,1,0,0,0,0,1
AMERSTD,C112B,001,"AM LANDSCAPE,1900--","GROTH, P E        ",0,7,4,2,9,1,2,6,1,0,3,0,0
AMERSTD,C171,001,AMER DSGN LAND 1850,"MOZINGO, L A      ",0,2,2,1,2,1,2,0,0,0,0,0,1
AMERSTD,H195,001,HONORS THESIS      ,"PALMER, C         ",3,14,0,0,0,0,0,0,0,0,0,0,0
ANTHRO, 001,001,INTRO TO BIO ANTHRO,"AGARWAL, S C      ",88,168,86,33,14,6,3,1,3,1,0,0,7
ANTHRO, 002AC,001,INTRO ARCHAEOLOGY  ,"PANICH, L M       ",4,58,60,30,28,24,5,7,0,2,3,0,7
ANTHRO, 003,001,INTRO SOC/CULT ANTH,"BRANDES, S H      ",12,81,53,47,32,10,6,3,1,0,1,0,2
ANTHRO, 112,001,SP TOPICS: BIO ANTH,"DEACON, T W       ",3,4,6,9,16,8,7,5,0,0,0,0,1
ANTHRO, 114,001,HIST/ANTHRO THOUGHT,"JOYCE, R          ",41,67,41,5,11,2,3,2,1,0,0,0,3
ANTHRO, 122E,001,ANDEAN ARCHAEOLOGY ,"HASTORF, C        ",5,17,8,2,16,2,2,4,1,0,1,0,4
ANTHRO, 134,001,ANAL ARCHAEO RECORD,"LIGHTFOOT, K G    ",2,8,5,1,0,0,0,0,0,0,0,0,0
ANTHRO, 136J,001,ARCH & MEDIA/METHOD,"TRINGHAM, R E     ",4,6,3,0,0,0,2,0,0,0,0,0,0
ANTHRO, 138B,001,ETHNOGRAPHIC FILM  ,"BRAUN, N          ",0,2,5,2,6,0,0,0,0,0,0,0,1
ANTHRO, 139,001,CONTROL PROC       ,"NADER, L          ",1,18,46,47,47,28,32,12,4,4,4,2,5
ANTHRO, 156,001,ANTHRO CONTEMPORARY,"RABINOW, P M      ",2,14,2,1,9,2,1,0,0,0,0,0,0
ANTHRO, 160AC,001,FORMS OF FOLKLORE  ,"CONRAD, J A       ",2,17,20,12,14,12,11,3,2,0,4,3,5
ANTHRO, 162,001,TOPICS IN FOLKLORE ,"HARING, L         ",0,10,0,2,6,3,1,1,0,0,0,0,0
ANTHRO, 166,002,"LANG,CULTURE,SOCITY","DUBUISSON, E      ",0,8,20,15,3,1,0,0,0,0,0,0,0
ANTHRO, 169A,001,DATA AND COMP METH ,"SHACKLEY, M S     ",12,5,0,0,0,0,0,0,0,0,0,0,0
ANTHRO, 170,001,CHINA              ,"LIU, X            ",2,7,3,5,3,3,3,1,1,0,0,0,0
ANTHRO, 183,001,ANTHRO OF AFRICA   ,"FERME, M C        ",1,2,4,6,1,0,1,0,0,0,0,0,2
ANTHRO, 189,001,SPEC TOP:SOC/CULT  ,"HAYDEN, C P       ",1,4,14,7,3,4,1,0,0,0,0,0,0
ANTHRO, 189,002,SPEC TOP:SOC/CULT  ,"HIRSCHKIND, C K   ",2,17,8,4,10,2,1,0,0,0,0,0,2
ANTHRO, 196,002,UNDERGRAD SEM      ,"HOLSTON, J        ",0,7,2,0,1,1,0,0,0,0,0,0,0
ANTHRO,C125A,001,ARCH EAST ASIA     ,"HABU, J           ",4,4,6,8,1,2,0,0,0,0,0,0,0
ANTHRO,R005B,001,READING & COMP     ,"FLEXNER, J L      ",0,5,3,3,1,0,0,1,0,0,0,0,0
ANTHRO,R005B,002,READING & COMP     ,"MURRELL, M E      ",0,2,6,3,1,0,0,0,0,0,0,0,0
ANTHRO,R005B,003,READING & COMP     ,"GEORGE, M M       ",0,8,4,1,0,0,0,0,0,0,0,0,0
ANTHRO,R005B,004,READING & COMP     ,"PIATT, J          ",0,1,6,4,0,0,0,0,0,0,0,0,1
ANTHRO,R005B,005,READING & COMP     ,"GONZALEZ, S L     ",4,6,2,1,0,1,1,0,0,0,0,0,0
ANTHRO,R005B,006,READING & COMP     ,"HUSMAN, D         ",0,4,4,5,0,0,1,1,0,0,0,0,0
ANTHRO,R005B,007,READING & COMP     ,"ARENAS, I         ",0,2,9,3,0,0,0,0,0,0,0,0,0
ANTHRO,R005B,008,READING & COMP     ,"ZHENG, L          ",0,1,7,3,3,0,1,0,0,0,0,0,0
ARABIC, 001B,001,ELEMENTARY ARABIC  ,"EL-SHERIF, M      ",1,5,1,2,0,1,0,0,0,0,0,0,1
ARABIC, 001B,003,ELEMENTARY ARABIC  ,"NEALE, H          ",1,5,2,0,4,0,0,0,0,0,0,0,0
ARABIC, 001B,004,ELEMENTARY ARABIC  ,"ABU-ZEID, K       ",2,6,2,1,0,1,0,0,0,0,0,0,0
ARABIC, 020B,001,INTERMEDIATE ARABIC,"BAZIAN, H A       ",6,7,6,2,0,1,0,0,0,0,0,0,0
ARABIC, 020B,002,INTERMEDIATE ARABIC,"S'HIRI, S         ",0,7,2,4,2,0,0,0,0,0,0,0,0
ARABIC, 108,001,ISLAM & PHIL TEXTS ,"HAYES, J L        ",0,11,2,1,2,0,0,1,0,0,0,0,1
ARCH, 100A,001,FUND OF ARCH DESIGN,"DI NAPOLI, W W    ",0,11,13,20,12,5,5,4,3,0,0,0,1
ARCH, 100B,001,FUND OF ARCH DESIGN,"CREEDON, G T      ",1,7,12,10,12,7,3,1,0,0,0,0,1
ARCH, 101,001,CASE STDS IN ARCH  ,"UBBELOHDE, M S    ",0,7,4,0,1,1,0,0,0,0,0,0,0
ARCH, 101,002,CASE STDS IN ARCH  ,"BOURDIER, J P     ",0,1,7,2,1,0,0,0,0,0,0,0,0
ARCH, 108,001,ARCH INTERNSHIP    ,"COMERIO, M C      ",0,30,1,1,0,0,0,0,0,0,0,0,0
ARCH, 111,001,HOUSING: INTERNAT  ,"ARBOLEDA, G A     ",0,3,4,8,4,0,1,1,0,0,0,0,0
ARCH, 130,001,INTR ARCH DES TH/CR,"CRYSLER, C G      ",6,10,15,23,16,12,5,6,2,2,0,0,0
ARCH, 140,001,ENERGY & ENVIRON   ,"BENTON, C C       ",2,22,35,33,39,25,10,8,3,0,2,0,2
ARCH, 160,001,INTRO CONSTRUCTION ,"DUFFY, Y C        ",2,11,20,16,15,12,3,1,0,0,0,0,1
ARCH, 170B,001,"HIST, ARCH&URBANISM","CASTILLO, G       ",0,8,29,35,50,31,11,9,7,0,0,0,3
ARCH,C174,001,ARCH IN DEPRESSION ,"SHANKEN, A        ",0,2,5,3,3,2,0,0,0,0,0,0,1
ART, 008,001,INTRO VIS THINKING ,"MCNAMARA, J S     ",31,41,12,0,0,1,0,0,0,0,0,0,0
ART, 012,001,LANG OF DRAW       ,"RIVERA, R         ",1,10,5,0,0,0,0,0,0,0,0,0,0
ART, 012,003,LANG OF DRAW       ,"NAGASAWA, C K     ",0,12,1,0,0,1,0,0,0,0,0,0,0
ART, 013,001,LANG OF PAINTING   ,"MCNAMARA, J S     ",2,20,0,0,0,0,0,0,0,0,0,0,0
ART, 013,002,LANG OF PAINTING   ,"RODRIGUEZ, L E    ",2,14,4,0,1,0,0,0,0,0,0,0,0
ART, 014,001,LANG OF SCULPTURE  ,"NEVERS, D         ",4,4,2,0,5,0,0,0,0,0,0,0,0
ART, 014,002,LANG OF SCULPTURE  ,"LINGER, D W       ",1,6,4,1,1,3,0,0,0,0,0,0,0
ART, 102,002,APPROACHES TO PTNG ,"SHERWOOD, K D     ",0,12,6,2,2,0,0,0,0,0,0,0,0
ART, 118,001,FIGURE DRAWING     ,"GAMEZ, A          ",1,11,1,3,4,0,0,0,0,0,0,0,0
ART, 118,002,FIGURE DRAWING     ,"TAYLOR, J         ",2,14,1,5,1,0,0,0,0,0,0,0,1
ART, 120,002,APP TO PRNTMG INTAG,"HUSSONG, R M      ",1,13,1,2,0,0,0,0,0,0,0,0,0
ART, 123,001,SCREENPRINTING     ,"HUSSONG, R M      ",2,15,3,2,1,0,1,0,0,0,0,0,0
ART, 132,001,APP TO SCULP CERAM ,"SHAW, R B         ",0,10,0,6,2,0,2,0,0,0,0,0,0
ART, 137,001,ADV PROJ CERAM SCUL,"SHAW, R B         ",0,8,0,3,2,0,0,0,0,0,0,0,0
ART, 138,001,INSTALLATIONS      ,"REIMAN, B L       ",3,9,2,1,0,0,0,0,0,0,0,0,0
ART, 142,001,NEW GENRES         ,"SYJUCO, S         ",0,5,3,3,0,0,0,0,0,0,0,0,0
ART, 160,004,SPEC TOPICS VIS STD,"SAMANCI, O        ",13,1,0,1,1,0,1,0,0,0,0,0,0
ART, 160,005,SPEC TOPICS VIS STD,"HAMILTON, J       ",0,6,0,2,5,2,0,0,0,0,0,0,0
ART, 165,001,"ART,MED & DISABIL  ","SHERWOOD, K D     ",4,16,8,5,2,1,0,0,1,0,0,0,0
ART, 171,001,DIGITAL VIDEO      ,"HOLMAN, D A       ",1,3,5,5,1,0,0,0,0,0,0,0,0
ART, 172,001,CGI ANIMATION STDS ,"BRACAMONTE, B     ",4,5,6,0,3,2,0,0,0,0,0,0,0
ASAMST, 020A,001,INTRO ASIAN AM HIST,"CHOY, C C         ",1,39,29,16,7,1,0,0,0,0,0,0,1
ASAMST, 020B,001,INTRO CONTEMP ISSUE,"DONG, H C         ",0,61,15,3,8,1,0,0,0,0,0,0,0
ASAMST, 125,001,ISSUES OF SE ASIANS,"UM, K             ",2,16,2,2,0,0,0,0,0,0,0,0,0
ASAMST, 127,001,SO AS-AMER ISSUES  ,"SINGH, J K        ",2,16,1,1,1,0,0,0,1,0,0,0,0
ASAMST, 132,001,ISLAMOPHOBIA       ,"BAZIAN, H A       ",14,29,9,0,0,0,0,0,0,0,0,0,0
ASAMST, 145,001,POLITICS/PUB POLICY,"OMI, M            ",5,2,5,6,1,3,0,1,1,0,1,0,1
ASAMST, 146,001,ASIAN AMER & EDUC  ,"TAKAHASHI, J H    ",0,6,13,1,2,1,0,0,0,0,0,0,0
ASAMST, 151,001,ASIAN AMER WOMEN   ,"YAMANAKA, K       ",2,24,4,1,0,0,0,0,0,0,0,0,0
ASAMST, 176,001,GENRE AS AMER LIT  ,"WONG, S C         ",0,4,11,12,3,1,0,0,0,0,0,0,0
ASAMST, 183,001,KOREAN AMER LIT    ,"KIM, E H          ",3,11,13,2,1,0,0,0,0,0,0,0,0
ASAMST,R002A,001,READING&COMPOSITION,"LEONG, A P        ",0,5,12,9,2,0,2,0,0,0,0,0,0
ASAMST,R002A,002,READING&COMPOSITION,"NIUMEITOLU, F A   ",0,8,6,12,8,0,0,0,0,0,0,0,0
ASAMST,R002B,001,READING&COMPOSITION,"LEONG, A P        ",0,2,10,12,3,1,0,0,0,0,0,0,0
ASAMST,R002B,002,READING&COMPOSITION,"RONDILLA, J L     ",0,12,10,4,3,1,1,1,0,0,0,0,0
ASIANST, 150,001,SPECIAL TOPICS     ,"PATTERSON, W K    ",2,3,3,1,1,1,0,1,0,0,0,0,1
ASIANST, 150,002,SPECIAL TOPICS     ,"PO, L             ",2,4,6,8,3,0,0,0,0,0,0,0,0
ASTRON, 007B,001,INTRO ASTROPHYSICS ,"BLOOM, J S        ",2,5,8,2,5,4,4,1,2,0,0,1,3
ASTRON, 010,001,GENERAL ASTRONOMY  ,"BLITZ, L          ",4,18,5,6,22,2,2,11,1,0,2,0,1
ASTRON, 121,001,RADIO ASTRONOMY LAB,"BOWER, G          ",2,6,3,8,2,0,1,0,1,0,0,0,0
ASTRON,C012,001,THE PLANETS        ,"MARCY, G          ",0,11,12,8,4,6,0,2,0,0,1,0,1
ASTRON,C161,001,RELA ASTRO & COSMO ,"MA, C             ",2,2,6,3,2,2,0,1,2,0,1,0,0
BIO ENG, 100,001,ETHICS IN SCI & ENG,"HEAD-GORDON, T    ",0,15,42,9,12,4,0,0,1,1,0,0,2
BIO ENG, 101,001,INSTR BIOLOGY MED  ,"CONOLLY, S        ",5,7,1,6,8,6,0,2,2,0,0,0,0
BIO ENG, 104,001,BIO TRANS PHEN     ,"JOHNSON, T D      ",10,24,10,14,15,9,0,1,3,1,0,1,0
BIO ENG, 110,001,BIOMED PHYS FOR ENG,"KUMAR, S          ",2,38,5,5,40,5,2,3,0,0,0,0,1
BIO ENG, 112,001,MOLEC CELL BIOMECH ,"MOFRAD, M         ",0,5,10,1,2,0,0,0,0,0,0,0,0
BIO ENG, 113,001,STEM CELLS & TECH  ,"CONBOY, M J       ",1,2,9,8,13,2,0,0,0,0,0,0,0
BIO ENG, 115,001,CELL BIO FOR ENG   ,"JOHNSON, T D      ",1,11,9,3,2,0,0,0,0,0,0,0,0
BIO ENG, 116,001,CELL AND TISSUE ENG,"LI, S             ",9,27,27,8,2,0,0,0,0,0,0,0,0
BIO ENG, 121L,011,BIOMEMS/NANOTECH LB,"DUECK, M E        ",2,4,0,3,2,1,0,0,0,0,0,0,0
BIO ENG, 140L,001,SYNTH BIO LAB      ,"ANDERSON, J C     ",2,5,3,3,3,1,1,0,0,0,0,0,1
BIO ENG, 196,016,HON UNDERG DES RES ,"LIEPMANN, D       ",4,6,1,0,0,0,0,0,0,0,0,0,0
BIO ENG,C117,001,STRUCT ASP BIOMATER,"PRUITT, L A       ",0,9,13,2,1,0,0,0,0,0,0,0,0
BIO-CDB, 001A,001,GENERAL BIOLOGY LEC,"FIRESTONE, G L    ",6,93,49,52,100,52,67,94,33,10,20,13,29
BIO-CDB, 001AL,001,GENERAL BIOLOGY LAB,"MEIGHAN, M R      ",4,91,85,51,90,45,95,50,53,5,7,9,6
BIO-IB, 001B,001,GENERAL BIOLOGY    ,"FELDMAN, L J      ",9,67,55,106,128,75,80,36,73,0,33,0,14
BIO-PB, 011,001,INTR SCI LIVING ORG,"SHAPIRA, M        ",2,10,13,8,15,13,6,10,2,3,7,1,1
