Grade Distribution for Fall 2014 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall  (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (Sereeta Alexander) 3/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2014 Fall,Education,EDUC,Education,186AC,001,The Southern Border,Beatriz Manz; Harley Shaiken,23713,3,11,21,8,11,6,,5,2,,2,,,18,,7,,,94
2014 Fall,Education,EDUC,Education,188,001,Latinas/Os And Ed,Sahara Baquedano-Lopez,23752,,14,7,3,,,,1,,,,,1,,,,,,26
2014 Fall,Education,EDUC,Education,190,001,Critical Studies,Glynda Hull,23755,5,15,8,2,2,,,,,,,,,,,,,,32
2014 Fall,Education,EDUC,Education,190,002,Critical Studies,Glynda Hull,23758,4,18,4,2,,,1,,,,,,,,,,,1,30
2014 Fall,Education,EDUC,Education,190,003,Critical Studies,Glynda Hull,23761,,25,7,,,,,,,,,,,,,,,,32
2014 Fall,Education,EDUC,Education,190,004,Critical Studies,Glynda Hull,23763,1,22,2,3,,1,,,,,,,,,,,,1,30
2014 Fall,Education,EDUC,Education,197,033,Field Study,Richard Mccallum,23821,,,,,,,,,,,,,,15,,,,1,16
2014 Fall,Education,EDUC,Education,197,048,Field Study,Anthony Mirabelli,23833,,,,,,,,,,,,,,60,,1,,1,62
2014 Fall,Education,EDUC,Education,197,050,Field Study,Frank Worrell,23836,,,,,,,,,,,,,,11,,,,1,12
2014 Fall,Education,EDUC,Education,198,002,Directed Group Stdy,Anthony Mirabelli; Ronald Williams,23851,,,,,,,,,,,,,,18,,1,,,19
2014 Fall,Education,EDUC,Education,198,034,Directed Group Stdy,Anthony Mirabelli; Ronald Williams,23947,,,,,,,,,,,,,,9,,1,,,10
2014 Fall,Education,EDUC,Education,198,036,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,23952,,,,,,,,,,,,,,23,,1,,,24
2014 Fall,Education,EDUC,Education,198,037,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,24388,,,,,,,,,,,,,,23,,1,,,24
2014 Fall,Education,EDUC,Education,198,040,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,24397,,,,,,,,,,,,,,18,,2,,,20
2014 Fall,Education,EDUC,Education,198,044,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,24409,,,,,,,,,,,,,,27,,1,,,28
2014 Fall,Education,EDUC,Education,198,048,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,24421,,,,,,,,,,,,,,20,,1,,,21
2014 Fall,Education,EDUC,Education,198,050,Directed Group Stdy,Anthony Mirabelli; Ronald Williams,24427,,,,,,,,,,,,,,19,,1,,,20
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9C,001,Programmers' C,Paul Hilfinger,25656,,,,,,,,,,,,,,2,1,5,,2,10
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9E,001,Productive Unix Use,Paul Hilfinger,25662,,,,,,,,,,,,,,21,2,30,1,14,68
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9F,001,Programmers' C++,Paul Hilfinger,25665,,,,,,,,,,,,,,15,1,13,,20,49
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9G,001,Programmers' Java,Paul Hilfinger,25668,,,,,,,,,,,,,,3,,5,,6,14
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9H,001,Programmers' Python,Paul Hilfinger,25671,,,,,,,,,,,,,,10,6,9,1,5,31
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,10,001,Beauty Joy Computng,Gerald Friedland,25674,95,46,8,13,16,13,15,3,1,,4,,3,56,,22,,8,303
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,47B,001,Supl Data Structure,Paul Hilfinger,25746,,3,,2,1,1,,,,,,,1,,,2,,1,11
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,001,Str Interp Cmp Prgs,John Denero,25752,45,173,138,241,224,75,39,32,27,3,11,9,27,115,1,62,2,6,1230
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,001,Str Interp Comp Prg,Paul Hilfinger; Vivek Rangaswamy,25917,4,,2,7,3,,1,1,1,,2,,4,1,,4,,,30
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,002,Str Interp Comp Prg,Alicia Luengo-Kovac; Paul Hilfinger,25920,3,,3,5,3,2,2,,1,1,,,4,4,,4,,1,33
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,003,Str Interp Comp Prg,Paul Hilfinger; Samuel Lau,25923,2,2,2,5,6,1,1,,1,,,,3,3,,5,,1,32
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,001,Data Structures,Paul Hilfinger,25926,49,38,34,20,12,12,8,4,2,4,1,1,7,3,,6,,1,202
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,002,Data Structures,Joshua Hug,25928,21,18,11,11,11,7,5,1,3,5,2,,4,,2,5,,1,107
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,003,Data Structures,Joshua Hug,27099,14,21,18,9,7,4,3,3,2,1,1,1,3,4,,4,,1,96
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61C,001,Machine Structures,Daniel Garcia; Shimon Lustig,26007,26,113,71,91,175,68,54,67,11,,44,,14,4,,4,,2,744
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,70,001,Discrete Math&Prob,Anant Sahai,26130,11,92,63,56,58,25,29,12,11,9,9,9,5,2,,6,,8,405
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,97,202,Field Study,Gerald Friedland,26202,,,,,,,,,,,,,,24,,1,,1,26
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,97,203,Field Study,John Denero,26205,,,,,,,,,,,,,,53,,2,,,55
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,001,Directed Group Stdy,Daniel Garcia,26217,,,,,,,,,,,,,,9,,2,,,11
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,003,Directed Group Stdy,Daniel Garcia,26223,,,,,,,,,,,,,,22,,,,1,23
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,032,Directed Group Stdy,Andrew Qin; Bjorn Hartmann; Si Park,26224,,,,,,,,,,,,,,35,,5,,,40
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,047,Directed Group Stdy,Pieter Abbeel; Samuel Lau,25684,,,,,,,,,,,,,,38,1,1,,,40
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,100,Directed Group Stdy,Paul Hilfinger; Vivek Rangaswamy,25690,,,,,,,,,,,,,,8,,3,,,11
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,C149,001,Intro Embedded Sys,Alberto Sangiovanni-Vincentelli; Edward Lee,26259,2,1,1,1,2,1,1,,,,,,1,2,,,,1,13
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,150,001,Digital Design,John Wawrzynek,26262,3,10,7,8,5,5,2,,2,,,,1,,,,,1,44
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,160,001,User Interfaces,Eric Paulos,26280,,20,31,18,11,6,2,2,,,,,,,,1,,,91
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,161,001,Computer Security,Justin Tygar,26295,,25,19,31,32,30,14,12,8,,6,,4,,,4,,1,186
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,162,001,Op Sys And Sys Prog,David Culler,26316,5,49,34,57,35,34,19,9,11,3,3,3,,6,,2,,1,271
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,164,001,Prog Lang And Comp,Rastislav Bodik,26337,7,14,18,17,17,11,9,4,4,1,,1,,2,,1,,,106
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,168,001,Internet Arch,Sylvia Ratnasamy,24701,5,42,61,64,58,59,55,37,9,,,,3,4,,5,,,402
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,169,001,Software Engineer,George Necula,26349,4,12,12,11,36,8,4,5,6,,4,,2,,,,,,104
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,170,001,Intro Cs Theory,David Wagner,26364,4,64,59,85,114,92,21,40,23,,1,,9,2,,2,,2,518
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,176,001,Algo For Comp Bio,Nir Yosef,26411,4,14,11,6,13,4,7,4,2,,,,1,3,1,2,,,72
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,184,001,Computer Graphics,James O'Brien,26412,8,8,9,3,14,9,11,17,2,,3,,7,,,3,,4,98
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,188,001,Artif Intelligence,Stuart Russell,26454,11,26,60,59,99,77,54,13,7,3,1,1,7,3,,5,,2,428
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,C191,001,Quant Inf Sci Techn,K Whaley,26486,1,14,2,,1,,,,,,,,,,,,,,18
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,008,Special Topics,Daniel Garcia; James O'Brien,26487,3,2,6,4,1,2,,,,,,,,,1,,,,19
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,015,Special Topics,Kurt Keutzer,26490,3,11,16,7,4,2,2,1,,,2,,,2,,,,,50
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,016,Special Topics,John Canny,26492,1,4,26,14,10,4,2,,,,,,,3,,1,,,65
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,026,Special Topics,Alexei Efros,26493,7,20,17,7,4,3,1,1,,,,,2,4,1,2,,,69
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,901,Special Topics,Abigail Vanmuijen,27149,1,13,4,2,5,,,,,,,,,4,,,,,29
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,902,Special Topics,Emily Rice,25651,,2,5,,,,,,,,,,,3,1,1,,,12
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,903,Special Topics,David Charron,25650,,1,2,3,5,2,,,,,,,,,,,,,13
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,195,001,Social Implic Comp,Brian Harvey; John Denero,26496,,,,,,,,,,,,,,149,,2,,,151
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,197,001,Field Study,Paul Hilfinger,26511,,,,,,,,,,,,,,10,,,,1,11
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,197,200,Field Study,Daniel Garcia; Shimon Lustig,26514,,,,,,,,,,,,,,24,,1,,,25
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,197,203,Field Study,John Denero,26523,,,,,,,,,,,,,,28,,1,,,29
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,001,Directed Group Stdy,Daniel Garcia,26535,,,,,,,,,,,,,,34,,9,,,43
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,032,Directed Group Stdy,Andrew Qin; Bjorn Hartmann; Si Park,27141,,,,,,,,,,,,,,42,,13,,,55
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,043,Directed Group Stdy,Michael Lannin; Pieter Abbeel,26542,,,,,,,,,,,,,,19,,1,,,20
2014 Fall,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,047,Directed Group Stdy,Pieter Abbeel; Samuel Lau,25687,,,,,,,,,,,,,,53,,1,,,54
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,20,001,Sys And Signals,Babak Ayazifar,24503,3,94,11,5,80,13,4,61,8,,8,2,6,,,5,,,300
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,40,001,Int Micro Circuits,Michel Maharbiz,24569,63,72,57,61,40,25,16,9,10,6,4,3,1,3,,5,,1,376
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,98,004,Directed Group Stdy,Clark Nguyen,24644,,,,,,,,,,,,,,27,,3,,,30
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,105,001,Micro Dev & Cir,Ming-Chiang Wu,24653,3,13,,,13,4,7,3,,,,,,,,,,,43
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,120,001,Signals And Systems,Ronald Fearing,24680,2,17,6,4,6,7,4,3,2,,3,,9,3,1,,1,1,69
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,C125,001,Intro To Robotics,Ruzena Bajcsy,24731,3,10,7,4,2,,,,,,,,,,,,,,26
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,126,001,Prob & Random Proc,Kannan Ramchandran,24746,4,11,13,8,11,11,7,3,,,2,,2,2,1,1,,1,77
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,C128,001,Feedback Cntrl Sys,Alexandre Bayen,24752,4,10,4,9,4,2,3,2,,,1,,1,,,,,,40
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,130,001,Ic Devices,Ali Javey,24767,1,3,8,7,4,3,1,1,,,,,,,,,,1,29
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,137A,001,Elec Power Systems,Alexandra Von Meier,24776,1,5,2,4,6,1,1,1,,,,,,,,1,,1,23
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,141,001,Intro Dig Inte Cir,Vladimir Stojanovic,24797,2,6,3,3,3,1,,1,,,,,1,1,1,,,,22
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,143,001,Microfab Tech,Clark Nguyen,24824,2,6,6,2,3,6,1,,3,,,,,1,,,,,30
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,147,001,Microelectromec Sys,Kristofer Pister,24860,,9,2,,4,,,1,,,,,,,1,1,,,18
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,C149,001,Intro Embedded Sys,Alberto Sangiovanni-Vincentelli; Edward Lee,24869,4,16,11,4,6,11,2,3,,,,,,,,,,,57
2014 Fall,Electrical Eng & Comp Sci,EL ENG,Electrical Eng & Comp Sci,198,004,Directed Group Stdy,Clark Nguyen,24926,,,,,,,,,,,,,,20,,3,,,23
2014 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,C100,001,"Energy, Society",Daniel Kammen,27174,6,37,27,16,10,,,,,,,,,55,,8,,,159
2014 Fall,Energy & Resources Group,"ENE,RES",Energy and Resources,101,001,Ecology And Society,Danielle Christianson; John Harte; Maya Hayden,27207,,4,5,5,,,,2,,,1,,,2,,,,,19
2014 Fall,Engineering Science,ENGIN,Engineering,7,001,Intr Computer Prog,Mohammad-Reza Alam,27403,5,25,19,8,14,14,6,8,3,3,,1,8,4,,6,,,124
2014 Fall,Engineering Science,ENGIN,Engineering,7,002,Intr Computer Prog,Grace O'Connell,27406,5,24,17,7,8,10,7,3,1,1,,2,7,7,,2,1,,102
2014 Fall,Engineering Science,ENGIN,Engineering,25,001,Vis For Des,Dennis Lieu; George Anwar,27456,1,4,4,4,11,4,7,2,2,,,,,1,,,,,40
2014 Fall,Engineering Science,ENGIN,Engineering,25,002,Vis For Des,Dennis Lieu; George Anwar,27700,2,13,2,2,11,2,,4,3,,,,,,,,,,39
2014 Fall,Engineering Science,ENGIN,Engineering,25,003,Vis For Des,Dennis Lieu; George Anwar,27703,1,7,2,3,14,4,3,5,1,,,,,,,,,,40
2014 Fall,Engineering Science,ENGIN,Engineering,25,004,Vis For Des,Dennis Lieu; George Anwar,27705,,9,2,2,8,2,4,6,1,,,,,,,1,,,35
2014 Fall,Engineering Science,ENGIN,Engineering,28,001,Basic Engr Des Grph,Kourosh Youssefi,27457,,48,12,47,33,7,7,12,,,,,,1,,2,,1,170
2014 Fall,Engineering Science,ENGIN,Engineering,45,001,Prop Of Matls,Ronald Gronsky,27472,1,79,32,22,27,20,11,3,2,,1,,1,4,,1,,,204
2014 Fall,Engineering Science,ENGIN,Engineering,92,001,Perspectin Engin,Fiona Doyle,27502,,,,,,,,,,,,,,53,,3,,,56
2014 Fall,Engineering Science,ENGIN,Engineering,98,001,Directed Group Stdy,Ikhlaq Sidhu,27508,,,,,,,,,,,,,,48,,3,,,51
2014 Fall,Engineering Science,ENGIN,Engineering,98,017,Directed Group Stdy,Jessica Sun; Ronald Gronsky,27556,,,,,,,,,,,,,,14,,1,,,15
2014 Fall,Engineering Science,ENGIN,Engineering,115,001,Eng Thermodynamics,Digby Macdonald,27559,2,6,7,7,6,5,3,4,3,,,,1,,,,,,44
2014 Fall,Engineering Science,ENGIN,Engineering,117,001,Meth Engr Analysis,David Steigmann,27565,2,7,4,5,1,12,3,6,1,2,1,1,2,,,,,,47
2014 Fall,Engineering Science,ENGIN,Engineering,120,001,Prin Of Engr Econom,Ilan Adler,27568,1,27,25,21,12,12,4,2,3,,,,2,9,2,,,,120
2014 Fall,Engineering Science,ENGIN,Engineering,128,001,Adv Engr Des Graph,Dennis Lieu,27582,2,6,1,3,6,2,1,1,1,,,,,,,,,,23
2014 Fall,English,ENGLISH,English,R1A,001,Reading And Comp,Evan Klavon; Kevis Bea Goodman,27803,,3,1,5,7,,,,,,,,,,,1,,,17
2014 Fall,English,ENGLISH,English,R1A,002,Reading And Comp,Kevis Bea Goodman; Sookyoung Lee,27806,1,6,8,4,1,,,,,,,,,,,,,,20
2014 Fall,English,ENGLISH,English,R1A,003,Reading And Comp,Helen Ciacciarelli; Kevis Bea Goodman,27809,,,,3,7,4,2,,,,,,,,,,,,16
2014 Fall,English,ENGLISH,English,R1A,004,Reading And Comp,Kevis Bea Goodman; Spencer Strub,27812,,1,11,3,1,,,,,,,,2,,,,,,18
2014 Fall,English,ENGLISH,English,R1A,005,Reading And Comp,Jose Villagrana; Kevis Bea Goodman,27815,,2,11,1,1,,,,,,,,,,,,,,15
2014 Fall,English,ENGLISH,English,R1A,006,Reading And Comp,Aileen Liu; Kevis Bea Goodman,27818,,3,7,2,2,1,,,,,,,,,,,,1,16
2014 Fall,English,ENGLISH,English,R1A,007,Reading And Comp,Isaac Zisman; Kevis Bea Goodman,27821,,1,8,4,4,1,2,,,,,,,,,,,,20
2014 Fall,English,ENGLISH,English,R1A,008,Reading And Comp,Esther Yu; Kevis Bea Goodman,27824,,6,8,1,1,,,,,,,,,,,,,,16
2014 Fall,English,ENGLISH,English,R1A,009,Reading And Comp,Kevis Bea Goodman; Lucy Sirianni,27827,,6,2,2,4,3,,,1,,,,,,,,,,18
2014 Fall,English,ENGLISH,English,R1A,010,Reading And Comp,Kevis Bea Goodman; Matthew Ramirez,27830,,10,3,5,,,,,,,,,,,,,,,18
2014 Fall,English,ENGLISH,English,R1B,001,Reading And Comp,Anna Abramson; Kevis Bea Goodman,27833,,2,,2,8,3,1,1,,,,,,,,,,1,18
2014 Fall,English,ENGLISH,English,R1B,002,Reading And Comp,Christopher Miller; Kevis Bea Goodman,27836,,1,3,6,4,1,1,,,,,,,,,,,1,17
2014 Fall,English,ENGLISH,English,R1B,003,Reading And Comp,Amy Lee; Kevis Bea Goodman,27839,,2,3,8,2,1,,,,,,,,,,,,,16
2014 Fall,English,ENGLISH,English,R1B,004,Reading And Comp,Kevis Bea Goodman; Ryan Mcwilliams,27842,1,6,3,6,3,,,,,,,,,,,,,,19
2014 Fall,English,ENGLISH,English,R1B,005,Reading And Comp,Kevis Bea Goodman; Khalil Sullivan,27845,4,3,10,1,1,2,,,,,,,,,,,,,21
2014 Fall,English,ENGLISH,English,R1B,006,Reading And Comp,Katherine Ding; Kevis Bea Goodman,27848,,5,,3,3,3,,,,,,,,,,,,,14
2014 Fall,English,ENGLISH,English,R1B,007,Reading And Comp,Gillian Osborne; Kevis Bea Goodman,27851,1,6,7,2,1,,,,,,,,,,,,,,17
2014 Fall,English,ENGLISH,English,R1B,008,Reading And Comp,Catherine Browning,27852,1,5,4,5,2,1,,,,,,,1,,,,,,19
2014 Fall,English,ENGLISH,English,R1B,009,Reading And Comp,Catherine Browning,28742,1,7,3,2,2,,,,1,,,,,,,,,,16
2014 Fall,English,ENGLISH,English,26,001,Intro To Poetry,Nilofar Gardezi,27854,,3,6,,1,,,,,,,,,5,,2,,1,18
2014 Fall,English,ENGLISH,English,26,002,Intro To Poetry,Anne-Lise Francois,27856,2,7,4,6,,,,,,,,,,,,,,1,20
2014 Fall,English,ENGLISH,English,28,001,Intro To Drama,Joseph Lavery,27860,,7,16,2,1,,,,,,,,,,,,,,26
2014 Fall,English,ENGLISH,English,31AC,001,Lit Amer Cultures,Nadia Ellis Russell,27863,,17,7,5,,,,,,,,,,,,,,,29
2014 Fall,English,ENGLISH,English,45A,001,Lit In English,Jeffrey Knapp,27869,,11,14,24,21,11,2,1,1,,,,1,3,,,,2,91
2014 Fall,English,ENGLISH,English,45A,002,Lit In English,Emily Thornbury,27881,1,6,16,11,8,3,,,,,,,1,3,,,,1,50
2014 Fall,English,ENGLISH,English,45B,001,Lit In English,Janet Sorensen,27890,,24,22,28,11,4,1,2,,,,,,2,,,,,94
2014 Fall,English,ENGLISH,English,45B,002,Lit In English,Celeste Langan,27902,,2,6,5,4,1,,,,,,,,,,,,,18
2014 Fall,English,ENGLISH,English,45C,001,Lit In English,Steven Lee,27911,,21,24,20,14,6,1,,,1,,,,3,,,,1,91
2014 Fall,English,ENGLISH,English,45C,002,Lit In English,Mark Goble,27923,,8,17,14,4,2,1,2,,,,,,4,,,,2,54
2014 Fall,English,ENGLISH,English,C77,001,Int Environ Studies,Garrison Sposito; Robert Hass,27935,,9,9,8,,,,,,,,,,2,,,,,28
2014 Fall,English,ENGLISH,English,98,009,Directed Group Stdy,Georgina Kleege,28700,,,,,,,,,,,,,,16,,1,,,17
2014 Fall,English,ENGLISH,English,98BC,002,Directed Group Stud,Kathleen Donegan; Leila Mansouri,28655,,,,,,,,,,,,,,19,,1,,,20
2014 Fall,English,ENGLISH,English,104,001,Intro To Old Engl,Emily Thornbury,28019,,10,8,7,5,1,,2,,,,,,10,,1,,,44
2014 Fall,English,ENGLISH,English,115A,001,Eng Renaissance,David Marno,28022,,5,12,9,15,8,5,,,,,,,4,,,,,58
2014 Fall,English,ENGLISH,English,115B,001,Eng Renaissance,Victoria Kahn,28025,,3,2,5,2,1,3,5,,,,,,5,,1,,,27
2014 Fall,English,ENGLISH,English,117S,001,Shakespeare,Charles Altieri,28028,1,7,4,5,4,1,,,,,,,,3,,1,,2,28
2014 Fall,English,ENGLISH,English,117S,002,Shakespeare,Oliver Arnold,28031,,7,22,22,35,7,,1,1,,,,,1,,,,2,98
2014 Fall,English,ENGLISH,English,119,001,Lit Rest & Ear 18 C,James Turner,28046,,2,1,,1,1,,,,,,,,6,,,,,11
2014 Fall,English,ENGLISH,English,125D,001,20th Century Novel,Donna Jones,28049,,2,14,11,6,5,,,1,,,,,3,,2,,1,45
2014 Fall,English,ENGLISH,English,126,001,British Lit/1900-45,Charles Blanton,28052,,14,7,9,3,,,,,,,,,4,,,,1,38
2014 Fall,English,ENGLISH,English,127,001,Modern Poetry,Charles Altieri,28067,,8,12,5,3,1,,,1,,,,1,9,,2,,1,43
2014 Fall,English,ENGLISH,English,130A,001,Am Lit: Before 1800,Samuel Otter,28070,,6,5,12,7,5,2,1,2,,,,1,4,,,,1,46
2014 Fall,English,ENGLISH,English,130B,001,Amer Lit: 1800-1865,Mitchell Breitwieser,28073,8,14,16,7,1,,,,,,,,,5,,,,5,56
2014 Fall,English,ENGLISH,English,133B,001,Af Am Since 1917,Abdul Janmohamed,28079,1,5,4,6,3,1,1,,,,,,1,,,,,1,23
2014 Fall,English,ENGLISH,English,133T,001,Topics Af Am,Abdul Janmohamed,28082,,2,4,7,1,,,,,,,,,,,,,,14
2014 Fall,English,ENGLISH,English,135AC,001,Lit Amer Cultures,Bryan Wagner,28091,,30,30,13,6,9,1,3,1,,,,,10,,1,,,104
2014 Fall,English,ENGLISH,English,C136,001,American Studies,Richard Hutson,28106,,11,6,1,1,2,1,,,,,,,1,,,,,23
2014 Fall,English,ENGLISH,English,138,001,Stud Wor Lit Eng,Poulomi Saha,28109,4,4,4,,3,,,1,,,,1,,1,,,,,18
2014 Fall,English,ENGLISH,English,141,001,Modes Of Writing,Melanie Chandra,28112,,29,15,2,,1,,,,,,,,,,,,,47
2014 Fall,English,ENGLISH,English,141,002,Modes Of Writing,Robert Hass,28115,,14,25,6,1,,,,,,,,,,,,,,46
2014 Fall,English,ENGLISH,English,143A,001,Short Fiction,Vikram Chandra,28118,,10,,,,,,,,,,,,,1,,,,11
2014 Fall,English,ENGLISH,English,143N,001,Prose Nonfiction,Georgina Kleege,28133,,11,4,,,,,,,,,,,,,,,,15
2014 Fall,English,ENGLISH,English,143N,002,Prose Nonfiction,Donald Mcquade,28136,,10,1,,,,,,,,,,,,,,,,11
2014 Fall,English,ENGLISH,English,161,001,Int To Lit Theory,Dorothy Hale,28139,,8,2,5,4,2,,,,,,,1,5,,1,,1,29
2014 Fall,English,ENGLISH,English,165,001,Special Topics,John Campion,28142,1,7,2,1,1,,,,,,,,,,,,,,12
2014 Fall,English,ENGLISH,English,165,003,Special Topics,John Campion,28148,,6,4,4,,,,,,,,,,1,,,,,15
2014 Fall,English,ENGLISH,English,165,005,Special Topics,Hertha Wong,28154,3,10,14,3,,,,,,,,,,1,,,,,31
2014 Fall,English,ENGLISH,English,166,002,Special Topics,David Montejano; Genaro Padilla,28163,,2,5,,3,,,,,,,,,2,,,,1,13
2014 Fall,English,ENGLISH,English,166,003,Special Topics,Carla Serpell,28166,1,7,17,6,2,3,1,,,,,,,5,,,,1,43
2014 Fall,English,ENGLISH,English,171,001,Lit And Sexual Iden,Elizabeth Abel,28169,,6,4,8,6,5,2,,,,,,,3,,1,,2,37
2014 Fall,English,ENGLISH,English,173,001,Lang/Lit Of Films,Kent Puckett,28172,,3,25,18,7,,,,,,,,,1,,,,1,55
2014 Fall,English,ENGLISH,English,174,001,Lit & History,Celeste Langan,28178,,2,4,6,4,1,,,,,,,,3,,,,,20
2014 Fall,English,ENGLISH,English,175,001,Lit And Disability,Georgina Kleege,28181,,13,9,12,5,1,,,,,,,,1,,,,1,42
2014 Fall,English,ENGLISH,English,190,001,Research Seminar,Kathleen Donegan,28190,2,4,4,1,3,,,,,,,,,,,,,1,15
