Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2014-2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 3/16/2015,,,,,,,,,,, ,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,005,Elementary Korean,Minsook Kim; Seung-Eun Chang; Soojin Lee,21915,5,9,3,,,,,,,,,,,1,,,,,18
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,1B,006,Elementary Korean,Kijoo Ko; Minsook Kim; Soojin Lee,21917,1,7,3,,,,,,,1,,,,1,,,,,13
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,1BX,001,Elem Korean Heritag,Jiyoung Kim; Minsook Kim,21918,,7,5,1,,,,,,,,,1,2,,,,,16
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,1BX,002,Elem Korean Heritag,Jiyoung Kim; Minsook Kim,21921,,10,4,3,1,,,,,,,,,,,,,,18
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,7B,001,Modern Korean Lit,Hyun Suk Park,21924,4,16,7,3,5,,1,1,,,,,,5,,2,,,44
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,10B,001,Intermediate Korean,Kijoo Ko; Soojin Lee,21936,1,11,5,,1,,,,,,,,,2,1,,,,21
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,10BX,001,Int Korean Heritag,Meehyei Lee; Soojin Lee,21942,,9,7,1,,1,,,,,,,,2,,,,,20
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,10BX,002,Int Korean Heritag,Meehyei Lee; Soojin Lee,21945,1,12,2,,,1,,,1,,,,,,,,,,17
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,100B,001,Advanced Korean,Seung-Eun Chang,21954,1,10,1,,1,,1,,,,,,,,,,,,14
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,100BX,001,Adv Korean Heritag,Junghee Park,21957,,12,3,,1,1,,,,,,,,,,,,,17
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,100BX,002,Adv Korean Heritag,Junghee Park,21960,,10,6,1,,,,,,,,,,,,,,,17
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,102,001,4th Yr Read--Soc/Hi,Meehyei Lee,21963,3,17,2,2,,,,,,,,,,,,,,,24
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,112,001,Fifth-Year: Researc,Kijoo Ko,21966,2,12,4,,,,,,,,,,,1,,,,,19
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,150,001,Mod Korean Poetry,Youngmin Kwon,21969,4,9,2,19,15,,5,,,,,,,3,,,,,57
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,153,001,Mod Korean Lit,Youngmin Kwon,21972,2,18,6,18,4,,2,,,,,,,3,,,,,53
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,172,001,Gender & Korean Lit,Hyun Suk Park,21975,1,8,,1,1,,,,,,,,2,1,,2,,,16
2015 Spring,East Asian Lang & Culture,KOREAN,Korean,174,001,Mod Korean Fiction,Hyun Suk Park,21978,4,6,3,1,,,,,,,,,,1,,,,,15
2015 Spring,East Asian Lang & Culture,TIBETAN,Tibetan,115,001,Contemporary Tibet,Jann Ronis,22206,,5,4,1,1,,,,,,,,,2,,,,,13
2015 Spring,Economics,ECON,Economics,1,001,Intro To Economics,Enrico Moretti,22303,8,91,80,85,86,81,84,76,50,,14,,24,25,,8,,2,714
2015 Spring,Economics,ECON,Economics,2,001,Intro Econ-Lecture,Joseph Lough,22378,5,17,10,14,14,11,8,7,5,,,,3,10,,3,,,107
2015 Spring,Economics,ECON,Economics,C3,001,Intro To Env Econ,Gordon Rausser,22393,2,9,4,1,10,6,3,5,2,,,,2,1,,2,,1,48
2015 Spring,Economics,ECON,Economics,100A,001,Micro Analysis,Calanit Kamala,22414,9,108,50,70,58,43,42,24,6,,8,,10,6,,6,,3,443
2015 Spring,Economics,ECON,Economics,100B,001,Macro Analysis,Steven Wood,22462,1,35,55,79,77,75,39,24,13,,4,,6,13,,15,,,436
2015 Spring,Economics,ECON,Economics,101A,001,Econ Theory--Micro,Stefano Dellavigna,22510,7,32,15,14,10,4,1,1,1,,2,,,1,,3,,,91
2015 Spring,Economics,ECON,Economics,101B,001,Econ Theory--Macro,Michael Arnold,22522,3,12,11,11,6,2,,,,,,,1,3,,,,,49
2015 Spring,Economics,ECON,Economics,113,001,Amer Econ History,Martha Olney,22540,1,25,23,4,9,10,8,3,,,,,,9,,3,,,95
2015 Spring,Economics,ECON,Economics,121,001,Ind Org & Pub P,Aaron Edlin,22555,3,6,13,9,7,1,1,2,,,,,,3,,,,,45
2015 Spring,Economics,ECON,Economics,124,001,Special Topics Io,Glenn Woroch,22570,,4,7,3,1,2,1,,,,,,1,2,,,,,21
2015 Spring,Economics,ECON,Economics,C125,001,Environmental Econ,Helene Ollivier,22573,5,19,13,5,5,,,,,,,,1,6,,2,,,56
2015 Spring,Economics,ECON,Economics,131,001,Public Economics,Emmanuel Saez,22594,1,13,25,19,23,14,8,6,4,3,,,2,11,,3,,,132
2015 Spring,Economics,ECON,Economics,136,001,Financial Economics,Raymond Hawkins,22615,10,45,40,16,10,6,6,1,,,1,,1,7,,1,,2,146
2015 Spring,Economics,ECON,Economics,138,001,Finan & Behav Econ,Raymond Hawkins,22636,10,36,30,33,17,9,1,1,1,,,,,13,,2,,,153
2015 Spring,Economics,ECON,Economics,140,001,Econometrics,Glenn Woroch,22651,2,50,26,25,42,22,21,25,9,,1,,3,3,,4,,3,236
2015 Spring,Economics,ECON,Economics,141,001,Econometric Analys,Bart Hobijn,22672,5,8,7,12,5,3,3,,,,,,4,,,1,,,48
2015 Spring,Economics,ECON,Economics,151,001,Labor Economics,Archana Dube,22681,11,34,38,63,29,8,20,5,5,,,,,8,,,,,221
2015 Spring,Economics,ECON,Economics,152,001,Wage Theory,Christopher Walters,22684,4,12,8,8,12,8,6,7,1,,,,,6,,3,,1,76
2015 Spring,Economics,ECON,Economics,155,001,Urban Econ,Patrick Kline,22690,13,12,12,17,16,11,,5,,,,,1,8,,,,,95
2015 Spring,Economics,ECON,Economics,161,001,Trans East Europe,Joseph Lough,22693,5,1,,2,2,3,2,,1,,,,2,5,,2,,1,26
2015 Spring,Economics,ECON,Economics,162,001,Chinese Economy,David Roland-Holst,22696,2,20,34,21,18,17,7,1,4,,2,,1,19,,6,,2,154
2015 Spring,Economics,ECON,Economics,174,001,Poverty Impact Eval,Frederico Finan,22714,5,13,7,9,16,4,5,2,,,,,,8,,,,,69
2015 Spring,Economics,ECON,Economics,C175,001,Econ Demography,Joshua Goldstein; Ryan Edwards,22729,4,14,25,29,22,15,2,3,2,,,,1,17,,3,,,137
2015 Spring,Economics,ECON,Economics,C181,001,International Trade,Andres Rodriguez-Clare,22744,,20,10,16,25,12,4,5,4,,3,,2,8,,1,,,110
2015 Spring,Economics,ECON,Economics,183,001,Intl Econ Seminar,Archana Dube,22765,3,3,7,6,6,,,,,,,,,,,,,,25
2015 Spring,Economics,ECON,Economics,191,001,Topic Econ Research,Joseph Farrell,22768,4,13,1,2,1,,,,,,,,,,,,,,21
2015 Spring,Economics,ECON,Economics,196,001,Topics In Economics,Harrison Dekker; Michael Jansson,22893,,10,3,,,,,,,,,,,3,,,,,16
2015 Spring,Economics,ECON,Economics,198,003,Directed Group Stdy,Raymond Hawkins,22939,,,,,,,,,,,,,,10,2,,,,12
2015 Spring,Education,EDUC,Education,40AC,001,Experiencing Educ,Zeus Leonardo,24448,2,19,2,2,1,,,3,,,,,1,2,,,,,32
2015 Spring,Education,EDUC,Education,114A,001,Early Develop/Educ,Irenka Dominguez-Pareto,23713,6,2,8,7,2,4,2,1,,,,1,1,1,,1,,,36
2015 Spring,Education,EDUC,Education,130,001,Know Learn Math Sci,Benedikt Harrer; Dor Abrahamson,23722,2,22,7,3,2,2,,,,,,,,,,1,,,39
2015 Spring,Education,EDUC,Education,131AC,001,Sci And Math Equity,Rebecca Poon,23725,2,22,7,2,,1,,,,,,,,,,,,,34
2015 Spring,Education,EDUC,Education,140AC,001,Liter:Ind & Soc Dev,Glynda Hull,23728,,17,3,2,,,1,,,,,,1,,,,,,24
2015 Spring,Education,EDUC,Education,140AC,002,Liter:Ind & Soc Dev,Glynda Hull,23731,,8,2,4,1,,,1,1,,,,1,2,,,,,20
2015 Spring,Education,EDUC,Education,140AC,003,Liter:Ind & Soc Dev,Glynda Hull,23734,,11,5,1,1,,,,,,,,1,3,,,,,22
2015 Spring,Education,EDUC,Education,160,001,Soc Studies Methods,Rachel Reinhard,23737,,11,5,2,,,,,,,,,,,,,,1,19
2015 Spring,Education,EDUC,Education,183,001,High School In Amer,Daniel Perlstein,23740,6,15,24,12,4,1,,2,,1,,,2,6,,,,,73
2015 Spring,Education,EDUC,Education,188B,001,Native Amer Educ,Sahara Baquedano-Lopez,23755,2,14,1,1,3,,,1,1,,,,,,,,,1,24
2015 Spring,Education,EDUC,Education,190,001,Critical Studies,Glynda Hull,23758,,17,7,2,,3,2,,,,,,1,2,,,,,34
2015 Spring,Education,EDUC,Education,190,002,Critical Studies,Glynda Hull,23761,1,21,3,4,,1,1,,,,,,,,,,,,31
2015 Spring,Education,EDUC,Education,190,003,Critical Studies,Glynda Hull,23764,2,8,5,5,2,,1,,,,,,,,,,,,23
2015 Spring,Education,EDUC,Education,190,004,Critical Studies,Glynda Hull,23766,,7,17,4,1,,,,,,,,,,,,,,29
2015 Spring,Education,EDUC,Education,195B,001,Special Topics,Richard Mccallum,23767,1,23,,,,,,,,,,,,2,,,,,26
2015 Spring,Education,EDUC,Education,197,001,Field Study,Richard Mccallum,23770,,,,,,,,,,,,,,23,,2,,2,27
2015 Spring,Education,EDUC,Education,197,048,Field Study,Glynda Hull,23845,,,,,,,,,,,,,,36,,3,,,39
2015 Spring,Education,EDUC,Education,198,037,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,23962,,,,,,,,,,,,,,18,,1,,,19
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9E,001,Productive Unix Use,Paul Hilfinger,25662,,,,,,,,,,,,,,31,1,28,,18,78
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9F,001,Programmers' C++,Paul Hilfinger,25665,,,,,,,,,,,,,,16,3,13,1,5,38
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9G,001,Programmers' Java,Paul Hilfinger,25668,,,,,,,,,,,,,,4,,5,,3,12
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,9H,001,Programmers' Python,Paul Hilfinger,25671,,,,,,,,,,,,,,7,6,6,,3,22
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,10,001,Beauty Joy Computng,Daniel Garcia,25674,20,61,19,10,19,2,5,4,2,,1,,6,52,1,16,,1,219
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,47B,001,Supl Data Structure,Paul Hilfinger,25749,1,4,1,,2,,,,,,,,,,,1,,1,10
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61A,001,Str Interp Cmp Prgs,John Denero,25755,31,110,116,153,171,55,31,24,25,4,6,3,21,110,3,62,,4,929
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,001,Str Interp Comp Prg,Jesse Halim; Paul Hilfinger,25902,1,,1,3,3,2,,1,,2,,,1,3,,8,,,25
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,002,Str Interp Comp Prg,Paul Hilfinger; Reia Cho,25905,3,,,3,4,2,1,2,1,,,,2,2,,7,,2,29
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61AS,004,Str Interp Comp Prg,Judy Wang; Paul Hilfinger,25911,1,,1,1,3,,,,,1,,,,5,,3,,,15
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,001,Data Structures,Joshua Hug,25914,6,67,80,92,82,37,20,22,7,4,6,5,15,23,1,14,,6,487
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61B,002,Data Structures,Joshua Hug,25917,13,62,104,93,88,31,15,18,10,9,3,5,9,25,1,19,1,6,512
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,61C,001,Machine Structures,Krste Asanovic; Vladimir Stojanovic,26088,12,46,22,50,72,55,33,32,13,,19,,5,4,,10,,3,376
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,70,001,Discrete Math&Prob,Umesh Vazirani,26175,17,57,60,97,109,44,26,24,23,9,8,,8,1,,16,,5,504
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,97,203,Field Study,Joshua Hug,26244,,,,,,,,,,,,,,38,,7,,,45
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,97,204,Field Study,John Denero,26247,,,,,,,,,,,,,,122,,3,,,125
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,97,205,Field Study,Krste Asanovic; Vladimir Stojanovic,26250,,,,,,,,,,,,,,8,,14,,,22
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,001,Directed Group Stdy,Daniel Garcia,26253,,,,,,,,,,,,,,19,,3,,,22
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,003,Directed Group Stdy,Daniel Garcia,26259,,,,,,,,,,,,,,21,,1,,,22
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,032,Directed Group Stdy,Bjorn Hartmann,25697,,,,,,,,,,,,,,51,,1,,,52
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,034,Directed Group Stdy,Bjorn Hartmann,25729,,,,,,,,,,,,,,19,,2,,,21
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,047,Directed Group Stdy,Pieter Abbeel,26260,,,,,,,,,,,,,,48,,2,,,50
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,050,Directed Group Stdy,John Denero; Thomas Warloe,26261,,,,,,,,,,,,,,24,,1,,,25
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,052,Directed Group Stdy,John Denero,25709,,,,,,,,,,,,,,159,,12,,,171
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,98,054,Directed Group Stdy,Joshua Hug,25751,,,,,,,,,,,,,,55,,3,,,58
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,160,001,User Interfaces,Andrew Carle,26316,1,18,22,17,16,5,9,2,,,1,,2,2,,,,,95
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,161,001,Computer Security,Xiaodong Song,26331,6,28,13,29,49,34,10,15,5,,3,,5,7,,5,,,209
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,162,001,Op Sys And Sys Prog,John Kubiatowicz,26358,4,29,60,74,51,29,22,8,7,3,1,1,,6,,7,,1,303
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,164,001,Prog Lang And Comp,Paul Hilfinger,26397,8,24,25,9,7,10,7,4,2,1,,1,,9,,1,,,108
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,169,001,Software Engineer,Armando Fox,26412,9,52,45,21,33,16,9,29,8,,3,,4,7,,2,,,238
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,170,001,Intro Cs Theory,Christos Papadimitriou; Prasad Raghavendra,26433,10,78,59,68,145,50,23,39,21,,9,,3,12,2,8,,1,528
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,172,001,Comp And Complexity,Luca Trevisan,26478,7,12,5,5,3,6,3,5,3,,,,1,5,,3,,,58
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,174,001,Comb And Disc Prob,Michael Jordan,26487,,29,,,42,,,8,,,1,,,6,,3,,,89
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,184,001,Computer Graphics,James O'Brien,26502,8,9,20,10,7,8,10,4,2,,,,8,2,,1,,1,90
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,186,001,Intro To Database,Joseph Hellerstein,26517,12,77,19,37,105,23,19,26,6,3,4,,1,9,,5,,,346
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,188,001,Artif Intelligence,Pieter Abbeel,26550,13,63,100,141,113,63,39,18,5,2,1,,6,2,2,4,2,4,578
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,189,001,Intro Machine Learn,Alexei Efros; Peter Bartlett,26586,14,45,13,76,57,19,12,17,1,,3,3,2,27,,6,,,295
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,005,Special Topics,David Culler,26613,2,12,1,,2,,,,,,,,,1,,,,,18
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,008,Special Topics,Daniel Garcia; James O'Brien,26616,3,4,4,2,1,,,,,,,,,,,1,,,15
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,194,027,Special Topics,David Culler,26618,1,7,2,,1,,,,,,,,,,,,,,11
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,195,001,Social Implic Comp,John Denero,26619,,,,,,,,,,,,,,267,,1,,,268
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,197,204,Field Study,John Denero,26646,,,,,,,,,,,,,,38,,4,,,42
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,001,Directed Group Stdy,Daniel Garcia,26652,,,,,,,,,,,,,,42,,4,,,46
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,032,Directed Group Stdy,Bjorn Hartmann,25700,,,,,,,,,,,,,,41,1,10,,,52
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,034,Directed Group Stdy,Bjorn Hartmann,25727,,,,,,,,,,,,,,23,,1,,,24
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,035,Directed Group Stdy,Bjorn Hartmann,25730,,,,,,,,,,,,,,20,,4,,,24
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,041,Directed Group Stdy,Cameron Baradar; Michel Maharbiz,25756,,,,,,,,,,,,,,8,2,1,,,11
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,047,Directed Group Stdy,Pieter Abbeel,26659,,,,,,,,,,,,,,39,,3,,,42
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,050,Directed Group Stdy,John Denero; Thomas Warloe,26660,,,,,,,,,,,,,,26,1,,,,27
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,052,Directed Group Stdy,John Denero,25747,,,,,,,,,,,,,,16,,3,,,19
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,054,Directed Group Stdy,Joshua Hug,25753,,,,,,,,,,,,,,18,,1,,,19
2015 Spring,Electrical Eng & Comp Sci,COMPSCI,Computer Science,198,100,Directed Group Stdy,Paul Hilfinger,26661,,,,,,,,,,,,,,8,,3,,,11
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,16A,001,Design Info Dev I,Babak Ayazifar; Claire Tomlin; Elad Alon,24503,14,25,5,7,3,1,1,,,,,,,,,,,1,57
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,20,001,Sys And Signals,Avideh Zakhor; Babak Ayazifar,24551,3,88,7,6,86,7,3,62,3,1,4,2,2,1,,4,,2,281
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,40,001,Int Micro Circuits,Michel Maharbiz,24602,26,43,35,49,49,57,31,29,22,12,6,1,5,1,,5,,,371
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,98,001,Directed Group Stdy,Clark Nguyen,24659,,,,,,,,,,,,,,20,,1,,,21
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,98,002,Directed Group Stdy,Pieter Abbeel,24662,,,,,,,,,,,,,,26,,3,,,29
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,105,001,Micro Dev & Cir,David Allstot,24689,1,5,3,7,8,5,5,,,3,1,,,2,,,,1,41
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,117,001,Em Fields & Waves,Eli Yablonovitch,24707,,6,,1,4,1,2,2,1,,,,,,,,,,17
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,120,001,Signals And Systems,Murat Arcak,24716,3,14,23,5,12,10,11,4,,1,,,2,,,1,,,86
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,122,001,Comm Networks,Adam Wolisz,24728,1,5,3,5,3,,1,,4,2,2,1,4,1,,,1,1,34
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,123,001,Digit Sig Process,Shimon Lustig,24737,1,8,8,5,3,1,2,,,,,,,4,1,,,2,35
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,126,001,Prob & Random Proc,Abhay Parekh,24743,1,8,,3,11,2,5,1,1,,,,,6,,,,,38
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,127,001,Optimization Models,Laurent El Ghaoui,24749,2,8,6,3,7,3,,,,,,,1,2,,2,,,34
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,C128,001,Feedback Cntrl Sys,Ronald Fearing,24761,1,8,4,4,2,4,2,1,2,,1,,1,2,,,,,32
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,134,001,Photovoltaic Devic,Ana Arias,24791,2,6,2,4,4,3,3,2,1,,2,,,,1,1,,,31
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,137B,001,Elec Power Systems,Alexandra Von Meier,24800,,7,3,2,1,,,,,,,,,,,,,,13
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,140,001,Lin Integ Circ,Kristofer Pister,24806,1,7,2,2,,2,,,1,,,,,2,,,,1,18
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,143,001,Microfab Tech,Ali Javey,24836,2,10,5,4,,,,,,,1,,,1,,,,,23
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,192,001,Mechtron Design Lab,Ronald Fearing,24866,1,5,7,9,3,1,,,,,,,,6,1,,,,33
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,198,001,Directed Group Stdy,Clark Nguyen,24893,,,,,,,,,,,,,,12,1,1,,,14
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,198,002,Directed Group Stdy,Pieter Abbeel,24896,,,,,,,,,,,,,,32,,1,,,33
2015 Spring,Electrical Eng & Comp Sci,EL ENG,Electrical Engineering,198,006,Directed Group Stdy,Clark Nguyen,24907,,,,,,,,,,,,,,12,,2,,,14
2015 Spring,Energy & Resources Group,"ENE,RES",Energy and Resources,102,001,Global Env Probs,John Harte,27162,5,28,10,1,6,,,8,,,,,,4,,1,,1,64
2015 Spring,Energy & Resources Group,"ENE,RES",Energy and Resources,190,001,"Ene,Env Dev Sec Iss",Julian Fulton,27189,,12,9,5,6,1,1,1,,1,2,,,3,,,,,41
2015 Spring,Engineering Science,DES INV,Design Innovation,190,001,Spec Topics Des Inv,Bjorn Hartmann; Greg Niemeyer; Robert Full,18403,,22,,,,,,,,,,,,2,,,,,24
2015 Spring,Engineering Science,DES INV,Design Innovation,190,002,Spec Topics Des Inv,Abigail Vanmuijen,18406,,21,3,1,2,,,,,,,,,1,2,,,,30
2015 Spring,Engineering Science,ENGIN,Engineering,7,001,Intr Computer Prog,Raja Sengupta,27403,6,21,41,39,77,82,54,30,13,6,4,1,5,6,,1,,1,387
2015 Spring,Engineering Science,ENGIN,Engineering,25,001,Vis For Des,Dennis Lieu,27466,2,11,4,3,8,4,4,5,,,1,,,1,,1,,,44
2015 Spring,Engineering Science,ENGIN,Engineering,26,001,3 Dimen Mod Des,Kourosh Youssefi,27469,,32,11,8,23,4,1,1,1,,,,,,,,,,81
2015 Spring,Engineering Science,ENGIN,Engineering,27,001,Intro Manfctrng Tol,Hayden Taylor,27472,5,16,3,4,9,4,3,2,1,,1,,,,,,,1,49
2015 Spring,Engineering Science,ENGIN,Engineering,45,001,Prop Of Matls,Mark Asta,27475,1,12,11,6,11,5,2,4,1,,1,,1,,,,,1,56
2015 Spring,Engineering Science,ENGIN,Engineering,98,001,Directed Group Stdy,Ikhlaq Sidhu,27493,,,,,,,,,,,,,,31,,2,,,33
2015 Spring,Engineering Science,ENGIN,Engineering,120,001,Prin Of Engr Econom,Enzo Sauma,27499,11,39,32,23,14,5,,3,,,,,,6,,2,,,135
2015 Spring,Engineering Science,ENGIN,Engineering,157AC,001,"Eng,Envrn & Society",Khalid Kadir,27511,,22,6,5,8,1,,,,,,,,6,,,,1,49
2015 Spring,Engineering Science,ENGIN,Engineering,177,001,Adv Progrmmng Mtlab,Michael Frenklach,27523,7,22,17,15,15,7,12,3,3,1,2,1,,1,,,,,106
2015 Spring,Engineering Science,ENGIN,Engineering,198,001,Directed Group Stdy,Ikhlaq Sidhu,27526,,,,,,,,,,,,,,82,3,,,,85
2015 Spring,English,ENGLISH,English,R1A,001,Reading And Comp,Aristides Dimitriou; Kevis Bea Goodman,27803,,3,6,4,2,,1,1,,,,,,,,,,,17
2015 Spring,English,ENGLISH,English,R1A,002,Reading And Comp,Katherine Ding; Kevis Bea Goodman,27806,,,2,4,4,3,1,,,,,,,,,,,,14
2015 Spring,English,ENGLISH,English,R1A,003,Reading And Comp,David Vandeloo; Kevis Bea Goodman,27809,,1,1,7,6,1,,1,1,,,,,,,,,,18
2015 Spring,English,ENGLISH,English,R1A,004,Reading And Comp,Chad Crosson; Kevis Bea Goodman,27812,,1,3,4,4,,,2,1,1,1,,,,,,,,17
2015 Spring,English,ENGLISH,English,R1A,005,Reading And Comp,Christopher Mead; Kevis Bea Goodman,27815,,5,6,3,3,,,,,,,,,,,,,,17
2015 Spring,English,ENGLISH,English,R1A,006,Reading And Comp,Kevis Bea Goodman; Khalil Sullivan,27818,3,6,4,2,4,,,,,,,,,,,,,,19
2015 Spring,English,ENGLISH,English,R1A,007,Reading And Comp,Kevis Bea Goodman; Ryan Mcwilliams,27821,,3,8,3,3,,,,,,,,,,,,,,17
2015 Spring,English,ENGLISH,English,R1A,008,Reading And Comp,Nilofar Gardezi,27823,,1,3,1,3,,,,,,,,2,,,,,,10
2015 Spring,English,ENGLISH,English,R1B,001,Reading And Comp,Jose Villagrana; Kevis Bea Goodman,27824,,3,6,5,,1,,,,,,,1,,,,,,16
2015 Spring,English,ENGLISH,English,R1B,002,Reading And Comp,Kevis Bea Goodman; Sharon Hsu,27827,,5,3,5,4,,,,,,,,,,,,,,17
