Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AERO ENG,1,29273,001,Aero Eng 1 Seminar,Panayiotis Papadopoulos,under,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2
AERO ENG,10,31268,001,Intro Aerosp Design,Philip Marcus; Aaron Berliner; Mark Mueller,under,5,3,3,7,3,3,0,1,3,0,0,0,0,0,0
AERO ENG,198,33687,001,Directed Group Stud,Panayiotis Papadopoulos; Snehaa Ganesh Kumar,under,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
AEROSPC,100,20853,001,Leadership Lab,Michael Kraft; Megan Haley; Stephanie Stewart,under,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
AEROSPC,135A,20854,001,Air Force Studies,Michael Kraft,under,0,9,7,0,2,0,0,0,0,0,0,0,0,0,0
AEROSPC,1A,21148,001,Found Us Air Force,Megan Haley; Stephanie Stewart,under,10,13,5,2,0,0,0,0,0,0,0,0,1,0,1
AEROSPC,1A,24334,002,Found Us Air Force,Megan Haley; Stephanie Stewart,under,7,7,5,2,2,1,0,0,0,1,0,0,0,0,0
AEROSPC,2A,21147,001,Evolut Of Air Power,Megan Haley,under,14,4,4,1,0,2,0,0,0,0,0,0,0,0,1
AEROSPC,2A,24335,002,Evolut Of Air Power,Megan Haley,under,7,4,7,3,1,3,1,1,2,0,1,0,0,5,1
AFRICAM,100,26878,001,Black Intllctl Thgh,Leigh Raiford,under,0,6,12,12,8,2,2,2,0,0,0,0,1,2,0
AFRICAM,101,24432,001,Research Methods,Chiyuma Elliott,under,6,14,5,3,5,1,0,1,0,0,0,0,3,5,1
AFRICAM,114,25949,001,Intro African Ling,Sam Mchombo,under,1,3,9,1,1,1,0,0,0,0,0,0,0,0,0
AFRICAM,116,25948,001,Slavery And African,Ula Taylor,under,0,8,7,6,2,3,4,4,3,0,0,1,1,2,0
AFRICAM,11A,20848,001,Elementary Swahili,David Kyeu,under,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,136,31356,001,Criminal Just& Comm,Nikki Jones; Joanna Cardenas,under,0,38,10,1,3,1,0,0,0,0,1,0,5,0,2
AFRICAM,139,31357,001,Sel Top:Africam Soc,Micah Khater,under,3,8,4,2,3,2,0,1,0,1,0,0,3,0,2
AFRICAM,152F,31358,001,Neo-Slave Narrative,Darieck Scott,under,1,7,6,5,5,1,0,0,1,0,0,0,0,6,0
AFRICAM,153C,31359,001,Toni Morrision,Darieck Scott,under,3,11,3,3,4,1,0,1,0,0,0,0,2,4,3
AFRICAM,159,25950,01,Spec Top Afam Lit,Sam Mchombo,under,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0
AFRICAM,165,31360,001,Eyes On The Prize,Chiyuma Elliott,under,16,7,1,0,2,0,0,0,1,0,1,0,0,0,3
AFRICAM,195,19017,001,Senior Capstone,Leigh Raiford,under,0,6,4,3,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,198BC,16700,001,Directed Group Stud,Nikki Jones; Peace And Love El Henson,under,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
AFRICAM,27AC,23575,001,Lives/Strug/Maj Cul,Michael Cohen,under,0,62,43,12,16,9,2,4,0,0,1,0,2,43,3
AFRICAM,40,32997,001,Special Topics,Daphne Muse,under,0,4,2,1,1,0,1,0,0,0,0,0,0,1,0
AFRICAM,5A,20858,001,Afam Life & Cul U S,Brandi Catanese,under,0,58,17,6,11,2,0,0,0,0,0,0,2,7,1
AFRICAM,98BC,16702,001,Directed Group Stud,Nikki Jones; Peace And Love El Henson,under,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
AFRICAM,C133A,25075,001,Race Urban Sch,Travis Bristol; Ashley Zhou,under,0,11,3,1,3,1,1,0,0,0,0,0,0,4,0
AFRICAM,R1B,23243,001,Freshmn Composition,Victoria Grubbs,under,7,3,4,0,1,1,0,0,0,0,0,0,0,0,0
AGRS,10A,25422,001,Intro Ancnt Greece,Leslie Kurke,under,1,55,17,8,14,2,3,2,0,0,0,0,0,38,2
AGRS,130D,30755,001,The Roman Economy,J Pena,under,2,7,2,6,2,1,0,0,0,0,0,0,1,7,0
AGRS,172,30756,001,Art/Ary Aegean Ba,Kim Shelton,under,1,9,7,3,3,1,0,0,0,0,0,0,4,7,2
AGRS,17A,30751,001,Elem Greek Arch,Grace Erny,under,3,11,11,8,5,3,1,1,0,0,0,0,2,4,0
AGRS,24,32372,001,Freshman Seminars,Anthony Long,under,1,2,2,1,0,0,0,0,0,0,0,0,0,9,0
AGRS,39A,32455,001,Fresh/Soph Sem Cleo,Todd Hickey,under,1,1,2,5,2,1,1,0,2,0,0,0,0,3,0
AGRS,R44,25423,001,Classics Ancnt Med,Giovanni Ferrari; Trevor Murphy,under,2,26,27,15,9,5,1,2,1,1,0,0,0,0,0
AHMA,R1B,26323,001,Read Comp Ahma,Emily Mackil; Darcy Tuttle,under,0,7,1,4,1,2,0,0,0,0,0,0,0,0,0
AHMA,R1B,31468,003,Read Comp Ahma,Emily Mackil; Flavio Santini,under,0,7,3,3,1,1,0,0,0,0,0,0,0,0,0
AMERSTD,10,23102,001,Intro American Stdy,Christine Palmer; Mark Brilliant,under,0,4,7,8,10,7,4,1,0,0,0,0,1,5,1
AMERSTD,10,25710,002,Intro American Stdy,Shannon Steen,under,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0
AMERSTD,10,30851,003,Intro American Stdy,Scott Saul,under,0,3,6,2,5,0,0,1,0,1,0,0,0,0,0
AMERSTD,101,25181,002,Us Cultures In Time,Christine Palmer,under,3,4,10,1,3,0,1,1,0,1,0,0,0,6,2
AMERSTD,101AC,23656,001,Us Cultures In Time,Sarah Gold McBride,under,0,12,14,3,6,5,6,2,0,0,0,0,0,0,0
AMERSTD,102AC,23819,001,Us Cultures/Place,Sarah Gold McBride,under,0,22,15,11,2,0,2,0,0,0,0,0,0,0,0
AMERSTD,110,24668,002,Special Topics,Michael Cohen,under,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0
AMERSTD,189,24396,001,Amerstd Thesis Res,Alexander Craghead,under,1,5,4,0,0,0,0,0,0,0,0,0,0,1,0
AMERSTD,198,33709,002,Directed Group Stdy,Christine Palmer,under,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
AMERSTD,C152,24399,001,Native American Lit,Enrique Lima,under,0,6,2,2,1,0,0,0,0,0,0,0,0,1,0
AMERSTD,C171,20882,001,Amer Dsgn Land 1850,Louise Mozingo; Alan Waxman,under,0,5,1,2,3,0,1,0,0,0,0,0,0,2,0
ANTHRO,106,33024,001,Primate Behavior,Gustav Steinhardt,under,8,9,4,0,3,1,0,1,0,0,0,0,0,1,0
ANTHRO,112,24552,001,Sp Topics: Bio Anth,Louise Corron,under,5,30,9,3,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,115,30737,001,Intro Med Anthro,Corinne Hayden,under,0,29,7,3,1,0,0,1,0,1,0,0,1,4,1
ANTHRO,128,26177,001,Spec Topics In Arch,Lisa Maher,under,8,6,3,0,2,0,0,0,0,0,0,0,0,0,0
ANTHRO,134,32231,001,Anal Archaeo Record,William White,under,0,17,0,0,2,0,0,1,0,0,0,0,1,0,0
ANTHRO,135B,26759,001,Environmental Arch,Junko Habu,under,4,18,11,3,1,3,0,0,0,0,0,0,1,0,1
ANTHRO,136B,32236,001,Museum Methods,Carolyn Smith,under,6,23,6,4,2,0,1,0,0,0,0,0,1,0,0
ANTHRO,140,30827,001,Anthro Of Food,Christine Hastorf,under,11,19,3,3,8,4,0,0,3,2,0,0,3,0,0
ANTHRO,150,24406,001,Utopia: Art & P,Alexei Yurchak,under,3,19,11,6,4,2,2,0,0,0,1,0,2,2,3
ANTHRO,159,33184,001,Indigenous Anthro,Nicholas Laluk,under,30,8,3,0,0,0,0,0,0,0,0,0,1,0,0
ANTHRO,170,23742,001,China,Xin Liu,under,8,15,23,0,0,0,0,0,0,0,0,0,0,5,0
ANTHRO,179,30797,001,The Maya,William Hanks,under,5,22,9,1,1,1,0,0,1,1,0,0,4,0,1
ANTHRO,189,30802,002,Spec Top:Soc/Cult,Karen Nakamura,under,8,9,0,1,1,0,0,1,0,0,0,0,0,0,1
ANTHRO,189,30799,001,Spec Top:Soc/Cult,James Holston,under,0,40,3,1,0,0,0,2,0,0,0,0,1,0,0
ANTHRO,196,19024,001,Undergrad Sem,Daena Funahashi,under,2,4,2,0,0,1,1,0,0,0,0,0,0,0,0
ANTHRO,196,32237,007,Undergrad Sem,Laurie Wilkie,under,11,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,196,30812,006,Undergrad Sem,Sarah Vaughn,under,0,14,7,1,0,0,0,0,0,0,0,0,0,0,1
ANTHRO,2AC,20930,001,Intro Archaeology,Christopher Lowman,under,85,214,37,18,10,3,3,2,0,0,0,1,3,18,1
ANTHRO,3AC,20873,001,Intro Soc/Cult Ac,Arpita Roy,under,4,185,40,22,22,5,5,5,0,1,0,0,2,19,2
