Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AEROSPC,100,23665,001,Leadership Lab,Shawn Stappen; Mary Holman; Michael Kraft; Shawn Whitney,under,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1
AEROSPC,135B,27925,002,Air Force Studies,Mary Holman,under,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
AEROSPC,1A,28790,002,Found Us Air Force,Shawn Whitney,under,0,12,0,0,3,0,0,0,0,0,0,0,3,0,1
AEROSPC,1B,23662,001,Found Us Air Force,Shawn Whitney,under,0,6,0,0,0,0,0,2,0,0,0,0,2,1,0
AEROSPC,1B,26985,002,Found Us Air Force,Shawn Whitney,under,0,20,0,0,1,0,0,0,0,0,0,0,0,2,0
AEROSPC,2B,26986,002,Evolut Of Air Power,Michael Kraft,under,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,100,27009,001,Black Intllctl Thgh,Leigh Raiford; Nicole Ubinas,under,0,18,12,6,7,0,0,1,0,0,0,1,0,6,0
AFRICAM,123,32596,001,Social & Political,Stephen Small,under,0,3,4,5,8,0,0,0,0,0,0,0,2,1,2
AFRICAM,139,30726,001,Sel Top:Africam Soc,G Ugo Nwokeji,under,2,4,4,1,1,0,2,0,0,0,0,0,1,0,0
AFRICAM,139,30727,002,Sel Top:Africam Soc,Tianna Paschel,under,1,14,4,7,6,3,0,1,0,0,0,0,2,1,0
AFRICAM,140,30728,001,Spec Top: Cul Std,Peace And Love El Henson,under,1,2,7,3,4,3,3,0,1,0,1,0,0,2,2
AFRICAM,140,30729,002,Spec Top: Cul Std,Victoria Grubbs,under,0,16,5,0,0,1,0,0,0,0,0,0,1,0,0
AFRICAM,159,23691,001,Spec Top Afam Lit,Chiyuma Elliott,under,12,8,1,0,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,165,30781,001,Eyes On The Prize,Chiyuma Elliott,under,1,19,1,2,2,2,0,0,0,0,0,0,1,0,0
AFRICAM,194B,26779,001,Aatp Seminar,Takiyah Jackson,under,0,46,0,0,3,0,0,0,0,0,0,0,0,2,0
AFRICAM,28AC,23674,001,Glob & Min Am Comm,Frederick Vincent; Kiara Sample,under,11,12,3,1,5,1,0,0,0,0,1,0,1,5,2
AFRICAM,4B,30721,001,Africa:  Hist & Cul,G Ugo Nwokeji,under,11,21,4,1,0,0,0,0,2,0,0,0,0,3,1
AFRICAM,5B,27229,001,Afam Life & Cul U S,Nikki Jones,under,7,36,21,5,7,5,0,5,3,0,0,0,4,4,1
AFRICAM,R1A,23667,001,Fresh Composition,Aya De Leon,under,0,17,0,0,1,1,0,0,0,0,0,0,0,0,0
AFRICAM,R1B,26995,002,Freshmn Composition,Nikki Jones; Elizabeth Hunter,under,6,3,5,2,0,0,0,0,0,0,0,0,2,0,0
AGRS,10B,31329,001,Intro Ancient Rome,Christopher Hallett,under,7,22,15,15,10,8,2,2,2,0,1,0,1,24,1
AGRS,130C,31335,001,Grk Politic Thought,Giovanni Ferrari,under,1,10,9,4,1,1,0,0,0,0,0,0,0,2,0
AGRS,130L,31336,001,Greco-Roman Magic,Trevor Murphy,under,0,7,6,2,7,0,0,0,0,0,0,0,0,1,1
AGRS,170A,31337,001,Classical Arch,Kim Shelton,under,0,4,4,1,3,2,1,0,0,1,1,0,1,5,0
AGRS,17B,31330,001,Elem Roman Arch,J Pena,under,0,8,0,1,0,0,1,0,0,0,0,0,1,11,0
AGRS,28,31333,001,Greek & Roman Myths,Duncan Macrae,under,7,70,65,42,17,3,2,2,0,0,0,1,2,29,2
AGRS,36,31334,001,Greek Philosophy,Giovanni Ferrari,under,6,35,12,8,9,5,2,3,0,0,0,0,3,14,0
AMERSTD,10,23710,001,Intro American Stdy,Christine Palmer; Sarah Gold Mcbride,under,0,15,22,15,9,4,6,3,1,0,0,0,3,9,0
AMERSTD,101,26993,002,Us Cultures In Time,Alexander Craghead,under,2,9,8,2,1,0,0,0,0,0,0,0,0,1,0
AMERSTD,101,23713,001,Us Cultures In Time,David Henkin; Andrew Shanken,under,0,1,10,6,5,3,1,0,1,0,0,0,0,3,1
AMERSTD,102,23714,001,Us Cultures/Place,Sarah Gold Mcbride,under,1,9,12,4,5,5,1,1,0,0,1,1,0,1,1
AMERSTD,102,28061,002,Us Cultures/Place,Alex Saragoza,under,1,15,6,4,1,2,0,2,2,0,0,0,0,9,0
AMERSTD,110,26579,001,Special Topics,Alexander Craghead,under,2,5,1,2,0,0,0,0,0,0,0,0,1,2,0
AMERSTD,191,15443,001,Senior Seminar,Sarah Gold Mcbride,under,0,0,2,1,1,2,0,1,0,1,0,0,3,0,0
AMERSTD,C111E,26609,001,Topics In Amer Stud,Christine Palmer; Bryan Wagner,under,2,5,7,3,3,0,0,0,0,0,0,0,0,1,1
AMERSTD,C172,26992,001,Hist American Bus,Christine Rosen,under,0,4,7,3,7,0,1,0,1,0,0,0,1,8,0
ANTHRO,107,30029,001,Evol Hum Brain,Terrence Deacon,under,9,2,8,3,8,7,2,4,6,0,0,0,2,10,4
ANTHRO,114,27027,001,Hist/Anthro Thought,Rosemary Joyce,under,38,37,0,1,7,1,0,3,1,0,0,0,1,0,1
ANTHRO,115,27271,001,Intro Med Anthro,Karen Nakamura,under,32,49,4,4,1,1,1,2,0,0,1,0,0,2,0
ANTHRO,119,23659,001,Med Anthro Topics,Stefania Pandolfo,under,5,14,0,1,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,121C,27899,001,Hist Artifact/Analy,William White,under,0,23,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,127A,30082,001,Skltl Bio & Bioarch,Sabrina Agarwal; Trent Trombley,under,0,2,6,1,1,0,3,1,1,0,1,0,0,0,0
ANTHRO,135B,27360,001,Environmental Arch,Junko Habu,under,3,5,11,1,1,0,0,0,0,0,0,0,0,1,0
ANTHRO,141,28495,001,Comparative Society,Xin Liu,under,4,3,3,1,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,160AC,26504,001,Forms Of Folklore,Laurie Wilkie,under,75,4,0,1,0,3,0,0,0,0,2,0,3,8,1
ANTHRO,174AC,30084,001,Ca Historical Anth,Kent Lightfoot; Nicholas Laluk,under,8,22,5,4,2,0,1,0,0,0,0,0,0,0,0
ANTHRO,181,30036,001,Middle East & Islam,Charles Hirschkind,under,3,12,8,7,1,2,0,0,0,0,0,0,0,7,0
ANTHRO,184,30037,001,South Asia,Lawrence Cohen,under,1,24,2,0,0,1,0,1,1,0,0,0,0,2,0
ANTHRO,189,15278,001,Spec Top:Soc/Cult,Daena Funahashi,under,27,6,0,1,0,1,0,0,0,0,0,0,1,1,1
ANTHRO,189,32862,003,Spec Top:Soc/Cult,Aarti Sethi,under,4,6,2,1,1,0,2,5,0,0,0,0,0,6,1
ANTHRO,189,30038,002,Spec Top:Soc/Cult,Sarah Vaughn,under,0,10,5,0,1,0,0,0,0,0,0,0,0,1,0
ANTHRO,196,19274,001,Undergrad Sem,Lawrence Cohen,under,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,196,30040,003,Undergrad Sem,Aarti Sethi,under,3,10,2,1,3,0,1,0,0,0,0,0,0,2,0
ANTHRO,196,32685,006,Undergrad Sem,Stefania Pandolfo,under,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,196,30039,002,Undergrad Sem,Corinne Hayden,under,0,7,4,1,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,198,23773,001,Directed Group Stdy,Sabrina Agarwal,under,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
ANTHRO,24,27143,001,Freshman Seminar,Nelson Graburn,under,2,5,1,1,2,0,0,0,0,0,0,0,1,1,0
ANTHRO,2AC,23729,001,Intro Archaeology,Christopher Lowman,under,84,127,17,11,7,4,2,1,1,1,0,0,1,14,0
ANTHRO,39,32875,001,Fresh/Soph Seminar,Nancy Scheper-Hughes,under,4,4,0,0,1,0,0,0,0,0,0,0,0,1,0
ANTHRO,3AC,23740,001,Intro Soc/Cult Ac,Daniel Fisher,under,16,57,88,43,36,23,14,5,4,1,3,2,8,35,14
ANTHRO,R5B,23759,001,Reading & Comp,Wolfgang Alders; Rosemary Joyce,under,4,5,4,0,2,0,0,1,1,0,0,0,0,0,0
ANTHRO,R5B,30027,003,Reading & Comp,Felicia De Pena; Rosemary Joyce,under,4,5,5,0,2,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,30028,004,Reading & Comp,Rosemary Joyce; Carolina Talavera,under,2,8,3,1,1,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,23760,002,Reading & Comp,Rosemary Joyce; Philip Balboni,under,0,7,2,6,2,0,0,0,0,0,0,0,0,0,0
ARABIC,1B,23808,004,Elementary Arabic,Azza Ahmad,under,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0
ARCH,100B,20695,001,Fund Of Arch Design,William Di Napoli,under,2,19,25,28,18,9,4,1,0,0,0,0,2,0,0
ARCH,100D,20703,003,Arch Design Iv,Henry Siegel; Joseph Kennedy; Lawrence Strain,under,0,1,2,5,4,2,0,0,0,0,0,0,0,0,0
ARCH,100D,20704,004,Arch Design Iv,Jennifer Ly,under,0,5,3,2,1,1,0,0,0,0,0,0,0,0,0
ARCH,100D,20705,005,Arch Design Iv,Franklyn Campbell,under,0,4,2,2,4,1,0,0,0,0,0,0,1,0,0
ARCH,100D,20811,006,Arch Design Iv,Jasmit Rangr,under,0,3,4,4,1,2,0,0,0,0,0,0,0,0,0
ARCH,100D,20870,007,Arch Design Iv,Elizabeth Bishop,under,0,3,4,2,4,0,1,0,0,0,0,0,0,0,0
ARCH,100D,20913,002,Arch Design Iv,David Jaehning,under,0,4,6,2,2,0,0,0,0,0,0,0,0,0,0
