Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
ARCH,140,03873,001,Energy & Environ,Gail Brager; Stet Sanborn,under,3,8,16,16,16,13,8,4,1,0,2,0,0,3,0
ARCH,160,03897,001,Intro Construction,Dana Buntrock,under,7,26,28,14,21,11,2,4,1,0,0,1,1,2,0
VIS STD,185X,04253,001,Word And Image,Anthony Dubovsky,under,3,8,2,0,2,0,0,0,0,0,0,0,0,0,0
ART,8,04403,001,Intro Vis Thinking,John Mcnamara,under,8,31,6,4,1,1,0,0,0,0,0,0,1,2,0
ART,14,04424,001,Lang Of Sculpture,Cara Levine,under,1,6,6,0,2,1,1,0,0,0,0,0,0,0,0
ART,15,04427,001,Lang Sculp:Ceram,Carmen Lang Merino,under,3,7,3,0,1,1,0,0,0,0,0,0,0,4,0
ART,W23AC,04430,001,Data Arts,Greg Niemeyer,under,12,12,2,3,1,1,2,4,0,0,0,0,0,14,0
ART,102,04502,002,Approaches To Ptng,James Pitt,under,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,117,04505,001,"Rsrch, Mthds  Draw",Aida Gamez,under,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,118,04508,001,Contmp Fig Drw,Indira Morre,under,3,10,5,2,1,0,0,0,0,0,0,0,0,0,0
ART,119,04511,001,Gpca,Amanda Eicher,under,7,6,5,0,2,1,0,0,0,0,0,0,0,0,0
ART,120,04514,001,App To Prntmg Intag,Randy Hussong,under,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0
ART,160,04526,001,Spec Topics Vis Std,Azin Seraj,under,5,1,7,2,1,0,0,0,0,0,0,0,0,0,0
ART,165,04529,001,"Art,Med & Disabil",Katherine Sherwood,under,1,9,4,2,2,0,0,0,0,0,0,0,0,0,1
ART,180,04538,001,Advanced Digital Ph,Jamil Hellu,under,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ART,196,04658,001,Bridging The Arts,Elise Putnam,under,1,5,1,1,3,0,0,0,0,0,0,0,0,2,0
HISTART,11,04977,001,Intr To Western Art,Darcy Grigsby,under,4,38,42,11,10,3,0,0,0,0,0,0,0,20,2
HISTART,145A,05028,001,Rmn Painting,Christopher Hallett,under,2,3,9,0,1,2,1,0,0,0,0,0,0,3,0
HISTART,192D,05094,002,Renaissance,Henrike Lange,under,5,2,3,3,0,0,0,0,0,0,0,0,0,0,0
HISTART,192F,05097,001,19th-20th Century,Christine Hult - Lewis,under,3,1,2,0,1,2,0,1,0,0,0,0,1,1,0
HISTART,192F,05100,002,19th-20th Century,Imogen Hart,under,1,6,3,2,2,0,0,0,0,0,0,0,0,1,0
HISTART,192CU,05103,001,Curatorial,Jacquelynn Baas,under,3,6,4,1,0,0,1,0,0,0,0,0,0,0,0
ASAMST,R2B,05368,001,Reading&Composition,Anna Leong,under,1,5,10,6,2,2,0,0,0,0,0,0,1,0,1
ASAMST,20A,05383,001,Intro Asian Am Hist,Michael Omi,under,8,16,16,11,2,4,0,0,1,0,0,1,0,18,2
ASAMST,124,05527,001,Filipino Amer Hist,Maria Barrios-Leblanc,under,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0
ASAMST,132AC,05533,001,Islamophobia,Hatem Bazian,under,13,30,31,19,10,1,2,1,1,0,0,0,0,29,0
ASAMST,144,05548,001,Religions As Amer,Carolyn Chen,under,1,6,2,0,3,0,0,0,0,0,0,0,0,5,0
ASAMST,146,05551,001,Asian Amer & Ed,Lisa Hirai Tsuchitani,under,2,20,5,2,1,0,0,0,0,0,0,0,0,0,0
ASAMST,151AC,05557,001,Asian Amer Women,Young Shin,under,6,9,2,1,1,0,0,0,0,0,0,0,0,4,0
ASAMST,171,05560,001,"Asam In Film, Video",Hannah Michell,under,4,10,14,3,0,0,0,0,0,0,0,0,1,1,0
ASAMST,173,05566,001,Creative Writing,Fae Ng,under,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
ASAMST,176,05572,001,Genre As Amer Lit,Fae Ng,under,3,16,1,0,0,0,0,0,0,0,0,0,0,0,0
ASTRON,7B,05903,001,Intro Astrophysics,Eugene Chiang,under,4,3,3,4,5,6,3,3,0,0,1,0,1,2,0
ASTRON,10,05912,001,General Astronomy,Leo Blitz,under,14,15,13,10,7,5,5,4,3,0,0,0,1,75,10
ASTRON,C12,05933,001,The Planets,Raymond Jeanloz,under,3,6,7,5,4,2,3,0,3,1,1,1,0,23,3
ASTRON,121,05990,001,Radio Astronomy Lab,Carl Heiles,under,5,3,5,0,1,1,0,0,2,1,0,0,1,0,0
BIO ENG,11,06252,001,Engineering Molecul,John Dueber; Niren Murthy,under,2,2,2,2,1,3,5,1,0,0,0,0,0,0,0
BIO ENG,101,06427,001,Instr Biology Med,Steven Conolly,under,3,3,3,2,2,0,1,0,0,0,0,0,0,1,0
BIO ENG,104,06439,001,Bio Trans Phen,Terry Johnson,under,4,14,30,4,8,4,0,0,1,0,0,0,0,0,0
BIO ENG,110,06460,001,Biomed Phys For Eng,Dorian Liepmann,under,7,19,29,23,12,1,1,0,0,0,0,0,0,0,0
BIO ENG,111,06469,001,Func Bio Dev &,Seung-Wuk Lee,under,8,10,0,6,3,0,0,0,0,0,0,0,0,0,0
BIO ENG,C112,06475,001,Molec Biomec Cell,Mohammad Mofrad,under,1,1,4,3,4,0,0,0,0,0,0,0,0,0,0
BIO ENG,115,06481,001,Cell Bio For Eng,Hayley Lam,under,1,26,11,5,1,1,0,0,0,0,0,0,0,0,0
BIO ENG,C117,06499,001,Struct Asp Biomater,Lisa Pruitt,under,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,121,06505,001,Biomems & Med Dev,Luke Lee,under,3,21,6,2,0,0,0,0,0,0,0,0,0,0,0
BIOLOGY,1A,07253,001,General Biology Lec,Andrew Dillin; Jennifer Doudna; Marla Feller; Michael Meighan,under,5,104,71,89,101,86,88,83,81,0,10,5,12,9,9
BIOLOGY,1AL,07358,001,General Biology Lab,Gian Garriga; Michael Meighan,under,3,144,117,85,91,87,60,53,42,0,7,2,0,11,8
BIOLOGY,1B,07448,001,General Biology,George Roderick; Joshua Povich; Lewis Feldman; Michael Nachman,under,12,30,82,99,74,79,90,46,35,0,66,0,12,6,14
BUDDSTD,C117,07658,001,Mongolian Buddhism,Brian Baumann,under,1,3,2,0,1,1,0,0,0,0,0,0,0,3,0
BUDDSTD,C128,07659,001,Buddhism Contemp,Mark Blum,under,11,5,6,3,2,2,1,0,0,0,0,0,1,6,0
BUDDSTD,190,07680,001,Topics,Alexander Von Rospatt,under,2,2,1,4,0,0,0,0,0,0,0,0,0,1,0
BUDDSTD,150,07770,001,Buddhist Art S Asia,Christie Bopearachchi,under,1,2,2,5,3,0,0,0,0,0,0,0,0,1,0
UGBA,10,07803,001,Principles Of Bus,Cristina Banks; John Briginshaw; Judy Hopelain; Mohammad Hossein Ghasemzadeh; Omar Romero-Hernandez,under,22,50,144,94,81,38,19,9,7,3,1,2,1,24,5
UGBA,96,07860,001,Ld Spec Top Bus Adm,Terrance Odean,under,4,32,34,14,8,3,1,4,2,0,0,0,1,61,1
UGBA,96,07863,002,Ld Spec Top Bus Adm,Terrance Odean,under,2,32,24,9,1,1,0,0,2,0,0,0,1,65,4
UGBA,96,07865,003,Ld Spec Top Bus Adm,Terrance Odean,under,8,21,18,10,4,2,1,0,1,0,0,0,0,37,4
UGBA,101A,07938,001,Microeconomic Analy,Gregory La Blanc,under,1,16,17,8,7,5,1,2,0,0,0,0,2,2,0
UGBA,102B,07971,001,Intro Manager Acct,Alexander Nezlobin,under,22,7,18,10,21,15,6,0,1,0,0,0,0,8,1
UGBA,102B,07980,002,Intro Manager Acct,Alexander Nezlobin,under,37,3,9,6,16,9,3,0,1,0,0,0,0,4,0
UGBA,102B,07989,003,Intro Manager Acct,Alexander Nezlobin,under,12,1,2,2,4,0,3,0,0,0,0,0,0,4,0
UGBA,103,07998,001,Intro To Finance,Elizabeth Bailey,under,13,31,16,16,17,13,12,7,12,0,0,0,1,1,0
UGBA,103,08016,002,Intro To Finance,Elizabeth Bailey,under,17,28,17,14,12,8,9,7,7,0,0,0,2,9,1
UGBA,105,08055,001,Leading People,Holly Schroth,under,9,13,13,15,11,10,1,2,1,0,0,0,0,2,0
UGBA,105,08067,002,Leading People,Holly Schroth,under,6,20,16,13,18,11,6,2,0,1,0,0,0,0,0
UGBA,106,08079,001,Marketing,Wasim Azhar,under,7,34,45,53,31,5,1,0,2,0,0,0,1,18,0
UGBA,107,08100,001,Soc & Pol Eth Env,Alan Ross,under,1,27,57,46,16,3,4,1,1,0,0,0,0,34,1
UGBA,118,08124,001,International Trade,Steven Wood,under,1,16,12,11,4,1,0,1,0,0,1,0,1,6,1
UGBA,120AB,08142,001,Int Fin Accnting 2,Francis Stanton,under,7,25,17,0,3,2,0,0,0,0,0,0,0,8,1
UGBA,120B,08151,001,Adv Fin Accounting,Francis Stanton,under,3,17,2,0,4,0,0,0,0,0,0,0,0,8,0
UGBA,121,08157,001,Fed Inc Tax Acctg,Alan Cerf,under,3,20,5,4,8,3,1,1,0,0,0,0,0,5,0
UGBA,122,08163,001,Fin Info Analysis,Francis Stanton,under,5,27,1,0,22,0,0,0,0,0,0,0,0,8,0
UGBA,131,08181,001,Corp Fin Analysis,Stephen Etter,under,1,26,9,5,11,0,0,0,0,0,0,0,0,2,0
UGBA,133,08193,001,Investments,Samuel Olesky,under,5,20,16,11,4,2,2,0,0,0,0,0,0,6,0
UGBA,136F,08199,001,Behavioral Finance,David Sraer,under,8,15,6,0,1,1,4,1,0,0,0,0,0,2,1
UGBA,137,08202,001,Spec Topics In Fin,Ioannis Gkatzimas,under,1,4,6,9,2,0,0,0,0,0,0,0,0,4,0
UGBA,152,08217,001,Negotiation,Timothy Dayonot,under,1,3,14,8,1,0,0,0,0,0,0,0,0,3,0
UGBA,155,08220,001,Leadership,Daniel Mulhern,under,2,18,10,7,4,1,1,0,0,0,0,0,0,13,0
UGBA,165,08232,001,Advertise Strategy,Clayton Critcher,under,4,13,20,18,12,1,0,0,0,0,0,0,0,1,0
UGBA,167,08235,001,Spec Topics In Mkt,David Robinson,under,1,4,2,1,2,0,1,1,1,0,0,0,0,10,0
UGBA,169,08240,001,Pricing,Yuichiro Kamada,under,3,1,11,2,1,0,0,0,0,0,0,0,0,4,1
UGBA,C172,08247,001,Hist American Bus,Christine Rosen,under,2,7,18,4,5,2,1,0,0,0,1,0,0,6,1
UGBA,183,08256,001,Intro Real Est Fin,Amir Mohsenzadeh Kermani,under,3,7,15,3,1,2,1,0,0,0,0,0,0,7,0
UGBA,184,08259,001,Urb Real Estate Eco,Victor Couture,under,4,9,4,4,4,2,0,0,1,0,0,0,0,4,0
UGBA,192A,08289,001,Lead Np And Soc Ent,Joseph Dougherty,under,8,9,3,0,4,0,1,0,0,0,0,0,0,5,1
UGBA,192T,08301,001,Topics In Csr,Kellie Mcelhaney,under,1,4,8,9,2,1,1,0,0,0,0,0,0,2,0
UGBA,195A,08313,001,Entrepreneurship,Kurt Beyer,under,2,8,12,19,8,1,1,0,0,0,0,0,0,5,0
UGBA,190T,08469,005,Topics Innov/Design,Chris Mccoy,under,1,4,7,3,2,0,0,0,0,0,0,0,0,3,0
CELTIC,173,10492,001,Celtic Christianity,Annalee Rejhon,under,2,3,2,2,8,1,1,2,0,1,0,1,0,6,4
CHM ENG,141,10612,001,Chem Eng Thermo,Wenjun Zhang,under,3,13,9,16,27,14,22,11,9,0,0,0,4,0,0
CHM ENG,150A,10633,001,"Trans: Fluids, Heat",Susan Muller,under,4,14,12,22,31,21,9,11,5,1,2,0,4,1,0
CHM ENG,160,10663,001,Chem Process Design,Dean Draemel; Ravindra Upadhye,under,5,6,10,7,10,9,5,5,6,0,2,1,0,0,0
CHM ENG,162,10675,001,Dyn Contr Chem Proc,Ali Mesbah,under,4,16,13,11,13,8,4,4,4,0,0,0,1,0,0
CHM ENG,170A,10687,001,Biochemical Engin,Danielle Ercek,under,7,13,6,8,6,4,0,4,0,0,0,0,0,0,1
CHM ENG,C178,10696,001,Polymer Sci & Tech,Nitash Balsara,under,1,7,5,0,1,0,3,1,1,0,0,0,0,1,0
CHM ENG,185,10714,001,Tech Communication,Shannon Ciston,under,3,19,21,4,17,2,0,0,0,0,0,0,0,1,0
CHM ENG,195,10873,006,Special Topics,Marjorie Went,under,1,8,4,2,1,0,0,0,0,0,0,0,0,1,0
CHEM,1A,11453,001,General Chemistry,Peter Marsden,under,8,36,54,47,64,55,31,21,6,0,0,0,8,12,9
CHEM,1A,11456,002,General Chemistry,Peter Marsden,under,6,39,58,53,57,28,27,21,7,0,0,0,10,7,8
CHEM,1AL,11561,001,General Chem Lab,Richard Saykally,under,11,63,16,27,96,25,28,87,8,12,19,0,23,5,6
CHEM,1AL,11564,002,General Chem Lab,Richard Saykally,under,3,21,3,12,45,12,16,43,8,7,10,0,7,3,3
CHEM,1B,11651,001,General Chemistry,Michelle Douskey,under,14,47,19,10,15,5,2,2,0,0,2,0,0,4,0
CHEM,3A,11672,001,Chem Struct React,Kurt Vollhardt,under,2,71,35,40,27,30,32,27,23,8,8,7,17,2,13
CHEM,3A,11675,002,Chem Struct React,Kurt Vollhardt,under,1,37,14,14,20,19,41,29,21,17,8,5,15,8,13
CHEM,3AL,11681,001,Organic Chem Lab,Steven Pedersen,under,4,178,126,13,6,5,4,0,3,0,0,0,0,0,0
CHEM,3AL,11684,002,Organic Chem Lab,Steven Pedersen,under,2,111,89,7,3,1,3,3,1,0,0,0,2,0,2
CHEM,3B,11759,001,Chem Struct React,Maryann Robak,under,6,28,24,31,15,18,19,23,14,0,5,0,6,2,1
CHEM,3B,11762,002,Chem Struct React,Maryann Robak,under,17,22,29,20,19,18,22,25,16,0,2,0,9,0,1
CHEM,3BL,11768,001,Organic Chem Lab,Steven Pedersen,under,4,103,76,48,11,11,11,2,3,0,0,0,0,1,0
CHEM,4B,11837,001,Gen Chm Quant Analy,Evan Williams; Jamie Doudna Cate,under,9,26,17,37,75,33,10,15,14,0,8,0,0,4,1
CHEM,104B,11918,001,Adv Inorganic Chem,Omar Yaghi,under,2,4,9,13,13,17,0,4,7,0,2,0,1,1,0
CHEM,105,11924,001,Instrumen Analysis,Ke Xu,under,3,7,5,5,9,4,3,2,2,0,0,0,2,0,0
CHEM,112B,11945,001,Organic Chemistry,Thomas Maimone,under,3,18,13,14,25,8,4,6,2,0,1,0,1,0,1
CHEM,115,11981,001,Organic Chemistry,Dean Toste,under,3,17,1,2,1,0,0,0,0,0,0,0,0,0,0
CHEM,120A,11990,001,Physical Chemistry,Eran Rabani; K Whaley,under,4,17,9,19,29,23,8,18,10,0,7,0,9,0,1
CHEM,125,11999,001,Phys Chem Lab,Stephen Leone,under,1,5,5,1,5,4,0,3,0,0,0,0,0,0,0
CHEM,C130,12011,001,Biophysical Chem,John Groves,under,2,1,9,4,2,1,0,4,0,0,1,0,0,0,0
CHEM,130B,12038,001,Biophysical Chem,Naomi Ginsberg,under,2,3,8,6,4,1,1,0,0,0,0,0,0,0,0
CHEM,H194,12554,034,Honors Research,Marcin Majda,under,2,8,0,1,1,0,0,0,0,0,0,0,0,1,0
CHEM,195,12661,002,Special Topics,Phillip Geissler,under,2,11,4,2,3,2,0,2,2,0,0,0,1,1,1
CHEM,196,12761,034,Special Lab Study,Marcin Majda,under,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0
CHICANO,R1A,13853,001,Reading & Comp,Abraham Ramirez; Alex Saragoza,under,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICANO,R1B,13859,001,Reading & Comp,Alex Saragoza; Melanie Plasencia,under,1,9,5,2,0,0,0,1,0,0,0,0,0,0,0
CHICANO,20,13871,001,Intro Chicano Cult,Pablo Gonzalez,under,15,20,3,2,1,2,0,0,0,1,0,0,1,2,0
CHICANO,135B,13994,001,Contemp Latino Film,Raymond Telles,under,2,34,38,15,7,4,1,2,1,0,0,0,0,5,0
CHICANO,141,13997,001,Chicana Fem Writers,Laura Perez,under,2,18,3,0,0,0,0,0,0,0,0,0,0,0,0
CHICANO,152,14000,001,Hist Latina/O Stds,Raul Coronado,under,1,3,3,0,0,0,0,1,0,0,0,0,0,2,0
CHICANO,150B,14003,001,Hist Of Southwest,Pablo Gonzalez,under,8,16,1,0,1,0,0,0,0,0,0,0,0,0,0
CHICANO,161,14009,001,Central Amer People,Beatriz Manz,under,1,3,1,3,2,3,0,1,0,0,1,0,0,0,1
CHICANO,165,14012,001,"Cuba, Us, & Cuba Am",Alex Saragoza,under,1,5,2,5,2,6,0,0,0,0,0,0,0,1,0
CHICANO,176,14021,001,Chic Health Care,Bernard Griego,under,2,13,11,8,0,0,0,0,0,0,0,0,0,1,0
CHICANO,180,14024,001,Topics In Chic Stud,Alex Saragoza,under,1,10,4,3,5,1,0,0,0,0,0,0,0,3,0
CHICANO,180AC,14033,001,Topics In Chic Stud,Celia Rodriguez,under,6,5,10,1,0,0,0,0,0,0,0,0,0,1,0
CY PLAN,113A,14259,001,Econ Anal For Plng,Sara Hinkley,under,5,12,17,14,5,4,1,0,0,0,0,0,2,1,1
CY PLAN,114,14262,001,Intro Urb Reg Trans,Andrea Broaddus,under,1,9,13,8,18,5,5,0,0,0,0,0,0,6,1
CY PLAN,118AC,14268,001,The Urban Comm,Malo Hutson,under,32,33,15,3,11,1,1,5,2,0,0,0,0,17,0
CY PLAN,120,14286,001,Com Plan/Pb Pol Dis,Michael Dear,under,1,5,15,14,12,3,0,1,0,0,0,0,0,0,0
CY PLAN,190,14292,001,Adv Topcs Urban Stu,Deborah Mckoy,under,2,11,1,0,2,0,0,0,0,0,0,0,0,0,0
CIV ENG,11,14653,001,Eng Sys & Susta,Baoxia Mi,under,4,28,9,11,26,9,8,11,6,0,4,0,1,1,0
CIV ENG,C30,14665,002,Intro Solid Mechncs,Francisco Armero,under,2,4,5,3,8,3,2,5,1,0,1,1,0,1,1
CIV ENG,60,14674,001,Civil Engrg Matls,Paulo Monteiro,under,2,7,3,3,2,4,1,2,2,0,1,0,0,1,1
CIV ENG,88,14685,001,Data Sc Smartcities,Alexey Pozdnukhov,under,7,6,0,2,1,2,0,0,0,0,1,1,0,6,4
CIV ENG,93,14686,001,Engrg Data Analysis,Yoram Rubin,under,21,18,6,7,1,1,0,0,0,0,0,0,0,0,0
CIV ENG,100,14707,001,Elem Fluid Mechanic,Mark Stacey,under,1,5,9,9,5,3,2,1,0,0,0,0,0,0,0
CIV ENG,103,14716,001,Intro To Hydrology,Sally Thompson,under,9,6,7,4,7,6,0,0,0,0,0,0,0,0,0
CIV ENG,107,14734,001,Climate Chg Mitig,William Nazaroff,under,1,11,14,8,9,5,2,3,2,0,1,0,1,3,0
CIV ENG,114,14758,001,Environ Microbio,Lisa Alvarez-Cohen,under,2,8,4,8,9,3,0,1,1,0,0,0,0,1,0
CIV ENG,120,14764,001,Structural Engrg,Jack Moehle,under,1,13,5,10,12,7,2,7,0,0,2,0,0,0,0
CIV ENG,130N,14785,001,Mech Of Structures,Shaofan Li,under,1,45,14,9,2,1,0,1,0,0,0,0,0,0,0
CIV ENG,C133,14797,001,Eng Analyfinite Mth,Sanjay Govindjee,under,1,12,4,4,1,2,0,0,2,0,0,0,0,1,0
CIV ENG,155,14806,001,Trans Sys Engrg,Alexey Pozdnukhov,under,3,4,7,5,5,6,6,4,1,0,1,1,0,0,0
CIV ENG,165,14812,001,Concrete Mat/Cons,Paulo Monteiro,under,2,10,0,5,1,0,0,0,0,0,0,0,0,0,0
CIV ENG,166,14815,001,Construction Engrg,Arpad Horvath,under,2,22,3,5,1,1,0,2,0,0,1,0,0,0,0
CIV ENG,171,14821,001,Intro To Geol Eng,Steven Glaser,under,3,4,1,4,1,1,0,1,0,0,2,0,0,0,0
CIV ENG,190,14829,001,Special Topics Cee,Evan Variano,under,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CIV ENG,190,15181,002,Special Topics Cee,Abolhassan Astaneh-Asl,under,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0
CLASSIC,10B,15253,001,Intro Roman Civ,Trevor Murphy,under,12,39,17,5,12,7,2,4,0,2,1,0,1,19,3
CLASSIC,28,15289,001,Classic Myths,Mark Griffith,under,7,20,38,40,17,5,1,1,1,0,0,0,2,38,4
CLASSIC,34,15316,001,Homer And Vergil,Dylan Sailor,under,10,20,18,10,7,0,1,1,0,0,0,0,0,4,0
CLASSIC,124,15340,001,Classical Poetics,Giovanni Ferrari,under,2,15,9,5,1,2,0,0,0,0,0,0,0,7,0
CLASSIC,130,15343,001,Topics,Kim Shelton,under,1,9,8,3,2,0,0,0,2,0,0,0,1,2,0
LATIN,1,15812,004,Elementary Latin,Kathleen Mccarthy; Sarah Olsen,under,2,3,0,0,0,0,0,0,0,0,0,0,0,4,2
LATIN,2,15818,002,Elementary Latin,Christopher Waldo; Kathleen Mccarthy,under,2,3,2,1,2,0,0,0,0,0,0,0,0,2,0
LATIN,100,15830,001,Republican Prose,Kathleen Mccarthy; Kevin Moch,under,4,5,2,1,0,0,0,0,0,0,0,0,0,2,0
COG SCI,1,16003,001,Intro To Cogsci,Paul Li,under,1,15,23,22,28,18,13,12,4,0,2,0,0,10,0
COG SCI,88,16023,001,Data Science Mind,Terrance Regier,under,4,5,1,0,0,0,0,0,1,0,0,0,0,9,2
COG SCI,C101,16042,001,Mind And Language,Eve Sweetser,under,1,4,8,2,8,9,7,4,1,1,3,2,5,7,5
COLWRIT,R1A,16427,006,College Writing 1a,David Wiese,under,1,6,3,0,3,0,0,1,0,0,0,0,0,0,0
COLWRIT,R1A,16475,022,College Writing 1a,Teri Crisp,under,2,3,2,2,1,2,0,0,0,0,0,0,0,0,0
COLWRIT,R4B,16496,004,"Read,Comp,Research",David Wiese,under,2,6,2,2,3,0,1,0,0,0,1,0,0,0,0
COLWRIT,R4B,16505,007,"Read,Comp,Research",Yuet-Sim Chiang,under,1,9,1,1,1,1,1,0,0,0,0,0,0,0,0
COLWRIT,R4B,16517,011,"Read,Comp,Research",Stephanie Bobo,under,2,3,3,0,0,0,1,0,1,1,0,0,0,0,0
COLWRIT,R4B,16526,014,"Read,Comp,Research",Linda Jensen Darling,under,3,1,1,5,2,0,1,0,0,0,0,0,0,0,0
COLWRIT,21,16538,001,Adv Acad Communic,Barrie Roberts,under,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0
