Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AEROSPC,1A,57203,001,Found Us Air Force,Christopher Carroll; Christopher Francis,under,8,7,4,1,1,0,0,1,0,0,0,0,1,0,0
AEROSPC,2A,57206,001,Evolut Of Air Power,Christopher Carroll; Christopher Francis,under,6,2,5,0,3,3,0,0,0,0,0,0,1,0,0
AFRICAM,100,00620,001,Black Intllctl Thgh,Leigh Raiford,under,0,3,7,4,4,0,1,0,0,0,0,1,0,2,0
AFRICAM,111,00626,001,Race Class Gen U S,Stephen Small,under,3,9,5,7,5,4,0,1,0,0,0,0,1,9,0
AFRICAM,116,00629,001,Slavery And African,Mariko Pegs; Ula Taylor,under,0,5,10,8,5,1,5,2,1,2,1,1,1,6,0
AFRICAM,11A,00548,001,Elementary Swahili,David Kyeu,under,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,126,00635,001,Africn Am Women His,Ula Taylor,under,0,1,1,3,2,2,1,0,0,0,0,0,0,2,0
AFRICAM,137,00644,001,Multicultural Comm,Michel Laguerre,under,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,139,00647,001,Sel Top:Africam Soc,Nikki Jones,under,9,26,10,3,3,0,0,0,0,0,0,0,1,0,1
AFRICAM,139,00649,002,Sel Top:Africam Soc,Hardy Frye; Sonya Dugas,under,0,1,1,4,0,1,0,1,0,0,0,0,0,2,1
AFRICAM,144,00653,001,Cultural Studies,Leigh Raiford,under,0,5,8,5,5,2,1,2,1,0,1,0,1,0,2
AFRICAM,27AC,00557,001,Lives/Strug/Maj Cul,Michael Cohen,under,0,37,30,12,10,5,1,0,0,0,0,0,3,17,1
AFRICAM,4A,00521,001,Africa:  Hist & Cul,G. Ugo Nwokeji,under,0,7,16,10,7,6,0,0,0,3,0,0,1,9,1
AFRICAM,5A,00533,001,Afam Life & Cul U S,Leigh Raiford; Michael Mcgee,under,0,22,18,11,5,1,0,0,0,0,1,0,0,0,2
AFRICAM,98,00593,007,Directed Group Stdy,Leigh Raiford; Sonya Dugas,under,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
AFRICAM,C133A,00638,001,Race Urban Sch,Kihana Ross; Matthew Horton; Nailah Suad-Bakari,under,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,C134,00641,001,Info Tech And Soc,Michel Laguerre,under,0,9,4,0,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,R1A,00503,002,Fresh Composition,Aparajita Nanda,under,0,4,4,6,2,0,0,2,0,0,0,0,0,0,0
AFRICAM,R1B,00509,001,Freshmn Composition,Aparajita Nanda,under,0,5,5,2,3,0,0,0,0,0,0,0,0,0,0
AFRICAM,R1B,00515,002,Freshmn Composition,Gabrielle Williams; Leigh Raiford,under,0,1,6,2,2,2,0,0,0,0,1,0,0,0,0
AMERSTD,10,02003,001,Intro American Stdy,Christine Palmer; Mark Brilliant,under,1,6,6,6,14,6,8,8,1,0,0,0,1,3,2
AMERSTD,101,02024,002,Us Cultures In Time,Scott Saul,under,0,5,5,3,4,5,2,1,0,0,0,0,0,4,1
AMERSTD,101AC,02033,001,Us Cultures In Time,Michael Cohen,under,0,17,20,22,14,8,1,1,5,0,0,0,3,33,7
AMERSTD,102,02039,002,Us Cultures/Place,Justin Gomer,under,3,6,12,8,7,11,1,6,5,0,0,0,2,3,1
AMERSTD,191,02075,002,Senior Seminar,Justin Gomer,under,0,1,0,0,3,3,1,0,1,0,0,0,2,0,0
AMERSTD,C111E,02045,001,American Studies,Richard Hutson,under,0,1,5,0,3,2,1,0,0,0,0,0,0,1,0
AMERSTD,C134,02057,001,Info Tech And Soc,Michel Laguerre,under,0,10,2,0,0,0,1,0,0,0,0,0,0,0,0
AMERSTD,C171,02063,001,Amer Dsgn Land 1850,Louise Mozingo,under,0,1,3,3,5,2,2,2,1,0,0,0,0,2,0
AMERSTD,H110,02042,001,Honors Seminar,Christine Palmer,under,0,6,7,1,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,107,02558,001,Evol Hum Brain,Terrence Deacon,under,3,19,15,16,14,8,12,4,2,0,0,0,2,6,0
ANTHRO,112,02587,002,Sp Topics: Bio Anth,Christopher Ames,under,0,4,9,9,6,6,6,1,0,0,1,0,1,0,0
ANTHRO,121AC,02594,001,Amercn Materl Cultr,Kimberly Christensen,under,15,22,23,9,4,5,0,0,0,0,0,0,1,20,2
ANTHRO,122F,02609,001,Calif Archaeology,Kent Lightfoot,under,7,35,16,15,8,3,2,0,0,0,1,0,0,1,1
ANTHRO,128M,02624,001,Topics:Arch/Method,Jun Sunseri,under,4,9,0,3,2,0,0,0,0,0,0,0,0,1,0
ANTHRO,138A,02648,001,Ethnog Film History,Daniel Fisher,under,1,7,7,15,3,0,3,0,0,0,0,0,0,6,2
ANTHRO,140,02651,001,Anthro Of Food,Christine Hastorf; Stanley Brandes,under,4,17,19,11,13,5,1,1,2,0,0,0,0,9,0
ANTHRO,141,02654,001,Comparative Society,Xin Liu,under,2,4,3,0,0,1,0,0,0,0,0,0,0,2,0
ANTHRO,150,02669,001,Utopia: Art & Power,Alexei Yurchak,under,2,4,16,5,10,5,0,0,0,0,0,0,2,12,3
ANTHRO,155,02672,001,Modernity,Paul Rabinow,under,2,8,16,6,3,1,3,0,0,0,0,0,0,1,0
ANTHRO,157,02675,001,Anthropology Of Law,Laura Nader,under,14,27,7,9,5,1,0,1,1,0,0,1,3,3,5
ANTHRO,160AC,02678,001,Forms Of Folklore,Charles Briggs,under,62,83,5,4,1,1,2,1,0,0,0,0,4,21,2
ANTHRO,162,02698,001,Topics In Folklore,Ruth Goldstein,under,0,23,0,2,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,169B,02699,001,Res Theo/Meth Soc,Mather George,under,0,7,6,3,2,1,0,0,0,0,0,0,0,0,0
ANTHRO,181,02714,001,Middle East & Islam,Saba Mahmood,under,4,2,17,10,3,1,0,0,0,0,0,0,1,1,0
ANTHRO,189,02744,003,Spec Top:Soc/Cult,Aihwa Ong,under,3,4,2,0,2,1,0,0,0,0,0,0,0,1,0
ANTHRO,189,02738,001,Spec Top:Soc/Cult,James Holston,under,0,16,7,2,2,0,0,0,0,0,0,0,0,1,1
ANTHRO,196,02912,002,Undergrad Sem,Alexei Yurchak,under,1,3,0,1,2,0,0,0,0,0,0,0,1,2,0
ANTHRO,2AC,02303,001,Intro Archaeology,Laurie Wilkie,under,19,74,38,19,19,15,4,8,7,0,4,1,5,63,8
ANTHRO,3AC,02372,001,Intro Soc/Cult Ac,Mather George,under,5,84,103,51,93,30,8,13,1,0,1,2,4,20,3
ANTHRO,C136K,02636,001,Cultural Heritage,Margaret Conkey; Ruth Tringham,under,7,23,9,1,0,0,0,0,0,0,0,0,0,1,1
ANTHRO,R5B,02477,001,Reading & Comp,Corinne Hayden; Kamala Russell,under,1,6,4,1,1,1,0,0,0,0,0,0,1,0,0
ANTHRO,R5B,02480,002,Reading & Comp,Corinne Hayden; Erin Rodriguez,under,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,02483,003,Reading & Comp,Corinne Hayden; Katherine Chiou,under,5,8,2,2,0,0,0,0,0,0,0,0,0,0,0
ARABIC,100A,62136,001,Advanced Arabic,Haitham Mohamed,under,0,8,3,3,1,0,0,0,0,0,0,0,0,0,0
ARABIC,100A,62138,002,Advanced Arabic,Elsa Elmahdy,under,0,6,1,2,1,0,0,0,0,0,0,0,0,2,0
ARABIC,104B,62139,001,Class Arabic Prose,Margaret Larkin,under,0,4,3,2,0,0,1,0,0,0,0,0,0,1,0
ARABIC,108,62145,001,Islam & Phil Texts,John Hayes,under,0,9,1,1,1,0,0,0,0,0,0,0,0,1,0
ARABIC,1A,62109,003,Elementary Arabic,Elsa Elmahdy; Thomas Thompson,under,0,9,4,3,0,0,0,0,1,0,0,0,0,0,0
ARABIC,1A,62112,004,Elementary Arabic,Elsa Elmahdy; Mohamed Abdelaal,under,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0
ARABIC,1A,62115,005,Elementary Arabic,Nawal Laymoun,under,0,8,1,1,0,1,1,0,0,0,1,0,0,1,1
ARABIC,1A,62118,006,Elementary Arabic,Ayelet Even-Nur; Elsa Elmahdy,under,0,11,2,1,0,0,0,0,0,0,0,0,0,1,0
ARABIC,1A,62121,007,Elementary Arabic,Elsa Elmahdy; Linda Istanbulli,under,0,6,1,2,0,0,0,0,0,0,0,0,0,0,1
ARABIC,20A,62130,002,Intermediate Arabic,Hatem Bazian,under,3,9,3,3,0,0,0,0,0,0,0,0,0,0,0
ARABIC,20A,62127,001,Intermediate Arabic,Haitham Mohamed,under,0,3,3,2,2,2,0,0,0,0,0,0,0,1,0
ARABIC,20A,62133,003,Intermediate Arabic,Elsa Elmahdy,under,0,6,0,2,1,0,1,0,0,0,0,0,0,0,0
ARCH,100A,03774,001,Fund Of Arch Design,Lisa Iwamoto,under,0,12,14,16,22,18,15,3,6,1,1,1,2,0,1
ARCH,100C,03840,002,Arch Design Iii,Carol Galante; Christopher Calott,under,2,7,3,3,0,0,0,0,0,0,0,0,0,0,0
ARCH,100C,03843,003,Arch Design Iii,Jean Bourdier,under,2,0,4,5,2,0,0,0,0,0,0,0,0,0,0
ARCH,100C,03837,001,Arch Design Iii,Rene Davids,under,0,7,4,4,0,0,0,0,0,0,0,0,0,0,0
ARCH,100C,03846,004,Arch Design Iii,Keith Plymale,under,0,4,8,2,1,0,0,0,0,0,0,0,0,0,0
ARCH,100C,03849,005,Arch Design Iii,Jacob Atherton,under,0,1,3,7,2,2,1,0,0,0,0,0,0,0,0
ARCH,102A,03852,001,Capstone Prep Sem,Margaret Crawford,under,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0
ARCH,110AC,03855,001,Soc/Cult Bas Dsgn,Galen Cranz,under,0,6,23,14,16,15,5,21,3,1,3,5,4,14,4
ARCH,11A,03753,001,Intro Vis Rep Draw,Darell Fields,under,0,0,1,8,12,8,4,4,5,1,1,2,2,0,0
ARCH,11B,03761,001,Intro To Design,Keith Plymale,under,0,3,2,8,1,2,0,0,0,0,0,0,1,0,0
ARCH,130,03882,001,Intr Arch Des Th/Cr,C Crysler,under,6,12,13,7,1,2,1,1,0,0,1,0,0,1,1
ARCH,150,03909,001,Intro To Structures,R.Gary Black,under,2,14,19,13,9,13,5,10,10,0,0,0,1,0,2
ARCH,170A,03930,001,"Hist, Arch&Urbanism",Andrew Shanken,under,1,5,16,17,20,19,12,12,5,0,1,0,6,2,0
ARCH,198,03954,001,Directed Group Stdy,Galen Cranz; Ian Lai,under,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3
ARCH,198BC,03987,002,Directed Group Stud,C Crysler; Elaine Stiles,under,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
ARCH,98,03762,001,Directed Group Stdy,Galen Cranz; Ian Lai,under,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
ARMENI,101A,80306,001,Continuing Armenian,Hasmig Seropian,under,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0
ART,102,04505,001,Approaches To Ptng,Katherine Sherwood,under,1,7,6,6,0,0,0,0,0,0,0,0,0,1,0
ART,102,04508,002,Approaches To Ptng,Michael Hall,under,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,117,04511,001,"Rsrch, Mthds  Draw",Craig Nagasawa,under,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,119,04517,001,Gpca,Jenifer Wofford,under,1,7,6,3,4,0,0,0,0,0,0,0,0,0,0
ART,12,04418,001,Lang Of Draw,James Pitt,under,3,19,0,0,0,0,0,0,0,0,0,0,0,2,0
ART,12,04421,002,Lang Of Draw,Craig Nagasawa,under,0,16,2,0,0,0,0,0,0,0,0,0,0,1,0
ART,120,04520,001,App To Prntmg Intag,Randy Hussong,under,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0
ART,13,04424,002,Lang Of Painting,John Mcnamara,under,2,14,2,0,0,0,0,0,0,0,0,0,1,0,0
