Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AEROSPC,135B,21912,001,Air Force Studies,Christopher Francis,under,0,5,3,0,2,2,2,0,0,0,0,0,0,0,0
AEROSPC,1B,21908,001,Found Us Air Force,Austin Hirsch,under,0,18,5,1,0,0,0,0,0,0,0,0,0,0,0
AEROSPC,2B,21910,001,Evolut Of Air Power,Austin Hirsch,under,5,14,1,2,0,1,0,0,0,0,0,0,0,0,0
AFRICAM,100,39526,001,Black Intllctl Thgh,Jovan Lewis,under,5,18,19,7,2,0,0,1,0,0,0,0,2,6,0
AFRICAM,101,21946,001,Research Methods,Chiyuma Elliott,under,3,7,3,1,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,112A,39429,001,Pol/Eco Dev 3rd Wld,Kwame Nimako,under,0,35,12,4,3,2,1,0,0,0,0,0,3,6,0
AFRICAM,118,32240,001,Slv Trd & Clt Mod,G. Ugo NWOKEJI,under,3,4,1,1,0,1,0,4,0,0,0,0,0,2,1
AFRICAM,11B,21920,001,Elementary Swahili,David Kyeu,under,3,12,0,0,0,0,0,0,0,0,0,0,0,1,0
AFRICAM,120,33082,001,Africa From Revolut,G. Ugo NWOKEJI,under,3,4,6,7,2,1,0,0,0,0,0,0,1,5,0
AFRICAM,131,21949,001,"Carib Soc, Cultures",Michel Laguerre,under,0,32,6,1,0,0,0,0,0,0,0,0,1,2,0
AFRICAM,139,21950,001,Sel Top:Africam Soc,Janelle Perry,under,0,9,5,6,1,0,0,0,0,0,0,0,0,1,2
AFRICAM,142AC,21951,001,Race/American Film,Michael Cohen,under,0,49,32,6,17,5,1,3,0,0,1,0,1,10,2
AFRICAM,150B,39431,001,Afriam Lit '20-Pres,Darieck Scott,under,2,8,7,3,1,1,0,0,0,0,0,0,0,2,0
AFRICAM,156AC,21952,001,Poetry 4 People:Int,Aya De Leon,under,2,51,15,3,1,1,0,0,0,0,0,0,1,3,1
AFRICAM,159,21961,001,Spec Top Afam Lit,Chiyuma Elliott,under,1,6,4,3,3,1,0,0,0,0,0,0,0,0,0
AFRICAM,194B,32815,001,Aatp Seminar,Takiyah Jackson,under,0,29,0,0,10,0,0,3,0,0,1,0,0,1,1
AFRICAM,24,21922,001,Freshman Seminars,Stephen Small,under,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0
AFRICAM,28AC,21924,001,Glob & Min Am Comm,Stephen Small,under,1,17,7,11,4,0,0,0,0,0,0,0,0,20,2
AFRICAM,39B,41629,001,Fresh/Soph Seminar,John Patton,under,1,19,0,0,1,0,0,0,0,0,0,0,0,0,1
AFRICAM,5B,41778,01,Afam Life & Cul U S,Nikki Jones,under,6,42,8,0,4,1,1,1,0,0,0,0,1,1,1
AFRICAM,C156,32906,001,"Race, Space, Ineq",Jovan Lewis,under,3,25,4,0,2,0,0,0,0,0,0,0,1,1,0
AFRICAM,R1A,21913,001,Fresh Composition,Kianna Middleton; Ula Taylor,under,4,6,1,6,1,0,0,1,0,0,0,0,0,0,0
AFRICAM,R1B,32227,001,Freshmn Composition,Mahasan Offutt-Chaney; Ula Taylor,under,0,4,6,2,2,2,0,0,1,0,0,0,0,0,0
AFRICAM,R1B,39418,002,Freshmn Composition,Ula Taylor; Zachary Manditch-Prottas,under,0,5,2,5,2,2,0,0,1,0,0,0,0,0,0
AMERSTD,10,22005,001,Intro American Stdy,Kathleen Moran,under,1,5,15,10,14,10,2,3,2,0,0,1,4,5,1
AMERSTD,101,22008,001,Us Cultures In Time,Greil Marcus; Kathleen Moran,under,3,8,6,1,4,0,0,0,0,0,1,0,0,3,0
AMERSTD,101,39408,002,Us Cultures In Time,Jessica Walker,under,3,8,3,5,6,0,1,2,2,0,0,0,1,1,0
AMERSTD,102,40843,004,Us Cultures/Place,Shannon Steen,under,2,2,2,6,3,5,1,0,3,0,0,1,0,1,1
AMERSTD,102,22010,001,Us Cultures/Place,Brendan Shanahan; Kavitha Iyengar; Mark Brilliant; Steven Solomon,under,0,1,1,2,6,2,0,4,2,0,0,0,0,3,2
AMERSTD,102,39409,002,Us Cultures/Place,Andrew Shanken; Kathleen Moran,under,0,11,9,9,6,4,1,4,0,1,1,0,0,2,0
AMERSTD,102,39445,003,Us Cultures/Place,Hertha Wong,under,0,3,3,5,0,1,0,0,0,0,0,0,0,0,0
AMERSTD,191,15473,001,Senior Seminar,Michael Cohen,under,0,9,4,0,3,0,1,0,0,0,1,0,1,0,0
AMERSTD,191,15474,002,Senior Seminar,Jessica Walker,under,0,5,0,1,0,1,0,1,0,0,0,0,2,0,0
AMERSTD,191,15475,003,Senior Seminar,Jessica Walker,under,0,4,4,0,0,0,0,2,0,0,0,0,1,0,0
AMERSTD,H195,22019,001,Honors Thesis,Christine Palmer,under,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,1,22023,001,Intro To Bio Anthro,Terrence Deacon,under,36,45,24,20,24,22,15,7,11,0,4,0,4,53,5
ANTHRO,112,22112,001,Sp Topics: Bio Anth,Louise Corron,under,0,0,7,9,6,10,6,0,2,1,0,0,0,2,0
ANTHRO,114,39620,001,Hist/Anthro Thought,Stanley Brandes,under,4,46,44,19,5,2,1,0,0,0,0,0,0,0,0
ANTHRO,115,42325,001,Intro Med Anthro,Adrienne Pine,under,1,12,10,3,3,0,1,1,0,0,1,0,1,0,0
ANTHRO,123A,31958,001,Old World Prehistor,Lisa Maher,under,16,21,7,8,9,3,1,1,1,0,0,0,0,4,1
ANTHRO,128,22114,001,Spec Topics In Arch,William White,under,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0
ANTHRO,129C,39637,001,Hunter-Gatherer Arc,Junko Habu,under,0,4,8,0,0,1,0,0,0,0,0,0,0,1,1
ANTHRO,134,22115,001,Anal Archaeo Record,Kent Lightfoot,under,0,10,4,1,2,0,0,0,0,0,0,0,0,0,0
ANTHRO,136G,39638,001,Cultural Policy,Rosemary Joyce,under,9,19,2,0,2,0,0,0,0,0,0,0,1,0,0
ANTHRO,137,22116,001,Energy/Cult/Soc Org,Laura Nader,under,12,14,7,7,5,3,3,1,2,0,2,1,4,9,3
ANTHRO,147C,39642,001,Queer Ethnographies,Karen Nakamura,under,4,8,1,0,0,0,0,0,0,0,0,0,0,0,1
ANTHRO,160AC,31967,001,Forms Of Folklore,Charles Briggs,under,25,39,10,5,5,0,0,0,1,0,0,0,1,11,3
ANTHRO,162,32795,001,Topics In Folklore,Mary Hufford,under,2,11,3,2,0,0,0,0,0,0,0,0,0,3,0
ANTHRO,170,22118,001,China,Xin Liu,under,7,7,9,3,5,3,4,3,4,0,0,1,1,21,5
ANTHRO,189,15299,004,Spec Top:Soc/Cult,Karen Nakamura,under,6,1,3,0,1,0,0,1,0,0,0,0,0,2,1
ANTHRO,189,41347,006,Spec Top:Soc/Cult,Keren Friedman Peleg,under,7,3,2,2,1,1,0,0,0,0,0,0,0,0,1
ANTHRO,189,15296,001,Spec Top:Soc/Cult,Sarah Vaughn,under,0,11,7,3,1,1,0,1,0,0,0,0,0,2,0
ANTHRO,189,15297,002,Spec Top:Soc/Cult,Paul Rabinow,under,0,4,3,6,2,0,0,0,1,0,0,0,0,2,0
ANTHRO,198,22178,001,Directed Group Stdy,Laurie Wilkie,under,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2
ANTHRO,198,22179,002,Directed Group Stdy,Patrick Kirch,under,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
ANTHRO,24,41122,001,Freshman Seminar,Rosemary Joyce,under,4,8,0,0,0,0,0,0,0,0,0,0,3,0,0
ANTHRO,2AC,22040,001,Intro Archaeology,Christine Hastorf,under,10,43,24,17,11,9,5,0,1,1,0,1,1,44,1
ANTHRO,3AC,22060,001,Intro Soc/Cult Ac,Lawrence Cohen,under,0,169,108,50,19,17,8,2,4,0,2,0,4,63,8
ANTHRO,R5B,22090,002,Reading & Comp,David Thompson; Laurie Wilkie,under,2,9,3,2,0,0,0,0,0,0,0,0,1,0,0
ANTHRO,R5B,22091,003,Reading & Comp,David Hyde; Laurie Wilkie,under,3,1,5,6,0,0,1,0,0,0,0,0,0,0,0
ANTHRO,R5B,22092,004,Reading & Comp,Alyssa Scott; Laurie Wilkie,under,3,7,3,3,0,0,1,0,0,0,0,0,0,0,0
ANTHRO,R5B,41835,005,Reading & Comp,Kirsten Vacca; Laurie Wilkie,under,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,41837,007,Reading & Comp,Christopher Lowman; Laurie Wilkie,under,6,9,2,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,22089,001,Reading & Comp,Alexandra Mccleary; Laurie Wilkie,under,0,6,5,0,3,1,1,0,0,0,0,0,0,0,0
ANTHRO,R5B,41836,006,Reading & Comp,Laurie Wilkie; Lisa Johnson,under,0,12,4,1,0,0,0,0,0,0,0,0,0,0,0
ARABIC,100B,22364,001,Advanced Arabic,Haitham Mohamed,under,0,8,2,1,0,1,0,0,0,0,0,0,0,1,0
ARABIC,1B,22359,004,Elementary Arabic,Nathalie Khankan,under,2,6,1,1,1,0,0,0,1,0,0,0,0,2,0
ARABIC,1B,22357,002,Elementary Arabic,Amel Belguith,under,0,8,3,1,1,0,0,0,0,0,0,0,0,1,0
ARABIC,1B,22358,003,Elementary Arabic,Amel Belguith,under,0,5,5,2,1,1,0,0,0,0,0,0,0,1,0
ARABIC,20B,22362,002,Intermediate Arabic,Hatem Bazian,under,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0
ARABIC,20B,22363,003,Intermediate Arabic,Elsa Elmahdy,under,1,2,4,1,1,0,0,0,0,0,0,0,0,2,0
ARCH,100B,21452,001,Fund Of Arch Design,David Orkand; Eleanor Pries; Gerard Creedon; Harrison Fraker; JAMES LENG; Keith Plymale; Manuel Diaz Salas Porras; Tomas Mckay Alliende; William Di Napoli,under,0,13,13,30,26,17,15,0,2,0,0,0,0,0,0
ARCH,100D,21466,002,Arch Design Iv,Rene Davids,under,2,4,7,1,0,1,1,0,1,0,0,0,0,0,0
ARCH,100D,21467,003,Arch Design Iv,Raveevarn Choksombatchai,under,3,1,3,5,2,0,1,0,0,0,0,0,0,0,0
ARCH,100D,21468,004,Arch Design Iv,Kyle Steinfeld,under,2,2,4,4,1,2,0,0,0,0,0,0,0,0,0
ARCH,100D,21469,005,Arch Design Iv,William Atwood,under,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0
ARCH,100D,41223,007,Arch Design Iv,Galen Cranz; Yes Duffy,under,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0
ARCH,100D,41224,008,Arch Design Iv,James Tate,under,2,1,6,4,2,1,0,0,0,0,0,0,0,0,0
ARCH,100D,21856,006,Arch Design Iv,Nicholas de Monchaux,under,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0
ARCH,102B,21470,001,Capstone Project,Darell Fields,under,0,1,3,1,1,1,1,2,0,1,0,0,0,0,0
ARCH,109,42110,003,Spec Top Arch Des,Rene Davids,under,0,10,13,0,0,0,0,1,0,0,0,0,0,1,0
ARCH,11B,21438,001,Intro To Design,William Atwood,under,0,7,20,26,10,2,0,0,0,0,0,0,1,1,0
ARCH,140,21475,001,Energy & Environ,Gail Brager; Stefano Schiavon,under,1,20,25,23,32,25,11,7,3,0,1,1,2,2,0
ARCH,160,21485,001,Intro Construction,Dana Buntrock; David Jaehning,under,2,8,24,35,40,11,12,6,0,0,1,0,0,4,0
ARCH,170B,21494,001,"Hist, Arch&Urbanism",Margaret Crawford,under,16,48,25,18,18,13,9,4,1,0,0,0,0,1,0
ARCH,24,21445,001,Freshman Seminars,W Martin,under,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
ARCH,98,21448,004,Directed Group Stdy,Andrew Jin; Keith Plymale,under,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
ARMENI,124,39142,001,Armenian Literature,Myrna Douzjian,under,1,10,8,9,2,0,0,0,0,0,0,0,0,14,1
ART,100,22397,001,Collaborative Innov,Takming Chuang,under,0,10,6,1,1,0,0,0,0,0,0,0,0,1,0
ART,102,22400,002,Approaches To Ptng,Anahita Hekmat,under,9,4,0,0,0,0,1,0,0,0,0,0,0,1,0
ART,103,41460,001,Adv. Painting,Craig Nagasawa,under,4,9,0,0,0,0,1,0,0,0,0,0,0,0,0
ART,117,22401,001,"Rsrch, Mthds Draw",Aida Gamez,under,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0
ART,118,22402,001,Contmp Fig Drw,Indira Morre,under,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,119,22403,001,Gpca,Asma Kazmi,under,2,16,7,0,0,0,0,0,0,0,0,0,0,0,0
ART,12,22375,001,Lang Of Draw,Asma Kazmi,under,5,9,3,0,0,1,0,0,0,0,0,0,0,0,0
ART,120,22404,001,App To Prntmg Intag,Randy Hussong,under,0,9,3,0,2,0,0,1,0,0,0,0,0,0,0
ART,123,22405,001,Screenprinting,Randy Hussong,under,0,11,3,0,1,1,0,0,0,0,0,0,0,0,0
ART,13,22377,002,Lang Of Painting,Craig Nagasawa,under,0,12,1,2,0,0,0,0,0,0,0,0,0,0,0
ART,137,32078,001,Adv Proj Ceram Scul,Kari Marboe,under,5,8,2,1,0,0,0,0,0,0,0,0,1,0,0
ART,138,32083,001,Installations,Brody Reiman,under,2,9,1,1,0,0,0,0,0,0,0,0,0,0,0
ART,14,22378,001,Lang Of Sculpture,Stephanie Syjuco,under,2,12,0,3,0,0,0,0,0,0,0,0,0,0,0
ART,141,32082,001,Temporal Structures,Whitney Lynn,under,4,1,6,1,2,0,0,0,0,0,0,0,0,0,0
ART,15,22379,001,Lang Sculp:Ceram,Edith Garcia Monnet,under,4,10,0,0,0,0,0,1,0,0,0,0,0,3,0
ART,160,22406,001,Spec Topics Vis Std,Edith Garcia Monnet,under,8,6,0,0,1,0,0,0,0,0,0,0,0,2,0
ART,174,41461,001,Adv Digital Video,Greg Niemeyer,under,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,180,22407,001,Advanced Digital Ph,Whitney Lynn,under,4,6,7,2,0,1,0,0,0,0,0,0,0,0,0
ART,185,22408,001,Sn Projects,Brody Reiman,under,1,16,5,1,0,0,0,0,0,0,0,0,0,0,0
ART,185,22409,002,Sn Projects,Allan Desouza,under,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0
ART,8,22371,001,Intro Vis Thinking,John Mcnamara,under,24,17,11,2,1,0,0,0,0,0,0,0,1,0,0
ART,8A,41459,101,Intro Vis Thinking,Heesoo Kwon; -,under,13,7,0,0,1,0,0,0,0,0,0,0,0,0,0
ASAMST,121,22573,001,Chinese Amer Hist,Harvey Dong,under,0,19,11,4,5,5,1,0,0,0,0,0,0,9,2
ASAMST,122,41937,001,Japanese Amer Hist,Lisa Hirai Tsuchitani,under,0,8,5,0,0,0,0,0,0,0,0,0,1,3,0
ASAMST,132AC,22576,001,Islamophobia,Hatem Bazian; Sawsan Morrar; Sonia Suarez; Taqwa Elhindi,under,21,82,20,3,2,1,1,0,0,0,0,0,0,20,0
ASAMST,144,22581,001,Religions As Amer,Carolyn Chen,under,1,3,5,5,1,1,0,0,0,0,0,0,0,0,0
ASAMST,150,22583,001,Asian Amer Families,Keiko Yamanaka,under,0,19,5,4,0,0,0,0,0,0,0,0,0,0,0
ASAMST,176,22589,001,Genre As Amer Lit,Fae Ng,under,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0
ASAMST,190,22592,001,Sem-Advanced Topics,Michael Omi,under,2,10,6,3,2,3,2,1,0,0,0,0,0,2,1
ASAMST,194B,32706,001,Apa Theme Seminar,Dewey St Germaine; Khatharya Um,under,3,16,0,0,1,0,0,0,0,0,0,0,0,0,0
ASAMST,197,16438,011,Field Study,Dewey St Germaine; Khatharya Um,under,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
ASAMST,20A,22528,001,Intro Asian Am Hist,Catherine Choy; Iris Lin; Jeffrey Yamashita,under,1,62,12,4,1,0,1,0,0,0,0,0,0,15,2
