Subject,ClassNum,CourseID,Section,ClassDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
LEGALST,190,16652,004,Topics In Law/Soc,Eric Stover; Kimberly Koenig,under,6,12,9,2,3,0,0,0,0,0,0,0,0,4,0
HISTORY,124A,21981,001,U.S. Late 19th-1940,Natalie Novoa,under,3,56,45,22,22,7,0,6,1,0,2,0,2,21,0
IND ENG,190C,33139,006,Advance Topics Ieor,Michael Kyriacou,under,1,7,3,1,1,0,0,0,0,0,0,0,0,9,0
COLWRIT,R4B,21442,012,"Read,Comp,Research",Linda Jensen Darling,under,0,11,2,0,0,0,0,0,1,0,1,0,0,0,0
INTEGBI,131,22175,001,Human Anatomy,Thomas Carlson,under,12,70,37,30,29,37,14,16,13,1,7,0,3,10,13
FILIPN,101A,25380,001,Advanced Filipino,Maria Barrios-Leblanc,under,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0
XHISTOR,7B,29828,001,The Us Civ War Pres,Samantha Gervase,under,1,22,16,6,3,3,0,2,0,1,0,0,1,4,2
THEATER,142,24096,001,Adv Modern Dance,Katharine Faulkner,under,0,12,3,1,0,0,0,0,0,0,0,0,0,2,1
CY PLAN,110,20580,001,Intro To City Plng,Jason Luger; Matthew Wade; Priscila Coli Rocha,under,4,66,23,3,5,2,0,2,1,0,0,1,0,3,0
XMUSIC,27,29755,001,Intro West Music,Scott Foglesong,under,1,16,4,1,11,0,1,1,0,0,0,0,0,25,2
LD ARCH,134B,20626,001,Drawing Workshop Ii,Alexander Broad; Carl Kullmann,under,2,5,4,3,3,5,1,0,1,0,0,0,0,0,0
SOCIOL,5,23747,001,Eval Of Evidence,David Harding,under,0,71,31,19,70,13,6,11,4,0,0,0,0,1,0
PSYCH,C143,32845,001,Lang Acquisition,Mahesh Srinivasan,under,13,26,25,11,17,9,3,9,2,0,4,0,1,8,3
ART,12,21109,002,Drawing: Fdns,Christina Klein-Tross,under,3,9,8,1,1,0,0,0,0,0,0,0,0,3,0
SCANDIN,75,23698,001,Nordic Lit Culture,Mark Sandberg,under,1,16,7,3,1,1,2,0,0,0,0,0,0,9,0
ENGIN,11,33641,001,Intro To Rad Det,Janette Hanks,under,1,3,1,4,0,2,0,0,0,0,0,0,0,0,0
BIO ENG,100,27356,001,Ethics In Sci & Eng,Dorian Liepmann,under,57,113,20,7,3,0,1,0,0,0,0,0,0,8,0
PHYS ED,1,23355,001,Pe Activities,Elmar Stefke,under,0,2,0,1,0,0,0,0,0,0,0,0,0,17,0
ENGLISH,R1B,21667,006,Reading And Comp,Carla Serpell; Miles Drawdy,under,0,5,3,5,4,0,0,0,0,0,0,0,0,0,0
HISTORY,C157,31614,001,Ren And Reformation,Thomas Dandelet,under,0,21,9,5,3,0,3,0,0,0,0,0,0,14,2
RHETOR,152AC,24616,001,Race/New Republic,Nadesan Permaul,under,0,6,2,6,2,1,2,0,0,0,0,0,0,5,1
MATH,198,22626,002,Directed Group Stdy,Sug Woo Shin,under,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2
EECS,151LB,27788,001,Dig Des Ic Fpga Lab,Borivoje Nikolic; Vighnesh Iyer; Yakun Shao,under,0,10,2,0,1,0,0,0,0,0,0,0,0,2,0
COLWRIT,R1A,33815,025,College Writing 1a,Anne Walker,under,0,1,2,3,1,2,1,0,0,0,1,0,2,0,0
MEC ENG,193B,33135,003,Sp Topics Ctlrs,Ayush Agrawal; Koushil Sreenath,under,0,4,5,2,0,0,0,0,0,0,0,0,0,1,0
ANTHRO,170,25779,001,China,Xin Liu,under,3,14,6,5,5,1,1,5,1,0,2,0,1,14,2
CLASSIC,121,31280,001,Ancient Religion,Duncan Macrae,under,1,16,10,7,2,0,0,0,0,0,0,0,0,10,1
KOREAN,1A,25475,009,Elementary Korean,Kyongmi Park,under,0,9,3,2,0,0,0,0,0,0,0,0,0,1,0
PLANTBI,150,27034,001,Plant Cell Biology,Ksenia Krasileva; Sheng Luan,under,2,4,5,1,6,4,2,1,1,0,0,0,0,1,0
INTEGBI,C166,25560,001,Biogeography,Jeffrey Chambers; Rosemary Gillespie,under,0,5,3,5,1,2,0,0,0,0,0,0,0,1,0
JAPAN,1A,22247,002,Elementary Japanese,Chika Shibahara,under,1,3,4,0,1,0,0,0,0,0,0,0,0,4,2
CHINESE,1A,21346,001,Elementary Chinese,Lihua Zhang,under,0,4,3,1,0,0,0,0,0,1,0,0,0,10,0
DES INV,98,28865,2,Directed Group Stud,Eric Paulos,under,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
PLANTBI,113,27056,001,California Mushroom,Catharine Adams; Grady Pierroz; Thomas Bruns,under,3,4,4,0,4,1,0,1,0,0,0,0,1,3,0
ENGLISH,R1A,21671,001,Reading And Comp,Carla Serpell; Gerard Ramm,under,0,10,0,1,3,1,0,0,0,0,0,0,0,0,0
GEOG,80,21818,001,Digital Worlds,Robert Rhew; William Payne; Xiaowei Wang,under,18,16,12,1,4,4,0,3,0,0,0,0,1,4,0
ECON,162,24231,001,Chinese Economy,Gerard Roland,under,1,2,13,18,29,28,19,6,7,0,5,0,3,31,3
COMPSCI,197,15850,232,Field Study,Christopher Hunn,under,0,0,0,0,0,0,0,0,0,0,0,0,0,600,1
THEATER,175A,24670,001,Lighting Design,John Carpenter,under,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0
MCELLBI,32L,22609,001,Int Human Phys Lab,Robin Ball,under,5,111,11,2,5,1,0,0,0,0,0,0,1,2,0
EL ENG,118,33520,001,Intro Optical Eng,Boubacar Kante,under,1,2,2,2,2,0,0,0,0,0,0,0,0,1,0
CHM ENG,170A,20381,001,Biochemical Engin,Jessica Mahinthakumar; Wenjun Zhang,under,1,10,3,6,8,3,1,0,1,0,0,0,0,7,0
STAT,133,23999,001,Computing Data,Gaston Sanchez Trujillo,under,1,13,13,30,44,21,16,8,7,0,6,0,5,13,8
COMPSCI,C8,28063,001,Foundation Data Sci,Avery Yip; Ramesh Sridharan; Ravi Singhal; Scott Lee; Swupnil Sahai; Vien-An Nguyen,under,27,360,245,175,146,90,58,49,39,0,0,0,29,57,21
MEC ENG,103,28603,001,Exp And Measurement,Marcel Kristel; Simo Makiharju,under,5,19,27,25,6,8,1,1,1,0,1,0,1,0,0
CHEM,143,33637,001,Nuclear Chemistry,Luciano Moretto,under,1,0,2,2,1,0,0,0,1,0,0,0,0,3,1
UGBA,192E,33410,001,Social Entrepreneur,Cleveland Justis,under,12,13,0,2,6,0,1,0,0,0,0,0,1,7,1
PHYSICS,188,32821,001,Bayesian Data Analy,Byeonghee Yu; Uros Seljak,under,1,12,3,5,2,2,0,1,1,0,0,0,0,4,0
SOCIOL,169C,19241,001, Cultural Communica,John Kaiser,under,0,6,18,7,5,0,0,0,1,0,0,0,0,2,0
PHYS ED,3,23343,081,Pe Activities,Lon Rork,under,0,8,0,0,0,0,0,0,0,0,0,0,0,19,1
ART,16,21112,001,Prnt:Rlf/Int:Fdns,Randy Hussong,under,2,11,1,0,0,0,0,0,0,0,0,0,0,0,1
CHEM,3AL,20342,002,Organic Chem Lab,Matthew Jurow,under,0,96,59,22,17,8,1,2,0,0,0,0,0,0,0
HUM,10,31582,001,Compass Course,Damon Young; Kathleen Donegan; Michael Mascuch,under,0,11,26,4,0,0,0,0,0,0,0,0,0,7,0
MEC ENG,185,28235,001,Intro Continum Mech,James Casey,under,2,1,1,0,5,0,0,1,0,0,1,0,0,0,0
L & S,40C,31102,001,Hollywood,Kathleen Moran,under,1,27,12,3,6,5,0,0,0,1,0,0,1,17,2
STAT,134,23972,001,Concepts Of Prob,Adam Lucas,under,3,52,27,28,31,26,26,24,22,0,0,0,24,14,8
POL SCI,143B,31833,001,Japanese Politics,Christopher Ansell; Claire Jang; Deirdre Martin; Junius Brown; Michael Katoni,under,12,34,14,8,17,4,2,1,1,1,1,1,1,1,0
MATH,53,22366,001,Multivar Calculus,Suncica Canic,under,13,93,84,60,40,41,39,25,23,0,10,0,0,11,3
MUSIC,R1B,24328,001,Reading & Writing,Cindy Cox; Danielle Simon,under,0,22,1,0,0,1,0,0,0,0,0,0,0,0,0
GERMAN,1,22044,001,Elementary German 1,Isabella Carlsson; Nikolaus Euba; Nikolaus Euba,under,0,4,1,2,0,0,0,0,0,0,0,0,0,4,0
ESPM,102B,26910,001,Nat Res Sampling,Gregory Biging; Joshua Verkerke,under,1,2,5,3,4,3,2,0,0,0,1,0,0,1,3
NE STUD,146,30962,001,Islam,Asad Ahmed,under,3,28,4,3,0,0,0,0,0,0,0,0,0,3,0
ECON,C103,33396,001,Intro Math Economic,Christian Leister,under,2,3,6,5,0,1,2,4,2,0,0,0,0,6,2
XENGLIS,R1B,29743,005,Reading And Comp,Catherine Hollis,under,0,8,6,1,2,0,0,0,0,0,0,0,0,0,0
INTEGBI,158LF,22139,001,Biol Geomo Trop Isl,Brent Mishler; George Roderick; Seth Finnegan; Stephanie Carlson,under,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0
MUSIC,20A,22925,001,Basic Musicianship,Didem Coskunseven; Matthew Hough,under,11,8,0,0,0,0,0,0,0,0,0,0,0,7,1
ASAMST,145AC,31018,001,Politics/Pub Policy,Michael Chang,under,0,4,3,3,2,0,0,0,0,0,0,0,0,7,1
AFRICAM,134,26312,001,Info Tech And Soc,Michel Laguerre,under,0,41,3,2,1,0,0,1,0,0,0,0,0,0,0
