Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
ANTHRO,R5B,20455,002,Reading & Comp,Laurie Wilkie; William Stafford,under,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,20456,003,Reading & Comp,Alyssa Scott; Laurie Wilkie,under,4,3,3,1,1,1,2,0,0,1,0,0,0,0,0
ANTHRO,R5B,20454,001,Reading & Comp,Brittany Birberick; Laurie Wilkie,under,0,10,2,2,2,0,0,0,0,0,0,0,0,0,0
ARABIC,100A,20589,001,Advanced Arabic,Haitham Mohamed,under,2,18,0,1,0,0,0,0,0,0,0,0,0,1,0
ARABIC,1A,20571,005,Elementary Arabic,Amel Belguith; Elsa Elmahdy,under,1,4,5,0,0,0,0,0,0,0,0,0,0,2,2
ARABIC,1A,20573,006,Elementary Arabic,Elsa Elmahdy; Nathalie Khankan,under,2,10,1,0,2,0,0,0,1,0,0,0,0,2,1
ARABIC,1A,20579,003,Elementary Arabic,Betty Rosen; Elsa Elmahdy,under,1,3,0,3,1,0,0,0,0,0,0,0,0,1,1
ARABIC,1A,30583,007,Elementary Arabic,Elsa Elmahdy; Nathalie Khankan,under,3,4,1,1,1,0,0,0,0,0,0,0,0,4,1
ARABIC,1A,20577,001,Elementary Arabic,Elsa Elmahdy; Haitham Mohamed,under,0,6,2,3,0,0,0,0,0,0,0,0,0,5,0
ARABIC,20A,20574,001,Intermediate Arabic,Elsa Elmahdy; Haitham Mohamed; Haitham Mohamed,under,1,5,7,0,0,0,0,0,0,0,0,0,0,2,0
ARABIC,20A,20575,002,Intermediate Arabic,Elsa Elmahdy; Hatem Bazian,under,3,4,2,3,0,0,0,0,0,0,0,0,0,2,0
ARABIC,20A,20576,003,Intermediate Arabic,Elsa Elmahdy,under,0,5,4,2,0,0,0,0,0,0,0,0,0,1,0
ARCH,100A,20156,001,Fund Of Arch Design,Alexander Spatzier; David Jaehning; David Orkand; Jennifer Ly; Joris Komen; Mia Zinni; Raveevarn Choksombatchai; William Atwood,under,1,14,18,30,33,11,2,1,0,0,0,0,0,1,0
ARCH,100C,20143,002,Arch Design Iii,Jean Bourdier,under,3,1,0,3,3,1,2,0,0,0,0,0,0,0,0
ARCH,100C,20378,008,Arch Design Iii,Rudabeh Pakravan,under,1,2,2,4,4,0,0,0,0,0,0,0,0,0,0
ARCH,100C,20144,003,Arch Design Iii,Neyran Turan,under,0,4,3,4,2,0,0,0,0,0,0,0,0,0,0
ARCH,100C,20148,004,Arch Design Iii,Franklyn Campbell,under,0,2,2,4,2,1,1,1,0,0,0,0,0,0,0
ARCH,100C,20149,005,Arch Design Iii,Keith Plymale,under,0,8,3,2,0,1,0,0,0,0,0,0,0,0,0
ARCH,100C,20350,006,Arch Design Iii,Eric Cesal,under,0,6,1,2,1,2,1,0,0,0,0,0,0,0,0
ARCH,100C,20374,007,Arch Design Iii,Dominique Price,under,0,3,2,4,3,2,0,0,0,0,0,0,0,0,0
ARCH,100C,20379,009,Arch Design Iii,Benjamin Golze; Mark Cavagnero,under,0,3,2,2,4,2,1,0,0,0,0,0,0,0,0
ARCH,102A,20150,001,Capstone Prep Sem,Darell Fields,under,0,0,1,4,4,7,2,0,3,0,0,0,0,0,0
ARCH,110AC,20204,001,Soc / Cult Basis Of Design,Efstathios Gerostathopoulos; Leonardo Chiesi,under,0,14,26,16,17,14,2,3,0,0,0,0,0,7,0
ARCH,11A,20205,001,Intro Vis Rep Draw,Darell Fields,under,0,1,5,9,13,18,13,7,1,0,0,1,1,0,4
ARCH,130,20185,001,Intr Arch Des Th/Cr,C Crysler,under,1,5,14,8,10,4,2,1,0,0,0,0,0,2,1
ARCH,142,20344,001,Sustainability Coll,Gail Brager,under,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2
ARCH,144,20201,001,Intro To Acoustics,Charles Salter,under,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
ARCH,150,20194,001,Intro To Structures,R.Gary Black,under,7,25,46,21,20,4,1,3,0,0,0,0,0,2,0
ARCH,170A,20172,001,"Hist, Arch&Urbanism",Andrew Shanken,under,0,14,9,13,27,16,14,10,4,4,0,1,1,3,1
ARCH,198,20127,002,Directed Group Stdy,Susan Moffat,under,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
ARMENI,101A,20640,001,Continuing Armenian,Myrna Douzjian,under,2,12,1,1,0,0,0,0,0,0,0,0,0,0,0
ART,102,20636,002,Approaches To Ptng,Indira Morre,under,1,21,2,0,0,0,0,0,0,0,0,0,0,0,0
ART,103,25928,001,Adv. Painting,Kenyatta Hinkle,under,2,5,2,0,3,0,1,0,0,1,0,0,0,1,0
ART,118,20630,001,Contmp Fig Drw,Indira Morre,under,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0
ART,119,20629,001,Gpca,Christian Frock,under,5,8,3,1,0,1,0,0,0,0,0,0,0,0,0
ART,12,20635,001,Lang Of Draw,Jose Figueroa,under,1,15,0,0,0,0,0,0,0,0,0,0,0,2,0
ART,13,20638,001,Lang Of Painting,Kenyatta Hinkle,under,0,17,1,0,2,0,0,1,0,0,0,0,0,1,0
ART,132,20613,001,App To Sculp Ceram,Edith Garcia Monnet,under,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,133,32085,001,Meaning/Material,Brody Reiman,under,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0
ART,14,20632,001,Lang Of Sculpture,Dana Hemenway,under,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0
ART,15,20633,001,Lang Sculp:Ceram,Cathy Lu,under,1,12,1,1,1,1,1,0,0,0,0,0,0,2,0
ART,16,20634,001,Intro Prnt:Relf/Int,Randy Hussong,under,0,10,2,0,0,0,0,0,0,0,0,0,1,0,0
ART,160,25904,101,Spec Topics Vis Std,Craig Nagasawa,under,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0
ART,17,32745,001,Intro Prnt:Lith&Scr,Randy Hussong,under,3,9,0,0,0,1,0,0,0,0,0,0,0,1,0
ART,171,20609,001,Digital Video,Nicole Tavares,under,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,173,20591,001,Electro-Crafting,Christopher Kubick; Christopher Kubick,under,2,9,1,0,0,0,0,0,0,0,0,0,1,0,0
ART,178,25548,001,Game Design Methods,Greg Niemeyer,under,10,15,0,0,0,0,0,0,0,0,0,0,0,1,0
ART,185,24562,002,Sn Projects,Asma Kazmi,under,5,3,3,6,3,2,0,0,0,0,0,0,0,0,0
ART,185,20610,001,Sn Projects,Stephanie Syjuco,under,0,9,5,2,2,0,0,0,0,0,0,0,0,0,0
ART,198,20614,001,Directed Group Stdy,Elizabeth Byrne; Indira Morre,under,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
ART,198,20615,002,Directed Group Stdy,Greg Niemeyer; Hui Wen Ooi,under,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
ART,21,20637,001,Beg. Digital Photo,Elizabeth Linden,under,0,7,9,1,2,0,0,0,0,0,0,0,0,0,0
ART,23AC,32361,001,Data Arts,Greg Niemeyer,under,17,3,4,0,1,0,0,0,0,0,0,0,0,3,0
ART,8,20641,001,Intro Vis Thinking,Anne Walsh; Anne Walsh; Yunxin Zheng,under,14,30,12,0,0,0,0,0,0,0,0,0,0,1,0
ART,8A,26053,101,Intro Vis Thinking,Shari Paladino,under,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASAMST,124,20643,001,Filipino Amer Hist,Catherine Choy,under,1,16,8,4,0,0,0,0,0,0,0,0,0,2,0
ASAMST,128AC,20657,001,Muslims In America,Hatem Bazian,under,13,99,47,4,3,1,0,1,0,0,0,0,0,26,0
ASAMST,131,24471,001,Asian Diaspora,Lok Siu,under,0,30,3,1,0,0,0,0,0,0,0,0,0,1,0
ASAMST,143AC,24249,001,As Am Health,Abraham Ramirez; Winston Tseng,under,4,49,3,1,0,0,0,0,0,0,0,0,0,6,0
ASAMST,146,24482,001,Asian Amer & Ed,Lisa Hirai Tsuchitani,under,0,15,10,3,1,0,0,0,0,0,0,0,0,0,0
ASAMST,150,31335,001,Asian Amer Families,Keiko Yamanaka,under,0,16,7,3,1,1,0,0,0,0,0,0,0,0,0
ASAMST,172,20700,001,Asian Amer Lit,Fae Ng,under,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0
ASAMST,198,20714,007,Superv Group Study,Harvey Dong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
ASAMST,198,20715,008,Superv Group Study,Harvey Dong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
ASAMST,20A,25152,001,Intro Asian Am Hist,Harvey Dong,under,0,58,19,4,12,1,0,2,1,0,0,0,1,22,0
ASAMST,R2A,24641,001,Reading&Composition,Jennifer Duque; Lok Siu,under,0,9,8,2,0,0,0,0,0,0,0,0,0,0,0
ASAMST,W20AC,25878,001,As Am Comm Race Rel,Harvey Dong,under,0,72,6,0,2,0,1,0,3,0,0,0,0,30,1
ASTRON,120,20730,001,Opt & Ir Astro,Gaspard Duchene,under,2,4,4,0,4,2,2,1,0,0,0,0,0,1,0
ASTRON,7A,20758,001,Intro Astrophysics,Daniel Weisz,under,1,6,4,6,20,8,5,1,2,1,0,0,0,5,0
ASTRON,C10,20718,001,General Astronomy,Alexei Filippenko; Nathan Sandford,under,53,113,49,55,68,25,8,21,3,0,2,0,2,270,19
ASTRON,C13,24142,001,Origins Big Bang,Charles Marshall; Eliot Quataert,under,2,15,18,4,6,2,3,2,0,0,0,0,1,25,2
ASTRON,C162,20743,001,Planetary Astrophys,Imke De Pater,under,0,6,6,3,3,4,4,3,3,0,0,0,0,0,0
BIO ENG,10,26831,001,Intro/Biomed Engin,Terry Johnson,under,35,171,9,7,2,1,0,0,0,0,0,0,0,3,0
BIO ENG,100,26884,001,Ethics In Sci & Eng,Nidhi Ahuja,under,0,54,77,19,12,6,5,2,0,0,0,0,0,14,3
BIO ENG,102,27698,001,Biomech Anal & Dsgn,Mohammad Mofrad,under,2,6,7,19,10,7,8,0,4,5,0,0,0,0,0
BIO ENG,103,27641,001,Engineering Molecul,Teresa Head-Gordon,under,2,23,14,0,1,0,0,0,0,0,0,0,0,0,0
BIO ENG,105,32776,001,Engineering Devices,Moriel Vandsburger,under,3,17,3,2,2,3,1,1,1,0,0,0,0,2,0
BIO ENG,114,27639,001,Cell Engineering,Irina Conboy,under,0,15,25,19,7,2,1,0,0,0,0,0,0,4,0
BIO ENG,115,26887,001,Tissue Engineering,Michael Conboy,under,0,7,5,9,2,0,0,0,0,0,0,0,0,0,0
BIO ENG,121,30604,001,Biomems & Med Dev,Aaron Streets,under,0,5,11,6,4,3,2,0,0,0,1,0,0,2,0
BIO ENG,121L,32880,10,Biomems Bionano Lab,Luke Lee,under,1,11,4,3,1,0,0,0,0,0,0,0,0,0,0
BIO ENG,124,26915,001,Basic Prin Drug,Niren Murthy,under,10,12,8,1,2,2,0,0,0,0,0,0,0,2,0
BIO ENG,131,26854,001,Intro To Comp Mcb,Ian Holmes,under,0,18,4,2,3,1,0,1,0,1,0,0,0,2,0
BIO ENG,147,30612,001,Prin Of Syn Bio,Adam Arkin,under,2,1,2,1,2,0,1,0,0,0,1,1,0,0,1
BIO ENG,148,26844,001,Bio Chem Syn Bio,Aaron Berliner; John Dueber,under,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,150,26852,001,Intro To Bio & Bion,Seung-Wuk Lee,under,10,16,0,9,7,0,0,0,0,0,0,0,0,0,0
BIO ENG,163,26865,001,Prin Of Molec & Cel,Gerard Marriott,under,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,192,26845,001,Sr Design Project,Amy Herr,under,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,196,14285,016,Underg Des Res,Dorian Liepmann,under,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,C118,27888,001,Biolog Perf Mats,Kevin Healy,under,2,2,3,2,1,0,1,0,0,0,0,0,0,0,0
BIO ENG,C137,27893,001,Des Human Body,Grace O'Connell,under,1,1,8,3,2,1,0,0,0,0,0,0,0,0,0
BIOLOGY,1A,20859,001,General Biology Lec,Anastasios Melis; Erol Kepkep; Matthew Welch; Michael Meighan; Robert Fischer,under,2,51,82,30,67,72,58,64,46,0,11,0,6,2,6
BIOLOGY,1A,24080,002,General Biology Lec,Anastasios Melis; Erol Kepkep; Matthew Welch; Michael Meighan; Robert Fischer,under,0,2,2,0,3,3,0,2,4,0,0,1,0,2,0
BIOLOGY,1AL,20842,001,General Biology Lab,Erol Kepkep; Gian Garriga; Michael Meighan,under,2,100,87,66,69,77,34,31,16,0,2,0,6,8,4
BIOLOGY,1B,20843,001,General Biology,Alan Shabel; Brett Boltz; Bruce Baldwin; Ellen Simms; Joshua Povich,under,5,49,57,64,32,26,35,32,27,18,11,0,12,6,11
BIOLOGY,1B,24083,003,General Biology,Alan Shabel; Brett Boltz; Bruce Baldwin; Ellen Simms; Joshua Povich,under,1,12,15,15,19,14,7,7,7,2,2,0,6,1,5
BIOLOGY,1B,24082,002,General Biology,Alan Shabel; Brett Boltz; Bruce Baldwin; Ellen Simms; Joshua Povich,under,0,9,21,21,25,15,5,7,8,8,6,0,2,2,5
BIOLOGY,1B,24084,004,General Biology,Alan Shabel; Brett Boltz; Bruce Baldwin; Ellen Simms; Joshua Povich,under,0,7,9,3,10,3,5,2,2,2,3,0,2,1,2
BOSCRSR,27A,20775,001,Intro Bos/Croa/Serb,David Parker; Ronelle Alexander,under,3,3,1,0,2,0,0,0,0,0,0,0,0,1,0
BUDDSTD,137,32178,001,Buddhist Art/Arch,Christie Bopearachchi,under,2,4,2,1,1,0,0,0,0,0,0,0,0,2,0
BUDDSTD,190,32079,001,Topics,Oren Hanner,under,5,3,2,2,0,2,0,0,0,0,0,0,0,1,0
BUDDSTD,C114,24250,001,Tibetan Buddhism,Katarina Turpeinen,under,0,9,7,2,0,0,0,0,0,0,0,0,0,2,0
BUDDSTD,C115,30714,001,Japanese Buddhism,Mark Blum,under,0,2,2,0,1,1,0,1,0,0,0,1,0,4,0
BUDDSTD,C50,20774,001,Intro To Buddhism,Robert Sharf,under,5,14,13,9,6,3,2,2,1,0,0,0,0,22,3
CELTIC,168,24424,001,Celtic Mythology,Annalee Rejhon,under,1,4,0,5,2,0,0,0,0,0,0,0,1,11,1
CELTIC,70,20865,001,World Of The Celts,Myriah Williams,under,4,3,3,2,2,1,1,1,0,0,0,0,1,8,6
CELTIC,R1B,20867,001,Voices/Celtic World,Myriah Williams,under,4,2,4,4,0,0,2,0,0,0,0,0,0,0,0
CELTIC,R1B,20868,002,Voices/Celtic World,Thomas Walsh,under,0,11,6,1,0,0,0,0,0,0,0,0,1,0,0
CHEM,103,19946,001,Inorg Chem Bio,Christopher Chang; Hyo Jin Jang; Jeffrey Derrick,under,2,22,5,8,14,2,3,5,1,0,0,0,1,2,0
CHEM,104A,19977,001,Adv Inorganic Chem,Jaruwan Amtawong; Rex Handford; T Tilley,under,2,7,16,17,11,7,10,15,10,0,4,0,6,3,2
CHEM,108,19984,001,Inorganic Synthesis,Richard Andersen,under,0,9,3,0,2,0,0,1,1,0,0,0,0,0,0
CHEM,113,31150,001,Adv Mech Organ Chem,Felix Fischer; Xiaowei Xie,under,6,6,4,10,6,5,4,3,4,0,0,0,0,4,1
CHEM,115,19944,001,Organic Chemistry,Michelle Chang,under,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CHEM,120A,19952,001,Physical Chemistry,Addison Schile; Elliot Rossomme; Eric Neuscamman,under,1,7,6,4,3,4,5,6,5,0,0,0,8,0,0
CHEM,120B,19948,001,Physical Chemistry,Naomi Ginsberg; Nathan Odendahl; Trevor Roberts; Xiaoxuan Liu,under,3,24,31,27,18,16,15,12,8,0,1,0,2,2,0
CHEM,125,19940,001,Phys Chem Lab,Stephen Leone,under,0,4,7,6,3,5,1,3,0,0,0,0,0,1,0
CHEM,12A,20092,001,Organic Chemistry,Anne Baranger; Jakob Dahl,under,3,22,31,29,31,21,19,16,15,7,3,2,4,1,1
CHEM,135,19949,001,Chemical Biology,Daniel Brauer; Evan Miller; Pavel Klier; Vanessa Yang,under,4,49,8,25,12,5,10,13,6,0,4,0,1,6,0
CHEM,143,19978,001,Nuclear Chemistry,Luciano Moretto,under,1,0,1,3,1,0,2,1,0,0,0,0,0,2,1
CHEM,15,19834,001,Bio/Analytical Chem,Daniel Neumark,under,0,6,4,4,7,5,3,3,4,0,0,0,1,2,1
CHEM,196,11479,036,Special Lab Study,John Arnold; Maura Daly,under,2,37,2,0,2,0,0,0,0,0,0,0,0,0,0
CHEM,1A,19828,001,General Chemistry,David Lunderberg; Kiera Wilhelm; Kiera Wilhelm; Phillip Geissler,under,18,58,77,82,69,58,25,20,15,3,1,1,0,13,6
CHEM,1A,19829,002,General Chemistry,David Lunderberg; Kiera Wilhelm; Phillip Geissler,under,18,76,86,80,63,47,26,15,9,4,5,0,3,10,4
CHEM,1A,19830,003,General Chemistry,David Lunderberg; Eran Rabani; Kiera Wilhelm,under,9,25,48,53,36,38,18,10,6,2,5,1,2,9,4
CHEM,1A,32885,004,General Chemistry,Angelica Stacy; Christiane Stachl; Jamie Gleason,under,0,8,7,15,28,9,13,6,5,0,1,0,1,3,1
CHEM,1AL,19882,001,General Chem Lab,Michelle Douskey,under,40,206,55,40,58,10,4,13,1,0,6,0,4,2,1
CHEM,1AL,20072,002,General Chem Lab,Michelle Douskey,under,33,161,39,36,47,8,4,11,0,0,2,0,3,2,0
CHEM,1AL,20073,003,General Chem Lab,Michelle Douskey,under,33,148,34,27,34,3,4,8,0,0,2,0,2,2,0
CHEM,32,34503,001,Prep For Gen Chem,Eric Koehn,under,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3
CHEM,32,34504,002,Prep For Gen Chem,Eric Koehn,under,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4
CHEM,32,34505,003,Prep For Gen Chem,Eric Koehn,under,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4
CHEM,3A,19950,001,Chem Struct React,Peter Marsden; Shelby Mccowen,under,19,65,34,36,31,27,37,47,42,0,0,0,31,2,5
CHEM,3A,19951,002,Chem Struct React,Peter Marsden; Shelby Mccowen,under,14,81,47,44,35,44,42,51,36,0,0,0,35,7,9
CHEM,3AL,19971,001,Organic Chem Lab,Alexis Shusterman,under,0,188,150,8,11,1,5,1,0,0,0,0,0,1,0
CHEM,3AL,19972,002,Organic Chem Lab,Alexis Shusterman,under,0,144,96,7,2,3,3,1,0,0,0,0,1,0,1
CHEM,3B,19897,001,Chem Struct React,Maryann Robak,under,25,35,34,26,22,17,15,28,21,0,4,0,12,4,4
CHEM,3B,19898,002,Chem Struct React,Maryann Robak,under,22,28,40,30,27,29,21,33,17,0,7,0,11,2,1
CHEM,3BL,19917,001,Organic Chem Lab,Alexis Shusterman,under,0,113,104,34,24,12,16,6,1,0,0,0,1,0,1
CHEM,3BL,19918,002,Organic Chem Lab,Alexis Shusterman,under,0,67,57,22,14,7,6,1,0,0,0,0,0,1,0
CHEM,4A,19936,001,Gen Chm Quant Analy,Ke Xu; Mark Babin; Richard Saykally,under,2,24,16,23,42,29,21,16,8,0,5,0,3,4,6
CHEM,98,19980,002,Directed Group Stdy,Phillip Geissler,under,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1
CHEM,98W,31090,005,Directed Group Stdy,John Arnold; Maura Daly; Shamaya Pellum,under,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
CHEM,C110L,19987,001,Biochem & Molbi,Andreas Martin; Isabelle Le Blanc,under,1,4,0,1,2,0,0,1,0,0,0,0,0,1,0
CHEM,C130,19953,001,Biophysical Chem,David Savage; John Kuriyan,under,1,4,4,1,3,1,2,1,0,0,0,0,1,0,0
CHEM,H194,11756,017,Honors Research,John Hartwig,under,1,8,0,1,1,0,0,0,0,0,0,0,0,0,0
CHEM,H194,11777,038,Honors Research,John Arnold; Maura Daly,under,9,29,1,1,0,0,0,0,0,0,0,0,0,0,0
CHICANO,130,20878,001,Mex Chic Art Hist,Jesus Barraza,under,33,3,0,0,0,0,0,0,0,0,0,0,0,2,0
CHICANO,135A,20879,001,Latino Film To 1980,Abraham Ramirez; Peter Kim; Raymond Telles,under,6,62,35,13,9,2,0,0,0,0,0,0,0,3,1
CHICANO,163,20889,001,Caribbean Migration,Ramon Grosfoguel,under,6,10,2,4,1,0,0,0,0,0,0,0,0,6,0
