Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AFRICAM,125AC,13999,001,Hist Mod Civ Rt Mov,Ula Taylor; Kevin Rigby; John Mundell,under,1,11,6,2,2,5,3,1,1,1,0,1,6,21,3
AFRICAM,136L,14000,001,Criminal Jus Sur Am,Kevin Rigby; Zachary Norris,under,30,17,0,0,0,2,0,0,0,2,0,0,2,3,1
AFRICAM,139L,14001,001,Spec Top Race Law,Frederick Vincent,under,1,32,2,0,0,0,0,0,0,0,1,0,2,3,0
AFRICAM,159,14252,002,Spec Top Afam Lit,Frederick Vincent,under,3,7,2,0,1,0,0,0,0,0,0,0,0,2,1
AFRICAM,159,14253,001,Spec Top Afam Lit,Rashad Timmons,under,2,5,1,1,0,0,0,0,0,0,0,0,0,2,0
AFRICAM,182AC,14444,01,Social Movements An,Sarumathi Jayaraman,under,1,9,2,0,0,0,0,0,0,0,0,0,0,1,0
AFRICAM,27AC,15350,001,Lives/Strug/Maj Cul,Gladys Wilkerson,under,12,38,1,0,1,0,0,1,0,0,0,0,2,0,0
AFRICAM,W111,13437,001,"Race, Class & G",Nitoshia Ford; Stephen Small,under,6,4,10,6,2,0,0,0,0,0,0,0,0,6,2
AMERSTD,101,14997,002,Us Cultures In Time,Alexander Craghead,under,1,1,2,0,3,1,0,2,0,0,0,1,0,1,0
AMERSTD,101AC,15901,001,Us Cultures In Time,Sarah Gold Mcbride,under,0,18,9,4,4,1,0,1,2,0,0,1,0,5,0
ANTHRO,112,14256,001,Sp Topics: Bio Anth,Christopher Lowman,under,42,1,0,0,0,0,0,0,0,0,0,0,2,0,0
ANTHRO,122D,14428,001,Ancient Maya,Flavio Silva,under,14,3,3,2,0,0,1,0,0,0,0,0,0,3,0
ANTHRO,128,15446,001,Spec Topics In Arch,Timothy Gill,under,1,3,3,3,0,1,0,0,0,0,0,0,0,0,0
ANTHRO,128M,15444,001,Topics:Arch/Method,Flavio Silva,under,0,12,1,1,1,0,1,0,0,0,0,0,1,1,0
ANTHRO,158,15448,001,Religion & Anthro,Jason Price,under,0,2,9,2,2,1,1,0,0,0,0,0,0,1,0
ANTHRO,166,13445,001,"Lang,Culture,Socity",Brian Karl,under,0,4,1,1,2,0,0,0,1,0,0,0,0,4,0
ANTHRO,189,12009,001,Spec Top:Soc/Cult,Charles Briggs; Clara Mantini Briggs,under,7,1,0,0,0,0,0,0,0,0,0,0,1,1,0
