Subject,ClassNum,CourseID,Section,ClassDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
LINGUIS,5,57310,001,Lang & Linguistics,Gary Holland; Oana David,under,2,4,3,5,2,0,1,0,0,1,1,0,3,0,1
ENV DES,11A,42160,001,Intro Vis Rep Draw,Michelle Chang,under,0,1,3,1,2,1,0,2,0,0,0,0,0,1,0
PHYSICS,7B,67440,001,Scient Engin Phys,Michael Bloxham,under,1,7,10,7,10,9,13,13,4,0,0,0,1,1,0
ITALIAN,1,52605,001,Elementary Italian,Albert Ascoli; Arthur Lei,under,3,2,1,0,1,0,0,0,0,0,0,0,0,3,0
COM LIT,N60AC,28220,002,Lit Amer Cultures,Harsha Ram; Ramsey Mcglazer,under,3,3,5,2,2,1,0,0,0,0,1,0,0,2,0
COMPSCI,61A,28633,002,Str Interp Cmp Prgs,Rohin Shah; Shidi Huang,under,13,7,2,9,8,10,2,3,2,1,0,0,6,7,3
UGBA,102A,19150,003,Intro Fin Account,Gary Pieroni,under,2,6,10,4,6,2,0,1,2,4,1,0,1,1,3
PHILOS,2,66515,002,Ind Moral/Soc Just,John Macfarlane; Julian Jonker,under,1,3,6,3,2,5,1,0,0,3,1,0,2,4,1
ENGLISH,N1A,41505,001,Reading And Comp,Jeffrey Blevins; Mitchell Breitwieser,under,0,6,2,3,0,1,0,0,0,0,0,0,0,0,0
STAT,134,79705,001,Concepts Of Prob,Michael Leong,under,2,11,9,2,11,7,1,7,8,0,7,0,8,2,5
COLWRIT,9K,27295,002,Esp Human Rights,Janet Christensen; Margi Wald,under,0,7,3,0,2,0,1,0,0,0,0,0,1,1,0
MATH,16B,58505,002,Anal Geo & Calculus,Mark Haiman; Maryam Farahmand-Asil,under,7,4,4,4,4,1,0,1,1,0,0,0,3,1,3
MATH,98,58815,005,Directed Group Stdy,Michael Wong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5
UGBA,106,19250,004,Marketing,David Robinson,under,2,8,12,6,10,6,3,1,3,0,3,1,3,4,1
HISTART,N182,14645,001,Hist Of Photography,Andrew Stewart; Camille Mathieu,under,0,6,4,4,3,1,1,1,1,0,0,0,6,9,1
SOC WEL,116,76275,001,Current Topics,Jill Berrick; Kelly Whitaker,under,10,8,0,0,0,0,0,0,0,0,0,0,0,5,0
SPANISH,135,78980,003,Hispanic Literature,Matthew Losada,under,0,5,7,3,1,1,0,0,0,0,0,0,1,0,0
COLWRIT,9D,27235,001,Esp Broadwy Musical,David Frasca; Margi Wald,under,0,7,0,1,6,0,0,0,0,0,0,0,0,1,0
FILM,R1B,44805,002,Writing-Film Focus,Christopher Goetz; Jeffrey Skoller,under,0,4,6,4,1,0,1,0,1,0,0,0,2,0,0
ANTHRO,R5B,12155,003,Reading & Comp,Corinne Hayden; Krystal Strong,under,4,6,2,0,1,2,0,0,0,0,0,0,1,0,0
UGBA,106,19255,005,Marketing,Wasim Azhar,under,1,10,20,11,5,0,0,0,0,0,0,0,0,0,0
SOC WEL,175AC,76295,001,Dialogue Diversity,Valerie Edwards,under,0,7,5,3,0,0,0,0,0,0,0,0,0,3,0
SPANISH,102A,78960,001,Adv Gram And Comp,Ignacio Navarrete; Katherine Lambe,under,0,7,5,3,5,0,0,0,0,0,0,0,0,1,0
FILM,100,44835,001,Film Theory,Jeffrey Skoller; Patrick Ellis,under,1,2,1,3,2,1,2,0,0,0,0,0,2,0,1
GWS,50AC,46005,001,Gender In Amer Cult,Laura Fantone,under,0,7,3,7,6,0,1,0,0,0,0,0,1,5,0
CHEM,3A,22195,001,Chem Struct React,Steven Pedersen,under,5,17,17,24,29,25,14,31,10,0,8,0,23,3,7
COLWRIT,6B,26975,101,Esl Academic Vocab,Diane Schmitt; Margi Wald,under,0,2,4,5,1,2,0,0,0,0,0,0,1,1,0
COLWRIT,6B,26980,102,Esl Academic Vocab,Margi Wald; Teri Crisp,under,3,10,2,0,0,0,0,0,0,0,0,0,1,2,0
POL SCI,150,70380,001,Amer Legal System,Sean Farhang,under,6,26,18,10,8,3,0,0,1,0,1,0,1,3,2
CIV ENG,130N,37420,001,Mech Of Structures,Clement Barthes,under,4,12,2,2,0,0,1,0,0,0,0,0,0,0,0
COLWRIT,6F,27005,101,Esl Listen Speak,Margi Wald; Ruth Acker,under,0,1,9,2,1,0,0,0,0,0,0,0,0,4,0
GERMAN,R5B,47255,001,Reading And Comp,Karen Feldman; Zachary Dziedziak,under,0,1,5,2,3,0,0,0,0,0,0,0,1,0,0
COLWRIT,9F,27265,002,Esp Business Speak,Margi Wald; Netta Avineri,under,0,14,0,2,0,0,0,0,0,0,0,0,0,2,0
ITALIAN,R5B,52615,102,Reading & Comp,Brandon Schneider,under,0,2,3,4,4,0,0,0,0,0,0,0,0,0,0
HISTORY,N106B,48930,001,The Roman Empire,Carlos Norena,under,0,5,6,5,5,1,0,0,0,0,0,0,1,3,0
ESPM,50AC,43105,001,Intro Cult/Res Mgt,Kenneth Worthy,under,0,28,10,3,3,1,1,1,2,0,0,0,1,6,2
MATH,98,58805,003,Directed Group Stdy,Mark Haiman; Michael Wong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4
IAS,120,52020,001,Selected Topics,David Sarquis,under,0,2,0,4,0,0,1,1,0,0,0,0,0,3,0
SPANISH,2,78915,001,Elem Spanish,Marilola Perez; Miriam Hernandez-Rodriguez,under,1,3,0,1,5,1,3,1,0,0,0,0,0,1,0
THEATER,25AC,80920,001,Drama Of Am Culture,Joanne Taylor,under,3,2,3,2,2,0,0,0,0,0,0,0,1,5,1
MEC ENG,106,39860,001,Fluid Mechanics,Jocelyn Bale-Glickman,under,5,4,1,3,7,3,0,3,1,0,1,0,2,0,0
CHEM,N3AL,22200,001,Organic Chem Lab,Steven Pedersen,under,4,107,91,11,5,1,4,0,0,0,0,0,2,2,1
IAS,196,52040,003,Special Research,Alan Karras,under,3,15,4,1,0,0,0,0,0,0,0,0,1,16,1
ETH STD,11AC,43805,001,Theories/Concepts,Keith Feldman,under,0,3,2,4,1,0,0,1,0,0,0,0,0,0,0
INTEGBI,132L,50665,003,Mammal Physiol Lab,Austin Peck; Natalia Caporale,under,0,11,8,0,1,0,0,0,0,0,0,0,0,0,0
BIOLOGY,1A,18005,001,General Biology Lec,James Baxter; John Tarpey; Michael Meighan,under,2,11,14,9,16,15,13,14,15,0,1,0,2,1,3
COLWRIT,7G,27100,102,Amer Cult Community,Jeff Mcclelland; Margi Wald,under,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2
COLWRIT,9V,27390,001,Esp Engl Sci Engin,John Mcclain; Margi Wald,under,0,7,2,1,1,0,0,0,0,0,0,0,1,2,0
COLWRIT,9T,27375,001,Esp Sports Games,Margi Wald; Matthew Barclay,under,1,1,0,2,3,0,0,1,0,0,0,0,3,2,0
STAT,W21,79665,001,Intro Prob Stat Bus,Shobhana Murali Stoyanov,under,18,31,61,39,56,26,19,5,1,0,1,0,30,8,6
COLWRIT,8,27180,011,Engl As Second Lang,Brandon Spars; Margi Wald,under,3,5,3,1,0,0,0,0,0,0,0,1,0,3,0
MATH,W53,58658,001,Multivar Calculus,Michael Hutchings,under,8,16,16,15,12,8,10,8,0,1,1,0,16,4,1
PHYSICS,137A,67745,001,Quantum Mechanics,Charles Wohl,under,2,21,7,19,11,6,4,8,2,0,0,0,7,3,2
RHETOR,110,74375,001,Advanced Writing,Felipe Gutterriez,under,0,7,3,1,0,0,0,0,0,0,0,0,0,1,1
ARCH,149,13375,001,Spec Top Erg Envir,Brendon Levitt,under,3,6,7,2,1,0,0,0,0,0,0,0,0,1,0
ESPM,105C,43170,001,Silviculture & Util,Kevin O'Hara,under,2,10,1,3,13,3,0,2,1,0,0,0,0,0,0
LEGALST,182,56495,001,"Law, Politics & Soc",Malcolm Feeley,under,0,6,11,2,7,4,1,0,0,0,1,1,0,6,2
INTEGBI,131L,50635,002,Human Anatomy Lab,Sofia Chang; Thomas Carlson,under,1,2,4,4,2,2,0,1,0,0,0,0,0,1,0
SOCIOL,130,76835,001,Soc Inequalities,Szonja Ivester,under,1,17,6,4,0,3,0,1,1,1,0,0,4,0,0
STAT,2,79630,001,Intro To Stat,Fletcher Ibser,under,4,9,5,13,5,14,9,7,6,0,3,0,3,9,6
COG SCI,C100,26610,001,Basic Issue Cog Sci,Rachel Shoup,under,8,4,10,5,5,2,5,7,4,2,5,1,2,2,3
COLWRIT,6G,27025,102,Esl Digital Writing,Margi Wald; Michelle Baptiste,under,2,9,3,1,0,0,0,0,0,0,0,0,0,2,0
COMPSCI,188,28863,001,Artif Intelligence,Daniel Garcia; Jonathan Kay Kummerfeld; Taylor Berg-Kirkpatrick,under,4,12,9,11,6,8,3,2,0,0,0,0,1,0,0
LGBT,20AC,56905,001,Alternatv Sex Ident,Jacqueline Asher,under,0,7,3,2,0,0,0,0,0,0,0,0,0,3,0
PSYCH,14,71520,001,Psych Of Gender,Sara Gorchoff,under,0,5,4,4,2,2,0,1,0,0,0,0,0,6,1
ENGIN,W7,36805,001,Intr Computer Prog,Andrew Packard; Panayiotis Papadopoulos,under,1,8,9,18,9,4,5,8,5,0,1,0,10,1,7
SCANDIN,R5B,75710,002,Reading & Comp,Mark Sandberg; Molly Bauer,under,0,2,4,2,2,0,1,0,0,0,0,0,1,0,0
SPANISH,121,78965,001,Cont Span Hist/Cult,Agnes Dimitriou; Maria Fernandez-Vega,under,3,9,1,0,0,0,0,0,0,0,0,0,0,1,0
COG SCI,C101,26620,001,Mind And Language,Eve Sweetser; I-Hsuan Chen,under,0,0,1,1,3,2,2,0,1,0,0,0,5,2,0
POL SCI,129B,70295,001,Russia After Commun,Michael Fish,under,3,33,11,17,12,8,4,4,1,4,1,0,4,5,1
ETH STD,122AC,43870,002,Eth/Race In Am Film,Christine Kwon; Kim Tran,under,11,7,6,12,5,0,1,0,0,0,0,0,2,21,1
MATH,55,58740,001,Discrete Math,Mark Haiman; Shishir Agrawal,under,2,3,5,2,2,3,2,3,6,0,0,0,6,0,0
POL SCI,2,70230,001,Intro Comparat Pol,Michael Fish,under,5,14,6,9,6,3,7,1,1,1,3,0,2,5,0
UGBA,175,19425,001,Legal Aspects,Alan Ross,under,2,11,16,6,4,4,1,6,0,0,0,0,0,10,0
AMERSTD,102,11505,001,Us Cultures/Place,Justin Gomer,under,3,2,9,4,1,1,0,3,1,0,0,0,0,0,1
GERMAN,R5B,47260,002,Reading And Comp,Karen Feldman; Kevin Gordon,under,0,5,9,3,0,0,0,0,0,0,0,0,0,0,0
ETH STD,N180,43910,002,Sel Top Es Std Abrd,Ramon Grosfoguel,under,1,19,13,4,6,0,0,0,0,0,0,0,0,5,0
PSYCH,N140,71620,002,Development Psych,Jennifer Arter,under,1,32,37,9,7,4,0,1,2,0,1,0,1,8,0
FRENCH,R1B,45425,002,Eng Com With Fr Lit,Catherine Talley; Debarati Sanyal,under,0,1,2,6,3,0,0,1,0,0,0,0,3,0,0
HISTART,108,14635,002,Cities And The Arts,Andrew Stewart; William Ma,under,1,6,1,6,2,2,0,0,1,0,0,0,0,2,1
PHILOS,115,66615,001,Political Philos,Florian Grosser,under,0,8,6,6,0,5,0,2,2,0,0,0,1,2,0
MATH,54,58670,002,Lin Alg & Diff Eqns,Adam Lesnikowski; Mark Haiman,under,0,15,2,3,6,1,5,0,2,0,0,0,1,0,1
PHILOS,132,66635,001,Philosophy Of Mind,Robert Noe,under,0,7,6,8,7,2,0,0,0,0,0,0,0,0,0
VIS STD,185X,81405,001,Word And Image,Katie Hawkinson,under,3,8,6,3,0,0,0,0,0,0,0,0,0,0,1
UGBA,152,19405,001,Negotiation,Cort Worthington,under,0,7,12,5,8,0,0,0,0,0,0,0,0,0,0
PSYCH,N133,71600,001,Psychology Of Sleep,Jennifer Kanady,under,0,135,0,0,37,0,0,15,0,0,2,0,4,15,4
IAS,150,52028,001,Adv Std In Ias,Hesham Issa; Tamirace Al Fakhoury Muehlbacher,under,3,2,2,0,2,0,0,0,0,0,0,0,0,4,0
UGIS,189,81210,001,Integrate Research,Benedikt Harrer,under,1,9,3,0,0,0,0,0,0,0,0,0,0,1,0
COLWRIT,9E,27255,004,Esp Business Engl,Barbara Mcclain; Margi Wald,under,2,5,3,2,0,1,0,1,0,0,0,0,0,2,0
COLWRIT,9K,27290,001,Esp Human Rights,Margi Wald; Rachel Kotok,under,9,4,1,2,0,0,1,0,0,0,0,0,0,2,0
COLWRIT,7J,27125,103,Amer Cult Ca Cultur,Margi Wald; Michele Rajotte,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
CY PLAN,110,26005,001,Intro To City Plng,Heather Arata; Paul Waddell,under,2,2,6,4,5,4,1,4,0,1,0,0,0,4,0
VIS STD,186X,81410,001,Spec Topics Photo,Janet Delaney,under,1,5,2,1,1,0,0,0,0,0,0,0,0,4,0
COLWRIT,9E,27258,005,Esp Business Engl,Margi Wald; Steven Zetlan,under,7,2,3,0,0,0,0,0,0,0,0,0,0,2,0
AFRICAM,159,10190,001,Spec Top Afam Lit,Frederick Vincent,under,1,8,3,2,0,0,0,0,0,0,0,0,0,3,0
MUSIC,44,62147,002,Voice Class,Candace Johnson,under,12,7,1,1,0,1,0,0,0,0,0,0,0,5,0
COLWRIT,9O,27335,001,Esp Legal Writing,Margi Wald; Robert Downey,under,1,3,4,0,1,0,0,0,0,0,0,0,0,3,0
COLWRIT,9C,27230,004,Esp Acad Writing,David Skolnick; Margi Wald,under,0,9,0,0,1,0,0,1,0,0,0,0,2,2,0
COLWRIT,6A,26965,102,Esl Acad Speaking,Margi Wald; Ruth Acker,under,1,5,5,2,1,0,1,0,0,0,0,0,0,2,0
ECON,140,32125,001,Econometrics,Scott Carson,under,0,28,24,17,10,11,8,4,7,3,1,1,13,1,9
PB HLTH,141,72610,001,Intro Biostat,Maureen Lahiff,under,6,18,38,7,15,1,0,0,1,0,0,0,0,4,0
UGBA,122,19325,001,Fin Info Analysis,Francis Stanton,under,6,12,7,0,12,1,0,2,0,0,1,0,1,2,0
UGBA,120AB,19305,001,Int Fin Accnting 2,Tiffany Rasmussen,under,0,13,8,7,5,4,1,0,0,1,0,0,0,0,0
ENGLISH,N125B,41565,001,The English Novel,Kent Puckett,under,0,16,16,9,0,1,0,0,0,0,0,0,1,2,1
COLWRIT,6G,27020,101,Esl Digital Writing,Margi Wald; Steven Zetlan,under,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
ETH STD,101A,43845,001,Soc Sci Methods,John Dougherty,under,0,7,1,2,4,1,0,0,0,0,0,1,0,0,0
ENV DES,1,42105,001,People & Env Des,W Martin,under,0,5,19,10,10,1,0,2,0,0,0,0,0,4,0
FRENCH,142AC,45473,001,Cult Of Fr America,Karl Britto; Olivia Yoshioka-Maxwell,under,0,1,4,4,1,0,1,0,0,0,0,0,0,1,0
ISF,W187,51615,001,Exprientl Lm Org Ct,Joel Clark,under,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0
PHILOS,12A,66555,002,Intro To Logic,Ethan Nowak; John Macfarlane,under,10,5,3,7,0,0,1,1,2,0,0,1,4,3,6
ASAMST,R2A,15205,002,Reading&Composition,Anna Leong; Daniel Woo,under,0,10,1,2,1,0,0,0,0,0,0,0,0,1,0
COLWRIT,9V,27395,002,Esp Engl Sci Engin,Margi Wald; Susana Leong,under,0,9,3,0,2,0,0,0,0,0,0,0,1,2,0
FRENCH,2,45430,001,Elementary French,Corine Stofle; Seda Chavdarian,under,0,8,2,0,1,1,1,1,0,0,0,0,0,3,0
ISF,W187,51645,007,Exprientl Lm Org Ct,Joel Clark,under,0,9,1,2,3,1,0,0,0,0,0,0,1,12,2
MATH,185,58965,002,Complex Analysis,Anh-Trang Nguyen; Mark Haiman,under,8,4,2,1,2,1,1,0,2,0,0,0,4,0,1
RHETOR,152AC,74388,001,Race/New Republic,David Bates; Matthew Armstrong; Munira Lokhandwala,under,0,7,6,1,0,1,0,0,0,0,0,0,0,0,0
CHINESE,1,25605,001,Elem Chinese Intens,Xianghua Wu; Yachi Teng,under,0,9,0,1,1,0,1,1,0,0,0,0,1,4,1
AMERSTD,181B,11525,001,Visual Culture,Leigh Raiford,under,0,4,3,0,1,3,0,0,1,1,0,0,0,6,1
CHEM,3BL,22280,001,Organic Chem Lab,Peter Marsden,under,8,198,44,6,7,8,1,0,1,0,0,0,3,0,0
SPANISH,4,78925,001,Intermed Spanish,Manuel Cuellar; Miriam Hernandez-Rodriguez,under,0,4,2,3,2,2,0,2,0,0,0,0,1,2,0
AFRICAM,4B,10140,001,Africa:  Hist & Cul,Arif Gamal,under,1,7,10,3,1,0,1,0,0,0,0,0,0,2,0
ECON,N110,32110,001,Game Theory Soc Sci,Jeffrey Kang; Michael Jansson,under,0,25,9,8,5,3,2,4,1,0,1,0,0,10,3
GEOG,1,46605,001,Global Environmt Ch,James Wanket,under,1,4,1,0,1,1,0,2,0,0,0,0,0,5,0
FILM,128,44863,001,Documentary,Jonathan Haynes,under,0,14,0,0,0,0,0,1,0,0,0,0,0,1,0
MCELLBI,C112L,61175,001,Microbiology Lab,Irania Alarcon; Javier Silva,under,0,0,1,3,4,2,1,2,0,1,0,0,0,0,0
FRENCH,12,45445,001,Intens French,Danielle Boucher; Michael Arrigo,under,0,4,0,1,0,3,0,1,0,0,0,0,0,7,0
UGBA,102B,19190,002,Intro Manager Acct,Dennis Geyer,under,0,4,3,12,17,4,0,1,3,0,2,0,1,8,0
ENGLISH,N173,41580,001,Lang & Lit Films,Mitchell Breitwieser,under,2,10,9,12,8,10,4,0,0,0,0,0,0,2,0
SOCIOL,113AC,76830,001,Education,Rebecca Tarlau,under,0,7,11,5,9,2,1,2,0,0,0,0,1,0,0
FILM,25A,44815,001,History Of Film,Jeffrey Skoller; Robert Alford,under,0,5,6,3,2,3,3,1,1,0,1,1,3,2,0
ANTHRO,171,12215,001,Japan,Yuko Okubo,under,3,16,4,5,1,0,0,0,0,0,0,0,0,4,0
EDUC,190,33365,002,Critical Studies,Glynda Hull,under,6,16,2,1,2,2,0,0,0,0,0,0,0,0,0
PHILOS,25A,66565,001,Ancient Philosophy,John Macfarlane; Nicholas Gooding,under,0,1,2,1,3,4,0,0,0,0,0,0,0,1,1
COLWRIT,6F,27015,103,Esl Listen Speak,Margi Wald; Michelle Baptiste,under,5,2,1,1,1,0,0,0,0,1,0,0,0,2,0
PACS,100,66005,001,Peace Theories,Karenjot Bhangoo Randhawa,under,0,3,4,2,1,1,0,0,0,0,0,0,1,0,0
COLWRIT,9R,27363,004,Esp Oral Present,Amanda Fox; Margi Wald,under,4,3,4,3,0,1,0,0,0,0,0,0,1,1,0
LINGUIS,100,57330,001,Intro Ling Sci,Line Mikkelsen; Roslyn Burns,under,0,1,3,1,4,4,4,3,2,0,0,1,1,0,1
CHICANO,135C,25295,001,Latino Doc Film,Raymond Telles,under,0,6,18,4,6,0,0,0,0,0,0,0,0,9,0
HISTORY,N109C,48935,001,Mid East 1750-Pres,Daniel Strieff,under,0,2,3,1,3,0,0,0,0,0,0,0,0,3,0
MEDIAST,N10,59805,001,Intro To Mediast,Josh Jackson,under,0,17,6,6,9,4,5,2,4,1,4,5,17,4,0
COLWRIT,9N,27320,001,Esp Legal English,Gabrielle Goodwin; Margi Wald,under,1,9,1,3,0,0,0,0,0,0,0,0,0,3,1
UGBA,118,19265,001,International Trade,John Gonzales,under,0,2,11,8,5,9,3,0,3,1,2,0,4,2,0
PSYCH,101,71550,001,Res & Data Analysis,Jennifer Lee,under,1,7,6,3,8,0,1,3,2,1,1,2,2,1,0
POL SCI,W145A,70345,001,Poli Dev India,Pradeep Chhibber,under,0,1,11,24,20,1,6,0,0,0,0,0,5,21,3
