Subject,ClassNum,CourseID,Section,ClassDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
POL SCI,142A,49692,001,Middle East Pol,Mahmood Monshipouri,under,0,37,10,4,3,2,2,1,1,1,1,0,1,1,0
MATH,32,39758,003,Precalculus,Richard Gibson; Richard Gibson,under,1,8,12,2,17,4,1,5,0,0,0,0,1,15,3
JOURN,110,36604,001,Intro To Multimedia,Lakshmi Eassey; Lakshmi Eassey; Shaleece Haas; Shaleece Haas,under,30,40,3,2,1,0,1,0,2,0,0,0,1,0,0
CHICANO,50,18122,001,Intro Chicano His,Edgar Mojica; Edgar Mojica; Keith Feldman,under,6,9,6,2,0,0,0,0,0,0,0,0,0,10,1
LINGUIS,C105,39216,001,Mind And Language,Oana David; Oana David,under,2,4,4,3,1,1,0,0,0,0,0,0,1,0,1
MEDIAST,N10,41402,001,Intro To Mediast,Josh Jackson,under,0,9,20,12,16,9,5,5,4,2,4,2,6,5,5
MATH,104,39892,001,Intro To Analysis,Jonathan Gleason; Jonathan Gleason; Lawrence Evans,under,3,7,4,2,6,0,0,1,0,0,0,0,1,0,1
LINGUIS,R2B,39205,001,Lang Ling In Sci,Andrew Garrett; Jevon Heath; Jevon Heath,under,0,2,2,2,2,2,0,1,0,0,0,0,1,0,0
RHETOR,R1B,51802,001,Craft Of Writing,Michael Mascuch; Michael Mascuch; Richard Grijalva; Richard Grijalva,under,0,2,9,2,2,0,0,0,0,0,0,0,0,1,0
UGIS,W158,59820,007,Global Citizenship,Jeroen Dewulf,under,1,8,0,0,1,0,0,0,2,0,0,0,0,4,0
COLWRIT,9F,19600,001,Esp Business Spea,Elizabeth Wadell; Elizabeth Wadell; Margi Wald,under,1,11,2,2,0,0,0,0,0,0,0,0,0,0,0
SPANISH,2,58206,001,Elem Spanish,Maria Ochoa Villicana; Maria Ochoa-Villicana; Miriam Hernandez-Rodriguez,under,0,2,0,1,3,0,0,1,0,0,0,0,0,3,0
ENGLISH,R1AN,25704,001,1st-Yr Read & Com,Elizabeth Keithley; Elizabeth Keithley,under,0,2,3,7,2,0,2,0,0,0,0,0,0,0,0
MEC ENG,106,40524,001,Fluid Mechanics,Jocelyn Bale-Glickman; Jocelyn Bale-Glickman,under,1,11,4,5,5,3,2,6,0,0,0,0,1,0,0
COLWRIT,6F,19480,003,Esl Listen Speak,Margi Wald; Ruth Acker,under,0,3,9,3,0,0,0,0,0,0,0,0,1,1,0
IAS,196,35542,008,Special Research,Alan Karras,under,1,1,6,2,2,4,0,0,1,0,0,0,0,33,1
PSYCH,N1,50202,001,General Psychology,Davina Chan; Davina Chan,under,66,32,9,10,15,7,3,14,4,2,7,2,12,8,3
MUSIC,45,43430,003,Beginning Piano 1,Jacqueline Chew,under,0,9,0,0,0,0,0,0,0,0,0,0,1,4,1
JAPAN,7B,36110,001,Modern Japan Lit,Christopher Gregory; Christopher Gregory; H Horton; Harry Horton,under,0,7,1,0,2,1,1,0,0,1,0,0,0,1,0
S ASIAN,R5A,56204,002,Great Books India,Padma Maitland; Padma Maitland; Robert Goldman,under,0,4,4,2,2,1,1,0,0,0,0,0,0,0,0
COG SCI,N1,19208,004,Intro To Cog Sci,Terrance Regier; Terrance Regier,under,3,11,6,6,10,3,6,2,0,0,0,0,1,1,0
COLWRIT,6A,19456,001,Esl Acad Speaking,Margi Wald; Michelle Sans,under,0,9,5,1,0,1,0,0,0,0,0,0,0,1,0
MATH,W53,39796,001,Multivar Calculus,Michael Hutchings,under,4,27,30,34,30,19,6,10,0,0,5,0,13,7,4
PSYCH,139,50304,001,Clinical Case Study,Ephrem Fernandez,under,4,5,8,5,10,5,5,1,0,0,0,0,2,4,0
PHYSICS,8B,48090,001,Intro Physics,Terrence Buehler; Terrence Buehler,under,6,14,9,15,17,5,6,13,8,0,2,0,1,2,1
UGBA,105,14860,002,Leading People,Holly Schroth,under,1,15,11,11,10,4,1,0,0,0,0,0,0,0,0
ESPM,105B,26642,001,For Measurements,Kevin O'Hara,under,0,5,9,4,10,4,3,0,1,0,0,0,0,0,0
ENV DES,1,26002,001,Intro To Env Des,W Martin,under,0,13,23,11,5,1,0,0,0,0,0,0,0,1,0
COLWRIT,6A,19463,005,Esl Acad Speaking,Janet Christensen; Margi Wald,under,0,13,2,1,0,1,0,0,0,0,0,0,2,1,0
MATH,1B,39722,004,Calculus,Archit Kulkarni; Archit Kulkarni; Lawrence Evans,under,6,5,3,4,4,1,2,4,0,0,0,0,2,0,1
EDUC,39B,22508,002,Fresh/Soph Seminar,Nailah Suad-Bakari; Venus Dawson,under,0,4,6,5,1,0,0,0,0,0,0,0,0,2,0
MATH,128A,39926,001,Numerical Analysis,John Strain; John Strain,under,6,12,7,6,4,4,0,1,0,0,0,0,2,0,0
CHEM,1AL,16706,001,General Chem Lab,Debjani Roy,under,0,25,0,0,31,0,0,26,0,0,4,0,0,1,3
POL SCI,116U,49642,001,Topics Pol Theory,Eric Schickler; Geoffrey Upton; Geoffrey Upton,under,0,10,10,3,5,1,0,2,0,0,2,1,5,2,1
ASTRON,9,13302,001,Select Topics Astro,Bryan Mendez; Bryan Mendez; Steven Beckwith,under,1,3,8,8,4,5,4,4,3,0,2,0,2,4,3
COLWRIT,R1A,19404,002,College Writing 1,Donnett Flash; Donnett Flash,under,0,0,4,3,4,0,0,0,1,0,0,0,1,0,0
JOURN,130,36612,001,Specialty Reporting,Jason Folkmanis,under,0,7,3,5,1,1,0,0,0,0,0,0,1,1,0
INTEGBI,131L,34538,001,Human Anatomy Lab,Sarah Hykin; Sarah Hykin; Thomas Carlson; Thomas Carlson,under,3,3,3,1,5,3,0,2,0,0,0,0,1,0,1
PHYSICS,137A,48152,001,Quantum Mechanics,Charles Wohl,under,3,10,10,6,8,8,5,3,4,0,0,0,5,0,0
COLWRIT,6C,19470,002,Esl Business Voca,Ingrid Farnbach; Margi Wald,under,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0
PSYCH,N130,50296,001,Clinical Psychology,James Mc Hale; James Mchale,under,0,5,2,1,3,1,0,0,0,0,1,1,1,2,0
SPANISH,121,58222,001,Cont Span Hist/Cu,Ignacio Navarrete; Maria Fernandez-Vega; Maria Fernandez-Vega,under,1,14,5,2,0,0,0,0,0,0,0,0,0,2,0
EDUC,N190,22538,004,Critical Studies,Glynda Hull,under,0,7,7,1,2,0,0,0,0,0,0,0,1,1,0
AMERSTD,5,11006,001,Keywords Amer Std,Michael Cohen,under,0,2,3,0,2,1,4,1,1,0,0,0,0,5,0
MATH,110,39904,001,Linear Algebra,Kai-Chieh Chen; Kai-Chieh Chen; Lawrence Evans,under,3,4,5,5,6,4,3,4,2,0,0,1,0,0,2
ENGLISH,R1AN,25708,003,1st-Yr Read & Com,Mark Bauer; Mark Bauer; Mitchell Breitwieser,under,0,4,3,3,6,0,0,0,0,0,0,0,1,0,0
UGIS,W157,59852,012,Experiential Learn,Joel Clark,under,0,27,8,2,0,0,0,1,0,0,0,0,0,26,11
COLWRIT,5K,19672,002,Culture And Media,Kathleen Mccarney; Margi Wald,under,0,5,1,0,2,2,1,1,0,0,0,0,1,1,0
NUSCTX,10,46302,001,Intro Human Nutr,Nastaran Faghihnia; Nastaran Faghihnia,under,1,14,21,7,3,4,1,0,0,1,0,0,0,6,1
IAS,196,35522,002,Special Research,Alan Karras,under,0,6,0,0,8,0,0,0,0,0,0,0,0,1,0
COG SCI,N1,19202,001,Intro To Cog Sci,Paul Li; Paul Li,under,0,9,11,5,8,4,6,0,1,1,0,0,0,2,0
UGBA,127,14902,002,Spec Topics In Acct,Satyaraj Berde,under,3,3,13,4,3,1,1,0,0,0,0,0,0,3,0
MATH,54,39812,004,Lin Alg & Diff,Lawrence Evans; Ruochen Liang; Ruochen Liang,under,2,4,3,2,10,3,5,2,0,0,2,0,3,0,2
SOCIOL,140,55522,001,Polit & Soc Cha,Laleh Behbehanian; Laleh Behbehanian,under,2,10,12,5,4,1,3,0,1,0,0,0,2,1,2
MATH,1B,39714,002,Calculus,Kevin Wray; Kevin Wray; Lawrence Evans,under,2,4,3,4,14,1,0,2,1,0,0,0,0,0,0
PSYCH,N160,50312,001,Social Psychology,Christopher Gade; Christopher Gade,under,22,31,18,15,17,12,6,8,5,4,5,1,7,15,6
ECON,136,21974,001,Financial Economics,Sandhyarani Patlolla,under,3,18,7,7,7,5,0,0,1,0,0,0,2,5,0
MATH,54,39824,007,Lin Alg & Diff,Lawrence Evans; Michael Klug; Michael Klug,under,2,11,4,0,4,1,1,0,3,0,4,0,2,0,0
CIV ENG,130N,18708,001,Mech Of Structure,Sanjay Govindjee,under,7,6,2,1,0,0,0,0,0,0,0,0,0,1,0
JOURN,120,36610,001,Invest Reporting,Carl Hall,under,0,56,0,0,2,0,0,4,0,0,1,0,0,2,0
ANTHRO,166,11456,001,"Lang,Culture,Socity",Brian Karl,under,3,10,3,1,3,0,0,1,2,0,0,0,0,0,0
PSYCH,101,50282,001,Res & Data Anal,Arman Catterson; Arman Catterson,under,7,2,1,1,2,0,2,2,0,0,0,0,3,0,0
COLWRIT,9Y,19660,001,Esp Creative Wrti,Joyce Podevyn; Margi Wald,under,2,0,2,1,2,3,1,0,1,0,0,0,2,1,0
"ENE,RES",190,24809,001,"Ene,Env Seminar",Julian Fulton; Julian Fulton,under,0,10,2,2,1,1,0,0,0,0,0,0,1,2,0
AFRICAM,W111,10122,001,"Race, Class & Gen",Stephen Small; Stephen Small,under,1,11,7,4,5,2,5,1,0,2,1,0,3,38,13
MUSIC,143,43468,001,Gospel Chorus,Doniel Wilson,under,16,0,1,0,0,2,0,0,0,0,0,0,0,2,1
MATH,104,39896,002,Intro To Analysis,Michael Pejic; Michael Pejic,under,0,2,4,3,6,5,4,8,5,0,2,0,1,1,0
COLWRIT,N2,19420,007,Wrtg The Bridge,Benjamin Spanbock,under,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
PHILOS,2,47309,003,Ind Moral/Soc Just,Florian Grosser,under,0,5,11,10,7,3,2,3,1,0,0,0,0,10,0
PB HLTH,C155,50717,001,Soc Of Hlth & M,Joshua Seim; Joshua Seim,under,0,5,2,3,1,0,1,0,0,0,0,0,0,1,0
