Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AEROSPC,135B,21307,001,Air Force Studies,Andrew Emerson,under,0,13,14,1,0,0,0,0,0,0,0,0,0,0,0
AEROSPC,1A,30475,001,Found Us Air Force,Andrew Emerson,under,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
AEROSPC,1B,21303,001,Found Us Air Force,Andrew Emerson,under,0,11,11,1,1,0,0,0,0,0,0,0,0,0,0
AEROSPC,1B,26080,002,Found Us Air Force,Andrew Emerson,under,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0
AEROSPC,2B,21305,001,Evolut Of Air Power,Andrew Emerson,under,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,100,26165,001,Black Intllctl Thgh,Leigh Raiford,under,0,11,9,11,2,4,2,0,0,0,0,0,0,4,0
AFRICAM,112A,26126,001,Pol/Eco Dev 3rd Wld,Tianna Paschel,under,0,7,21,7,16,6,0,0,0,0,0,0,1,24,1
AFRICAM,115,30967,001,Lang Soc Iss Africa,Sam Mchombo,under,2,12,12,2,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,11B,21314,001,Elementary Swahili,David Kyeu,under,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,120,25701,001,Africa From Revolut,G Ugo Nwokeji,under,1,9,3,5,2,1,0,1,0,0,0,0,0,8,0
AFRICAM,131,21336,001,"Carib Soc, Cultures",Michel Laguerre,under,0,25,12,2,2,0,0,0,0,0,0,0,0,5,0
AFRICAM,142AC,21338,001,Race/American Film,Cherod Johnson; Michelle Koerner; Nicole Ramsey,under,8,66,5,7,2,0,0,0,0,0,0,0,1,17,1
AFRICAM,150B,26128,001,Afriam Lit '20-Pres,Darieck Scott,under,3,6,5,4,2,0,2,1,2,0,0,0,0,3,1
AFRICAM,156AC,21339,001,Poetry 4 People:Int,Aya De Leon,under,0,46,3,4,5,1,0,0,0,0,0,0,0,11,1
AFRICAM,159,21347,001,Spec Top Afam Lit,Chiyuma Elliott,under,2,6,0,1,6,0,2,0,0,0,1,0,0,0,1
AFRICAM,159,30978,002,Spec Top Afam Lit,Gladys Wilkerson,under,6,2,3,1,1,1,1,3,1,0,0,0,0,1,0
AFRICAM,18A,33239,001,Elementary Amharic,Shiferaw Assefa,under,2,5,2,1,0,0,0,0,0,0,0,0,0,1,0
AFRICAM,194B,25577,001,Aatp Seminar,Takiyah Jackson,under,0,29,0,0,14,0,0,2,0,0,0,0,0,1,0
AFRICAM,198,21348,001,Directed Group Stdy,Sam Mchombo,under,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
AFRICAM,198,21349,002,Directed Group Stdy,Ula Taylor,under,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5
AFRICAM,28AC,21318,001,Glob & Min Am Comm,Nitoshia Ford; Sherice Nelson,under,0,3,7,6,6,3,0,10,4,0,3,0,1,15,1
AFRICAM,5B,26765,001,Afam Life & Cul U S,Nikki Jones,under,0,23,36,2,5,0,0,1,1,0,0,0,0,4,1
AFRICAM,C156,25614,001,"Race, Space, Ineq",Jovan Lewis,under,0,36,0,3,0,0,0,0,1,0,0,0,1,6,0
AFRICAM,R1A,21308,001,Fresh Composition,Mariko Pegs; Ula Taylor,under,0,5,1,5,4,3,0,0,0,0,0,0,0,0,0
AFRICAM,R1B,25271,001,Freshmn Composition,Sam Mchombo,under,2,5,5,3,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,R1B,26124,002,Freshmn Composition,Gabriel Regalado; Ula Taylor,under,0,3,7,5,2,0,0,0,0,0,0,0,0,0,0
AMERSTD,10,21367,001,Intro American Stdy,Christine Palmer,under,0,6,10,8,7,12,2,2,1,0,1,0,1,7,0
AMERSTD,102,21371,001,Us Cultures/Place,David Henkin; Shannon Steen,under,0,1,8,5,1,2,2,0,0,0,0,0,2,4,1
AMERSTD,102,26136,003,Us Cultures/Place,Brandon Williams; Douglas Sangster; Mark Brilliant; Steven Solomon,under,0,1,2,1,2,4,3,2,1,0,0,0,0,3,1
AMERSTD,102,26447,004,Us Cultures/Place,Jon Winet,under,0,12,4,8,6,2,2,1,1,0,0,1,1,1,0
AMERSTD,191,15493,001,Senior Seminar,Michael Cohen,under,0,4,3,2,2,2,0,1,0,0,0,0,0,0,0
AMERSTD,191,15495,003,Senior Seminar,Alexander Craghead,under,0,0,2,2,2,4,0,0,0,0,0,0,1,0,0
AMERSTD,C111E,30538,002,Topics In Amer Stud,Greil Marcus; Kathleen Moran,under,0,5,10,4,1,0,0,0,0,0,0,0,0,0,1
AMERSTD,C172,26112,001,Hist American Bus,Christine Rosen,under,0,7,8,14,6,5,1,2,1,0,0,0,0,1,1
ANTHRO,1,21373,001,Intro To Bio Anthro,Terrence Deacon,under,27,34,20,31,20,21,18,18,8,0,1,0,2,55,5
ANTHRO,112,21444,001,Sp Topics: Bio Anth,Celise Chilcote,under,4,7,9,2,6,7,1,3,4,0,3,2,2,0,1
ANTHRO,114,26206,001,Hist/Anthro Thought,Daniel Fisher; Sarah Vaughn,under,0,64,18,5,6,5,0,1,0,0,0,0,2,1,0
ANTHRO,115,26908,001,Intro Med Anthro,Corinne Hayden,under,6,20,5,6,6,0,0,1,1,0,0,0,0,2,0
ANTHRO,122E,30119,001,Andean Archaeology,Christine Hastorf,under,2,9,2,4,4,0,0,1,1,1,1,0,1,3,1
ANTHRO,127C,32725,001,Bioarch Res Ana,Sabrina Agarwal,under,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,128A,30204,002,Topics:Archaeo Area,William White,under,0,24,0,0,5,0,0,0,0,0,0,0,3,0,0
ANTHRO,128M,30205,001,Topics:Arch/Method,Lisa Maher,under,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,135B,30120,001,Environmental Arch,Junko Habu,under,2,15,9,9,0,1,0,0,0,0,0,0,0,0,0
ANTHRO,150,30221,001,Utopia: Art & P,Alexei Yurchak,under,4,13,12,6,3,1,0,0,0,0,0,0,0,1,0
ANTHRO,160AC,25142,001,Forms Of Folklore,Charles Briggs,under,20,21,12,7,5,7,3,0,1,0,0,0,4,16,1
ANTHRO,162,25566,001,Topics In Folklore,John McDowell,under,8,7,5,1,0,4,0,0,0,0,0,0,1,0,0
ANTHRO,189,15312,001,Spec Top:Soc/Cult,Laurie Wilkie,under,1,5,6,0,2,0,1,0,0,0,0,0,0,0,0
ANTHRO,189,15313,002,Spec Top:Soc/Cult,Karen Nakamura,under,5,10,3,0,0,0,0,0,1,0,0,0,1,0,0
ANTHRO,189,15314,003,Spec Top:Soc/Cult,Lawrence Cohen,under,2,6,2,1,1,0,0,0,0,0,0,0,0,0,0
ANTHRO,2AC,21390,001,Intro Archaeology,Kent Lightfoot,under,15,72,43,19,21,12,8,8,0,0,3,1,2,63,4
ANTHRO,3AC,21401,001,Intro Soc/Cult Ac,Charles Hirschkind,under,9,75,76,56,36,12,4,6,5,1,1,0,1,57,6
ANTHRO,C147B,32552,001,Sexuality Culture,Paola Bacchetta,under,2,3,2,2,2,0,0,1,0,0,0,0,2,2,1
ANTHRO,R5B,21430,001,Reading & Comp,Christopher Lowman; Laurie Wilkie,under,3,11,1,0,1,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,21431,002,Reading & Comp,Laurie Wilkie; Patricia Kubala,under,1,6,8,2,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,21432,003,Reading & Comp,Ann Danis; Laurie Wilkie,under,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0
ANTHRO,R5B,21433,004,Reading & Comp,Laurie Wilkie; Nicole Rosner,under,1,5,6,2,0,2,0,0,0,0,0,0,0,0,0
ARABIC,100B,21493,001,Advanced Arabic,Elsa Elmahdy; Haitham Mohamed,under,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0
ARABIC,111B,31940,001,Survey Of Arab Lit,Ahmad Diab,under,0,0,7,3,1,1,0,0,0,0,0,0,0,0,0
ARABIC,1B,21486,002,Elementary Arabic,Elsa Elmahdy; Nathalie Khankan,under,2,4,0,0,1,0,0,0,0,0,0,0,0,3,2
ARABIC,1B,21489,006,Elementary Arabic,Elsa Elmahdy,under,0,4,3,0,0,0,1,0,0,0,0,0,0,2,1
ARABIC,1B,30291,005,Elementary Arabic,Elsa Elmahdy; Linda Istanbulli,under,0,6,3,1,1,0,1,0,0,0,0,0,0,1,0
ARABIC,20B,21490,001,Intermediate Arabic,Elsa Elmahdy; Haitham Mohamed; Haitham Mohamed,under,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ARABIC,20B,21491,002,Intermediate Arabic,Elsa Elmahdy; Hatem Bazian,under,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCH,100B,20962,001,Fund Of Arch Design,Elizabeth Bishop; Franklyn Campbell; Gerard Creedon; Gyo Obata; Jean Bourdier; Jennifer Ly; Keith Plymale; William Di Napoli,under,0,10,15,30,27,12,4,3,2,1,0,0,0,0,1
ARCH,100D,20977,004,Arch Design Iv,David Jaehning,under,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0
ARCH,100D,20978,005,Arch Design Iv,Eleanor Pries,under,2,7,3,1,1,0,0,0,0,0,0,0,0,0,0
ARCH,100D,21166,007,Arch Design Iv,Cass Smith; Kurt Lavenson,under,3,3,5,3,1,0,0,0,0,0,0,0,0,0,0
ARCH,100D,21167,008,Arch Design Iv,Mia Zinni,under,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0
ARCH,100D,20975,002,Arch Design Iv,Mark Anderson,under,0,7,4,1,2,0,0,0,0,0,0,0,0,0,0
ARCH,100D,20976,003,Arch Design Iv,Sarah Hirschman,under,0,5,4,2,2,0,0,1,0,0,0,0,0,0,0
ARCH,100D,21143,006,Arch Design Iv,Eric Reeder,under,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0
ARCH,102B,20979,001,Capstone Project,Darell Fields,under,0,3,2,3,3,4,0,1,2,0,0,0,0,0,0
ARCH,109,21152,001,Spec Top Arch Des,Rene Davids,under,0,13,12,1,0,0,0,0,0,0,0,0,0,1,0
ARCH,11B,20950,001,Intro To Design,Amy Louie; Kristin DeMarco; Laura Cuconati; Meg Anderson; Stysabrin Hussien; William Atwood,under,2,5,10,20,19,3,0,0,0,0,0,0,0,0,0
ARCH,140,20984,001,Energy & Enviro,Stefano Schiavon,under,3,14,26,21,29,17,10,11,3,0,0,0,3,0,0
ARCH,160,20992,001,Intro Construction,Dana Buntrock; David Jaehning,under,6,13,18,12,38,16,6,4,2,0,2,0,0,1,1
ARCH,170B,20998,001,"Hist, Arch&Urbanism",Ettore Santi; Margaret Crawford,under,66,15,23,9,5,5,1,2,0,0,0,0,0,6,0
ARCH,98,20961,005,Directed Group Stdy,Benjamin Good; William Atwood; -,under,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7
ARCH,98BC,17378,001,Directed Group Stud,Margaret Crawford,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
ARMENI,101B,21497,001,Continuing Armenian,Myrna Douzjian,under,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
ARMENI,126,29923,001,Armen Cult And Film,Myrna Douzjian,under,2,11,17,1,5,0,0,0,0,0,0,0,0,0,0
ART,100,21516,001,Collaborative Innov,Takming Chuang,under,0,10,5,1,0,0,0,0,0,0,0,0,0,2,0
ART,103,26653,001,Adv. Painting,Kenyatta Hinkle,under,8,7,3,0,2,0,0,0,0,0,0,0,0,0,0
ART,117,21519,001,"Rsrch, Mthds Draw",Aida Gamez,under,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0
ART,118,21520,001,Contmp Fig Drw,Indira Morre,under,6,11,1,2,0,0,0,0,0,0,0,0,0,0,0
ART,119,21521,001,Gpca,Asma Kazmi,under,5,9,4,3,1,2,0,0,0,0,0,0,0,0,0
ART,12,24876,101,Drawing: Fdns,Asma Kazmi,under,5,5,2,1,1,0,0,0,0,0,0,0,0,1,0
ART,120,21522,001,App To Prntmg Intag,Randy Hussong,under,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,123,21523,001,Screenprinting,Randy Hussong,under,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1
ART,13,21503,001,Lang Of Painting,Kenyatta Hinkle,under,0,5,12,3,0,0,0,0,0,0,0,0,0,0,0
ART,13,21504,002,Lang Of Painting,Craig Nagasawa,under,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,130,32018,001,Concept/Construct,Brody Reiman,under,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0
ART,14,21505,001,Sculpture: Fdns,Dana Hemenway,under,1,9,3,1,0,0,0,0,0,0,0,0,0,1,0
ART,15,21506,001,Ceramics: Fdns,Cathy Lu,under,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0
ART,160,21524,001,Spec Topics Vis Std,Jill Miller,under,1,8,2,0,1,0,0,0,0,0,0,0,0,1,0
ART,160,32093,002,Spec Topics Vis Std,Stephanie Syjuco,under,0,12,4,0,0,0,0,0,0,0,0,0,0,1,0
ART,174,26654,001,Adv Digital Video,Greg Niemeyer,under,6,5,0,0,2,0,0,0,0,0,0,0,0,0,0
ART,180,21525,001,Advanced Digital Ph,Elizabeth Linden,under,0,10,8,1,0,0,0,0,0,0,0,0,0,1,0
ART,184,32020,001,Jr Seminar,Jill Miller,under,1,9,1,1,0,0,1,0,0,0,0,0,0,0,0
ART,185,21527,002,Sn Projects,Allan Desouza,under,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0
ART,185,21526,001,Sn Projects,Greg Niemeyer,under,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0
ART,198,21528,001,Directed Group Stdy,Elizabeth Byrne; Indira Morre,under,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
ART,8,21498,001,Intro Vis Thinking,Anne Walsh,under,0,69,0,0,4,0,0,0,0,0,0,0,0,1,0
ART,8A,26652,101,Intro Vis Thinking,Shari Paladino,under,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0
ASAMST,121,21568,001,Chinese Amer Hist,Harvey Dong; Kristen Sun,under,0,26,1,0,5,0,0,0,0,0,0,0,0,11,2
ASAMST,125,30142,001,Issues Of Se Asians,Khatharya Um,under,1,1,2,6,5,3,0,0,0,0,0,0,1,2,1
ASAMST,132AC,21571,001,Islamophobia,Hatem Bazian,under,86,51,9,0,0,1,0,0,0,0,0,0,0,26,0
ASAMST,151,33134,001,Asian Amer Women,Tomomi Kinukawa,under,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0
ASAMST,176,21581,001,Genre As Amer Lit,Fae Ng,under,6,17,0,0,0,0,0,0,0,0,0,0,0,1,0
ASAMST,190,19802,001,Sem-Advanced Topics,Michael Omi,under,0,4,4,8,0,0,2,0,0,0,0,0,0,0,0
ASAMST,194B,25528,001,Apa Theme Seminar,Yu Kwon,under,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0
ASAMST,20A,21547,001,Intro Asian Am Hist,David Pham; Khatharya Um; Mihiri Tillakaratne,under,7,13,22,8,5,3,1,1,0,0,0,0,1,18,2
ASAMST,20C,30140,001,Cultural Politics,Fae Ng,under,2,19,0,0,0,0,0,0,0,0,0,0,0,1,0
ASAMST,R2B,21542,001,Reading&Composition,Caleb Hampton; Lok Siu,under,0,9,5,1,1,0,1,1,0,0,0,0,0,0,0
ASTRON,121,21619,001,Radio Astronomy Lab,Aaron Parsons,under,0,2,5,4,3,1,0,0,1,0,0,0,0,0,0
ASTRON,128,32227,001,Data Lab,Daniel Weisz,under,0,2,1,4,3,1,1,0,0,0,0,0,0,1,0
ASTRON,160,26682,001,Stellar Physics,Jessica Lu,under,3,4,4,2,3,4,3,3,0,0,1,0,0,1,2
ASTRON,198,21624,002,Directed Group Stdy,Daniel Weisz; Daniel Weisz,under,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
ASTRON,7B,21614,001,Intro Astrophysics,Mariska Kriek,under,2,7,6,10,9,10,6,1,1,1,0,0,0,7,0
ASTRON,98,21618,002,Directed Group Stdy,Daniel Weisz; Daniel Weisz,under,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3
ASTRON,C12,24911,001,The Planets,Courtney Dressing; Raymond Jeanloz,under,7,29,7,3,2,1,2,0,0,0,1,1,2,27,2
ASTRON,C161,21620,001,Rela Astro & Cosmo,Chung-Pei Ma,under,1,11,5,4,3,1,0,0,3,0,0,0,0,0,0
BIO ENG,101,27687,001,Instr Biology Med,Frank Myers; Steven Conolly,under,2,6,10,3,6,6,1,5,2,0,0,0,0,0,0
BIO ENG,104,27691,001,Bio Trans Phen,Aaron Streets,under,0,8,9,8,7,7,3,4,2,1,1,0,0,1,0
BIO ENG,11,27657,001,Engineering Molecul,Jeremy Adams; Joachim Roeise; Niren Murthy,under,5,37,62,39,16,13,15,3,2,0,0,0,0,0,0
BIO ENG,110,27698,001,Biomed Phys For Eng,Sanjay Kumar,under,1,42,9,28,30,7,0,0,0,0,0,0,0,2,0
BIO ENG,111,27701,001,Func Bio Dev & Char,Seung-Wuk Lee,under,7,16,0,7,6,0,4,1,0,0,0,0,0,3,2
BIO ENG,115,27703,001,Tissue Engineering,Irina Conboy,under,6,31,9,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,121L,30249,001,Biomems Bionano Lab,Alisha Geldert; Luke Lee,under,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,140L,32341,001,Synth Bio Lab,JOHN ANDERSON,under,0,3,5,4,0,1,0,0,0,0,0,0,0,0,0
BIO ENG,163L,28881,001,Molec & Cell Lab,Gerard Marriott,under,3,5,4,0,0,0,0,0,0,0,0,0,0,1,0
BIO ENG,190,32030,001,Special Top In Bioe,Allen Yun; Michael Yartsev,under,1,4,2,0,1,1,0,0,0,0,0,0,0,2,0
BIO ENG,196,14503,016,Underg Des Res,Dorian Liepmann,under,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,98,27683,025,Directed Group Stdy,John Dueber,under,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
BIO ENG,C117,28712,001,Struct Asp Biomater,Lisa Pruitt,under,1,8,4,1,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,C119,30363,001,Orthop Biomech,Tony Keaveny,under,0,1,1,5,2,1,1,0,0,0,0,0,0,0,0
BIO ENG,H194,14612,016,Hon Undergrad Res,Dorian Liepmann,under,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
