Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AFRICAM,125AC,12736,001,Hist Mod Civ Rt Mov,John Mundell; Rashad Timmons; Ula Taylor,under,5,10,18,9,11,6,5,0,5,2,1,0,0,36,8
AFRICAM,136L,12737,001,Criminal Jus Sur Am,Kenly Brown; Michael Myers Ii,under,0,43,3,2,1,0,0,0,0,0,0,0,2,0,0
AFRICAM,139L,12738,001,Spec Top Race Law,Frederick Vincent,under,1,36,0,1,1,0,0,0,0,0,0,0,0,1,1
AFRICAM,159,15051,003,Spec Top Afam Lit,Frederick Vincent,under,4,10,2,0,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,159,15084,002,Spec Top Afam Lit,Brittany Botts; Ula Taylor,under,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,182AC,15751,01,Social Movements An,Sarumathi Jayaraman,under,9,19,2,0,0,1,0,0,0,0,0,0,0,8,2
AFRICAM,197,11182,001,Field Study,Sarumathi Jayaraman,under,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
AFRICAM,W111,11922,001,"Race, Class & Gen",Mariko Pegs; Stephen Small,under,10,8,14,11,5,3,2,1,0,0,0,0,0,6,1
ANTHRO,112,15099,001,Sp Topics: Bio Anth,Christopher Lowman,under,31,12,1,0,1,0,0,0,0,0,0,0,0,0,1
ANTHRO,119,15120,001,Med Anthro Topics,Nadide Ozge Serin Karl,under,12,3,3,0,0,0,0,0,0,0,1,0,2,1,0
ANTHRO,122D,15705,001,Ancient Maya,Flavio Silva,under,24,0,1,0,0,2,0,0,0,0,0,0,0,1,1
ANTHRO,138A,13105,001,Ethnog Film History,Daniel Fisher,under,2,5,2,5,3,0,2,0,0,0,0,0,0,1,0
ANTHRO,166,11934,001,"Lang,Culture,Socity",Brian Karl,under,0,10,4,1,0,4,0,0,0,0,0,0,1,0,1
ANTHRO,189,15118,001,Spec Top:Soc/Cult,Nadide Ozge Serin Karl,under,7,3,0,2,1,0,0,0,1,0,0,0,0,1,0
ANTHRO,189,15119,002,Spec Top:Soc/Cult,Clara Mantini Briggs,under,12,1,0,0,0,0,0,0,0,0,0,0,1,4,0
ANTHRO,196,15698,001,Undergrad Sem,Rosemary Joyce; William White,under,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0
ANTHRO,2AC,15106,001,Intro Archaeology,Christopher Lowman,under,25,18,4,0,2,2,0,0,0,0,0,0,0,1,1
ANTHRO,3AC,11928,001,Intro Soc/Cult Ac,Brian Karl,under,1,75,31,11,5,6,4,0,1,1,0,1,6,3,2
ANTHRO,R5B,15102,002,Reading & Comp,Patricia Kubala; Rosemary Joyce,under,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,15103,003,Reading & Comp,Annie Malcolm; Rosemary Joyce,under,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,15777,006,Reading & Comp,Ann Danis,under,4,9,0,0,1,0,0,0,0,0,0,0,2,0,0
ANTHRO,R5B,15101,001,Reading & Comp,Julia Sizek; Rosemary Joyce,under,0,5,7,4,1,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,15104,004,Reading & Comp,Rosemary Joyce; William Stafford,under,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0
ARABIC,10,11951,001,Intens Elem Arabic,Amel Belguith,under,2,4,1,1,3,0,0,0,1,0,0,0,0,1,0
ARABIC,30,12826,001,Intermed Arabic,Haitham Mohamed,under,1,7,2,0,0,0,0,0,0,0,0,0,0,4,0
ARCH,108,10601,001,Arch Internship,Mark Schatz,under,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0
ARCH,109,10602,001,Spec Top Arch Des,William Atwood,under,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0
ARCH,109,15939,003,Spec Top Arch Des,Gerard Creedon,under,0,3,5,1,3,0,0,0,0,0,0,0,0,0,0
ARCH,124A,10603,001,3-D Computer Tech,Kyle Steinfeld; Kyle Steinfeld,under,3,0,2,3,2,2,0,0,0,0,0,0,0,4,1
ARCH,124A,10604,002,3-D Computer Tech,Kyle Steinfeld,under,1,2,2,0,1,1,0,0,0,0,0,0,0,5,0
ARCH,129,15406,001,Spec Top Digit Des,Jonathan Kershner,under,0,5,3,1,1,0,0,0,0,0,0,0,0,5,0
ART,119,11957,002,Gpca,Asma Kazmi,under,1,8,8,1,1,1,0,0,0,0,0,0,0,1,0
ART,119,12520,001,Gpca,Anne Walsh,under,4,11,0,0,0,0,0,0,0,0,0,0,0,1,0
ART,12,12833,001,Drawing: Fdns,Indira Morre,under,5,23,0,0,0,0,0,0,0,0,0,0,0,0,1
ART,12,11955,002,Drawing: Fdns,Asma Kazmi; Bismillah Iqbal,under,0,10,2,0,2,0,0,0,0,0,0,0,0,1,0
ART,180,11958,001,Advanced Digital Ph,Taro Masushio,under,2,9,0,2,0,1,0,0,0,0,0,0,0,1,0
ART,21,12732,002,Digital Photo: Fdns,Brian Bartz,under,2,13,2,0,0,0,0,0,0,0,0,0,1,0,0
ART,21,13021,001,Digital Photo: Fdns,Leila Weefur,under,3,10,4,0,0,0,0,0,0,0,0,0,1,5,0
ART,8,11952,001,Intro Vis Thinking,Anne Walsh; Emily Gui,under,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,8,11953,003,Intro Vis Thinking,Jessica Robbins,under,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,8,11954,004,Intro Vis Thinking,Asma Kazmi; Janeil Champoy Lim,under,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1
ART,W23AC,15409,101,Data Arts,Greg Niemeyer,under,33,7,9,1,0,0,0,0,0,0,0,0,0,4,0
ASAMST,138,15098,001,Topics Asn Pop Cult,Hannah Michell,under,9,5,5,3,1,0,0,0,0,0,1,0,0,1,0
ASAMST,W20AC,12634,001,As Am Comm Race Rel,Harvey Dong,under,0,46,3,3,4,0,0,0,1,0,0,0,1,9,0
ASTRON,10,11961,001,General Astronomy,Gaspard Duchene,under,6,2,4,4,1,1,2,0,0,0,0,0,0,9,0
ASTRON,10,11962,002,General Astronomy,Bryan Mendez,under,0,8,11,3,0,0,0,0,1,0,0,0,0,6,0
ASTRON,9,12586,003,Select Topics Astro,Stephen Ro,under,6,1,1,0,0,1,0,0,0,0,0,0,2,3,6
ASTRON,9,13016,005,Select Topics Astro,Abigail Polin,under,0,6,0,0,1,0,0,0,0,0,0,0,0,5,0
ASTRON,9,13119,004,Select Topics Astro,Julia DeMarines,under,0,26,5,3,1,1,1,1,0,1,0,1,0,1,2
ASTRON,W12,11967,001,The Planets,Burkhard Militzer,under,0,14,0,0,10,0,0,1,0,0,0,0,1,14,3
BIOLOGY,1A,11972,001,General Biology Lec,Erol Kepkep; James Baxter; Mark Barnby; Michael Meighan,under,1,21,21,25,18,15,9,12,3,0,1,0,0,4,2
BIOLOGY,1B,11983,001,General Biology,Alan Shabel; Brett Boltz; Joshua Povich,under,8,55,36,31,25,14,22,16,7,1,5,0,1,2,2
BUDDSTD,50,12869,001,Intro To Buddhsm,Alexander Von Rospatt; Zachary Beer,under,0,7,5,2,3,0,0,0,0,0,0,0,0,0,1
CELTIC,R1B,15299,003,Voices/Celtic World,Myriah Williams,under,0,5,3,4,1,2,1,0,0,0,0,0,0,0,0
CHEM,1A,10493,001,General Chemistry,Mark Kubinec,under,5,15,20,4,25,8,0,23,0,0,7,0,7,10,4
CHEM,32,10514,001,Prep For Gen Chem,Alexis Shusterman,under,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1
CHEM,3A,10498,001,Chem Struct React,Ashley DuBord; Kaede Hoshi; Peter Marsden,under,10,81,54,50,32,31,18,20,19,0,0,0,23,4,9
CHEM,3AL,10515,001,Organic Chem Lab,Matthew Jurow,under,0,154,53,20,15,7,6,11,2,0,0,0,4,1,2
CHEM,3B,10499,001,Chem Struct React,Debjani Roy; Natalie Suhy; Naz Dundar; Robin Sheen,under,11,11,15,9,7,12,15,7,4,0,11,4,2,2,4
CHICANO,110,11995,001,Latina/O Phil & Rel,Lara Medina,under,0,12,0,1,2,1,0,0,0,0,0,0,0,0,0
CHICANO,130,15366,001,Mex Chic Art Hist,Jesus Barraza,under,7,15,3,0,0,0,0,0,0,0,0,0,0,0,0
CHICANO,135A,15430,001,Latino Film To 1980,Raymond Telles; Sonia Suarez,under,3,38,6,1,0,0,0,0,0,0,0,0,0,0,1
CHICANO,172,11997,001,Chicano & Educ Syst,Juan Berumen,under,0,4,12,2,2,0,0,0,0,0,0,0,0,3,0
CHICANO,174,12867,001,"Chic, Law, Crim Jst",Pablo Gonzalez,under,11,17,2,0,0,0,0,1,0,0,0,0,0,0,0
CHINESE,10B,12876,001,Inter Chinese,Weisi Cai,under,0,5,3,2,2,0,0,1,1,0,0,0,0,3,0
CHINESE,1A,12870,001,Elementary Chinese,Damien Donnelly,under,0,11,1,1,0,0,0,1,0,0,0,0,0,3,0
CHINESE,1B,12872,001,Elementary Chinese,Mingzhe Zheng,under,1,3,4,3,0,0,0,0,0,0,1,0,1,1,0
CHINESE,7A,11998,001,Premod Chinese Lit,Andrew Jones; Xiaoyu Xia,under,0,11,3,3,0,1,0,0,0,0,0,0,0,5,0
CIV ENG,W30,15342,001,Intro Solid Mechncs,Seyed Parsa Taheri Tehrani,under,0,1,1,0,5,3,2,3,1,1,1,1,6,1,0
CLASSIC,10A,12004,001,Intro Greek Civ,Dylan Sailor; Marissa Henry,under,0,23,3,0,1,0,0,0,0,0,0,0,0,2,0
CLASSIC,10B,12006,001,Intro Roman Civ,Dylan Sailor; Lauren Miller,under,1,12,10,3,1,0,0,0,0,0,0,0,0,1,0
CLASSIC,N28,12008,001,Classic Myths,Yasmin Syed,under,0,17,8,0,4,0,0,0,0,0,0,0,0,2,0
COG SCI,131,13103,001,Comp Models Of Cog,Jose Ramirez; Jose Ramirez,under,29,8,0,0,1,0,0,3,0,0,0,0,0,0,1
