Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AEROSPC,135B,12266,001,Air Force Studies,Christopher Carroll; Christopher Francis,under,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0
AEROSPC,1B,12262,001,Found Us Air Force,Austin Hirsch; Christopher Carroll,under,4,22,1,0,0,0,0,0,0,0,0,0,0,0,0
AEROSPC,2B,12264,001,Evolut Of Air Power,Austin Hirsch; Christopher Carroll,under,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,115,12309,001,Lang Soc Iss Africa,Sam Mchombo,under,2,16,13,3,0,1,0,2,0,0,0,0,0,2,0
AFRICAM,117,12310,001,Afric Am:Indust Age,Ula Taylor,under,0,2,12,8,7,4,1,1,1,0,0,0,2,1,3
AFRICAM,118,32020,001,Slv Trd & Clt Mod,G. Ugo NWOKEJI,under,1,3,2,1,1,1,0,0,0,0,1,0,0,0,0
AFRICAM,120,34228,001,Africa From Revolut,G. Ugo NWOKEJI,under,1,2,2,3,1,0,0,0,0,0,0,0,0,0,1
AFRICAM,131,12313,001,"Carib Soc, Cultures",Michel Laguerre,under,0,13,9,1,0,0,0,0,0,0,0,0,0,3,0
AFRICAM,139,33040,002,Sel Top:Africam Soc,Janelle Perry,under,0,9,8,2,4,0,0,0,0,0,0,0,0,2,0
AFRICAM,142AC,12315,001,Race/American Film,Michael Cohen,under,0,19,47,18,18,4,1,0,0,0,0,0,1,14,3
AFRICAM,156AC,12320,001,Poetry 4 People:Int,Aya De Leon,under,0,40,12,4,4,4,0,1,0,0,0,0,0,7,2
AFRICAM,159,12329,001,Spec Top Afam Lit,Brandi Catanese,under,0,5,8,2,2,1,0,0,0,0,0,0,0,3,2
AFRICAM,194B,33466,001,Aatp Seminar,Leigh Raiford,under,0,34,0,0,0,0,0,0,0,0,0,0,1,7,0
AFRICAM,28AC,12282,001,Glob & Min Am Comm,Stephen Small,under,0,12,7,18,5,3,0,1,0,0,0,0,1,17,0
AFRICAM,5B,12273,001,Afam Life & Cul U S,Nikki Jones,under,4,11,10,3,12,3,1,1,1,0,0,0,1,9,3
AFRICAM,C156,33691,001,"Race, Space, Ineq",Jovan Lewis,under,0,4,9,3,0,0,0,0,0,0,0,0,0,2,0
AFRICAM,R1A,12267,001,Fresh Composition,Aparajita Nanda,under,2,4,8,3,0,0,0,0,0,0,0,0,0,0,0
AFRICAM,R1B,31989,001,Freshmn Composition,Kianna Middleton; Leigh Raiford,under,0,5,6,2,0,0,3,0,0,0,0,0,0,0,0
AMERSTD,10,12384,001,Intro American Stdy,Christine Palmer; Kathleen Moran,under,0,27,19,15,9,2,0,1,0,0,0,0,0,2,0
AMERSTD,101,12390,001,Us Cultures In Time,Kathleen Moran,under,1,8,14,19,14,18,5,2,1,0,2,0,0,4,5
AMERSTD,102,12391,001,Us Cultures/Place,Alex Saragoza,under,0,7,5,1,4,6,4,1,0,0,0,0,0,1,0
AMERSTD,110,31988,001,Special Topics,Shannon Steen,under,0,4,4,2,2,1,1,0,1,0,0,0,0,0,1
AMERSTD,191,12411,001,Senior Seminar,Kathleen Moran,under,0,5,3,1,5,2,0,0,0,0,0,0,2,0,0
AMERSTD,191,12412,002,Senior Seminar,Christine Palmer,under,0,2,5,2,1,1,2,1,0,0,0,0,0,0,0
