Abbreviation,CourseNum,CCN,SectionNum,CourseDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
AMERSTD,110,23588,001,Special Topics,Christine Palmer,under,0,5,7,5,10,4,1,2,0,0,1,0,2,6,1
AMERSTD,191,15451,001,Senior Thesis,Sarah Gold McBride,under,0,1,5,0,3,2,2,0,0,2,0,0,1,0,0
AMERSTD,98,34022,001,Directed Group Stdy,Sarah Gold McBride,under,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3
AMERSTD,C111E,23616,001,Topics In Amer Stud,Scott Saul,under,1,2,1,1,2,0,1,0,0,0,0,0,0,7,0
AMERSTD,H195,19311,001,Honors Thesis,Alexander Craghead,under,2,11,3,2,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,112,30839,002,Sp Topics: Bio Anth,Andrew Kim,under,8,10,5,3,4,0,1,0,1,0,0,1,2,4,0
ANTHRO,113,30662,001,Palaeopathology,Sabrina Agarwal,under,18,11,2,2,1,0,0,0,0,0,0,0,2,1,0
ANTHRO,114,23988,001,Hist/Anthro Thought,Corinne Hayden,under,7,26,34,12,4,1,4,1,0,0,0,0,2,1,1
ANTHRO,115,24207,001,Intro Med Anthro,Lawrence Cohen,under,3,26,9,4,9,0,1,0,2,0,2,0,0,0,0
ANTHRO,122A,25678,001,Archaeol No Amer,Jun Sunseri,under,6,15,11,1,1,0,0,0,1,0,0,0,0,2,0
ANTHRO,122E,30670,001,Andean Archaeology,Christine Hastorf,under,2,3,1,1,4,1,0,0,1,0,0,0,0,4,1
ANTHRO,122F,20877,001,Calif Archaeology,Kent Lightfoot,under,11,27,1,1,0,1,0,0,0,0,0,0,1,0,0
ANTHRO,129C,24696,001,Hunter-Gatherer Arc,Timothy Gill,under,3,11,1,5,4,0,0,0,0,0,0,0,0,0,0
ANTHRO,129D,30671,001,Human Palaeoecology,Lisa Maher,under,17,6,5,1,2,0,1,0,0,0,0,0,0,2,0
ANTHRO,136D,30673,001,Intro To Heritage,William White,under,0,24,0,0,1,0,0,1,0,0,0,0,1,0,0
ANTHRO,141,25175,001,Comparative Society,Xin Liu,under,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,158,24789,001,Religion & Anthro,Charles Hirschkind,under,1,14,5,3,3,1,1,0,0,1,0,0,1,12,0
ANTHRO,160AC,23526,001,Forms Of Folklore,Peter Tokofsky,under,5,46,18,7,10,1,0,1,0,0,0,0,0,11,2
ANTHRO,162,32567,002,Topics In Folklore,Sadhana Naithani,under,5,7,1,0,0,0,0,0,0,0,0,0,0,0,0
ANTHRO,169B,24737,001,Res Theo/Meth Soc,Charles Briggs,under,7,3,1,1,0,0,0,0,0,1,0,0,0,0,0
ANTHRO,179,30669,001,The Maya,William Hanks,under,6,15,3,4,5,0,0,0,2,0,0,0,0,6,0
ANTHRO,186,30668,001,Southeast Asia,Daena Funahashi,under,8,4,4,0,0,1,2,0,0,0,0,0,0,0,0
ANTHRO,189,32622,001,Spec Top:Soc/Cult,Aarti Sethi,under,3,14,3,1,0,0,0,0,0,0,0,0,0,2,0
ANTHRO,196,31226,002,Undergrad Sem,Aarti Sethi,under,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1
ANTHRO,24,24089,001,Freshman Seminar,Nelson Graburn,under,2,6,5,0,0,0,0,0,0,0,0,0,0,3,0
ANTHRO,2AC,20932,001,Intro Archaeology,Christopher Lowman,under,67,176,18,12,11,4,2,2,0,0,0,0,0,17,1
ANTHRO,3AC,20943,001,Intro Soc/Cult Ac,Mariane Ferme,under,10,82,66,23,13,6,1,0,1,2,0,0,4,36,2
ANTHRO,C147B,32707,001,Sexuality Culture,Paola Bacchetta,under,0,32,7,0,3,0,1,0,0,0,0,0,0,4,0
ANTHRO,R5B,30840,001,Reading & Comp,Jacob Liming; Rosemary Joyce,under,1,10,6,1,1,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,31202,003,Reading & Comp,Gustav Steinhardt; Rosemary Joyce,under,6,7,4,0,2,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,31203,004,Reading & Comp,Rosemary Joyce; Benjamin Siegel,under,4,12,0,2,0,0,0,1,0,0,0,0,1,0,0
ANTHRO,R5B,32574,006,Reading & Comp,Lucy Gill; Rosemary Joyce,under,4,14,2,0,0,1,0,0,0,0,0,0,1,0,0
ANTHRO,R5B,33450,007,Reading & Comp,Rosemary Joyce; Maxfield Waterman; Philip Balboni,under,3,9,5,2,1,0,0,0,0,0,0,0,0,0,0
ANTHRO,R5B,33943,008,Reading & Comp,Rosemary Joyce; Maxfield Waterman,under,6,8,0,1,1,0,1,0,1,0,0,0,0,0,0
ANTHRO,R5B,31201,002,Reading & Comp,Caylee Hong; Rosemary Joyce,under,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0
ARABIC,1B,21004,001,Elementary Arabic,Nathalie Khankan,under,2,5,1,1,0,0,0,0,0,0,0,0,0,2,0
ARABIC,20B,21007,001,Intermediate Arabic,Haitham Mohamed,under,4,12,2,2,0,0,0,0,0,0,0,0,1,1,0
ARCH,100B,29837,001,Fund Of Arch Design,David Orkand,under,0,20,20,23,28,18,5,1,0,0,0,0,0,0,0
ARCH,100D,29845,002,Arch Design Iv,Georgios Eftaxiopoulos,under,2,5,0,2,3,0,0,0,0,0,0,0,0,0,0
ARCH,100D,29846,003,Arch Design Iv,Raveevarn Choksombatchai,under,2,3,3,2,3,1,0,0,0,0,0,0,0,0,0
ARCH,100D,29847,004,Arch Design Iv,Peter Suen,under,5,3,3,2,1,0,0,0,0,0,0,0,0,0,0
ARCH,100D,30003,006,Arch Design Iv,Matthew Kendall,under,5,3,4,2,0,0,0,0,0,0,0,0,0,0,0
ARCH,100D,32969,007,Arch Design Iv,Ryan Keerns,under,1,2,2,5,1,1,0,0,0,0,0,0,1,0,0
ARCH,100D,32972,008,Arch Design Iv,Yasmin Vobis,under,1,3,2,4,0,3,1,0,0,0,0,0,0,0,0
ARCH,100D,29946,005,Arch Design Iv,Elizabeth Bishop,under,0,3,7,1,2,1,0,0,0,0,0,0,0,0,0
ARCH,102B,29848,001,Capstone Project,Catherine Covey,under,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0
ARCH,11B,29835,001,Intro To Design,Rudabeh Pakravan,under,0,11,13,12,8,8,3,1,2,0,0,0,2,0,0
ARCH,140,29850,001,Energy & Enviro,Stefano Schiavon,under,3,12,27,25,31,17,9,7,2,1,3,0,1,4,1
ARCH,160,29856,001,Intro Construction,David Jaehning,under,0,59,23,14,2,1,2,0,0,0,0,0,0,0,0
ARCH,170B,29861,001,"Hist, Arch&Urbanism",Margaret Crawford,under,33,75,7,8,2,0,1,1,0,0,1,0,4,7,1
ARCH,198BC,17068,002,Directed Group Stud,Margaret Crawford,under,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
ARCH,98BC,17069,001,Directed Group Stud,Margaret Crawford,under,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
ARCH,98BC,17070,002,Directed Group Stud,Margaret Crawford,under,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
ARMENI,126,30582,001,Armen Cult And Film,Myrna Douzjian,under,2,7,7,2,3,0,1,1,0,0,0,0,0,6,0
ART,102,23383,001,Adv Ptng R&M,Craig Nagasawa,under,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,103,24175,001,Adv Pntng Portrait,Felicita Norris,under,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0
ART,117,21016,001,Adv Draw Re/Methods,Jenifer Wofford,under,2,4,2,4,1,0,1,1,0,0,0,0,0,1,0
ART,118,21017,001,Adv Draw Figure,Indira Morre,under,5,9,4,0,0,0,0,0,0,0,0,0,0,0,0
ART,119,21018,001,Gpca,Genevieve Quick,under,3,3,3,2,2,1,1,1,0,0,0,0,0,0,0
ART,119,27187,002,Gpca,Al An deSouza,under,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0
ART,12,23380,001,Drawing: Fdns,Indira Morre,under,7,9,2,0,1,0,0,0,0,0,0,0,0,0,0
ART,123,26871,001,Adv Prntmkg Screen,Jesus Barraza,under,15,0,2,0,0,0,0,1,0,0,0,0,0,0,0
ART,13,23381,001,Painting: Fdns,Kara Maria Sloat,under,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ART,13,23382,002,Painting: Fdns,Craig Nagasawa,under,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0
ART,137,24672,001,Adv Proj Ceram Scul,Sahar Khoury,under,5,5,6,0,0,1,0,0,0,0,0,0,0,0,0
ART,138,32867,001,Installation,Genevieve Quick,under,2,7,2,5,0,1,0,0,0,0,0,0,0,0,0
ART,15,21015,001,Ceramics: Fdns,Emma Logan,under,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0
ART,160,25002,001,Spec Topics Vis Std,Gaia WXYZ,under,3,9,2,3,0,0,0,0,0,0,0,0,1,0,0
ART,160,27129,004,Spec Topics Vis Std,Emily Gui,under,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0
ART,160,33291,005,Spec Topics Vis Std,Stephanie Syjuco,under,0,12,2,0,0,0,0,0,0,0,0,0,0,1,0
ART,160,33293,006,Spec Topics Vis Std,NIC Kay,under,0,7,0,0,5,0,0,1,0,0,1,0,0,0,0
ART,171,25871,001,Video Projects,Sholeh Asgary,under,9,6,0,0,0,0,0,0,0,0,0,0,0,1,0
ART,172,25792,001,Adv Comp Graph Std,Greg Niemeyer,under,2,24,0,0,7,0,0,1,0,0,0,0,2,4,1
ART,180,21019,001,Advanced Digital Ph,Bec Imrich,under,2,7,4,2,1,1,0,0,0,0,0,0,0,0,0
ART,185,23384,001,Sn Projects,Brody Reiman,under,3,11,2,1,1,0,0,0,0,0,0,0,0,0,0
ART,185,33478,003,Sn Projects,Indira Morre,under,5,12,0,1,1,0,0,0,0,0,0,0,0,0,0
ART,185,23385,002,Sn Projects,Stephanie Syjuco,under,0,8,15,0,1,0,0,0,0,0,0,0,0,0,0
ART,199,17403,004,Superv Indep Study,Indira Morre,under,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
ART,199,17404,005,Superv Indep Study,Greg Niemeyer,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
ART,8,21010,001,Intro Vis Thinking,Al An deSouza,under,1,46,2,0,1,0,1,0,0,0,0,0,0,2,0
ASAMST,121,21045,001,Chinese Amer Hist,Harvey Dong,under,0,23,5,1,0,0,0,0,0,0,0,0,0,4,0
ASAMST,122,24184,001,Japanese Amer Hist,Lisa Hirai Tsuchitani,under,0,12,3,1,0,1,0,0,0,0,0,0,0,2,2
ASAMST,132AC,21048,001,Islamophobia,Hatem al-Bazian,under,70,83,11,6,1,0,0,0,0,0,0,0,0,12,0
ASAMST,143B,27236,001,Advancing Hlth Api,Joe Lee,under,0,33,0,0,5,0,0,1,0,0,0,0,0,1,0
ASAMST,145AC,23869,001,Politics/Pub Policy,Michael Chang,under,0,20,2,1,1,0,1,0,0,0,0,0,0,5,0
ASAMST,171,21056,001,"Asam In Film, Video",Hannah Michell,under,6,17,7,2,3,1,0,1,0,0,0,0,2,3,0
ASAMST,20A,21024,001,Intro Asian Am Hist,Harvey Dong,under,0,53,15,3,13,1,0,1,1,0,0,0,2,28,1
ASAMST,R2B,21022,001,Reading&Composition,Lok Siu; Lisa Ng,under,6,5,2,1,1,0,1,0,0,0,0,1,0,0,0
ASTRON,121,21092,001,Radio Astronomy Lab,Aaron Parsons,under,0,2,4,3,3,6,2,1,0,0,0,0,1,0,1
ASTRON,7B,21087,001,Intro Astrophysics,Ryan Chornock,under,1,10,3,2,4,2,4,0,1,0,0,0,1,6,1
ASTRON,84,31812,001,Sophomore Seminar,Wenbin Lu,under,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
ASTRON,98,21090,001,Directed Group Stdy,Eugene Chiang,under,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1
ASTRON,98,25148,003,Directed Group Stdy,Daniel Kasen,under,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1
ASTRON,C101,31270,001,Orders Of Mag,Eugene Chiang,under,0,1,0,5,0,1,0,1,1,1,1,0,0,4,1
ASTRON,C12,23399,001,The Planets,Burkhard Militzer; Courtney Dressing,under,0,13,13,4,0,2,4,4,8,0,0,0,4,43,8
ASTRON,C161,21093,001,Rela Astro & Cosmo,Daniel Kasen,under,0,12,9,1,11,3,0,3,1,0,0,0,0,0,0
BIO ENG,101,28115,001,Instr Biology Med,Steven Conolly,under,3,10,6,10,8,6,5,0,0,0,0,0,1,1,0
BIO ENG,104,28119,001,Bio Trans Phen,Aaron Streets,under,0,18,11,10,9,10,7,8,2,1,0,0,1,1,0
BIO ENG,11,28086,001,Engineering Molecul,John Dueber; Niren Murthy; Siddharth Marathe; Niroshan Anandasivam,under,5,43,18,16,20,14,11,15,9,0,22,0,5,1,0
BIO ENG,110,28126,001,Biomed Phys For Eng,Dorian Liepmann,under,10,30,25,13,23,9,0,0,0,0,0,0,0,0,0
BIO ENG,111,29208,001,Func Bio Dev & Char,Seung-Wuk Lee,under,7,8,0,13,7,0,5,2,0,0,0,0,0,1,0
BIO ENG,115,28129,001,Tissue Engineering,Michael Conboy; Irina Conboy,under,1,29,23,2,1,0,0,0,0,0,0,0,0,0,0
BIO ENG,121L,29250,001,Biomems Bionano Lab,Iain Clark; Kevin Joslin,under,0,9,3,0,0,0,0,1,0,0,0,0,0,0,0
BIO ENG,140L,28882,001,Synth Bio Lab,Chris Anderson,under,1,6,6,5,5,3,1,0,0,0,0,0,0,0,0
BIO ENG,145,29090,001, Intro Machine Lrn,Liana Lareau,under,6,12,8,6,1,2,1,1,0,0,0,0,0,0,0
BIO ENG,153,31780,001,Biotech Entrepren,David Kirn,under,5,52,0,0,0,0,0,0,0,0,0,0,0,2,0
BIO ENG,163L,29308,001,Molec & Cell Lab,Gerard Marriott,under,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,171,31782,001,Neuroethology And N,Michael Yartsev,under,2,12,8,4,5,1,2,0,0,0,0,0,0,0,0
BIO ENG,196,14449,017, Underg Des Res,Dorian Liepmann,under,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BIO ENG,199,14988,001,Superv Indep Study,Chris Anderson,under,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
BIO ENG,25,28985,001,Careers In Biotech,Hayley Lam,under,0,0,0,0,0,0,0,0,0,0,0,0,0,283,2
BIO ENG,C112,32942,001,Molec Biomec Cell,Mohammad Kaazem Pur Mofrad,under,0,0,3,1,2,3,0,0,3,0,0,1,0,0,0
BIO ENG,C117,32948,001,Struct Asp Biomater,Lisa Pruitt,under,4,18,3,0,0,0,1,0,1,0,0,0,0,0,0
BIOLOGY,1A,21105,001,General Biology Lec,Michael Meighan; Erol Kepkep; Jennifer Doudna; Karine Gibbs; Andrea Gomez,under,6,164,73,54,76,75,45,80,52,5,1,0,2,6,9
BIOLOGY,1AL,21132,001,General Biology Lab,Michael Meighan; Erol Kepkep; Robin Ball,under,19,352,116,75,49,19,7,1,2,0,1,0,2,1,2
BIOLOGY,1B,21158,001,General Biology,Brett Boltz; Joshua Povich; Benjamin Blackman; Michael Nachman; Benjamin Blonder,under,33,130,84,74,77,60,47,46,24,19,22,0,6,5,2
BUDDSTD,190,30806,002,Topics,Samuel Grimes,under,1,6,3,1,2,1,1,0,0,0,0,0,0,1,0
BUDDSTD,C117,23411,001,Mongolian Buddhism,Brian Baumann,under,1,3,2,1,0,1,1,1,0,0,0,0,2,1,2
BUDDSTD,C118,30799,001,Buddhism Mod. China,Ester Bianchi,under,4,11,0,0,0,0,0,0,0,0,0,0,0,2,0
BUDDSTD,C120,26820,001,Buddhsm-Silk Road,Sanjyot Mehendale,under,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0
BUDDSTD,C128,24336,001,Buddhism Contemp,Alexander Von Rospatt,under,3,8,5,4,2,3,0,1,1,0,0,0,0,5,0
BUDDSTD,C152,31139,001,Buddhist Astral Sci,Brian Baumann,under,0,6,2,0,2,1,0,0,0,0,0,0,0,1,0
CELTIC,128,30709,001,Med Celtic Culture,Myriah Williams,under,4,1,1,1,0,1,1,0,0,1,0,0,0,4,0
CELTIC,129,23885,001,Mod Celtic Cultures,Matthew Shelton,under,0,9,4,2,1,0,0,0,0,0,0,0,0,8,0
CELTIC,138,30710,001,Irish Literature,Matthew Shelton,under,0,4,3,1,2,1,0,0,0,0,0,0,0,2,0
CELTIC,R1B,21207,001,Voices/Celtic World,Matthew Shelton,under,0,4,7,2,1,0,1,0,0,0,0,0,0,0,0
CELTIC,R1B,24687,002,Voices/Celtic World,Zachary Johnson,under,0,6,4,1,3,0,1,0,0,0,0,0,0,0,0
CHEM,104B,20655,001,Adv Inorganic Chem,Jeffrey Long; Yuto Yabuuchi; Ethan Pezoulas,under,2,19,9,6,13,6,4,2,1,0,4,0,2,1,0
CHEM,105,20656,001,Instrumen Analysis,Ashok Ajoy,under,0,4,5,3,6,6,4,2,0,0,0,0,1,0,0
CHEM,115,20663,001,Organic Chemistry,Dean Toste,under,1,7,9,3,1,0,0,0,0,0,0,0,0,0,0
CHEM,120A,20666,001,Physical Chemistry,Eran Rabani; Yipei Zhang; Isaac Craig; Kat Muloma; Leonardo Coello Escalante; Hendrik Utzat,under,4,33,8,21,35,21,20,12,1,0,0,0,1,0,0
CHEM,121,33220,001,Intro To Comp Chem,Rachel Clune; Sonja Bumann,under,10,12,3,8,4,2,0,1,0,1,1,0,0,0,2
CHEM,125,20667,001,Phys Chem Lab,Michael Werner Zuerch,under,8,0,3,1,0,1,1,0,0,0,1,0,0,0,0
CHEM,12B,20724,001,Organic Chemistry,Felix Fischer; Khalid Mahmood,under,12,13,6,15,20,10,14,8,8,4,7,0,2,0,2
CHEM,171H,33487,001,Green Materials,Megan Arnett,under,6,3,2,0,1,0,0,1,0,0,0,0,0,2,0
CHEM,1A,20607,001,General Chemistry,Alexis Shusterman; Zachery Donnellan,under,17,62,44,49,42,22,21,16,8,0,0,0,8,6,3
CHEM,1A,20608,002,General Chemistry,Alexis Shusterman; Zachery Donnellan,under,13,58,35,50,42,26,18,19,13,0,0,0,8,4,3
CHEM,1AL,20615,001,General Chem Lab,Michelle Douskey; Julian Feijoo,under,1,60,47,32,46,22,11,18,5,0,0,0,6,2,1
CHEM,1AL,20616,002,General Chem Lab,Michelle Douskey; Julian Feijoo,under,4,69,48,33,36,19,5,13,6,0,0,0,3,1,0
CHEM,1B,20623,001,General Chemistry,Michelle Douskey,under,7,50,10,12,16,5,4,2,1,0,1,0,0,0,0
CHEM,3A,20627,001,Chem Struct React,Peter Marsden; Vincent Maddi,under,6,93,48,30,28,24,20,12,15,0,0,0,17,2,1
CHEM,3A,20628,002,Chem Struct React,Peter Marsden; Vincent Maddi,under,14,91,58,45,32,46,24,23,24,0,0,0,23,3,2
CHEM,3AL,20629,001,Organic Chem Lab,Katie Blackford,under,0,216,60,30,20,3,0,1,1,0,0,0,0,0,0
CHEM,3AL,20630,002,Organic Chem Lab,Katie Blackford,under,0,154,58,31,19,2,2,3,0,0,0,0,1,0,0
CHEM,3B,20641,001,Chem Struct React,Maryann Robak; Samantha Kraus,under,29,49,28,24,25,13,11,16,14,0,0,0,42,0,2
CHEM,3B,20642,002,Chem Struct React,Maryann Robak; Samantha Kraus,under,36,43,48,35,26,23,20,22,18,0,0,0,45,0,3
CHEM,3BL,20643,001,Organic Chem Lab,Debjani Roy,under,24,53,61,23,36,23,10,11,11,0,0,0,0,0,0
CHEM,3BL,20644,002,Organic Chem Lab,Debjani Roy,under,21,38,27,17,22,11,6,4,12,0,0,0,4,0,0
CHEM,4B,20650,001,Gen Chm Quant Analy,Ronald Cohen; Daniel Bediako; Milan Patel,under,2,21,31,22,71,30,17,21,5,0,5,1,0,2,0
CHEM,98,20804,003,Directed Group Stdy,Marcin Majda; Zhenling Wang,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
CHEM,C110L,20659,001,Biochem & Molbi,Isabelle Le Blanc; Eunyong Park,under,2,7,7,8,3,1,5,0,0,0,0,0,0,0,0
CHEM,C130,20671,001,Biophysical Chem,Ke Xu,under,2,4,6,1,5,4,4,3,1,0,0,0,1,0,0
CHEM,C182,20718,001,Atmos Chem Phys Lab,Kristie Boering,under,0,7,2,2,3,0,2,0,1,0,0,0,0,0,0
CHEM,C191,30862,001,Quant Inf Sci Techn,Umesh Vazirani; Ashok Ajoy; Yunchao Liu; Geoffrey Penington; Ozgur Sahin,under,2,3,0,2,2,3,1,1,0,0,0,0,0,1,0
CHEM,H194,11500,002,Honors Research,John Arnold; Maritsi Perez,under,4,18,0,1,0,0,0,0,0,0,0,0,0,0,0
CHICANO,131,32989,001,Cont Art Production,Jesus Barraza,under,25,4,3,0,0,0,0,2,0,0,0,0,0,0,0
CHICANO,150B,21229,001,Hist Of Southwest,Juan Berumen,under,2,2,9,5,2,3,1,0,2,0,0,0,1,2,0
CHICANO,163,31415,001,Caribbean Migration,Ramon Grosfoguel,under,9,10,3,2,1,0,0,1,0,0,0,0,0,1,0
CHICANO,172,21233,001,Chicano & Educ Syst,Maria del Carmen Martinez-Calderon,under,0,13,3,4,3,0,0,1,0,0,0,0,1,0,1
CHICANO,174,21234,001,"Chic, Law, Crim Jst",Pablo Gonzalez,under,1,25,2,1,3,1,0,0,1,0,0,0,0,1,0
CHICANO,176,24832,001,Chic Health Care,Bernard Griego,under,2,15,12,4,4,0,0,2,0,1,0,0,0,1,0
CHICANO,180,21236,002,Topics In Chic Stud,Pablo Gonzalez,under,3,24,1,0,2,0,0,0,0,0,0,0,0,1,0
CHICANO,180AC,21238,001,Topics In Chic Stud,Jesus Barraza,under,29,4,5,0,1,0,0,2,0,0,0,0,0,1,0
CHICANO,190,31420,001,Adv Sem Chx/Lx Std,Juana Maria Rodriguez,under,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICANO,194B,23745,001,Casa Mora Seminar,Maria Gallegos-Diaz; Laura Jimenez-Olvera; Evelyn Rojo,under,3,47,0,1,0,0,0,0,0,0,0,0,0,0,0
CHICANO,20,23961,001,Intro Chicano Cult,Raul Coronado; Dani Van Liefde,under,4,15,6,2,5,3,1,2,2,0,0,0,0,4,0
CHICANO,70,31413,001,Latino Politics,Ramon Grosfoguel,under,7,14,5,1,1,0,0,0,0,0,0,0,0,1,0
CHICANO,C144L,26883,001,Latina/O/X Sociol,Griselda Mora,under,4,16,6,4,4,2,0,0,0,0,1,0,2,1,0
