Subject,ClassNum,CourseID,Section,ClassDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
HISTART,190G,05065,001,American/British,Imogen Hart,under,0,6,2,3,1,1,0,0,0,0,0,0,0,0,0
COM LIT,R1A,17209,003,Engl Comp World Lit,Johnathan Vaknin; Michael Lucey,under,0,3,3,7,2,2,0,0,0,0,0,0,0,0,0
SCANDIN,1A,78703,001,Beginning Swedish,Christian Gullette; Karen Moller,under,0,5,6,0,2,0,0,2,0,0,0,0,1,4,1
POL SCI,C139,71712,001,Urban Sub Nati Poli,Alison Post,under,0,5,8,2,5,3,0,0,1,0,0,0,2,0,1
HISTORY,138T,39564,001,Us Science Calteach,Rebecca Kaplan,under,0,5,5,3,3,0,0,1,0,0,0,0,0,0,0
CY PLAN,140,13761,001,Citybldg/Placemkg,Craig Toocheck; John Ellis; Leah Stockstrom,under,1,19,30,24,5,0,0,0,0,0,0,0,0,0,0
JAPAN,10A,21075,006,Interm Japanese,Maki Takata; Yasuko Baker; Yuriko Caltabiano,under,0,3,4,2,4,0,1,0,0,0,0,0,0,4,1
ITALIAN,R5B,46954,003,Reading & Comp,Albert Ascoli; Julia Nelsen,under,0,3,5,6,2,1,0,0,0,0,0,0,0,0,0
CIV ENG,177,14165,001,Fdn Engrg Design,Richard Short,under,8,14,9,8,5,0,1,0,0,0,1,0,0,0,0
CHEM,3B,11399,002,Chem Struct React,Steven Pedersen,under,10,23,26,40,48,33,35,23,49,0,0,0,19,1,8
PHYSICS,7A,68672,002,Scient Engin Phys,Alex Zettl,under,3,53,8,35,38,11,18,27,8,2,0,0,5,4,4
COLWRIT,R1A,16421,005,College Writing 1a,Michelle Baptiste,under,0,1,3,2,1,3,2,0,0,0,0,0,0,0,0
PHYS ED,1,68114,038,Pe Activities,Russell Ahn,under,0,3,1,1,2,1,0,0,0,0,0,0,0,5,0
JAPAN,101,21117,001,Fourth-Yr:Soc Sci,Yasuko Baker,under,3,6,3,1,3,0,0,0,0,0,0,0,0,0,0
HISTORY,14,39192,001,Japan,Andrew Barshay,under,0,23,15,9,3,4,0,0,0,0,0,0,1,4,0
JAPAN,1A,21015,005,Elementary Japanese,Brendan Morley; Elizabeth Reade; Wakae Kambara,under,0,7,4,2,2,0,0,1,0,0,1,0,1,3,0
ENGLISH,R1A,27874,008,Reading And Comp,David Landreth; Matthew Langione,under,0,4,8,5,2,0,0,0,0,0,0,0,0,0,0
COLWRIT,R1A,16412,001,College Writing 1a,Caroline Cole,under,0,0,2,2,1,2,2,0,0,0,0,4,0,0,1
AMERSTD,191,02105,002,Senior Seminar,Justin Gomer,under,0,3,2,2,2,3,1,1,1,0,0,0,1,0,0
LINGUIS,121,52335,001,Logical Semantics,Michael Bochnak,under,3,7,5,5,2,0,5,0,0,0,1,0,1,1,0
UGBA,178,08518,001,Intro Internatl Bus,Daniel Himelstein,under,1,3,28,22,1,1,1,0,0,0,0,0,1,6,0
MATH,135,54264,001,Intro Theory Sets,Leo Harrington,under,0,5,1,4,0,1,2,9,0,0,0,0,2,3,1
THEATER,179,88219,001,Suprvsd Thtrcl Desn,Carol Smart,under,0,3,7,1,0,0,0,0,0,0,0,0,0,1,0
COMPSCI,161,26613,001,Computer Security,Justin Tygar,under,4,18,10,16,20,10,8,7,5,0,1,0,1,2,2
ENGLISH,45B,27973,001,Lit In English,Janet Sorensen,under,0,20,22,16,16,5,1,1,2,0,1,0,3,3,1
UGBA,155,08499,001,Leadership,Daniel Mulhern,under,0,22,10,4,8,4,1,1,0,0,0,0,0,4,0
CIV ENG,173,14150,001,"Groundwater,Seepage",Yoram Rubin,under,3,6,7,7,3,1,0,0,0,0,0,0,0,1,0
ENGLISH,R1A,27853,001,Reading And Comp,David Landreth; Kathryn Fleishman,under,0,1,0,6,8,1,1,0,0,0,0,0,0,0,0
COM LIT,R1B,17233,004,Engl Comp World Lit,Jordan Greenwald; Kathryn Crim; Michael Lucey,under,0,7,13,8,4,1,0,0,0,0,0,0,1,0,0
BIO ENG,147,06656,001,Prin Of Syn Bio,Adam Arkin,under,1,3,2,3,1,0,1,0,0,0,0,0,1,0,1
CHEM,103,11567,001,Inorg Chem Bio,Christopher Chang; Eva Nichols; Karla Ramos-Torres,under,2,18,15,9,7,9,4,3,4,0,0,0,0,3,0
SOCIOL,5,81663,001,Eval Of Evidence,Kristin Luker,under,4,52,63,31,40,9,6,2,3,1,1,1,5,2,1
JAPAN,1A,21009,003,Elementary Japanese,Elizabeth Reade; Noriko Wallace; Wakae Kambara,under,0,5,5,2,3,0,0,0,0,0,0,0,0,3,2
UGBA,122,08458,001,Fin Info Analysis,Francis Stanton,under,5,29,8,0,9,0,0,0,0,0,0,0,4,8,0
PHILOS,136,67298,001,Perception,Michael Martin,under,0,6,3,8,5,3,3,2,0,0,0,0,3,5,0
MATH,110,54180,001,Linear Algebra,David Nadler,under,14,42,46,32,33,25,24,13,10,0,9,0,2,16,11
NUSCTX,161A,64665,001,Med Nutr Therapy,Mikelle Mccoin,under,0,5,2,9,10,2,0,2,0,0,0,0,0,3,0
MATH,104,54171,004,Intro To Analysis,Gang Liu,under,3,5,7,7,7,0,4,2,2,0,0,0,0,0,0
FILM,180A,31714,001,Screenwriting,J Kopell,under,0,9,2,2,0,0,0,0,0,0,0,0,0,1,0
HISTORY,6A,39078,001,China: Early,Michael Nylan,under,1,21,4,3,1,0,0,0,1,0,0,0,0,3,2
MATH,191,54294,001,Exper Math,Alexander Givental,under,1,19,0,0,0,1,0,0,0,0,0,0,0,2,0
LD ARCH,111,48533,001,Plants In Design,Laura Jerrard,under,3,14,4,5,8,1,0,0,0,0,0,0,0,1,1
INTEGBI,154L,42300,001,Plant Ecology Lab,Andrew Weitz; David Ackerly; Dori Contreras,under,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0
SPANISH,25,86196,001,Read And Analysis,Dru Dougherty; Katherine Lambe,under,0,2,9,0,1,0,0,0,0,0,0,0,0,3,0
NUC ENG,92,64006,001,Iss Nuc Sci & Tech,Karl Van Bibber,under,3,3,7,6,3,2,2,0,1,1,0,0,0,4,0
ENGIN,117,27741,001,Meth Engr Analysis,Neal Snyderman,under,5,23,14,4,8,4,4,1,2,0,0,0,0,1,0
MUSIC,146B,60665,001,Balinese Gamelan,Benjamin Brinner,under,0,12,5,0,1,0,0,0,0,0,0,0,0,0,0
MUSIC,51,60455,001,Musicianship,Michael Orland,under,0,5,3,3,2,0,0,0,0,0,0,0,0,0,0
RHETOR,24,77856,001,Freshman Seminars,Daniel Melia,under,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0
ART,102,04405,002,Approaches To Ptng,Lordy Rodriguez,under,0,7,8,3,0,0,0,0,0,0,0,0,0,1,0
COLWRIT,R1A,16445,013,College Writing 1a,Carolyn Hill,under,0,0,2,4,4,3,0,0,0,0,0,0,0,0,0
ARABIC,20A,62027,002,Intermediate Arabic,Elsa Elmahdy,under,0,8,3,4,0,1,0,0,0,0,0,0,0,1,0
IND ENG,115,41006,001,Ind & Comm Data Sys,Kenneth Goldberg,under,4,23,16,6,6,5,5,0,0,0,0,0,0,3,0
CHINESE,102,20752,001,4th Yr Read-Soc/His,I-Hao Li,under,0,8,5,3,0,0,0,0,0,0,0,0,0,2,0
AFRICAM,159,00671,001,Spec Top Afam Lit,Aya De Leon,under,0,5,1,2,3,0,0,0,0,0,0,0,2,1,1
ASAMST,R2A,05353,001,Reading&Composition,Anna Leong,under,0,6,10,8,0,1,0,0,0,0,0,0,0,0,1
LINGUIS,130,52338,001,Comp Hist Ling,Gary Holland,under,3,10,8,2,12,13,6,3,1,0,0,0,0,1,0
COG SCI,98,16024,001,Directed Group Stdy,David Presti; Janos Botyanszki,under,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2
PLANTBI,20,70305,001,Intro To Plant Sci,Lewis Feldman,under,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
GPP,196,38393,002,Global Capstone,Cecilia Lucas,under,0,0,5,4,2,0,0,0,0,0,0,0,0,0,0
EL ENG,C125,25285,001,Intro To Robotics,Ruzena Bajcsy,under,2,6,3,3,0,1,1,1,0,0,0,0,0,0,0
PHYS ED,11,68330,022,Pe Activities,M. Scott,under,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
ENGLISH,152,28186,001,Women Writers,Kathleen Donegan,under,0,6,30,8,8,0,0,0,0,0,0,0,0,2,1
UGBA,101A,08200,003,Microeconomic Analy,Todd Fitch,under,0,12,15,18,18,22,2,6,0,0,2,0,0,1,1
ART,26,04339,001,Digital Video,Anne Walsh,under,0,8,5,0,1,0,0,2,0,0,0,0,0,1,0
MATH,198,54342,003,Directed Group Stdy,Lauren Williams,under,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
L & S,C70T,51923,001,The Planets,Geoffrey Marcy,under,0,8,11,14,11,8,4,11,5,0,2,0,1,43,3
EL ENG,142,25360,001,Integ Circ For Comm,Ali Niknejad,under,1,3,3,0,8,5,1,1,0,0,0,0,0,3,0
COLWRIT,R4B,16493,003,"Read,Comp,Research",Michael Larkin,under,0,6,3,2,2,2,1,0,0,0,0,0,0,0,0
CLASSIC,29,14736,001,Greco-Roman Magic,Trevor Murphy,under,0,12,9,2,1,1,1,0,0,0,0,0,0,4,0
NATAMST,20A,61171,001,Intro To Nas,Diane Pearson,under,0,13,4,1,1,2,0,3,0,0,0,0,1,0,0
MATH,113,54219,002,Abstract Algebra,You Qi,under,3,12,7,0,8,1,0,2,2,0,0,0,2,0,0
HISTORY,177B,39636,001,Modern Armenia,Stephan Astourian,under,1,3,1,0,2,1,3,0,0,0,0,1,1,4,0
THEATER,119,88122,003,Performance Theory,Shannon Steen,under,6,8,10,4,5,2,0,0,1,0,0,0,1,1,0
IND ENG,140,41018,001,Mobile Ind Robots,Charles Glassey,under,0,8,5,5,4,2,1,0,0,0,0,0,0,0,0
PHYS ED,4,68240,003,Pe Activities,Elmar Stefke,under,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0
HISTART,R1B,04865,005,Visual Experience,Justin Underhill; Yi Yi Mon Kyo,under,0,3,6,2,6,0,0,0,0,0,0,0,1,0,0
EDUC,198,24415,037,Directed Group Stdy,Lorena Valdez; Richard Mccallum,under,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
ANTHRO,119,02561,001,Med Anthro Topics,Stefania Pandolfo,under,4,10,13,7,8,0,1,0,0,0,0,0,0,2,1
NUC ENG,24,64003,001,Freshman Seminars,Peter Hosemann,under,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0
LEGALST,181,51629,001,Psychology & Law,Victoria Plaut,under,3,9,12,12,16,11,8,5,4,0,7,0,2,6,1
CIV ENG,198,14219,004,Directed Group Stdy,Ben Hightower; Jasenka Rakas,under,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
ENGLISH,166,28194,001,Special Topics,John Savarese,under,0,14,7,1,2,0,2,0,0,0,0,0,0,2,0
STAT,153,87594,001,Intro Time Series,David Brillinger,under,6,15,21,8,6,0,0,0,0,0,0,0,2,0,1
SEASIAN,10A,84103,001,Intrd Civ Se Asia,Leslie Woodhouse,under,0,4,5,7,4,4,0,1,0,0,0,0,1,13,0
COM LIT,R1B,17236,005,Engl Comp World Lit,Marianne Kaletzky; Michael Lucey,under,1,5,2,6,3,0,0,0,0,0,0,0,0,0,0
UGBA,120B,08446,001,Adv Fin Accounting,Francis Stanton,under,7,15,10,0,14,0,0,0,0,0,0,0,1,8,2
UGBA,191C,08527,001,Comm For Leaders,Ericka Lutz,under,0,7,6,4,0,0,0,0,0,0,0,1,0,1,0
EL ENG,120,25231,001,Signals And Systems,Murat Arcak,under,0,16,12,12,11,6,5,2,3,0,1,0,4,1,0
ESPM,168,29337,001,Political Ecology,Nancy Peluso,under,5,13,6,6,1,2,0,1,2,0,1,0,1,3,4
HISTORY,116G,39483,001,China & The World,Nicolas Tackett,under,0,13,4,6,6,1,0,0,2,0,1,0,1,5,0
ENGLISH,R1A,27859,003,Reading And Comp,David Landreth; Jesse Cordes Selbin,under,1,5,3,2,3,1,1,0,0,0,0,0,0,0,1
VIETNMS,1A,86008,003,Intro Vietnamese,Hanh Tran,under,0,8,6,0,0,0,0,0,0,0,0,0,0,2,0
BIO ENG,100,06533,001,Ethics In Sci & Eng,Teresa Head-Gordon,under,2,22,16,7,10,3,1,1,1,0,0,1,1,29,1
MUSIC,98,60542,008,Direct Group Study,David Pereira; Norman Sheu,under,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
POL SCI,191,71889,001,Junior Seminar,T J Pempel,under,0,3,5,5,4,0,0,0,0,0,0,0,0,0,0
PHILOS,160,67316,001,Plato,Klaus Corcilius,under,1,10,9,4,5,7,1,0,0,0,0,0,0,4,0
PHYS ED,3,68228,012,Pe Activities,Lon Rork,under,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0
SPANISH,4,86175,006,Intermed Spanish,Donna Southard; Miriam Hernandez-Rodriguez,under,0,2,0,1,2,1,0,0,0,0,0,0,1,3,0
LEGALST,162AC,51586,001,Restorative Justice,Kathryn Abrams; Mary Frampton,under,0,5,14,5,2,0,0,0,0,0,0,0,0,1,0
UGIS,80B,89006,001,Exploring Math,Taica Hsu,under,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
POL SCI,146A,71769,001,African Politics,Leonardo Arriola,under,0,13,29,24,16,9,6,3,0,0,0,0,1,2,3
ETH STD,10AC,31003,001,Hist Of Race West,David Montejano,under,7,30,28,10,16,3,5,2,3,0,1,0,0,8,0
IAS,C175,46529,001,Econ Climate Chg,Christian Traeger,under,0,3,2,4,2,0,0,0,0,0,0,0,0,3,0
MUSIC,134B,60581,001,Music Of Japan,Bonnie Wade,under,0,10,8,3,5,2,0,0,1,0,0,0,0,2,1
IAS,150,46484,001,Adv Std In Ias,Bruce Newsome,under,0,3,10,3,1,1,1,0,0,0,0,0,0,4,0
BIO ENG,132,06635,001,Genetic Devices,John Anderson,under,0,6,4,2,3,1,3,1,1,0,0,0,0,0,0
MATH,185,54282,001,Complex Analysis,Nicolai Reshetikhin,under,0,6,4,7,5,2,3,0,2,0,0,0,0,2,0
ARCH,144,03741,001,Intro To Acoustics,Charles Salter,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
THEATER,126,88141,002,Perform Literatures,Angela Marino,under,3,5,9,5,1,0,1,0,0,0,0,0,0,1,0
HMEDSCI,C133,38618,001,Death And Medicine,Gaetan Micco; Thomas Laqueur,under,0,1,6,6,2,1,0,0,0,0,0,0,0,2,0
COMPSCI,98,26129,036,Directed Group Stdy,Abhay Parekh; Kyle Lian,under,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
ANTHRO,134,02585,001,Anal Archaeo Record,Kent Lightfoot,under,1,12,4,3,0,0,0,0,0,0,0,0,0,0,0
UGBA,196,08560,001,Spec Topics Bus Adm,Fred Selinger,under,4,63,35,28,17,4,4,0,0,0,0,0,0,127,2
CHM ENG,162,10423,001,Dyn Contr Chem Proc,P. Henrik Wallman,under,3,9,4,5,14,6,3,0,0,0,0,0,1,0,0
SOCIOL,150,81819,001,Social Psych,Brian Powers,under,0,22,24,22,7,2,0,0,0,0,0,0,1,4,3
ESPM,44,29016,001,Biological Control,Nicholas Mills,under,1,10,27,21,3,2,0,1,0,0,0,0,0,14,0
MEDIAST,190,56787,001,Special Topics,Josh Jackson,under,0,4,7,5,5,3,1,1,1,0,0,0,0,1,0
JAPAN,C115,21126,001,Japanese Buddhism,Mark Blum,under,0,1,3,3,3,0,0,0,0,0,0,0,0,1,0
MEC ENG,C176,55699,001,Orthop Biomech,Grace O'Connell,under,0,6,3,2,2,2,0,1,1,0,0,1,1,0,0
HISTORY,101,39282,004,"Research, Writing",Robert Chester,under,0,2,6,4,2,0,0,0,0,0,0,0,0,0,0
HISTART,R1B,04859,003,Visual Experience,Jordan Rose,under,0,2,5,3,5,2,0,0,0,0,0,0,0,0,0
NUC ENG,161,64018,001,Nuclear Power Eng,Ralph Berger,under,0,4,1,3,6,1,1,0,2,0,0,0,0,0,0
CHICANO,163,13444,001,Caribbean Migration,Ramon Grosfoguel,under,3,7,4,4,1,0,0,0,0,0,0,0,0,3,0
PB HLTH,162L,75649,004,Pub Hlth Microb Lab,Kathleen Loretz,under,1,4,4,1,8,1,1,0,1,0,0,0,0,0,1
MUSIC,27,60380,001,Intro West Music,James Davies,under,80,64,74,25,17,8,3,2,2,1,2,0,3,95,9
ITALIAN,160,47014,001,"Ital Hist, Soc, Pol",Diego Pirillo,under,5,1,2,1,0,0,0,0,0,0,0,0,0,2,0
MCELLBI,110,58157,001,General Biochem,Evangelina Nogales De La Morena; Kathleen Collins; Qiang Zhou,under,7,14,6,10,13,14,15,11,7,0,2,0,3,0,2
JAPAN,1A,21036,012,Elementary Japanese,Brendan Morley; Noriko Knickerbocker; Noriko Wallace; Wakae Kambara,under,1,12,3,4,1,0,0,1,0,0,0,0,0,2,0
PHYS ED,4,68249,006,Pe Activities,Richard Morris,under,1,6,0,0,1,0,0,0,0,0,0,0,0,7,0
L & S,120C,52013,001,Arts & Literature,Ronald Hendel,under,0,45,3,2,7,2,0,2,0,0,0,0,3,15,0
PLANTBI,185,70534,001,Tech Lt Microscopy,Steven Ruzin,under,0,5,7,2,1,1,1,0,0,0,0,0,0,1,0
ANTHRO,3AC,02372,001,Intro Soc/Cult Ac,Xin Liu,under,25,171,142,49,32,7,3,4,1,0,2,1,1,32,0
HIN-URD,1A,84603,001,Intrd Hindi,Pranjali Sirasao,under,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0
COLWRIT,R1A,16472,022,College Writing 1a,Catherine Oakes,under,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0
IND ENG,172,41048,001,Probability Eng,Rhonda Righter,under,5,25,5,8,20,11,2,0,0,0,0,0,0,1,0
MEDIAST,10,56703,001,Intro Mass Media,Josh Jackson,under,0,55,36,36,43,30,9,12,8,0,3,1,2,9,3
UGBA,167,08512,003,Spec Topics In Mkt,David Robinson,under,2,12,3,3,4,1,0,0,0,0,0,0,1,5,1
GERMAN,101,37281,001,Advanced German,Nikolaus Euba,under,0,11,7,1,1,0,0,0,0,0,0,0,0,2,0
JOURN,24,48003,001,Freshman Seminars,William Drummond,under,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0
HISTORY,103D,39378,005,Proseminar: U.S.,Waldo Martin,under,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0
MUSIC,77,60509,001,20th C History,William Quillen,under,1,13,14,13,4,3,1,1,0,0,0,0,2,1,0
PHYSICS,198,69592,001,Directed Group Stdy,Daniel Corral; Joel Fajans; Max Chartier,under,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
ESPM,90,29052,001,Intro To Crs Major,Gordon Frankie,under,0,40,0,0,0,0,0,0,0,0,0,0,1,0,0
EPS,C12,19003,001,The Planets,Geoffrey Marcy,under,2,11,7,7,4,17,12,15,2,0,0,0,5,38,4
MATH,104,54176,006,Intro To Analysis,Olga Holtz,under,3,3,3,3,5,6,3,3,2,0,0,0,0,2,1
MEC ENG,104,55519,001,Engr Mechanics Ii,James Casey,under,1,14,13,19,14,11,5,3,5,1,2,2,0,0,0
MATH,16B,53757,001,Anal Geo & Calculus,James Demmel,under,1,74,55,35,40,20,22,37,0,0,3,0,12,17,9
SCANDIN,R5B,78724,003,Reading & Comp,Katherine Guerra; Linda Rugg,under,0,6,2,3,3,1,0,1,0,0,0,0,0,0,0
ENGLISH,141,28168,001,Modes Of Writing,Cecil Giscombe,under,0,13,13,9,3,0,0,1,0,0,0,0,1,3,0
SCANDIN,R5B,78730,005,Reading & Comp,Linda Rugg; Sanjay Hukku,under,0,3,1,1,1,4,0,0,0,0,0,0,1,0,1
ARABIC,1A,62023,008,Elementary Arabic,Haitham Mohamed,under,0,3,0,1,0,1,0,0,0,0,0,0,1,4,1
RHETOR,R1A,77809,003,Craft Of Writing,Felipe Gutterriez; Kelianne Montalvo; Kevin Block,under,0,4,5,10,5,5,0,0,0,0,0,0,0,1,0
ISF,100E,45524,001,Globlzatn & Rights,Clare Talwalker,under,0,8,8,11,6,2,1,3,0,0,1,0,1,10,1
ESPM,40,29013,001,Insect/Humn Society,Kipling Will,under,0,22,21,12,13,4,0,2,0,0,0,0,2,53,7
KOREAN,187,21981,001,Hist And Memory,Jinsoo An,under,0,7,6,4,8,1,1,1,0,0,0,0,0,0,0
NATAMST,R1A,61159,002,"Reading,Composition",Thomas Biolsi; Timothy Molino,under,2,5,8,1,0,0,0,0,2,0,0,0,0,0,0
PHYS ED,3,68201,003,Pe Activities,Elmar Stefke,under,1,0,0,2,1,0,1,0,0,0,0,0,0,8,1
ENGLISH,190,28264,016,Research Seminar,Julia Bader,under,0,10,3,2,0,1,0,0,0,0,0,0,0,1,0
FILM,108,31672,002,Film Genre,Linda Williams,under,0,2,3,3,0,0,1,0,1,0,0,0,0,0,0
COLWRIT,R1A,16433,009,College Writing 1a,Kimberly Freeman,under,0,0,1,3,2,0,2,1,0,0,1,0,0,0,0
LGBT,20AC,34803,001,Alternatv Sex Ident,Jacqueline Asher,under,0,40,17,4,2,3,0,0,1,0,0,0,1,7,4
COMPSCI,164,26658,001,Prog Lang And Comp,Paul Hilfinger,under,4,16,27,9,14,10,1,3,0,1,1,0,1,3,0
ECON,121,22597,001,Ind Org & Pub Pol,Aaron Edlin,under,3,11,8,14,29,10,14,13,5,3,0,0,2,3,3
ENGLISH,R1B,27919,008,Reading And Comp,David Landreth; Khalil Sullivan,under,2,7,6,3,0,1,0,0,0,0,0,0,1,0,0
STAT,198,87636,004,Directed Group Stdy,David Aldous,under,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1
EL ENG,130,25315,001,Ic Devices,Tsu-Jae Liu,under,0,12,7,1,5,1,1,2,0,0,0,0,0,0,0
GEOG,171,36433,003,Special Topics Phys,John Chiang,under,0,2,3,3,1,0,1,2,0,0,0,0,0,0,0
ENGIN,98,27732,002,Directed Group Stdy,Ronald Gronsky; Stephanie Ge,under,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
ESPM,98,29082,010,Directed Group Stdy,J Gilless; Richard Gibson,under,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2
ENGLISH,45C,27997,001,Lit In English,Eric Falci,under,2,33,29,9,13,4,0,2,1,0,0,0,1,1,1
VIETNMS,1A,86003,001,Intro Vietnamese,Bac Tran,under,3,20,4,1,0,0,0,0,0,0,0,0,0,0,0
IAS,102,46445,002,Scope And Methods,Peter Bartu,under,1,6,0,0,2,1,0,0,0,0,0,2,1,0,0
SLAVIC,2,79712,001,Elementary Russian,Anna Muza; Daniel Brooks,under,0,1,1,2,1,2,0,0,0,0,0,0,0,3,0
ANTHRO,157,02609,001,Anthropology Of Law,Laura Nader,under,5,9,13,15,13,5,6,2,4,1,0,0,3,0,1
MUSIC,25A,60374,001,Music Theory,David Pereira; Ravi Kittappa,under,1,1,5,2,1,1,2,2,1,0,0,0,0,0,0
LINGUIS,1A,52203,001,American Sign Lang,Sherry Hicks,under,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0
UGBA,137,08482,001,Spec Topics In Fin,Michael Hanson,under,0,5,9,4,7,1,1,0,0,0,0,0,0,0,0
PSYCH,C19,73896,001,Drugs And The Brain,David Presti,under,4,19,14,17,30,9,4,6,2,0,0,0,2,34,8
COLWRIT,R4B,16589,010,"Read,Comp,Research",Ryan Sloan,under,0,2,5,5,2,0,0,0,0,0,0,0,0,0,0
ARCH,170A,03765,001,"Hist, Arch&Urbanism",Andrew Shanken,under,0,8,11,26,24,27,12,11,7,0,2,0,1,4,0
FILM,26,31644,001,Moving Image Media,Anne Walsh,under,0,8,2,3,1,1,0,1,0,0,0,0,0,3,0
SPANISH,25,86202,003,Read And Analysis,Andreea Iulia Sprinceana; Dru Dougherty,under,2,12,4,1,0,0,0,0,0,0,0,0,0,1,0
ESPM,C103,29151,001,Prin Conserv Biol,Steven Beissinger,under,1,8,5,1,19,2,0,0,1,0,0,0,1,0,0
GERMAN,1,37209,003,Elementary German 1,Christine Vais; Nikolaus Euba,under,0,3,6,6,0,1,0,0,0,0,0,0,0,2,0
NUC ENG,180,64024,001,Fusion Tech,Edwin Hooper; Ronald Cohen,under,0,2,2,3,1,0,1,1,0,0,0,0,0,2,0
SPANISH,21,86178,001,Elem Span Bilingual,Miriam Hernandez-Rodriguez,under,4,5,8,5,3,0,0,1,0,0,0,0,0,1,0
MUSIC,60,60461,001,Harmony,David Pereira; Lily Chen,under,0,4,3,2,3,2,1,1,0,0,0,0,0,0,0
ITALIAN,4,46936,001,Adv Italian,Anna Bellezza,under,0,2,4,2,1,0,1,0,0,0,0,0,0,0,1
THEATER,R1A,88006,002,Performce & Writing,Karin Shankar; Susan Kwan,under,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0
MUSIC,150E,60686,001,Jazz Performance,Myra Melford,under,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
CHEM,143,11729,001,Nuclear Chemistry,Luciano Moretto; Peter Lake,under,1,1,0,2,1,2,1,2,0,0,0,0,0,0,0
MEC ENG,C117,55608,001,Struct Asp Biomater,Lisa Pruitt,under,0,10,7,1,0,0,0,0,0,0,0,0,0,0,0
MEC ENG,C85,55315,001,Intro Solid Mechncs,George Johnson,under,4,9,11,12,15,13,6,6,2,4,4,0,4,0,0
GERMAN,2,37230,002,Elementary German 2,Michael Fragomeni; Nikolaus Euba,under,0,7,7,0,0,0,0,0,0,0,0,0,1,4,0
MCELLBI,118,58220,001,Cancer Karyotype,Peter Duesberg,under,0,11,4,1,0,0,0,0,0,0,0,0,0,3,0
COLWRIT,R1A,16466,020,College Writing 1a,Peter Vahle,under,0,1,1,3,1,0,2,1,1,0,1,0,2,0,0
COMPSCI,188,26766,001,Artif Intelligence,Daniel Klein; Pieter Abbeel,under,11,35,74,78,74,34,21,5,3,0,1,0,1,2,1
UGBA,115,08416,001,Competitivestrategy,Frank Schultz,under,0,5,37,10,1,1,0,0,0,0,0,0,0,1,0
CHM ENG,185,10447,002,Tech Communication,Shannon Ciston,under,0,6,4,5,7,3,2,0,0,0,0,0,0,0,0
AFRICAM,98,00608,008,Directed Group Stdy,Nailah Suad-Bakari,under,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
HISTORY,100AC,39272,001,Topics Am Cult,Caitlin Rosenthal,under,0,15,14,8,3,4,0,0,0,0,0,0,0,11,0
PORTUG,101A,86612,003,Portug For Adv Stdy,Andre Alt; Clelia Donovan,under,5,3,1,4,2,0,0,0,0,0,0,0,0,2,0
GPP,196,38399,004,Global Capstone,Khalid Kadir,under,2,3,8,1,2,1,0,0,0,0,0,0,0,0,0
COMPSCI,184,26721,001,Computer Graphics,James O'Brien,under,4,6,7,8,19,5,10,7,8,0,2,0,4,0,4
AFRICAM,159,00674,002,Spec Top Afam Lit,Aparajita Nanda,under,0,5,3,2,3,1,0,0,0,0,0,0,0,1,0
EDUC,158,23710,001,Teach Reading K-8,Anne Cunningham Carson,under,4,12,2,1,0,0,0,0,0,0,0,0,0,0,0
STAT,98,87506,005,Directed Group Stdy,Alan Tsoi; Fletcher Ibser,under,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2
HISTORY,171A,39621,001,Russia To 1700,Jack Kollmann,under,1,9,5,0,1,0,1,1,0,0,0,0,0,0,0
PHILOS,132,67268,001,Philosophy Of Mind,John Searle,under,1,5,14,31,31,18,10,3,2,0,1,0,2,17,2
NUSCTX,166,64668,001,Nutr In Community,Mary Henderson,under,1,16,24,13,14,1,4,4,2,0,0,0,0,0,0
ESPM,15,28997,001,Intro Environ Sci,Inez Fung; Matthew Potts,under,5,9,24,21,22,5,6,4,4,2,3,0,1,19,13
