Course Subject Cd,Course Number,Section Nbr,Instr Name Concat,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
AFRICAM,R1A,1,Aparajita Nanda,,3,4,4,1,2,,,,,,,,,,,,
AFRICAM,R1B,1,Aparajita Nanda,,3,4,3,4,3,2,,,,,,,,,,,
AFRICAM,R1B,2,Lia Bascomb; Nailah Suad-Bakari,,1,2,4,2,2,,2,1,1,,,,,,1,,2
AFRICAM,R1B,3,Ronald Williams,,15,2,,,,,,,,,,1,,,,,
AFRICAM,4B,1,G. Ugo Nwokeji,4,7,13,14,8,7,2,5,1,,,1,2,11,,,,
AFRICAM,5A,1,Brandi Catanese,3,19,10,4,5,4,2,1,,,,,1,8,,1,,2
AFRICAM,11B,1,Edwin Okongo,2,7,4,5,2,3,,,,,,,,,,,,
AFRICAM,11B,2,Edwin Okongo,2,6,,4,1,1,1,,,,,,,,1,,,
AFRICAM,24,1,Sam Mchombo,,,,,,,,,,,,,,12,,,,1
AFRICAM,39D,1,Cara Stanley,,1,,2,3,3,3,,,,,,,2,,,,
AFRICAM,98,7,Nailah Suad-Bakari,,,,,,,,,,,,,,41,,2,,
AFRICAM,107,1,Ronald Williams,,5,3,9,3,3,,4,2,,,2,1,5,,3,,2
AFRICAM,109,1,John Patton,5,8,5,2,4,5,4,2,,,,,,1,,,,
AFRICAM,112B,1,Kwame Nimako,,10,11,3,3,,,,,,,,,1,,1,,3
AFRICAM,117,1,Ula Taylor,,2,7,6,1,,5,,1,1,,,2,,,,,1
AFRICAM,122,1,Hardy Frye,2,3,7,5,2,3,,,,,,,1,2,,3,,
AFRICAM,123,1,Stephen Small,2,4,3,3,,,,,,,,,1,1,,,,
AFRICAM,125,1,Ula Taylor,,6,1,2,,5,,3,,1,,1,,1,,,,2
AFRICAM,131,1,Michel Laguerre,,19,4,,1,,,,,,,,,1,,1,,2
AFRICAM,152F,1,Darieck Scott,1,3,1,2,2,,,,,,,,,3,,1,,
AFRICAM,156AC,1,Aya De Leon,6,35,6,,2,,1,,,,,,,4,,,,1
AFRICAM,173AC,1,Purushottama Bilimoria,,5,6,3,,,,,,,,,,3,,,,1
AFRICAM,197,3,Nailah Suad-Bakari,,,,,,,,,,,,,,44,,1,,
AFRICAM,198,2,Aurelia Torng; Irene Lopez; Melissa Gioino; Ula Taylor,,,,,,,,,,,,,,85,,1,,
ENVECON,C1,1,Gordon Rausser,2,10,5,2,15,4,,11,2,,2,,,5,,,,
ENVECON,100,1,Jeffrey Perloff,5,14,12,5,7,6,,3,3,,,,,4,,1,,1
ENVECON,C101,1,David Zilberman,2,24,23,29,19,9,4,2,6,,,1,,2,,,,
ENVECON,142,1,Sofia Villas-Boas,11,31,36,18,5,5,1,1,,,,,,1,,,,
ENVECON,153,1,Robin Marsh,2,13,17,2,12,4,,5,1,,,,,1,,,,
ENVECON,154,1,Sara Boettiger,,13,16,14,4,3,1,1,,,,,,2,,1,,3
ENVECON,162,1,David Sunding,,7,13,9,7,5,4,,,,,,1,1,,3,,
ENVECON,C180,1,Richard Norgaard,,3,9,6,4,1,,,1,,,,,1,,1,,
ENVECON,C181,1,David Roland-Holst,2,12,5,10,4,2,3,2,2,,1,,3,7,,1,,1
ENVECON,C183,1,Matthew Potts,,6,1,1,,1,,1,,,,,,,,,,
ANTHRO,1,1,Terrence Deacon,5,37,62,49,48,40,35,34,13,,7,,5,50,,12,1,
ANTHRO,2AC,1,Kent Lightfoot,8,96,52,34,17,14,10,4,4,1,1,,4,48,,7,,1
ANTHRO,3AC,1,Xin Liu,3,75,58,39,29,7,2,1,2,,2,,4,23,,,,2
ANTHRO,R5B,1,Janelle Lamoreaux; Terrence Deacon,,7,5,1,1,,,,,,,,,,,,,
ANTHRO,R5B,2,Jason Price; Terrence Deacon,1,,3,1,1,,1,1,1,,,,1,,,,,
ANTHRO,R5B,3,Stanley Herman,3,9,,1,2,1,1,1,,,,,,,,,,
ANTHRO,R5B,4,Lyle Fearnley; Terrence Deacon,,2,6,1,3,,,1,,,,,,,,,,
ANTHRO,R5B,5,Alexandre Beliaev; Terrence Deacon,,4,5,3,,,,,,,,,,,,,,
ANTHRO,R5B,6,Arpita Roy,4,4,4,1,1,,,1,,,,,,,,,,
ANTHRO,C100,1,Timothy White,,2,,,2,,2,3,,,1,,,4,,1,,
ANTHRO,115,1,Lawrence Cohen,2,28,20,14,6,1,,,,,,,1,9,,1,,4
ANTHRO,119,1,James Battle,2,6,6,6,3,3,1,2,,,,,3,1,,,,
ANTHRO,121C,1,Laurie Wilkie,2,5,2,4,,1,,1,,,,,,,,,,
ANTHRO,122A,1,Jun Sunseri,15,27,1,1,,1,,,,,,,,,,,,
ANTHRO,C124C,1,Patrick Kirch,4,5,3,3,3,3,3,,,,,,,1,,1,,
ANTHRO,127B,1,Patrick Beauchesne,,4,4,2,1,2,1,1,,,,,,,,,,
ANTHRO,128M,1,Lisa Maher,6,6,,4,,,2,,,,,,,,,,,
ANTHRO,129A,1,Robert David,,10,10,1,11,2,,1,,,,,,2,,,,
ANTHRO,137,1,Laura Nader,7,17,29,32,27,18,26,10,2,,,,2,18,1,7,,5
ANTHRO,138B,1,Nathan Kwame Braun,,2,1,4,2,2,,,,,,,,,,,,1
ANTHRO,C147B,1,Jacqueline Asher,,12,18,4,4,2,1,,1,,,,1,2,,1,,1
ANTHRO,149,1,Stefania Pandolfo,15,33,15,11,,,,,,,,,,7,,,,3
ANTHRO,155,1,Paul Rabinow,3,18,8,2,1,,,,,,,,,5,,,,1
ANTHRO,171,1,Junko Habu,2,8,13,7,5,3,1,1,,,,,1,3,,,,
ANTHRO,179,1,William Hanks,14,38,17,11,8,4,4,,,,,,,12,,,,9
ANTHRO,180,1,Stanley Brandes,2,11,12,1,3,,,,,,,,1,2,,1,,1
ANTHRO,183,1,Donald Moore,,9,2,1,2,2,1,1,,,,,,,,,,1
ANTHRO,189,2,Mariane Ferme,1,1,3,6,4,3,,,,,,,,1,,,,
ANTHRO,189,4,Arpita Roy,1,21,9,,2,,,,,,,,,2,,,,
ANTHRO,189A,1,Aihwa Ong,,9,2,2,,1,,,,,,,,,,1,,
ANTHRO,196,1,Stephanie Etting,2,5,4,4,,1,,,,,,,,2,,,,
ANTHRO,196,2,Stephanie Etting,3,3,2,1,2,1,,,,,,,1,1,,,,
ARCH,24,1,W Martin,,,,,,,,,,,,,,12,,2,,
ARCH,39D,1,Ronald Rael; Walter Hood; Wendy Ju,,13,,,,,,,,,,,,2,,,,
ARCH,100A,1,William Di Napoli,,4,2,3,2,,,1,,,,,,,,,,
ARCH,100B,1,Gerard Creedon,,7,17,29,24,21,9,15,11,,,,3,,,2,,
ARCH,101,1,Lisa Iwamoto,,4,4,,1,,,,,,,,,3,,,,
ARCH,111,1,Michael Gonzales; Nezar Alsayyad,,8,8,9,1,,,,1,,,,,,,1,,
ARCH,140,1,Gail Brager; Stefano Schiavon,3,18,26,20,36,19,12,9,1,,,,,3,,3,,
ARCH,154,1,R.Gary Black,2,8,1,2,,,,,,,,,,,,1,,1
ARCH,160,1,Dana Buntrock,13,31,30,26,25,8,1,2,,,1,,,5,,1,,
ARCH,170B,1,Braden Engel; Margaret Crawford,2,12,25,27,26,39,17,16,5,,2,,2,8,,3,,1
ARCH,179,1,Andrew Shanken; Kathleen Moran,,2,2,1,3,,2,,,,,,,5,,,,
ARCH,198,4,Dana Buntrock; Jacqueline Lin,,,,,,,,,,,,,,13,,1,,
ENV DES,1,1,Nicholas De Monchaux,1,10,9,14,11,7,2,1,,,,,2,4,,3,,
ENV DES,R3B,1,Mona Damluji; Renee Chow,,7,3,3,1,1,,,,,,,1,,,,,
ENV DES,11A,1,Charles Sullivan,10,26,8,7,3,,1,,,,2,,3,1,,,,
ENV DES,11B,1,Walter Hood,,1,3,3,1,1,,,,,,,,,,,,1
ENV DES,100,1,Marco Cenzatti,3,24,31,16,15,1,2,1,1,,,,2,12,,1,,
ENV DES,101A,1,Raymond Lifchez,6,6,,,2,,,,,,,,,,,,,
ENV DES,C169B,1,Paul Groth,,14,12,6,5,,1,2,,,1,,,3,1,,,
ENV DES,198,2,Jean Bourdier; Kari Sandell,,,,,,,,,,,,,,9,,1,,
VIS STD,185X,1,Anthony Dubovsky,,14,,,,,,,,,,,,2,,,,
VIS STD,187A,1,Jean Bourdier,,2,8,1,,,,,,,,,,,,,,
ART,8,1,John Mcnamara,19,44,6,2,1,1,,,,,,,,1,,,,
ART,12,1,Stephanie Lie,1,18,3,,1,,,,,,,,,4,,,,
ART,12,3,Indira Morre,5,9,7,1,1,,,,,,,,,1,,,,
ART,13,1,John Mcnamara,,21,2,,,,,,,,,,,,,1,,
ART,13,2,Craig Nagasawa,,16,,2,,,,,,,,,,3,,,,
ART,14,1,Brody Reiman,2,13,3,,1,,,,,,,,,,,,,
ART,14,2,Asma Kazmi,2,11,4,,1,1,,,1,1,,,,,,,,
ART,W23AC,1,Greg Niemeyer,10,14,,,5,,,,,,,,,5,,,,
ART,98,6,Hertha Wong,,,,,,,,,,,,,,21,,1,,
ART,102,1,Craig Nagasawa,,22,2,1,1,,,,,,,,,,,,,
ART,102,2,Michael Hall,2,14,6,,1,,,,,,,,,,,,,
ART,117,1,Aida Gamez,,6,12,4,,,,,,,,,,,,,,
ART,118,1,Josephine Taylor,2,13,4,,1,,,1,,,,,,,,,,
ART,119,1,Fiamma Di Montezemolo,,4,9,11,4,,,,,,,,,,,,,
ART,120,1,Randy Hussong,,12,,1,,1,,1,,,,,,,,,,
ART,123,1,Randy Hussong,2,12,1,,3,1,,,,,,,1,,,,,
ART,137,1,Michael Swaine,3,4,3,2,,,,,,,,,,,,,,
ART,138,1,Brody Reiman,,9,4,1,1,,,,,,,,,,,,,
ART,165,1,Katherine Sherwood,5,13,13,2,,2,,,,,,,,,,,,
ART,185,1,Anne Walsh,,7,5,2,1,,,,1,,,,,,,,,
ART,185,102,Asma Kazmi,4,8,5,1,,,,1,,,,,,,,,,
ASTRON,7B,1,Eugene Chiang,1,8,2,4,8,1,,3,3,,,,,,,1,,
ASTRON,C10,1,Alexei Filippenko,47,99,51,51,55,11,7,7,4,1,1,,3,252,,17,,
ASTRON,121,1,Geoffrey Bower,1,4,3,1,1,,,,,,,,,,,,,
ASTRON,C161,1,Marc Davis,3,12,3,,,1,,,,,,,1,,1,,,
ASTRON,C162,1,Raymond Jeanloz,1,2,1,5,,,1,,,,,,,,,2,,
ASTRON,198,2,Geoffrey Marcy,,,,,,,,,,,,,,14,,1,,
BIO ENG,25,1,Dorian Liepmann,,,,,,,,,,,,,,216,,2,,
BIO ENG,101,1,Frank Myers,3,4,4,6,8,2,3,3,,,,,,1,,,,
BIO ENG,104,1,Terry Johnson,2,22,19,15,21,2,,3,5,,,1,,,,,,1
BIO ENG,110,1,Sanjay Kumar,2,40,6,16,24,15,,,,,,,,1,1,,,
BIO ENG,115,1,Hayley Lam,1,20,5,3,1,,,,,,,,,,,,,
BIO ENG,121L,1,Dorian Liepmann,3,9,2,1,,,,,,,,,,,,,,
BIO ENG,140L,1,John Anderson,,4,1,,3,2,,,,,,,,,,,,
BIO ENG,C144,1,Kimmen Sjolander,1,3,6,3,4,,1,,,1,1,,,,,,,
BIO ENG,C144L,2,Kimmen Sjolander,,9,,,,,,,,,2,,,,,,,
BIO ENG,151,1,Amy Herr,,8,,3,2,,,1,,,,,1,,,,,
BIO ENG,163,1,Gerard Marriott,12,16,8,2,1,,1,,,,,,,1,,,,
BUDDSTD,C114,1,Jann Ronis,,4,1,3,4,,,,,,,,1,1,,,,
UGBA,10,1,Cristina Banks; David Robinson; David Vogel,21,42,53,86,61,29,18,17,13,,1,,4,50,,24,,
UGBA,100,1,Daniel Himelstein,,2,18,10,1,,,,,,,,,,,,,
UGBA,100,2,Ericka Lutz,,,15,11,3,,,,,,,,,,,,,
UGBA,100,3,Arturo Perez-Reyes,,,5,16,16,5,,,,,,,1,,,,,
UGBA,100,5,Ericka Lutz,,1,14,7,2,,,,,,,,,,,,,
UGBA,100,6,Ryan Sloan,,1,12,17,,,,,,,,,,,,,,
UGBA,100,7,Ryan Sloan,,4,11,22,,,,,,,,,,,,,,
UGBA,100,8,Krystal Thomas,,4,4,6,2,1,,,,,,,,,,,,
UGBA,101A,1,Benjamin Hermalin,,3,5,5,1,,,,,,,,1,,,,,
UGBA,101B,1,Todd Fitch,,20,20,17,25,10,7,5,,,,,1,6,,2,,
UGBA,101B,2,Todd Fitch,,16,16,16,35,20,8,6,,,,,,,,,,
UGBA,102A,1,John Briginshaw,4,13,9,11,10,4,2,2,,1,,1,,4,,1,,
UGBA,102B,1,Alexander Nezlobin,20,9,13,21,20,9,4,1,,,,,1,9,,5,,
UGBA,102B,2,Alexander Nezlobin,6,4,1,2,3,2,1,,,,,,1,1,,,,
UGBA,102B,3,John Briginshaw,7,10,14,22,6,5,3,2,,,1,,1,2,,,,
UGBA,102B,4,John Briginshaw,10,14,10,21,15,10,4,1,2,,,,,2,,1,,1
UGBA,103,1,Dmitry Livdan,31,47,37,27,36,13,5,2,3,,,,2,21,,3,,
UGBA,103,2,Dmitry Livdan,7,24,46,26,11,7,2,,,,,,1,7,,2,,1
UGBA,105,1,Andreea Gorbatai,3,35,32,26,40,22,3,1,1,,,,,17,,,,
UGBA,106,1,Ming Hsu,12,46,56,40,38,5,3,4,1,,,,,15,,,,1
