Course Subject Cd,Course Number,Section Nbr,Instr Name Concat,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
COLWRIT,R1A,22,Yuet-Sim Chiang,,2,5,1,1,,,1,,,,,1,,,,,
COLWRIT,R1A,24,Peter Vahle,,3,5,1,,4,,,,,,,,,,,,
COLWRIT,R1A,25,Teri Crisp,,2,2,2,,3,,1,,,,,,,,,,2
COLWRIT,R1A,26,Margaret Sokolik,,4,8,,,,,,,,,,,,,1,,
COLWRIT,R4B,2,Kimberly Freeman,,5,3,1,,2,1,2,,,,1,,,,,,
COLWRIT,R4B,3,Michelle Baptiste,,8,3,2,,1,,,,,,,,,,,,
COLWRIT,R4B,4,Jonathan Lang,1,,2,,1,6,2,,,,,,,,,,,
COLWRIT,R4B,5,Michael Larkin,,6,,7,1,2,,,,,1,,,,,,,
COLWRIT,R4B,6,Ryan Sloan,,2,5,5,3,,,,,,,,,,,,,
COLWRIT,R4B,7,Michael Larkin,,4,6,1,1,1,2,,,,,,,,,,,
COLWRIT,R4B,9,Catherine Oakes,,,6,3,7,1,,,,,,,,,,,,
COLWRIT,R4B,10,Gail Offen-Brown,1,6,8,1,1,,,,,,,,,,,,,
COLWRIT,R4B,12,Donnett Flash,,,6,3,3,1,1,,,,,,1,,,,,1
COLWRIT,R4B,13,Patricia Hammons,,14,1,2,1,,,,,,,,,,,,,
COLWRIT,R4B,14,Teri Crisp,,6,1,3,3,2,,,,,,,,,,,,2
COLWRIT,9C,1,Jordan Ruyle,,6,2,,2,,1,,,,,,,,,,,
COLWRIT,10A,1,John Levine,,7,8,,,,,,,,,,,,,,,
COLWRIT,10B,1,John Levine,,7,5,,,,,,,,,,,1,1,,,
COLWRIT,21,1,Barrie Roberts,,7,3,1,,,,,,,,,,2,,,,
COLWRIT,25AC,1,Margaret Sokolik,1,12,1,3,,,,,,,,,1,7,,,,
COLWRIT,110,1,Patricia Hammons,,20,1,,,,,,,,,,,,,,,
COLWRIT,130,1,John Levine; Michael Larkin; Stephen Tollefson,,6,6,3,1,,,,,,,,,1,,1,,
COLWRIT,151,1,Caroline Cole,,11,2,,2,1,,2,,,,,,,,,,
COLWRIT,198,1,Anna Beatrice Carlos; Jerry Lung; Margaret Sokolik; Shivani Jhaveri,,,,,,,,,,,,,,18,,4,,
COM LIT,R1A,1,Clea Goldblatt; Michael Lucey,,3,2,2,5,1,,,,,,,1,,,,,
COM LIT,R1A,2,Emily Laskin; Marianne Kaletzky; Michael Lucey,1,7,9,11,2,,,,,,,,1,,,,,1
COM LIT,R1A,3,Ashley Brock; Michael Lucey,,1,9,3,4,,,,,,,,,,,,,
COM LIT,R1B,1,Irina Popescu; Michael Lucey,1,3,5,2,,1,,,2,,,,1,,,1,,
COM LIT,R1B,2,Laura Wagner; Michael Lucey,,3,4,2,2,1,1,,,,,,,,,1,,
COM LIT,R1B,3,Andrea Gadberry; Michael Lucey,,1,3,3,3,2,1,1,,,,,,,,1,,
COM LIT,R1B,4,Michael Lucey; Oya Erez,,7,7,2,1,1,1,,,,,,,,,,,
COM LIT,R1B,5,Brian Clancy; Keith Ford; Michael Lucey,,6,5,2,1,2,,,,,,,,1,,1,,
COM LIT,R1B,6,Caitlin Scholl; Jenny Tan; Michael Lucey,,6,6,5,5,4,1,1,,1,,,1,1,,,,
COM LIT,R1B,7,Mary Renolds; Michael Lucey; Philip Gerard,,1,7,5,10,4,,,1,,,,,,,,,
COM LIT,R1B,8,Layla Forrest-white; Maya Kronfeld; Michael Lucey,1,5,14,4,6,1,1,1,,,,,,,,,,
COM LIT,R1B,9,Margarita Gordon; Michael Lucey,,6,4,3,1,1,,,,,,,,,,,,
COM LIT,R1B,10,Howard Fisher; Johnathan Vaknin; Michael Lucey,,3,8,8,6,1,,,,,,,,,,,,1
COM LIT,R1B,11,Kathryn Crim; Michael Lucey,,4,4,5,3,1,,,,,,,,,,,,
COM LIT,R1B,12,Vesna Rodic,,4,2,6,2,,,,,,,,,,,,,
COM LIT,R1B,13,Kfir Cohen; Michael Lucey; Taylor Johnston,,3,9,13,3,3,,,,,,,,,,,,1
COM LIT,R1B,14,Jessica Becker; Michael Lucey,2,5,3,2,,,,,2,,,,,,,,,
COM LIT,R1B,23,Michael Lucey; Noa Bar,,1,5,4,4,2,,,,,,,,,,,,
COM LIT,60AC,1,Michelle Koerner,11,25,,,2,,,,,,,,,1,,,,
COM LIT,190,2,Christopher Davis,,3,5,,,1,,,,1,,,,,,,,
DEMOG,145AC,1,Carl Mason; Joshua Goldstein,,2,2,4,1,,,,,,,,,11,,1,,
DEMOG,C175,1,Joshua Goldstein; Ronald Lee,3,4,9,21,19,11,6,1,1,1,,,,12,,,,
EPS,3,1,William Dietrich,,39,37,12,9,2,3,8,3,,1,,3,76,,3,,1
EPS,24,3,Michael Manga,,4,,,,,,,,,,,,6,,,,
EPS,50,1,Chi Wang,2,9,6,7,4,3,4,,6,,,,1,5,,1,,
EPS,C100,1,Bonnye Ingram; Catherine Halversen,,3,8,1,1,,,,,,,,1,,,,,
EPS,100B,1,Paul Renne,2,2,1,1,5,5,2,,2,,,,,,,,,
EPS,101,1,Nicholas Swanson-hysell,,5,4,5,3,,,,,,,,,,,,,
EPS,102,1,Bruce Buffett,6,11,14,9,5,3,5,4,4,1,1,,,1,,,,
EPS,103,1,James Bishop,3,3,3,1,3,1,,,1,,2,,,,,,,
EPS,119,1,Donald Depaolo,4,3,7,8,,,,,,,,,,1,,,,
EPS,130,1,Douglas Dreger,,7,12,4,1,1,1,,,,,,1,1,,,,
EPS,150,1,Bonnye Ingram,2,17,5,4,2,,,1,,1,,,1,,,,,1
EPS,C162,1,Raymond Jeanloz,1,3,3,,1,1,,1,,,,,1,,,1,,
EPS,C180,1,Allen Goldstein,,4,3,4,5,,,,1,,,,,,,,,
EPS,C182,1,Kristie Boering,,3,,3,1,1,,1,,,,,,,,1,,
CHINESE,1B,1,Chen-hui Tsai; Matthew Mewhinney; Wenchi Chang,,5,5,,,,,,,,,,,,,,,
CHINESE,1B,2,Chen-hui Tsai; Matthew Mewhinney; Xianghua Wu,,9,2,1,,,,,,,,,,2,,,,
CHINESE,1B,3,Chen-hui Tsai; Chunhong Xie; Wenchi Chang,,9,4,1,,,,,,,,,,1,,1,,
CHINESE,1B,4,Chen-hui Tsai; Xin Zhao,,11,1,,,,,,,,,,1,3,,1,,
CHINESE,1B,5,Chen-hui Tsai; Matthew Mewhinney; Wenchi Chang,,10,2,1,,,,,,,,,,2,,,,
CHINESE,1B,6,Chen-hui Tsai; Wenchi Chang,,9,3,2,2,,,,,,,,,,,,,
CHINESE,7B,1,Lin Zou,,3,10,11,,,1,,,,,,1,4,,1,,
CHINESE,10B,1,Xianghua Wu,,8,3,1,2,,1,,,,,,1,,1,,,
CHINESE,10B,2,Weisi Cai; Xianghua Wu,,4,3,3,,2,2,1,,,,,,2,1,1,,
CHINESE,10B,3,Weisi Cai; Xianghua Wu,,6,2,2,1,1,,,,,,,,,,,,
CHINESE,10X,1,Chunhong Xie,,3,5,1,,,,,,,,,,3,,,,
CHINESE,10X,2,Chunhong Xie; Shao Wen Song,,8,3,,,,,,,,,,,2,,,,
CHINESE,10Y,1,Hsinyu Lin; Shao Wen Song,,2,6,2,1,,,,,,,,,1,1,,,
CHINESE,10Y,2,Hsinyu Lin; Shiying Pang,,5,4,1,2,,,,,,,,,2,,,,
CHINESE,10Y,3,Hsinyu Lin; Shao Wen Song; Shiying Pang,,3,6,2,1,,,,,,,,,2,,,,
CHINESE,10Y,4,Hsinyu Lin; Shiying Pang,,2,4,2,1,1,1,,,,,,,2,1,,,
CHINESE,100B,1,Lihua Zhang; Shiying Pang,,4,2,3,2,1,,,,,,,,2,,1,,
CHINESE,100XB,1,Weisi Cai,,2,1,2,1,,,,,,,,,6,2,,,
CHINESE,100XB,2,Hsinyu Lin; Weisi Cai,,3,4,2,2,,,,,,,,,5,,,,
CHINESE,100XB,3,Lihua Zhang; Weisi Cai,,6,6,1,1,1,,,,,,,,2,,,,
CHINESE,101,1,I-Hao Li,,8,6,,,1,,,,,,,,2,,,,
CHINESE,101,2,I-Hao Li; Zi-qiao Yang,,5,6,2,,,,,,,,,,4,,,,
CHINESE,101,3,I-Hao Li,,8,4,3,,,,,,,,,,2,,,,
CHINESE,110B,1,Ling Hon Lam,2,3,8,2,,2,,1,,,,,,,,,,
CHINESE,112,1,I-Hao Li,,5,4,2,,,1,,,,,,,7,,,,
CHINESE,122,1,Robert Ashmore,,4,3,,,,,,,,,,1,7,,,,
CHINESE,158,1,Lanchih Po,,3,9,3,3,,,,,,,,,3,,,,1
CHINESE,176,1,Robert Ashmore,,3,6,4,4,,,,,,,,,2,,,,
CHINESE,181,1,Ling Hon Lam,1,2,3,6,1,1,,,,,1,,1,2,,,,
CHINESE,C184,1,Andrew Jones,,2,2,1,2,,,,,,,,,4,,,,
EA LANG,105,1,John Wallace,3,12,4,4,2,,,,,,,,,5,,1,,
EA LANG,110,1,Mark Blum,,4,6,2,2,,,1,,,,,,1,,,,
EA LANG,112,1,Patrick Noonan,1,9,2,,1,,,,,,,,,2,,,,
EA LANG,C128,1,Alexander Von Rospatt,2,7,8,7,2,,,,,,,,,3,,,,
JAPAN,1B,1,Kayoko Imagawa; Shelby Oxenford; Wakae Kambara,1,3,2,,1,,1,,,1,,,,3,1,1,,
JAPAN,1B,2,Elizabeth Reade; Noriko Wallace; Wakae Kambara,1,4,1,1,2,1,2,,,,,,,2,,1,,
JAPAN,1B,3,Noriko Wallace; Shelby Oxenford; Wakae Kambara,,3,5,2,,2,2,,,,,,,1,,1,,
JAPAN,1B,4,Elizabeth Reade; Noriko Knickerbocker; Wakae Kambara,3,6,2,2,1,,,,,,,,,,1,,,
JAPAN,1B,5,Maki Takata; Noriko Wallace; Wakae Kambara,1,3,2,2,1,,,,1,,1,,,3,,1,,
JAPAN,1B,6,Noriko Wallace; Shelby Oxenford; Wakae Kambara,3,5,2,1,1,,,,,,,,,1,,1,,
JAPAN,1B,7,Noriko Knickerbocker; Wakae Kambara,3,2,2,3,1,,,2,,,,,,2,,,,
JAPAN,1B,8,Kayoko Imagawa; Maki Takata; Wakae Kambara,3,3,1,2,2,,,,,,,,,4,,,,
JAPAN,7B,1,Patrick Noonan,6,10,3,3,1,2,,,,2,1,,,3,,,,1
JAPAN,10B,1,Yasuko Baker; Yuriko Caltabiano,1,6,1,,,,,,1,,,,,4,,,,
JAPAN,10B,2,Maki Takata; Yuriko Caltabiano,,3,1,1,3,1,,,,,,,1,4,,,,1
JAPAN,10B,3,Maki Takata; Yasuko Baker; Yuriko Caltabiano,2,2,4,1,1,2,1,,,,,,,2,,,,
JAPAN,10B,4,Yasuko Baker; Yuriko Caltabiano,,6,1,,1,,3,,,,,,,5,,,,
JAPAN,100B,1,Chika Shibahara; Kayoko Imagawa,,9,1,,,,,,1,,,,,,,1,,
JAPAN,100B,2,Chika Shibahara; Kayoko Imagawa,1,3,2,,,1,2,,,,,,,1,1,,,
JAPAN,100B,3,Chika Shibahara; Kayoko Imagawa,1,7,3,1,1,,,,,,,,,,,,,
JAPAN,100X,1,Noriko Wallace,2,6,,2,1,,,,,,,,,3,,,,
JAPAN,102,1,Chika Shibahara,2,4,2,1,3,1,,,,,,,,,,,,
JAPAN,104,1,Yasuko Baker,2,6,,1,1,,1,1,,,,,,1,,,,
JAPAN,146,1,H Horton,1,6,1,1,3,2,1,1,,,,,,1,,,,
JAPAN,159,1,John Wallace,,7,2,,2,,,,,,,,,,,,,
JAPAN,161,1,Yoko Hasegawa,,9,1,,1,,,,,,,,,1,,,,
JAPAN,170,1,John Wallace,2,5,6,2,,,,,,,,,,,,,,
JAPAN,181,1,Daniel O'Neill,4,6,4,,,,,,,,,,,,,,,
KOREAN,1B,1,Kijoo Ko; Meehyei Lee; Minsook Kim,2,4,1,2,,,,,1,,1,,,1,1,1,,
KOREAN,1B,2,Kijoo Ko; Meehyei Lee; Minsook Kim,2,6,2,2,,,,,,,,,,2,2,,,
KOREAN,1B,3,Meehyei Lee; Soojin Lee,3,9,2,,1,,,,,,,,,3,,,,
KOREAN,1B,4,Meehyei Lee; Minsook Kim,2,8,5,,2,1,,,,,,,,1,,,,
KOREAN,1B,5,Meehyei Lee; Minsook Kim,1,11,5,,,,,,,,,,,2,,,,
KOREAN,1BX,1,Seung-Eun Chang; Shin Young Park,,10,4,1,,,,,1,,,,,1,,,,
KOREAN,1BX,2,Seung-Eun Chang; Shin Young Park,3,12,1,,1,,,,,1,,,,,,1,,
KOREAN,7B,1,Hyun Suk Park,4,21,4,,2,1,,,,,,,,,,2,,
KOREAN,10B,1,Shin Young Park; Soojin Lee,1,15,3,,2,,1,,,,,,,1,1,,,
KOREAN,10BX,1,Junghee Park; Soojin Lee,,5,2,2,1,1,,,,,,,,1,,,,
KOREAN,10BX,2,Junghee Park; Soojin Lee,,12,2,,1,1,,,,,,,,2,,,,
KOREAN,100B,1,Seung-Eun Chang,2,11,,,,,,,,,,,,1,,,,
KOREAN,100BX,1,Junghee Park,,11,2,,,,,,,,,,,1,,,,
KOREAN,100BX,2,Junghee Park,1,9,2,1,,,,,,,,,,1,,,,
KOREAN,102,1,Meehyei Lee,1,17,2,,1,,,,,,,,,1,,,,
KOREAN,112,1,Kijoo Ko,1,18,1,,,,,,,,,,,,,,,
KOREAN,155,1,Hyun Suk Park,2,10,2,,,,,,,,,,1,2,,,,
KOREAN,170,1,Hyun Suk Park,,8,2,3,1,,,,,,,,,1,,,,
ECON,1,1,Enrico Moretti,15,84,70,80,77,76,74,71,61,,8,,17,36,,10,,2
ECON,2,1,James Delong,5,17,12,25,12,9,2,5,,,2,,2,12,,,,2
ECON,C3,1,Matthew Van Dusen,3,10,5,4,8,5,5,1,,,1,,1,4,,1,,
ECON,100A,1,Calanit Kamala,3,108,60,64,52,27,29,25,18,,10,,16,15,,4,,2
ECON,100B,1,Steven Wood,,32,62,80,61,57,37,23,17,,1,,8,8,,11,,
ECON,101A,1,Stefano Dellavigna,9,26,19,13,4,8,4,3,2,,1,,1,5,,1,,
ECON,101B,1,Michael Arnold,5,10,10,11,10,2,,,,,,,,1,,,,
ECON,115,1,Calanit Kamala,,22,15,19,12,8,3,2,2,,2,,1,14,,2,,
ECON,123,1,Joseph Farrell,2,11,5,1,,,,,,,,,,1,,,,2
ECON,124,1,Glenn Woroch,,7,1,1,1,2,,1,,,,,,,,,,
ECON,C125,1,David Zilberman,4,14,12,4,9,9,7,3,,,,,,3,,1,,
ECON,131,1,Emmanuel Saez,,12,20,15,20,12,7,4,4,,2,,,4,,4,,
ECON,136,1,Raymond Hawkins,13,41,40,24,20,9,4,3,3,,,,,7,,,,3
ECON,138,1,Raymond Hawkins,9,30,35,29,22,4,,,,,,,,19,,,,3
ECON,140,1,Glenn Woroch,4,60,22,26,49,17,18,28,15,1,,,,1,,,,1
ECON,141,1,Bart Hobijn,1,8,9,12,12,7,6,,,,1,,,2,,1,,
ECON,C142,1,Bryan Graham,2,5,4,7,3,1,,,,,,,,5,,,,
ECON,151,1,Archana Dube,94,12,9,4,2,,2,,,,,,,4,,1,,
ECON,154,1,Martha Olney,2,8,3,1,2,,,,,,,,,2,,,,1
ECON,157,1,Benjamin Handel,11,33,24,26,37,12,,4,,,4,,,15,,2,,
ECON,162,1,David Roland-Holst,4,17,54,15,27,24,20,8,5,,4,,4,35,,3,,1
ECON,172,1,Edward Miguel,2,10,19,19,12,7,3,3,,,,,3,13,,,,2
ECON,C175,1,Ronald Lee,3,20,41,60,27,9,,1,1,,1,,,15,,3,,
ECON,C181,1,Andres Rodriguez-clare,5,12,12,12,10,20,2,5,2,,3,4,3,8,,3,,1
ECON,183,1,Barry Eichengreen,,3,5,5,,,,,,,,,,,,,,1
ECON,191,1,Barry Eichengreen,,7,3,2,2,,,1,1,,1,,,11,,2,,
EDUC,40AC,1,Hodari Toure,1,24,7,6,1,,,,,,,,1,5,,1,,
EDUC,114A,1,Susan Holloway,4,5,8,5,2,2,3,,,,,,,2,,2,,
EDUC,130,1,Dragan Trninic,,23,5,4,2,,,,,,,,,,,,,
EDUC,131,1,Nathan Alexander,,,10,7,7,1,,1,,,2,,2,,,,,
EDUC,140AC,1,Glynda Hull,,13,7,2,2,,,,,,,,,,,,,
EDUC,140AC,2,Glynda Hull,,15,7,3,2,,,1,,,,,,3,,1,,
EDUC,140AC,3,Glynda Hull,,16,4,,1,2,1,,,,,,,3,,,,1
EDUC,143,1,Laura Sterponi,1,18,2,,,1,,,,,,,1,,,1,,
EDUC,C145,1,Claire Kramsch,2,5,3,,1,1,,,,,,,2,1,,,,
EDUC,182AC,1,Lisa Garcia-Bedolla,1,101,34,17,16,1,1,3,,,,,5,22,,4,,5
EDUC,190,1,Glynda Hull,4,14,6,4,,,,,,,,,,,,,,
EDUC,190,2,Glynda Hull,2,18,6,3,1,,,,,,,,,,,,,3
EDUC,190,3,Glynda Hull,,16,14,1,,,,,,,,,,1,,,,1
EDUC,197,29,Glynda Hull,,,,,,,,,,,,,,18,,,,2
EDUC,197,33,Richard Mccallum,,,,,,,,,,,,,,28,,,,1
EDUC,197,48,Glynda Hull,,,,,,,,,,,,,,55,,,,1
EDUC,197,55,Glynda Hull,,,,,,,,,,,,,,11,1,,,
COMPSCI,9A,1,Paul Hilfinger,,,,,,,,,,,,,,2,,4,,4
COMPSCI,9C,1,Paul Hilfinger,,,,,,,,,,,,,,8,,5,,1
COMPSCI,9E,1,Paul Hilfinger,,,,,,,,,,,,,,35,,31,,15
COMPSCI,9F,1,Paul Hilfinger,,,,,,,,,,,,,,20,2,11,,11
COMPSCI,9G,1,Paul Hilfinger,,,,,,,,,,,,,,10,,4,,5
COMPSCI,9H,1,Paul Hilfinger,,,,,,,,,,,,,,16,2,11,,6
COMPSCI,10,1,Daniel Garcia,35,82,14,7,17,5,4,6,6,,3,,8,32,,16,,1
COMPSCI,61A,1,Paul Hilfinger,54,54,48,93,69,57,19,13,9,21,14,6,28,41,2,64,,1
COMPSCI,61AS,1,Paul Hilfinger,3,4,1,7,6,3,1,,1,,1,,4,2,,,,2
COMPSCI,61AS,2,Paul Hilfinger,1,4,1,3,5,1,,1,,2,,1,2,3,1,5,,3
COMPSCI,61AS,3,Paul Hilfinger,5,,3,5,3,2,2,,1,4,,,5,1,,1,,2
COMPSCI,61AS,4,Paul Hilfinger,2,3,1,3,,2,,,,1,2,,2,,,4,,5
COMPSCI,61B,1,Jonathan Shewchuk,81,147,178,133,98,69,45,38,18,,13,9,40,28,,23,,1
COMPSCI,61C,1,Daniel Garcia,18,53,28,42,55,35,49,29,9,,26,,14,4,,5,,4
COMPSCI,70,1,Anant Sahai,12,103,79,63,66,53,47,26,18,13,5,,6,5,,22,,10
COMPSCI,97,200,Daniel Garcia,,,,,,,,,,,,,,30,,,,1
COMPSCI,97,204,David Culler,,,,,,,,,,,,,,13,,,,8
COMPSCI,98,1,Daniel Garcia; Glenn Sugden,,,,,,,,,,,,,,9,,1,,
COMPSCI,98,3,Daniel Garcia,,,,,,,,,,,,,,22,,,,1
COMPSCI,98,30,Ben Sklaroff; Hurshal Patel; Paul Hilfinger,,,,,,,,,,,,,,13,,1,,
COMPSCI,98,32,Bjorn Hartmann; Jiafu Zhan; Si Park,,,,,,,,,,,,,,34,,2,,
COMPSCI,98,34,Bjorn Hartmann; Elizabeth Lin,,,,,,,,,,,,,,10,,1,,
COMPSCI,98,100,Paul Hilfinger,,,,,,,,,,,,,,24,,5,,
COMPSCI,152,1,John Lazzaro,2,3,3,11,17,5,2,,,,,,1,2,,2,,
COMPSCI,160,1,Bjorn Hartmann; Maneesh Agrawala,,10,22,22,17,5,5,,,,,,,4,,,,
COMPSCI,161,1,David Wagner,6,73,8,67,83,38,41,23,2,,6,,5,11,,1,,1
COMPSCI,162,1,Anthony Joseph,3,74,29,25,60,30,22,23,10,2,1,,1,6,1,1,,
COMPSCI,164,1,Koushik Sen,4,12,4,18,19,7,7,5,4,1,,,4,3,,2,,
COMPSCI,169,1,George Necula,4,6,9,11,39,12,6,3,4,5,,,4,,,,,
COMPSCI,170,1,Elchanan Mossel,12,45,44,55,65,67,40,37,14,,,,5,22,,10,,1
COMPSCI,174,1,Guy Kindler,2,6,4,5,4,7,5,2,,,,,3,2,,4,,
COMPSCI,184,1,James O'Brien,7,19,9,17,13,14,6,2,3,,1,,2,2,,,,1
COMPSCI,186,1,Dan Olteanu,4,17,6,7,42,3,4,12,4,,3,,,1,,3,,
COMPSCI,188,1,Pieter Abbeel,10,43,63,67,96,88,38,21,4,,,,3,3,,1,,3
COMPSCI,189,1,Alexei Efros; Jitendra Malik,11,56,37,16,9,3,,1,,,2,,,15,,4,,
COMPSCI,194,16,Michael Franklin,1,19,13,3,4,9,,3,,,,,,3,,,,
COMPSCI,194,24,John Kubiatowicz,1,3,6,1,,3,,,,,,,,2,,,,
COMPSCI,195,1,Ruzena Bajcsy,,,,,,,,,,,,,,151,,2,,
COMPSCI,198,1,Daniel Garcia; Glenn Sugden,,,,,,,,,,,,,,24,,15,,
COMPSCI,198,3,Daniel Garcia,,,,,,,,,,,,,,31,,1,,
COMPSCI,198,30,Ben Sklaroff; Hurshal Patel; Paul Hilfinger,,,,,,,,,,,,,,16,,4,,
COMPSCI,198,32,Bjorn Hartmann; Jiafu Zhan; Si Park,,,,,,,,,,,,,,50,,2,,
COMPSCI,198,37,Dohyeong Kim; Jaihee Lee; Pieter Abbeel,,,,,,,,,,,,,,45,,5,,
COMPSCI,198,100,Paul Hilfinger,,,,,,,,,,,,,,10,1,1,,
EL ENG,20,1,David Tse; Thomas Courtade,2,40,10,45,49,26,35,22,10,1,9,,3,1,,5,,1
EL ENG,40,1,Michel Maharbiz,30,36,35,54,54,45,43,22,24,11,10,5,5,1,,2,,
EL ENG,98,4,Pieter Abbeel,,,,,,,,,,,,,,9,,1,,
EL ENG,105,1,David Allstot,1,8,4,4,7,12,4,,2,2,,,,,,1,,
EL ENG,117,1,Constance Chang-Hasnain,1,4,2,6,1,1,,,,,,,,,,,,
EL ENG,118,1,Laura Waller,,2,3,1,1,2,1,,,,,,,,,,,
EL ENG,120,1,Ronald Fearing,1,16,9,7,6,4,3,2,2,,4,1,,1,,2,,1
EL ENG,122,1,Shyam Parekh,4,3,6,15,6,4,3,1,,,2,,1,1,,,,
EL ENG,123,1,Shimon Lustig,3,8,10,4,8,7,2,4,2,,1,,,6,,,,2
EL ENG,126,1,Jean Walrand,,3,8,7,2,3,,,,,,,2,1,,2,,
EL ENG,127,1,Laurent El Ghaoui,6,11,4,5,10,4,,15,,,6,,5,2,,,,1
EL ENG,C128,1,Jose Carmena,2,5,4,5,4,5,1,,,,,,,,,,,
EL ENG,130,1,Sayeef Salahuddin,1,4,3,2,2,1,3,2,1,,2,,,,,1,,1
EL ENG,134,1,Ana Arias,3,3,1,,3,1,,2,,,,,,1,,,,
EL ENG,137B,1,Alexandra Von Meier,,8,1,2,1,1,1,,,,,,,,,,,
EL ENG,140,1,Vladimir Stojanovic,1,3,2,,2,1,2,1,1,,,,,,,,,
EL ENG,143,1,Ali Javey,,13,10,6,8,3,4,1,,1,,,,,,,,
EL ENG,192,1,Ronald Fearing,1,3,8,4,5,3,,,,,,,,1,,,,
EL ENG,198,4,Pieter Abbeel,,,,,,,,,,,,,,15,,2,,
"ENE,RES",102,1,John Harte,8,12,13,7,11,5,6,7,9,,,,,1,,,,3
"ENE,RES",175,1,Isha Ray,,6,5,1,2,2,1,,,,,,,1,,1,,
"ENE,RES",C180,1,Isha Ray; Jalel Sager,2,4,3,,2,,,,,,,,,,,,,
ENGIN,7,1,Robert Harley,5,32,31,59,58,61,58,30,19,,7,,3,1,,2,,
ENGIN,10,1,George Johnson,1,8,6,9,7,6,2,,1,,,,,1,,,,
ENGIN,28,1,Sara Mcmains,2,6,6,5,10,4,4,7,3,,2,,,3,,,,
ENGIN,45,1,John Morris,3,10,10,9,9,1,,3,1,,,,,1,,,,
ENGIN,120,1,Nicholas Gunther,2,11,21,23,21,14,7,6,5,,2,,5,7,2,1,,2
ENGIN,125,1,Raluca Scarlat,11,32,10,5,1,,,,,,,,,25,1,,,3
ENGIN,157AC,1,Khalid Kadir,2,13,8,3,1,,,,,,,,,6,,,,2
ENGIN,198,1,Ikhlaq Sidhu,,,,,,,,,,,,,,30,2,1,,
ENGLISH,R1A,1,David Landreth; Tyleen Kelly,,2,3,3,5,1,,,1,,,,,,,,,1
ENGLISH,R1A,2,David Landreth; Rachel Trocchio,,2,7,7,1,,,,,,,,,,,,,
ENGLISH,R1A,4,David Landreth; Jacob Hobson,,5,2,5,4,1,,,,,,,,,,1,,
ENGLISH,R1A,5,David Landreth; Maude Emerson,,5,3,5,2,,1,,,,,,1,,,,,
ENGLISH,R1A,6,David Landreth; Edward Alexander,,2,5,2,4,,,,1,,,,2,1,,,,
ENGLISH,R1A,7,David Landreth; Katherine Ding,1,4,1,,5,2,,,,,,,1,,,,,
ENGLISH,R1A,8,David Landreth; Ryan Mcwilliams,,2,4,7,1,2,,,,,,,,,,,,
ENGLISH,R1B,1,Alexandra Dumont; David Landreth,,2,5,3,6,1,1,,,,,,,,,,,
ENGLISH,R1B,2,Adam Ahmed; David Landreth,,3,5,4,2,,,,,,,,,,,,,
ENGLISH,R1B,3,David Landreth; Javier Huerta,,4,6,4,2,1,,,,,,,,,,,,
ENGLISH,R1B,4,David Landreth; Jessica Ling,,1,4,3,3,,,1,,,,,,,,,,
ENGLISH,R1B,5,Charity Ketz; David Landreth,1,14,1,3,,,,,,,,,,,,,,
ENGLISH,R1B,6,David Landreth; Lynn Huang,,5,5,2,1,3,,,,,,,1,,,,,
ENGLISH,R1B,7,David Landreth; Stephanie Moore,,5,8,2,2,,,,,,,,,,,,,
ENGLISH,R1B,8,David Landreth; Juliana Chow,,1,6,3,2,,2,,,,,,1,,,,,
ENGLISH,R1B,9,Benjamin Cannon; David Landreth,,2,8,4,1,,,,,,,,,,,,,
ENGLISH,R1B,10,David Landreth; Richard Lee,,1,5,7,4,,,,,,,,,,,,,
ENGLISH,R1B,11,Adrian Acu; David Landreth,,2,2,6,,,1,,,,,,2,1,,,,
ENGLISH,R1B,12,David Landreth; Erin Greer,,3,2,2,2,1,,1,,,,,1,,,,,
ENGLISH,R1B,13,David Landreth; Sharon Hsu,1,2,2,5,3,3,1,,,,,,,,,,,
ENGLISH,R1B,14,David Landreth; Irene Yoon,,6,2,3,3,,,,,,,,,,,,,
ENGLISH,R1B,15,David Landreth; Jasmin Borja,,,6,3,3,2,,,,,,,,,,,,
ENGLISH,R1B,16,David Landreth; Kathryn Fleishman,,4,5,5,1,,2,,,,,,,,,,,
ENGLISH,R1B,17,David Landreth; Matthew Langione,,5,8,3,3,,,,,,,,,,,,,
ENGLISH,R1B,18,David Landreth; Jennifer Lorden,,4,4,,3,2,,,,,,,,,,,,1
ENGLISH,R1B,19,Claire Marie Stancek; David Landreth,,4,7,1,3,2,,,,,,,,,,,,
ENGLISH,R1B,20,David Landreth; David Vandeloo,,2,4,6,2,,1,,,,,,,,,,,
ENGLISH,R1B,21,David Landreth; Jesse Cordes Selbin,,5,2,5,,1,1,,,,,,,,,,,
ENGLISH,R1B,22,David Landreth; Stephanie Bahr,,,1,2,3,4,1,,,,,,4,,,,,
ENGLISH,37,1,Genaro Padilla,,7,4,1,3,2,,,,,,,,,,,,
ENGLISH,45A,1,Oliver Arnold,,13,26,26,14,2,1,,,,,,,5,,1,,2
ENGLISH,45B,1,Steven Goldsmith,,15,13,21,28,9,3,2,2,,,,2,,,,,1
ENGLISH,45B,2,Ian Duncan,,6,9,2,6,1,,,,,,,1,,,,,
