Course Subject Cd,Course Number,Section Nbr,Instr Name Concat,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
AFRICAM,156AC,1,Aya De Leon,4,36,7,1,1,,,,,,,,,1,,,,
AFRICAM,C178,1,Jeroen Dewulf,1,4,2,3,,1,,,,,,,,,,,,
AFRICAM,198,8,Charles Henry; Luis Flores,,,,,,,,,,,,,,13,,2,,
ENVECON,C1,1,Gordon Rausser,3,7,3,7,7,3,3,11,5,,,,,5,,1,,
ENVECON,100,1,Jeffrey Perloff,4,14,12,12,14,13,3,6,2,,,,1,1,,1,,1
ENVECON,C101,1,David Zilberman,4,20,19,25,9,5,8,4,3,1,,,2,,,,,2
ENVECON,142,1,Sofia Villas-Boas,10,14,31,22,15,3,,,,,,,1,,,1,,2
ENVECON,147,1,Meredith Fowlie,3,10,8,11,2,4,3,,,,1,,,3,1,2,,1
ENVECON,153,1,Robin Marsh,,7,14,2,18,2,,7,2,,,,,,,1,,1
ENVECON,154,1,Sara Boettiger,,19,21,8,3,2,1,2,1,,,,1,,,1,,
ENVECON,162,1,David Sunding,,7,13,5,4,3,2,1,,,2,,,1,,1,,
ENVECON,C180,1,Richard Norgaard,1,,2,2,7,2,,1,1,,,,2,,,,,1
ENVECON,C181,1,David Roland-Holst,1,3,5,6,5,3,2,4,,,,,,2,,,,1
ENVECON,C183,1,Matthew Potts,,,2,2,3,2,,,,,,,,,1,,,1
ANTHRO,1,1,Terrence Deacon,35,51,64,48,63,48,31,25,10,,5,,2,32,,4,,2
ANTHRO,2,1,Junko Habu,3,37,29,14,14,5,7,2,,1,,,,19,,6,,
ANTHRO,3AC,1,Charles Hirschkind,8,85,63,25,42,6,3,2,2,,1,2,1,19,,1,,
ANTHRO,R5B,1,Arpita Roy,3,6,3,,1,2,,,,,,,,,,,,
ANTHRO,R5B,2,Marc Goodwin,,3,4,8,,,,1,,,,,,,,,,
ANTHRO,R5B,3,Terrence Deacon; Theresa Molino,1,5,3,3,3,,,,,,,,,,,1,,
ANTHRO,R5B,4,Elizabeth Kelley; Terrence Deacon,,4,5,3,2,1,,,,,,,,,,,,
ANTHRO,R5B,6,Marc Goodwin,,1,9,4,1,,,,,,,,,,,,,
ANTHRO,R5B,7,Nicholas Bartlett; Terrence Deacon,,5,6,2,,,,,,,,,,1,,,,
ANTHRO,R5B,8,James Battle; Terrence Deacon,,2,6,2,4,,,,,,,,,,,,,
ANTHRO,R5B,10,Marc Goodwin,,4,5,5,1,,,,,,,,,,,,,
ANTHRO,84,1,Rosemary Joyce,5,3,2,,,,,,,,,,,1,,,,
ANTHRO,112,1,Stephanie Etting,1,16,16,11,12,8,,8,2,,2,1,,4,,3,,
ANTHRO,114,1,Lawrence Cohen,18,38,43,38,24,8,5,3,3,,1,,2,2,,2,,
ANTHRO,115,1,Deborah Gordon,,30,28,8,15,2,3,,,,,,2,2,,3,,1
ANTHRO,119,2,Clara Mantini-Briggs,13,1,,,,,,,,,,,,1,,,,
ANTHRO,121B,1,Jun Sunseri; Laurie Wilkie,10,19,5,,2,,,1,,,,,,,,1,,
ANTHRO,122E,1,Christine Hastorf,3,8,,2,11,2,1,5,1,,1,,1,3,1,1,,
ANTHRO,122F,1,Kent Lightfoot,11,28,17,16,13,6,3,1,1,,1,,,10,,3,,
ANTHRO,C123F,1,Benjamin Porter,3,7,5,,,3,,1,,,,,,,,,,
ANTHRO,136I,1,Michael Ashley,3,4,1,,2,,,2,,,,,,,,,,
ANTHRO,137,1,Laura Nader,3,20,37,19,24,16,7,2,,,,2,2,26,,,,
ANTHRO,C146,1,James Holston,,17,,,,,,,,,,,,1,,,,
ANTHRO,C147B,1,Jacqueline Asher,,6,2,5,4,,1,2,,,,,3,1,,,,
ANTHRO,156,1,Paul Rabinow,1,13,3,6,5,3,,,,,,,,,,,,
ANTHRO,162,1,Kwesi Yankah,,21,3,1,,,,,,,,,,4,,,,
ANTHRO,169B,1,Saba Mahmood,1,9,5,,,,,,,,,,1,,,,,1
ANTHRO,170,1,Xin Liu,3,5,8,14,14,1,1,1,1,2,3,,2,11,,3,,
ANTHRO,180,1,Stanley Brandes,2,9,3,5,9,5,1,2,1,,1,,1,1,,,,
ANTHRO,189,3,Corinne Hayden,3,20,6,3,3,2,,1,,,,,,2,,,,
ANTHRO,189,4,Arpita Roy,3,8,8,4,2,,,,,,,,,2,,,,
ANTHRO,189A,1,Stefania Pandolfo,6,8,,,,,,,,,,,,,1,,,1
ANTHRO,189A,2,Aihwa Ong,2,8,4,4,3,1,2,,,,,,,,,,,
ANTHRO,196,2,Stephanie Etting,,10,3,3,1,1,,1,,,,,1,,,,,
ANTHRO,196,5,Donald Moore,,6,3,2,1,,,,,,,,1,,,,,
ANTHRO,198,13,Corinne Hayden,,,,,,,,,,,,,,26,,2,,
ARCH,84,1,Dana Buntrock,,,,,,,,,,,,,,11,,1,,
ARCH,100A,1,William Di Napoli,,6,3,2,,1,,,,,,,,,,,,
ARCH,100B,1,Gerard Creedon,,6,15,17,20,14,8,9,5,,1,,8,,,1,,
ARCH,101,1,Darell Fields,,2,1,2,5,,,,,,,,,2,,,,
ARCH,108,1,Mary Comerio,,19,3,,,,,,,,,,,,,,,
ARCH,111,1,Elena Tomlinson; Muna Guvenc; Nezar Alsayyad,2,7,2,3,1,3,1,,,,,,,2,,1,,
ARCH,130,1,C Crysler,7,32,34,10,8,7,2,1,,,,,3,7,,2,,
ARCH,140,1,Gail Brager; Stefano Schiavon,2,20,29,27,41,17,11,12,6,,,,,2,1,1,,
ARCH,160,1,Dana Buntrock; R.Gary Black,2,12,27,16,32,13,4,2,3,,,,,2,,,,5
ARCH,170B,1,Braden Engel; Margaret Crawford,,15,56,31,19,23,5,8,2,,,,1,3,,2,,
ARCH,179,1,Andrew Shanken; Kathleen Moran,1,7,6,1,2,,1,,,,,,1,3,,2,,
ENV DES,1,1,Nicholas De Monchaux,4,8,12,10,15,9,3,3,1,,,,1,10,,,,
ENV DES,R3B,1,C Crysler; Ginette Wessel,1,3,6,4,1,1,,1,,,,,,,,,,
ENV DES,11A,1,Charles Sullivan,10,34,25,11,2,,,,,,,,,1,,,,
ENV DES,11B,1,Keith Plymale,,11,12,12,1,1,,1,,,,,2,,,,,1
ENV DES,100,1,Marco Cenzatti,2,25,29,22,7,6,2,,,1,,,1,14,,1,,
ENV DES,C169B,1,Paul Groth,,7,4,8,6,3,3,3,1,,,,,2,,,,
ENV DES,170,1,Raymond Lifchez,2,8,6,1,,,,,,,,,,1,,,,
ENV DES,198,2,Jean Bourdier,,,,,,,,,,,,,,43,1,3,,
VIS STD,185X,1,Anthony Dubovsky,1,8,3,2,2,,,,,,,,,1,,,,
VIS STD,186A,1,Charles Benton,,5,5,1,,,,,,,,,,,1,,,
ART,8,1,John Mcnamara,9,64,11,1,3,1,,2,,,,,,7,,1,,
ART,12,1,Indira Morre,6,6,6,5,,,,,,,,,,2,,,,
ART,12,3,Ricardo Rivera,1,8,4,4,2,,,,,,,,,,,,,
ART,13,1,John Mcnamara,7,14,,,,,,,,,,,,,,,,1
ART,13,2,Craig Nagasawa,,17,1,,,,,,,,,,,,,1,,
ART,14,1,Daniel Nevers,,6,5,4,2,,,,,,,,,,,1,,1
ART,14,2,David Linger,4,15,1,,,1,,,,,,,,,,,,
ART,26,1,Natalie Zimmerman,,2,1,,2,5,,,,,,,,,,,,
ART,102,1,Craig Nagasawa,5,15,,,,,,,,,,,1,1,,,,
ART,117,1,Aida Gamez,1,1,7,8,2,,,,,,,,,,,,,
ART,118,1,Josephine Taylor,2,19,2,1,,,,,,,,,,1,,,,
ART,119,1,Fiamma Di Montezemolo,,4,5,6,2,1,1,,,,,,,,,,,
ART,120,1,Randy Hussong,,7,3,1,,,2,,,,,,,1,,1,,
ART,123,1,Randy Hussong,,11,5,3,,,,,,,,,1,,,,,
ART,130,1,Brody Reiman,,16,4,,2,,,,,,,,,,,,,
ART,132,1,Richard Shaw,3,13,,1,,1,2,,,,,,,1,,,,
ART,137,1,Richard Shaw,4,9,,,1,,1,,,,,,,,,,,
ART,160,1,Azin Seraj,3,6,3,1,1,,,,,,,,1,,,,,
ART,171,1,Nathan Kwame Braun,,2,5,1,2,,,,,,,,,,,,,1
ART,185,102,Daniel Nevers,,6,1,2,2,1,2,,,,,,,,,,,1
ART,198,5,John Mcnamara,,,,,,,,,,,,,,13,,1,,
ASTRON,7B,1,Steven Stahler,2,5,3,3,6,4,2,,2,,1,,,1,,,,
ASTRON,10,1,Leo Blitz,3,11,9,6,7,3,4,1,,,1,,1,20,,5,,1
ASTRON,C12,1,Burkhard Militzer,,8,13,4,12,8,3,,5,,,,,20,,6,,1
ASTRON,121,1,Geoffrey Bower,1,4,3,2,,,,,,,,,,1,,1,,
ASTRON,C161,1,Marc Davis,5,9,,,1,2,,1,,,,,,1,,,,
ASTRON,C162,1,Raymond Jeanloz,3,2,,,,1,,2,,,,,2,1,,1,,
ASTRON,198,1,Geoffrey Bower,,,,,,,,,,,,,,10,,1,,
BIO ENG,24,1,Terry Johnson,,,,,,,,,,,,,,122,,4,,
BIO ENG,25,1,Dorian Liepmann,,,,,,,,,,,,,,191,,5,,
BIO ENG,100,1,Teresa Head-Gordon,,23,17,10,3,2,,,,,,,,24,,1,,
BIO ENG,101,1,Steven Conolly,5,3,3,6,3,4,2,,1,,,,,1,,,,
BIO ENG,104,1,Terry Johnson,4,28,22,10,22,5,7,1,1,,,,,1,,,,1
BIO ENG,110,1,Sanjay Kumar,2,19,7,12,13,11,2,1,,,,,,1,,,,
BIO ENG,115,1,Hayley Lam,3,11,3,10,4,1,,,,,,,,,,,,
BIO ENG,116,1,Song Li,9,41,16,16,11,,,,1,,,,,1,,,,
BIO ENG,C117,1,Lisa Pruitt,,19,1,,,,,,,,,,,,,,,
BIO ENG,121L,1,Dorian Liepmann,5,9,,,,,,,,,,,,,,,,
BIO ENG,140L,1,John Anderson,2,5,3,1,1,2,1,1,,,,,,,1,,,
BIO ENG,C144,1,Kimmen Sjolander,1,1,4,4,5,1,1,,,,1,,,,1,1,,
BIO ENG,150,1,Seung-Wuk Lee,,24,23,17,7,3,,,,,,,,1,,,,
BIO ENG,151,1,Amy Herr,2,3,,3,2,,,,,,,,1,,,,,
BIO ENG,163,1,Gerard Marriott,1,3,4,1,,,,,,1,,,,,,,,
BUDDSTD,C114,1,Jann Ronis,,,7,,1,,1,,,,,,,3,,1,,
UGBA,10,1,Cristina Banks; David Robinson; David Vogel,25,41,63,96,78,43,49,5,13,,2,,8,47,,15,,
UGBA,96,1,Jennifer Walske,1,10,17,21,7,4,3,,,,,,1,31,,3,,1
UGBA,100,1,Arturo Perez-Reyes,,,1,8,14,3,,,,,,,,,,,,
UGBA,100,2,Arturo Perez-Reyes,,,3,16,10,1,,,,,,,,,,,,
UGBA,100,3,Ryan Sloan,,,7,18,3,,,,,,,,,,,,,
UGBA,100,4,Ryan Sloan,,,4,21,3,,,,,,,,,,,,,
UGBA,100,6,Krystal Thomas,,4,5,10,2,2,,,1,,,,,,,,,
UGBA,100,7,Ericka Lutz,,2,4,9,4,1,,,,1,,,,,,,,
UGBA,101A,1,Santiago Oliveros,,2,5,2,4,4,,,,,1,,,1,,,,
UGBA,101B,1,Todd Fitch,2,14,8,8,19,10,2,3,1,3,,,3,10,,4,,
UGBA,101B,2,Todd Fitch,,23,20,28,33,13,5,,4,2,,1,,1,,1,,
UGBA,102A,1,Wonkyung Suh,6,11,13,5,8,4,1,1,4,,,,,7,,1,,
UGBA,102B,1,Dennis Geyer,5,7,7,9,16,7,7,2,,,,,,,,,,
UGBA,102B,2,Dennis Geyer,3,7,3,12,12,6,4,1,,,,,1,1,,,,
UGBA,102B,3,Qintao Fan,15,13,26,18,22,20,1,3,2,2,1,,1,1,,1,,
UGBA,102B,4,Qintao Fan,9,9,13,20,4,8,2,2,1,,,,,14,,1,,
UGBA,103,1,Marcus Opp,22,18,42,41,24,16,9,6,3,3,4,1,3,7,,2,,
UGBA,103,2,Marcus Opp,22,20,59,38,14,29,8,5,2,2,1,1,5,13,,4,,
UGBA,105,1,Holly Schroth,,11,29,31,34,10,8,6,3,,,,,,,,,
UGBA,105,2,James Lincoln,,4,17,18,13,2,1,,,,,,,13,,,,1
UGBA,106,1,Ming Hsu,18,19,23,36,27,30,8,4,6,,,,,15,,,,1
UGBA,107,1,Alan Ross,,12,47,59,78,31,5,4,2,,,,,3,,,,
UGBA,115,1,Frank Schultz,,13,12,7,4,2,,1,1,,,,,6,,,,1
UGBA,117,1,Lucas Davis,2,4,8,3,6,4,1,,,,,,,5,,,,
UGBA,119,1,Frank Schultz,,8,5,6,5,,1,,,,,,,2,,,,
UGBA,120A,2,Francis Stanton,8,12,12,4,7,12,,2,,,1,,1,3,,,,
UGBA,120A,3,Maria Nondorf,3,10,14,9,10,4,1,,2,,,,,6,,1,,
UGBA,120B,1,Francis Stanton,7,8,13,3,11,,,2,,,,,,13,,1,,
UGBA,121,1,Alan Cerf,5,24,11,4,2,5,,,,,,,1,7,,,,
UGBA,122,1,Francis Stanton,7,21,2,,16,,,1,,,,1,,11,,1,,
UGBA,126,1,Tiffany Rasmussen,,8,10,4,7,1,,2,,,,,,18,,,,
UGBA,127,2,John Mccauley,,4,10,4,4,4,1,,,,,,,3,,,,
UGBA,131,1,Stephen Etter,,33,,,11,6,,3,,,,,,4,,,,
UGBA,132,1,John Gonzales,1,8,8,12,12,4,,2,,,,,,3,,1,,
UGBA,137,1,Michael Hanson,1,4,10,12,10,3,3,,,,,1,1,6,,2,,
UGBA,137,2,Konstantin Magin,,10,,,,,,2,,,2,,,1,,,,
UGBA,137,3,Arash Namvar,2,14,1,1,2,,,,,,,,,4,,6,,
UGBA,137,4,Sumon Mazumdar,1,5,3,8,6,1,,2,,,,,,1,,,,
UGBA,141,1,Candace Yano,1,11,,5,3,1,,1,1,,,,,2,,,,
UGBA,152,1,Timothy Dayonot,,4,20,15,1,2,,,,,,,,11,,,,
UGBA,152,2,Edward Kass,,12,14,9,7,3,,,,,,,,3,,,,2
UGBA,157,1,Edward Kass,,8,9,14,1,,,,,,,,,5,,,,
UGBA,160,1,William Fanning,,4,7,7,7,2,1,1,,,,,,4,,,,
UGBA,162,1,Judy Hopelain,,7,10,4,5,1,,,,,,,1,4,,,,
UGBA,165,1,Clayton Critcher,4,8,10,19,1,1,3,,1,,,,,4,,,,1
UGBA,167,1,Krystal Thomas,,7,9,5,7,2,1,,,,,,,6,,,,
UGBA,167,2,Christopher Giles; Michael Rielly,2,4,8,7,6,,,,,,,,,5,,1,,
UGBA,170,1,John Phillips,,7,19,5,7,3,,,1,,,,,7,,,,
UGBA,170,2,John Phillips,,3,12,10,1,4,,,,,,,,6,,,,
UGBA,C172,1,Christine Rosen,1,10,9,10,8,8,2,,,,,,1,1,,,,1
UGBA,177,1,Alan Ross,1,33,2,12,6,10,4,10,,,,,,23,1,3,,
UGBA,178,1,Daniel Himelstein,2,5,14,18,9,7,,,,,,,1,,,,,
UGBA,183,1,Alexei Tchistyi,2,2,5,5,4,2,1,,,,,,,6,,,,
UGBA,184,1,Robert Helsley,2,2,3,2,2,,2,,,,,,,4,,2,,
UGBA,192A,1,Benjamin Mangan,,1,8,5,5,1,,,,,,,,7,,,,
UGBA,192N,1,Colin Lacon; Kimberly Wright-Violich,,1,4,8,,,,,,,,,,2,,,,
UGBA,192T,1,Omar Romero-Hernandez,,3,5,7,4,1,,,,,,,,2,,,,
UGBA,195A,1,Daniel Himelstein,,2,7,17,8,,,,,,,,,6,,,,
UGBA,195S,1,John Danner,2,4,6,1,5,2,,,,,,,,4,,1,,1
UGBA,196,1,Fred Selinger,2,67,44,35,32,13,3,,,,,,,118,,3,,1
UGBA,196,2,Fred Selinger,3,46,36,46,51,12,7,4,,,,,2,103,,1,,1
UGBA,196,3,Daniel Himelstein,2,1,6,11,4,,,,1,,,,,2,,,,
UGBA,196,4,Cort Worthington,2,3,6,5,11,,,,,,,,,5,,,,
UGBA,196,5,Cort Worthington,3,,7,6,8,1,,,,,,,,7,,,,
UGBA,196,7,Paul Gertler,,4,1,6,,,,,,,,,,3,,,,
UGBA,198,4,Karlene Roberts,,,,,,,,,,,,,,19,,1,,
UGBA,198,6,John Gonzales,,,,,,,,,,,,,,25,2,,,
UGBA,198,8,Krystal Thomas,,,,,,,,,,,,,,14,,1,,
CHM ENG,141,1,Roya Maboudian,4,24,15,14,25,19,6,14,6,3,5,3,6,,,,,
CHM ENG,150A,1,Susan Muller,3,20,5,15,34,14,12,20,7,,7,2,4,,,,,
CHM ENG,154,1,Alexander Katz; David Graves; Enrique Iglesia,4,23,7,5,9,8,7,2,1,,,,,,,,,
CHM ENG,160,1,P. Henrik Wallman,1,6,8,5,1,4,3,5,2,,,,,,,,,
CHM ENG,160,2,P. Henrik Wallman,,2,4,4,2,3,3,4,1,,,,,,,,,
CHM ENG,162,1,Nitash Balsara,1,16,,3,18,,2,7,,,3,,2,,,,,
CHM ENG,170B,1,Danielle Ercek,1,2,1,4,4,4,,1,,1,,,,1,,,,
CHM ENG,C170L,1,Douglas Clark,,4,2,1,1,2,,,,,,,,,,,,
CHM ENG,179,1,David Graves,2,5,3,3,8,2,1,2,1,,,,,3,,,,
CHM ENG,185,1,Shannon Ciston,,9,7,8,4,1,,,,,,,,1,,,,
CHM ENG,185,2,Shannon Ciston,,13,9,3,2,,,,,,,,,,,,,
CHEM,1A,1,Emily Chu; Heino Nitsche,20,81,61,81,92,42,35,44,11,6,4,1,2,8,,4,,2
CHEM,1A,2,Emily Chu; Heino Nitsche,14,77,60,79,73,33,30,45,6,1,3,4,1,9,,5,,1
CHEM,1AL,1,Daniel Kelly; Heino Nitsche; Michelle Douskey,,326,,,157,,,37,,,11,,4,3,,6,,1
CHEM,1AL,2,Daniel Kelly; Heino Nitsche; Michelle Douskey,,146,,,82,,,21,,,4,,5,5,,1,,1
CHEM,1B,1,Richard Saykally,3,23,3,5,18,3,7,22,4,,9,,5,5,,1,,
CHEM,3A,1,Anne Baranger,1,31,39,33,57,18,29,66,32,,20,8,12,4,,8,,3
CHEM,3A,2,Anne Baranger,3,55,43,51,100,36,38,90,31,,17,6,16,2,,10,,5
CHEM,3AL,1,Joshua Deitch,1,146,147,16,35,6,1,3,,,,,,,,,,2
CHEM,3AL,2,Joshua Deitch,,135,161,16,27,3,1,,,,,,1,2,,1,,1
CHEM,3B,1,Steven Pedersen,9,67,33,57,68,40,54,97,36,,14,,19,3,,14,,2
CHEM,3BL,1,Steven Pedersen,19,161,155,37,39,25,8,10,4,,3,,1,1,,1,,3
CHEM,4B,1,Jamie Doudna Cate; Michelle Douskey,2,13,24,25,78,28,9,15,4,,4,,1,4,,,,1
CHEM,24,1,Marcin Majda,,,,,,,,,,,,,,14,,2,,
CHEM,104B,1,T Tilley,1,11,17,6,9,3,9,9,1,,4,,2,2,,,,
CHEM,105,1,Ronald Cohen,2,4,2,7,5,3,2,2,,,,,1,,,,,1
CHEM,112B,1,Richmond Sarpong,2,20,14,8,25,7,11,21,4,,5,,4,1,,1,,
CHEM,114,1,Dean Toste,3,4,3,6,4,3,2,,1,,,,2,4,,1,,
CHEM,115,1,Ming Hammond,3,3,4,2,2,2,,,,,,,,,,,,
CHEM,120A,1,K Whaley,2,10,22,23,27,12,7,5,,,2,,1,,,,,4
CHEM,120B,1,David Chandler,5,14,5,4,10,3,,7,4,,1,,4,,,,,
CHEM,125,1,Charles Harris,8,6,3,7,2,2,1,,2,,1,1,,,,,,1
CHEM,C130,1,Bryan Krantz; Jamie Doudna Cate,1,1,2,1,7,3,1,,1,,,,,,,,,
CHEM,130B,1,Naomi Ginsberg,2,3,2,2,4,2,,1,2,,,,,1,,,,
CHEM,146,1,Joseph Cerny,,3,5,3,,,,,,,,,,,,,,
CHEM,C150,1,Jeffrey Long,1,9,8,2,4,3,1,1,,,,,,,,,,
CHEM,C182,1,Kristie Boering,,3,3,1,5,4,1,,,,,,,,,,,
CHEM,198,1,Matthew Francis,,,,,,,,,,,,,,25,1,,,
CY PLAN,98,1,Apaar Bansal; Paul Waddell,,,,,,,,,,,,,,10,,1,,
CY PLAN,110,1,Ria Hutabarat Lo,1,39,11,12,36,2,3,4,,,,,,7,,,,
CY PLAN,111,1,Elena Tomlinson; Muna Guvenc; Nezar Alsayyad,3,13,13,4,4,3,2,1,2,,,,,4,,1,,
CY PLAN,114,1,Daniel Chatman,,4,24,16,10,4,3,1,,,,,,3,,1,,
CY PLAN,116,2,Andrea Gaffney; Kimberly Suczynski,6,5,7,6,2,1,,,,,,,,1,,,,
CY PLAN,118AC,1,Lisa Feldstein; Malo Hutson,4,10,19,13,6,5,4,5,2,,2,,1,14,,,,
CY PLAN,120,1,Michael Dear; Victor Pineda,,7,17,11,9,7,4,1,,1,,,,4,,1,,
CIV ENG,11,1,Arpad Horvath,2,13,8,3,29,13,1,4,1,,2,1,,2,,,,
CIV ENG,C30,1,Tony Keaveny,,,,1,,3,3,1,1,,,,,3,,,,
CIV ENG,C30,2,Francisco Armero,3,4,1,3,6,1,1,3,2,1,,1,2,1,,,,
CIV ENG,60,1,Paulo Monteiro,2,14,8,7,14,7,,2,1,1,,,1,3,1,3,,
CIV ENG,92,1,James Rector,,,,,,,,,,,,,,25,,3,,
CIV ENG,93,1,Armen Der Kiureghian,2,6,10,14,11,9,4,3,5,,1,,,,,,,
CIV ENG,100,1,Mark Stacey,,10,7,7,9,2,1,4,1,,,,1,,,,,
CIV ENG,103,1,Sally Thompson,5,8,7,11,5,6,5,4,2,,,,1,,,,,
CIV ENG,105,1,Michael Dvorak,3,10,11,,4,,,,,,,,1,,,,,
CIV ENG,107,1,William Nazaroff,2,13,5,7,12,1,1,5,,,1,,1,1,,1,,
CIV ENG,113N,1,Khalid Kadir,3,3,7,5,4,3,,1,,,1,,,2,,,,
CIV ENG,114,1,Lisa Alvarez-Cohen,2,8,3,6,9,2,1,1,,,1,,,,,1,,
CIV ENG,C116,1,Garrison Sposito,1,2,2,3,3,1,,1,,,1,1,,1,,,,
CIV ENG,120,1,Marios Panagiotou,4,11,18,23,11,7,9,6,,,,,6,1,,,,
CIV ENG,121,1,Filippos Filippou,1,8,14,10,8,2,2,2,1,,,,1,,,,,
CIV ENG,122,1,Abolhassan Astaneh-Asl,,1,13,4,5,1,,,1,,,,,,,,,
CIV ENG,123,1,David Kren,,5,3,2,3,3,1,2,1,,1,,,,,,,
CIV ENG,130N,1,Shaofan Li,6,42,27,20,9,7,3,1,,,,,1,1,,,,
CIV ENG,C133,1,Panayiotis Papadopoulos,,1,4,4,5,2,,1,1,,,1,,,,,,
CIV ENG,155,1,Michael Cassidy,2,8,10,24,9,6,7,1,2,,,,,,,,,
CIV ENG,165,1,Paulo Monteiro,1,20,15,7,15,4,2,,,,,,,,,,,
CIV ENG,169C,1,Iris Tommelein,,7,4,,,,,,,,,,,3,,,,
CIV ENG,175,1,Juan Pestana-Nascimento,4,30,6,9,7,5,,,,,,,,,,,,
CIV ENG,176,1,Nicholas Sitar,,4,5,5,3,2,3,2,,,,,,,,,,
CLASSIC,10B,1,Trevor Murphy,2,27,16,9,8,3,1,4,1,1,,1,2,21,,4,,
CLASSIC,17B,1,J. Pena,,7,5,4,8,,,1,,,1,,,2,,,,
CLASSIC,24,2,Kim Shelton,,,,,,,,,,,,,,12,,1,,
CLASSIC,28,1,Anthony Bulloch,3,60,47,23,29,8,5,7,2,2,,,2,40,,4,,
CLASSIC,36,1,Giovanni Ferrari,,18,24,8,15,4,,,,,,,1,17,,,,
CLASSIC,130,1,Kathleen Mccarthy,,3,2,,4,1,,,,,,,,,,,,
CLASSIC,130,2,Ari Bryen,,5,4,3,3,1,1,,,,,,,4,,,,
CLASSIC,130,3,Kim Shelton,,10,11,2,,2,,1,,,,,,3,,,,
CLASSIC,161,1,Leslie Kurke,,9,5,7,4,,,1,,,,,,2,,,,
CLASSIC,175G,1,Todd Hickey,,3,2,2,,1,,,,,,,,5,1,1,,
GREEK,101,1,Mark Griffith,1,4,6,2,,,,,,,,,,,1,,,
LATIN,1,1,Kathleen Mccarthy; Seth Estrin,4,2,2,,1,,,,1,,,,,,,2,,
LATIN,1,2,Kathleen Mccarthy; Sasha-Mae Eccleston,2,1,1,2,,2,3,1,,,,,1,,,3,,
LATIN,2,1,Kathleen Mccarthy; Rachel Lesser,2,,,,,1,,1,1,,,,,2,4,,,
LATIN,2,2,John Lanier; Kathleen Mccarthy,,2,8,,2,1,,,,,,,,,1,,,
LATIN,100,1,Sumi Furiya,,4,4,,,,,,,,,,,2,1,1,,
LATIN,102,1,Ellen Oliensis,1,5,2,2,2,1,1,,,,,,,,,,,
LATIN,121,1,Dylan Sailor,,5,4,2,,,,,,,,,,,,,,
COLWRIT,1,1,Nancy Hunt,,,,,,,,,,,,,,17,3,,,
COLWRIT,1,2,Nancy Hunt,,,,,,,,,,,,,,16,3,,,
COLWRIT,R1A,1,Caroline Cole,,,,2,1,2,4,1,,,,,,,,1,,
COLWRIT,R1A,5,Michelle Baptiste,,3,2,1,4,2,1,,,,,1,,,,,,
COLWRIT,R1A,6,Donnett Flash,,1,,4,5,1,,1,,,,,1,,,,,
COLWRIT,R1A,7,Patricia Steenland,,1,2,2,4,1,1,,,,,,1,,,,,
COLWRIT,R1A,10,Jonathan Lang,,,1,3,3,5,1,,1,,,,,,,,,
COLWRIT,R1A,11,Patricia Steenland,,1,,4,3,1,1,2,1,,,,,,,,,
COLWRIT,R1A,12,Teri Crisp,,3,1,3,2,,1,,,1,,,,,,,,
COLWRIT,R1A,13,Teri Crisp,,3,6,1,3,,,,,,,,,,,,,
COLWRIT,R1A,15,Elizabeth Williams,,,2,1,4,3,2,2,,,,,,,,,,
