CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
LEGALST,190,1,M DAN-COHEN,0,3,2,1,0,0,0,0,0,0,0,0,0,0,,0,,2
LEGALST,190,2,M DAN-COHEN,0,4,3,2,1,0,0,0,0,0,0,0,0,1,,0,,1
LEGALST,190,3,M SHAPIRO,0,6,4,0,0,0,0,0,0,0,0,0,0,0,,0,,2
LEGALST,198,2,J SIMON,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2,,0
LEGALST,198,3,A MIAN,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,1,,0
LEGALST,H195A,1,M MUSHENO,0,6,7,2,0,0,0,0,0,0,0,0,0,0,,0,,0
LEGALST,R001B,1,E BRUCE,0,0,2,3,4,2,1,0,0,0,0,0,0,0,,0,,4
CHEM, 001A,1,A STACY,9,85,49,48,124,35,25,56,15,0,20,0,4,16,,9,,1
CHEM, 001A,2,J ARNOLD,8,86,60,41,138,31,32,57,3,0,13,0,4,18,,8,,2
CHEM, 001A,3,M MAJDA,4,37,23,12,65,17,15,32,5,0,6,0,7,10,,3,,0
CHEM, 001AL,1,M DOUSKEY,39,241,53,30,62,19,9,7,3,0,2,0,9,6,,6,,0
CHEM, 001AL,2,M DOUSKEY,32,152,40,43,54,8,10,8,5,0,2,0,8,9,,3,,0
CHEM, 001AL,3,M DOUSKEY,26,138,38,35,49,11,8,2,3,0,2,0,10,4,,3,,0
CHEM, 003A,1,S PEDERSEN,8,47,55,66,83,27,61,39,61,0,7,0,44,9,,11,,0
CHEM, 003AL,1,S PEDERSEN,0,115,140,10,10,5,2,2,2,0,0,0,1,3,,1,,2
CHEM, 003AL,2,S PEDERSEN,0,96,118,6,5,1,1,1,1,0,0,1,0,0,,0,,2
CHEM, 003B,1,K VOLLHARDT,3,41,20,14,26,19,24,19,41,1,6,3,16,1,,4,,2
CHEM, 003B,2,K VOLLHARDT,4,47,25,30,24,17,25,34,28,0,4,3,11,3,,5,,2
CHEM, 003BL,1,C LI,75,107,66,15,15,6,1,0,2,1,1,1,1,0,,3,,0
CHEM, 003BL,2,C LI,61,75,70,14,4,3,0,1,0,0,1,1,3,2,,2,,0
CHEM, 004A,1,M HEAD-GORDON,5,35,20,16,57,27,19,31,10,0,10,0,7,6,,2,,0
CHEM,15,1,K BOERING,0,20,6,5,5,6,1,0,1,0,0,0,1,1,,0,,1
CHEM,103,1,M CHANG,0,7,6,9,9,9,6,12,3,0,5,0,4,0,,0,,1
CHEM, 104A,1,P YANG,3,13,4,6,19,3,3,6,2,0,3,0,0,0,,0,,0
CHEM,105,1,E WILLIAMS,1,6,0,2,4,0,2,0,1,0,0,0,0,0,,0,,0
CHEM,108,1,R ANDERSEN,1,6,1,2,1,0,0,1,0,0,0,0,0,0,,0,,0
CHEM, 112A,1,M FRANCIS,6,50,17,19,36,12,22,32,10,0,4,0,0,0,,1,,2
CHEM,113,1,F FISCHER,4,3,3,8,9,2,3,3,2,0,1,0,0,3,,0,,0
CHEM,115,1,M CHANG,0,11,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
CHEM, 120A,1,T CUK,4,11,20,20,16,10,9,5,6,0,4,0,1,0,,0,,1
CHEM, 120B,1,N GINSBERG,2,10,9,5,3,2,7,6,3,0,0,0,0,0,,0,,1
CHEM,122,1,C HARRIS,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,0,,0
CHEM,125,1,G SOMORJAI,1,3,3,4,4,3,2,2,0,0,1,0,0,0,,0,,0
CHEM,135,1,M HAMMOND,4,7,9,15,15,7,10,5,2,3,3,1,4,0,,1,,1
CHEM,143,1,J CERNY,0,4,0,3,3,2,0,2,0,0,0,0,1,1,,1,,0
CHEM,198,1,M FRANCIS,0,0,0,0,0,0,0,0,0,0,0,0,0,25,,1,,0
CHEM,C130,1,D WEMMER,2,2,2,2,5,0,0,0,0,0,0,0,0,0,,0,,0
CHEM,C178,1,R SEGALMAN,0,0,3,1,3,1,1,0,0,0,0,0,1,1,,0,,0
CHM ENG,140,1,E IGLESIA,6,29,17,18,16,28,6,10,13,0,10,0,2,1,,3,,0
CHM ENG,142,1,A KATZ,2,18,15,10,21,10,3,6,5,0,1,0,0,0,,0,,0
CHM ENG, 150B,1,A BELL,1,18,7,15,15,11,14,8,2,0,0,0,0,0,,0,,0
CHM ENG,154,1,N BALSARA,2,4,8,0,8,4,0,2,0,0,0,0,0,0,,0,,0
