Course Subject Cd,Course Number,Section Nbr,Instr Name Concat,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
UGBA,155,1,Daniel Mulhern,1,16,21,6,6,3,1,,,,,,,5,,,,
UGBA,155,2,Daniel Mulhern,,13,8,8,5,3,,,,,,,,3,,,,
UGBA,161,1,Ming Hsu,1,15,9,5,,1,,,,,,,,2,,,,
UGBA,167,1,Krystal Thomas,2,2,11,10,2,,,,,,,,1,4,,,,
UGBA,167,3,David Robinson,3,6,24,3,2,2,,1,,,,,1,11,,1,,
UGBA,175,1,Alan Ross,,6,9,6,7,7,,,,,,,1,4,,3,,
UGBA,177,1,Diane Dwyer,,2,12,10,4,,,,,,,,,1,,,,
UGBA,178,1,Daniel Himelstein,,2,18,10,2,,,,,,,,,1,,,,
UGBA,179,1,Daniel Himelstein,,3,21,7,1,,,,,,,,,1,,,,
UGBA,180,1,David Nelson,2,42,14,6,20,5,2,2,1,,1,,1,19,,3,,
UGBA,190T,1,Solomon Darwin,2,8,8,2,6,,,,,,,,,1,,,,1
UGBA,191C,1,Ericka Lutz,,5,20,6,1,,,,,,,,,3,,1,,
UGBA,191I,1,Cort Worthington,,7,9,3,6,,,,,,,,,,,,,
UGBA,192N,1,Shashi Buluswar,,8,4,2,7,,,,1,,,,,7,,,,
UGBA,192N,2,Nora Silver,5,4,11,3,1,,2,,,,,,,,,1,,
UGBA,192P,1,Michael Kobori,,7,11,4,6,1,,,,,,,,,,,,
UGBA,194,1,William Shireman,,,,,,,,,,,,,,50,1,4,,
UGBA,195P,1,Peter Molloy,,5,4,12,1,1,,,,,,,1,3,,,,
UGBA,195T,1,Robin Chandra,,21,21,5,12,,,1,,,,,,,,,,
UGBA,196,1,Fred Selinger,7,45,44,26,18,5,2,,,,,,,140,,4,,
UGBA,196,2,Fred Selinger,9,49,52,27,14,6,2,1,,,,,1,130,,,,
UGBA,196,3,Solomon Fulp,,6,8,4,8,,,,,,,,,1,,,,
UGBA,198,6,William Fuchs,,,,,,,,,,,,,,15,,1,,
UGBA,198,9,David Robinson,,,,,,,,,,,,,,21,,,,1
UGBA,198,10,Todd Fitch,,,,,,,,,,,,,,31,,2,,
CHM ENG,40,1,Majorie Went,7,30,34,9,20,10,,1,1,,,,,6,,2,,
CHM ENG,140,1,Paul Bryan,3,12,22,13,18,22,9,10,13,,8,,4,4,,1,,
CHM ENG,142,1,Alexander Katz,2,17,15,12,14,14,12,3,8,,8,5,2,,,,,1
CHM ENG,150B,1,P. Henrik Wallman,3,15,9,15,49,5,4,15,3,,,,1,,,,,
CHM ENG,154,1,Colin Cerretani,5,9,13,10,12,3,3,,,,,,,,,,,
CHM ENG,160,1,Carlo Alesandrini; Ravindra Upadhye,,4,4,8,6,11,,2,1,,,,,,,,,
CHM ENG,162,1,Ali Mesbah,2,3,2,5,8,5,6,8,3,,1,,,,,,,
CHM ENG,176,1,Bryan Mccloskey,1,11,3,9,7,1,1,,,,,,,2,1,,,
CHM ENG,179,1,David Graves,1,3,4,6,6,2,2,1,,,,,,1,,,,
CHM ENG,180,1,Gregory Schoofs,,2,6,11,2,,1,,1,,,,,2,,,,
CHM ENG,185,1,Shannon Ciston,1,9,7,1,5,2,,,,,,,,,,,,
CHM ENG,185,2,Shannon Ciston,1,4,2,3,6,1,,,,,,,,,,,,
CHM ENG,C195A,1,Wenjun Zhang,2,7,30,12,4,,,1,,,,,,1,,1,,
CHM ENG,198,3,Jeffrey Reimer,,,,,,,,,,,,,,27,1,,,
CHEM,1A,1,John Arnold; Lucy Darago,8,109,15,11,141,14,4,134,3,,9,,24,12,,11,,
CHEM,1A,2,John Arnold,9,101,10,19,148,10,2,144,3,,13,,23,15,,16,,
CHEM,1A,3,Marcin Majda,3,48,5,4,65,5,2,79,2,,13,,19,9,,17,,
CHEM,1AL,1,Peter Marsden,50,335,58,46,5,2,,,,,,,2,2,,3,,
CHEM,1AL,2,Peter Marsden,42,207,42,34,10,1,,,,,,,1,3,,,,1
CHEM,1AL,3,Peter Marsden,33,201,45,35,6,2,,,,,,,1,2,,,,
CHEM,3A,1,Mark Levin; Steven Pedersen,4,28,17,30,21,35,22,23,26,,4,,18,3,,9,,2
CHEM,3A,2,Mark Levin; Steven Pedersen,6,28,19,45,26,47,28,35,18,,6,,18,4,,8,,5
CHEM,3AL,1,Dean Toste,,115,158,27,13,3,2,1,,,1,,2,,,,,4
CHEM,3AL,2,Dean Toste,,104,102,9,13,2,,2,,,,,1,2,,,,1
CHEM,3B,1,Frederick Tomlin; Kurt Vollhardt,2,53,15,23,23,25,23,18,26,3,8,4,16,3,,12,,1
CHEM,3B,2,Kurt Vollhardt,2,27,22,14,17,17,19,30,21,9,9,3,12,,,8,,
CHEM,3BL,1,Maryann Robak,13,183,90,59,40,27,13,3,2,,4,,3,3,,5,,1
CHEM,4A,1,K Whaley; Martin Head-Gordon,2,31,18,41,80,19,16,18,2,,,,7,4,,3,,
CHEM,15,1,Ronald Cohen,1,4,7,11,8,5,3,3,1,,,1,1,,,,,3
CHEM,96,1,Florian Altvater; Naomi Ginsberg,,,,,,,,,,,,,,111,,1,,2
CHEM,103,1,Allegra Aron; Keunhong Jeong; Matthew Francis; Richard Andersen,3,26,5,3,10,4,4,13,3,,2,,3,,1,,,1
CHEM,104A,1,Dandan Zhang; Fan Cui; Kelsey Sakimoto; Peidong Yang,3,6,18,15,18,8,11,6,4,,5,,2,1,,1,,
CHEM,105,1,Ke Xu,2,4,1,1,1,1,2,1,1,,,,,,,,,1
CHEM,108,1,Richard Andersen,,2,1,,4,2,1,2,,,1,,,,,,,
CHEM,C110L,1,Andreas Martin; Isabelle Le Blanc,,5,,5,3,1,1,,,,,,,,,,,
CHEM,112A,1,Anne Baranger; Beatriz Brando,3,19,31,35,36,28,17,9,9,4,4,,2,1,,1,,1
CHEM,113,1,Cameron Rogers; Felix Fischer; Wade Perkins,4,8,4,3,2,2,,1,,,,,,6,,,,
CHEM,120A,1,Alison Altman; Jonathan Weisberg; Tanja Cuk,2,4,9,12,9,11,3,4,2,,,,2,,1,,,
CHEM,120B,1,Daniele Monahan; Katherine Klymko; Marissa Weichman; Phillip Geissler,1,21,25,24,12,,15,11,8,,,,1,,,,,
CHEM,125,1,Stephen Leone,1,11,4,4,5,3,2,11,1,,,,,1,,,,
CHEM,C130,1,David Savage; John Kuriyan,1,4,1,1,3,2,1,,1,,,,,,,,,
CHEM,135,1,Carolyn Bertozzi; Cheng Tsai; David Litt; Ming Hammond; Omer Ad,5,13,11,24,11,12,14,10,6,3,,2,2,1,1,1,,
CHEM,C138,1,Wenjun Zhang,1,5,6,,2,,,,,,,,1,1,,,,
CHEM,143,1,Luciano Moretto; Philip Mudder,1,4,,2,4,,1,,,,,,,1,,,,
CY PLAN,98,1,Carolina Reid,,,,,,,,,,,,,,9,,1,,
CY PLAN,110,1,Ricardo Huerta,12,39,16,13,8,8,2,1,3,1,,1,,7,,3,,
CY PLAN,119,1,Charisma Acey,,21,12,15,7,2,,,,,,,,2,,,,
CY PLAN,140,1,Daniel Church; John Ellis; Sonia-Lynn Abenojar,5,27,17,2,8,4,,2,,,,,1,,,,,1
CY PLAN,190,1,David Waldron; Julia Ehrman,,1,2,2,3,1,,1,,,,,,,,,,1
CIV ENG,C30,1,George Johnson,1,7,,3,9,1,5,4,2,2,,,1,,,,,1
CIV ENG,C30,2,Shaofan Li,4,9,9,17,12,6,,,,,,,,,,1,,
CIV ENG,60,1,Paulo Monteiro,1,9,8,18,10,9,6,4,6,1,,,2,,,,,
CIV ENG,70,1,Nicholas Sitar,2,8,21,17,23,16,7,,3,,1,,,,,,,
CIV ENG,93,1,Joan Walker,4,5,6,3,10,2,,,,,,,,,,,,
CIV ENG,98,6,Jasenka Rakas; Jeremy Axelrod,,,,,,,,,,,,,,17,,1,,
CIV ENG,100,1,Fotini Chow,2,10,3,2,9,4,2,3,2,2,,,,,,,,
CIV ENG,101,1,Mark Stacey,2,4,7,3,2,,,,,,,,,,,,,
CIV ENG,111,1,Lisa Alvarez-Cohen,1,8,6,14,16,7,5,4,,,1,,1,2,1,1,,
CIV ENG,115,1,David Sedlak,1,12,5,9,6,,3,2,,,1,,2,1,1,,,
CIV ENG,122N,1,Abolhassan Astaneh-Asl,5,9,17,6,2,1,,,,,,,,,,,,
CIV ENG,123N,1,Marios Panagiotou,,6,7,9,1,,,6,,,,,1,,,,,
CIV ENG,124,1,Mark Stevenson,,5,11,3,2,1,,,,,,,1,,,,,
CIV ENG,153,1,Jasenka Rakas,2,12,3,,,,,,,,,,,,,,,
CIV ENG,166,1,Arpad Horvath,5,11,8,2,4,4,,1,,,,,1,1,,,,
CIV ENG,167,1,Iris Tommelein,4,8,7,14,8,7,4,3,4,2,2,1,,,,1,,
CIV ENG,173,1,Yoram Rubin,7,6,7,7,10,2,1,,1,,,,,,,,,
CIV ENG,175,1,Juan Pestana-Nascimento,2,7,6,5,4,1,,1,,,,,,,1,,,
CIV ENG,177,1,Robert Dunn,,7,4,4,9,3,1,4,,,,,1,,,,,
CIV ENG,C178,1,Douglas Dreger; James Rector,,2,13,,,,,,,,,,,,,,,
CIV ENG,191,1,Scott Moura,1,17,9,4,12,4,3,1,1,1,,,3,,1,,,
CIV ENG,192,1,Samer Madanat,1,48,15,3,5,,,,,,,,,,,,,
CIV ENG,193,1,Chin Man Mok,1,2,2,,1,3,,2,1,,,,,,,,,
CIV ENG,198,6,Jasenka Rakas; Jeremy Axelrod,,,,,,,,,,,,,,16,,6,,
CLASSIC,10A,1,Leslie Kurke,,21,32,20,15,3,2,3,,,,,1,25,,,,
CLASSIC,17A,1,Kim Shelton,,5,10,8,2,3,2,,1,,,,,11,,1,,
CLASSIC,R44,1,Mark Griffith; Trevor Murphy,1,23,31,18,14,4,2,2,1,1,,,1,,,1,,
CLASSIC,130,1,J. Pena,,3,5,8,5,1,1,1,,,,,,1,,,,
CLASSIC,130,2,Lisa Pieraccini,,5,6,3,3,1,1,,,,1,,,3,,1,,
CLASSIC,130,3,Yasmin Syed,1,12,4,,,1,,,,,,,,2,,1,,
GREEK,1,1,Daniel Esses; Donald Mastronarde,2,1,2,1,1,1,,,,,,,,1,2,,,
GREEK,1,2,Donald Mastronarde; Sarah Olsen,,1,3,1,3,,1,,,,,,,5,1,1,,
LATIN,1,2,Kathleen Mccarthy; Morgan Hunter,,4,3,2,,,,,,,,,,2,,,,
LATIN,1,3,Kathleen Mccarthy; Lynn Gallogly,4,4,,1,1,,,,,,,,,,,,,1
LATIN,100,1,Dylan Sailor,,7,2,1,,,,,,,,,,,,,,
LATIN,101,1,Elias Avinger,,6,3,1,1,,,1,,,,,,,1,,,
LATIN,120,1,Trevor Murphy,1,4,,,1,,,1,,,,,,,3,,,
COLWRIT,1,1,Nancy Hunt,,,,,,,,,,,,,,12,5,,,
COLWRIT,1,3,Nancy Hunt,,,,,,,,,,,,,,11,4,,,
COLWRIT,W1,1,Margi Wald,,,,,,,,,,,,,,11,,3,,
COLWRIT,R1A,2,Jordan Ruyle,1,1,2,2,2,1,,1,,,1,,,,,1,,
COLWRIT,R1A,4,Michelle Baptiste,,2,2,1,6,,1,,1,,,,,,,,,
COLWRIT,R1A,5,Donnett Flash,,1,2,3,3,3,,,,,,,,,,,,
COLWRIT,R1A,6,Michael Larkin,,2,1,4,6,,,,,,,,,,,,,
COLWRIT,R1A,7,Ryan Sloan,,1,2,5,4,,,1,,,,,,,,,,
COLWRIT,R1A,8,Michael Larkin,,,3,3,3,2,2,,,,,,,,,,,
COLWRIT,R1A,9,Elizabeth Williams,,1,2,5,4,2,,,,,,,,,,,,
COLWRIT,R1A,10,Mary Grover,,5,1,1,6,,,,,,,,,,,,,
COLWRIT,R1A,13,Peter Vahle,,2,4,1,3,2,,,,,,,,,,,,
COLWRIT,R1A,14,Chisako Asakawa,,,,8,2,2,,1,,,,,,,,,,
COLWRIT,R1A,16,Patricia Hammons,,2,2,1,3,2,,1,,1,,,,,,,,
