Course Subject Cd,Course Number,Section Nbr,Instr Name Concat,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
CHM ENG,295Q,1,Iris Acosta; Keith Alexander; Steven Sciamanna,,36,3,,,,,,,,,,,,,,,
CHM ENG,299,42X,Iris Acosta; Keith Alexander; Steven Sciamanna,,32,7,,,,,,,,,,,,,,,
SOC WEL,197,2,Jill Berrick,,,,,,,,,,,,,,37,,2,,
MATH,98,25,Michael Wong; Olga Holtz,,,,,,,,,,,,,,38,,1,,
MATH,98,19,Michael Wong; Olga Holtz,,,,,,,,,,,,,,38,,1,,
MATH,98,22,Michael Wong; Olga Holtz,,,,,,,,,,,,,,39,,1,,
HISTORY,98,2,Kerwin Klein; Leah Flanagan; Mark Peterson,,,,,,,,,,,,,,40,,1,,
MUSIC,198,3,David Pereira; David Pereira; Minh Nguyen; -,,,,,,,,,,,,,,40,,,1,
PHYS ED,11,14,Jack Clark; Susanna Li-Jue,,,,,,,,,,,,,,40,,1,,
COMPSCI,198,67,Gerald Friedland,,,,,,,,,,,,,,41,,1,,
PHYS ED,11,13,Jack Clark; Susanna Li-Jue,,,,,,,,,,,,,,41,,1,,
ESPM,90,1,Ignacio Chapela,3,39,,,,,,,,,,,,,,,,
EDUC,289,1,Nives Wetzel De Cediel,,,,,,,,,,,,,,,42,,,1
CHICANO,197,1,Laura Jimenez-Olvera; Raul Coronado,,,,,,,,,,,,,,42,,2,,
UGBA,198,7,Alan Ross,,,,,,,,,,,,,,43,,2,,
COMPSCI,197,212,Paul Hilfinger; Paul Hilfinger,,,,,,,,,,,,,,45,,1,,
MATH,98,16,Michael Wong; Olga Holtz,,,,,,,,,,,,,,44,,3,,
HMEDSCI,299,16,Hana Dan-Cohen,,12,,,,,,,,,,,,,35,,,
MATH,98,34,Michael Wong; Olga Holtz,,,,,,,,,,,,,,46,,2,,
COG SCI,198,6,David Presti,,,,,,,,,,,,,,46,,3,,
STAT,198,6,Anindita Adhikari,,,,,,,,,,,,,,46,,4,,
COMPSCI,198,58,Joshua Hug,,,,,,,,,,,,,,48,,2,,
MATH,98,17,Michael Wong; Olga Holtz,,,,,,,,,,,,,,50,,1,,
RHETOR,198,1,Nadesan Permaul,,,,,,,,,,,,,,49,,2,,
EL ENG,375,1,Jan Rabaey; Prabal Dutta,,,,,,,,,,,,,,27,24,,,
COMPSCI,198,72,Benjamin Recht,,,,,,,,,,,,,,51,,1,,
MATH,98,18,Michael Wong; Olga Holtz,,,,,,,,,,,,,,52,,2,,
PB HLTH,375B,1,Maureen Lahiff,,,,,,,,,,,,,,3,51,,,
COMPSCI,198,642,Xiaodong Song,,,,,,,,,,,,,,50,,5,,
COG SCI,198,1,David Presti,,,,,,,,,,,,,,53,,3,,
PHYSICS,98,1,Melissa Kolenovic; Robert Jacobsen,,,,,,,,,,,,,,55,,1,,
MATH,98,21,Michael Wong; Olga Holtz,,,,,,,,,,,,,,54,,3,,
MATH,98,27,Michael Wong; Olga Holtz,,,,,,,,,,,,,,56,,1,,
JOURN,601,1,Jeremy Rue,,1,,,,,,,,,,,,,57,,,
MUSIC,142,1,Cindy Cox; Robert Calonico,,60,,,,,,,,,,,,1,,,,
UGIS,192D,1,Alix Schwartz; Stefanie Ebeling,,,,,,,,,,,,,,59,,3,,
ISF,198,5,Peter Sahlins,,,,,,,,,,,,,,59,,3,,
STAT,198,5,Shobhana Murali Stoyanov,,,,,,,,,,,,,,57,,5,,
PUB POL,98,3,Michael O'Hare,,,,,,,,,,,,,,62,,1,,
UGIS,192C,1,Alix Schwartz; Stefanie Ebeling,,,,,,,,,,,,,,62,,1,,
NUSCTX,121,1,Dale Johnson,,50,15,,,,,,,,,,,,,,,
COMPSCI,375,1,Randy Katz,,,,,,,,,,,,,,49,21,,,
HISTART,198,1,Elizabeth Honig,,,,,,,,,,,,,,69,,1,,
MCELLBI,198,3,David Presti; Kia Thigpen,,,,,,,,,,,,,,71,,1,,
DES INV,98,1,Alice Agogino,,,,,,,,,,,,,,66,,7,,
INTEGBI,198,2,Alan Shabel; Jayden Robert; -,,,,,,,,,,,,,,73,,7,,
PHYS ED,11,8,Susanna Li-Jue,,,,,,,,,,,,,,81,,7,,
PHYS ED,11,7,Susanna Li-Jue,,,,,,,,,,,,,,81,,7,,
NATAMST,197,11,Dewey St Germaine; Mitzi Iniguez; Shari Huhndorf,,,,,,,,,,,,,,91,,3,,
UGIS,98,4,Amani Nuru-Jeter,,,,,,,,,,,,,,93,,1,,
PB HLTH,116,1,David Potts; Ruth Norris,,,,,,,,,,,,,,96,,2,,
DES INV,198,2,Bjorn Hartmann,,,,,,,,,,,,,,112,,3,,
IND ENG,95,1,Ikhlaq Sidhu; Victoria Howell,,,,,,,,,,,,,,116,,1,,
MATH,198,2,Armin Askari; Kelli Talaska,,,,,,,,,,,,,,110,,12,,
SOCIOL,198,9,Joanna Reed,,,,,,,,,,,,,,125,,3,,
COMPSCI,97,213,Paul Hilfinger,,,,,,,,,,,,,,116,,16,,
INTEGBI,198,6,Brent Mishler; Diana Raileanu; Suzanne Kline,,,,,,,,,,,,,,130,,2,,
IND ENG,195,1,Ikhlaq Sidhu; Victoria Howell,,,,,,,,,,,,,,135,,2,,
PSYCH,198,11,Ozlem Ayduk,,,,,,,,,,,,,,174,,4,,
BIO ENG,25,1,Hayley Lam,,,,,,,,,,,,,,184,,12,,
PHYS ED,11,26,Mike Blasquez; Susanna Li-Jue,,,,,,,,,,,,,,308,,2,,
PHYS ED,11,25,Mike Blasquez; Susanna Li-Jue,,,,,,,,,,,,,,309,,2,,
POL SCI,179,1,Alan Ross; Alexandria Yuan,,,,,,,,,,,,,,414,,35,,
IND ENG,C253,1,Ramesh Bollapragada,,7,2,,,,,,,,,,,,1,,,
FRENCH,180D,1,Suzanne Guerlac,,5,1,4,,,,,,,,,,,,,,
ENGLISH,143B,1,John Shoptaw,,8,1,,,,,,,,,,1,,,,,
ESPM,290,32,Claudia Carr,2,7,,,,,,,,,,,,1,,,,
"ENE, RES",299,3,Isha Ray,,3,1,,,,,,,,,,,,6,,,
VIS STD,259,3,R.Gary Black,1,7,,,,,,,,,,,,,2,,,
HISTORY,101,14,Thomas Dandelet,,4,5,,,1,,,,,,,,,,,,
MUSIC,152A,1,Michael Orland,,8,1,1,,,,,,,,,,,,,,
RUSSIAN,103B,1,Anna Muza,,8,1,,1,,,,,,,,,,,,,
THEATER,175B,1,John Carpenter,,8,,,,1,,1,,,,,,,,,,
CHEM,C271B,1,Benjamin Horst; Emily Hartman; Michael Marletta,3,6,1,,,,,,,,,,,,,,,
ANTHRO,127B,1,Sabrina Agarwal,6,,,,3,,,,,,,,,,,1,,
CHEM,C271C,1,Benjamin Horst; Emily Hartman; Michael Marletta,2,6,2,,,,,,,,,,,,,,,
ENV DES,101A,1,Raymond Lifchez,7,2,,,1,,,,,,,,,,,,,
COMPSCI,294,132,Alessandro Chiesa,2,7,2,,,,,,,,,,,,,,,
PUB POL,299,3,Eugene Bardach,,6,4,,,,,,,,,,,,1,,,
RUSSIAN,202,1,Anna Muza,1,8,,,,,,,,,,,,,2,,,
ANTHRO,196,1,Alexei Yurchak,3,7,,,,,,,,,,,,1,,,,
PSYCH,198,5,Richard Ivry,,,,,,,,,,,,,,8,1,2,,
MEC ENG,263,1,Omer Savas,5,4,2,,,,,,,,,,,,,,,
SOC WEL,251,1,Julian Chow,,9,1,,,,,,,,,,,,1,,,
SOC WEL,260,2,Erin Kerrison,,9,1,1,,,,,,,,,,,,,,
PSYCH,290B,3,Silvia Bunge,,5,4,,,,,,,,,,,,2,,,
SOCIOL,280M,1,Ann Swidler,4,6,1,,,,,,,,,,,,,,,
LEGALST,278.75,1,Rafael Gomez,,1,,,1,,,,,,,,,9,,,,
NUC ENG,124,1,Xudong Liu,4,4,3,,,,,,,,,,,,,,,
PB HLTH,267B,1,S Hammond,1,9,,1,,,,,,,,,,,,,,
ENGLISH,43A,1,Leila Mansouri; Vikram Chandra,,8,2,1,,,,,,,,,,,,,,
EDUC,298C,3,Anne Cunningham Carson,1,9,,,,,,,,,,,,,1,,,
INFO,290,9,Chris Hoofnagle,1,,,,,,,,,,,,,4,6,,,
ESPM,183,1,Kevin O'Hara,,5,,3,3,,,,,,,,,,,,,
CHEM,H194,71,Daniel Nomura,1,9,,,,,,,,,,,,,,,,1
INTEGBI,250,1,Wayne Sousa,1,8,,,,,,,,,,,,,2,,,
MATH,254B,1,Xinyi Yuan,,8,,,,,,,,,,,1,,2,,,
CHINESE,100YB,1,Chunhong Xie,,8,2,1,,,,,,,,,,,,,,
LD ARCH,200B,1,Walter Hood,5,3,3,,,,,,,,,,,,,,,
COMPSCI,194,133,Anant Sahai,,5,2,4,,,,,,,,,,,,,,
HISTORY,84,1,David Wetzel,6,4,1,,,,,,,,,,,,,,,
CHEM,299,78,Thomas Maimone,3,8,,,,,,,,,,,,,1,,,
JOURN,286,1,Orlando Bagwell,5,4,3,,,,,,,,,,,,,,,
VIS STD,298,4,Greg Castillo,,5,,,,,,,,,,,,,6,,,1
COM LIT,50,1,Jocelyn Saidenberg,,5,6,,1,,,,,,,,,,,,,
HIN-URD,2B,1,Gregory Bruce,,10,1,1,,,,,,,,,,,,,,
ART,141,1,Anne Walsh,3,,8,1,,,,,,,,,,,,,,
ASTRON,250,1,Abigail Polin; Peter Nugent,,9,2,1,,,,,,,,,,,,,,
SOC WEL,257,1,Brent Copen,,5,3,,,,,,,,,,,,4,,,
PUB POL,290,7,Arina Isaacson; Arina Isaacson; Kyle Clark,,2,7,3,,,,,,,,,,,,,,
VIETNMS,101B,1,Cam Nguyen,2,9,,,,,,,,,,,,1,,,,
IND ENG,290,4,Alfonso Andres Lobos Ruiz; Paul Grigas,,7,4,,,,,,,,,,,,1,,,
CHM ENG,143,1,David Graves,,8,,,,,,,,,3,,1,,,,,
LATIN,230,1,Ellen Oliensis,,10,1,,,,,,,,,,,,1,,,
FRENCH,1,9,Erica Weems; Seda Chavdarian,,9,2,1,,,,,,,,,,,,,,
PUB POL,205,5,Larry Rosenthal,3,6,3,,,,,,,,,,,,,,,
PUB POL,205,4,Lawrence Magid,,7,3,2,,,,,,,,,,,,,,
ART,294,1,Stephanie Syjuco,1,10,1,,,,,,,,,,,,,,,
PB HLTH,299,41,Kimberly MacPherson,,6,2,,,,,,,,,,,,5,,,
CY PLAN,C240,1,Elizabeth Macdonald,2,7,4,,,,,,,,,,,,,,,
PB HLTH,236,1,Veronica Miller,6,5,2,,,,,,,,,,,,,,,
TURKISH,101,1,Carol Redmount,,8,4,1,,,,,,,,,,,,,,
POL SCI,H190B,2,Terri Bimes,2,10,1,,,,,,,,,,,,,,,
ENGLISH,143N,1,Georgina Kleege,,9,3,1,,,,,,,,,,,,,,
COMPSCI,9H,1,Carol Marshall; Paul Hilfinger,,,,,,,,,,,,,,4,2,7,,
PHYS ED,2,6,Jason Britton,5,,,,,,,,,,,,,7,1,,,
COLWRIT,151,1,Caroline Cole,,9,,3,,,,,,,,,,1,,,,
FRENCH,161B,1,Susan Maslan,,8,4,1,,,,,,,,,,,,,,
FRENCH,119A,1,Suzanne Guerlac,,8,,4,,1,,,,,,,,,,,,
MCELLBI,231,1,David Bilder; Lin He; Richard Harland,,10,2,,,,,,,,,,,,1,,,
THEATER,39,1,Marianne Constable,,11,,,1,,,,,,,,,,,1,,
EL ENG,226B,1,Venkatacha Anantharam,,11,1,,,,,,,,,,,,,,1,
MALAY/I,1B,1,Ninik Lunde,,10,2,,,,,,,,,,,1,,,,
PHYS ED,1,5,Jason Britton,,,,,,,,,,,,,1,12,,1,,
VIS STD,259,1,Simon Schleicher,,8,3,3,,,,,,,,,,,,,,
PB HLTH,202B,1,Rachel Morello-Frosch,,10,3,,,,,,,,,,,,1,,,
ENGLISH,143A,3,Genaro Padilla; Joyce Carol Smith,,9,3,2,,,,,,,,,,,,,,
ART,185,1,Brody Reiman,4,8,2,,,,,,,,,,,,,,,
POL SCI,279,1,Paul Pierson,,7,6,1,,,,,,,,,,,,,,
ART,100,1,Stacy Jo Scott,,2,10,2,,,,,,,,,,,,,,
SOCIOL,271A,1,Cybelle Fox,,8,5,1,,,,,,,,,,,,,,
SOC WEL,243,2,Robert Ayasse,3,9,2,,,,,,,,,,,,,,,
SOC WEL,243,1,Christina Feliciana,11,2,,,,,,1,,,,,,,,,,
VIS STD,269,3,Lisa Iwamoto,2,6,,,,,,,,,,,,,6,,,
SOC WEL,245,1,Susana Fong,4,6,4,,,,,,,,,,,,,,,
CIV ENG,112,1,Slawomir Hermanowicz,4,3,7,,,,,,,,,,,,,,,
POL SCI,191,5,Jennifer Bussell,3,8,3,,,,,,,,,,,,,,,
VIS STD,202,3,Laurel Broughton,,10,3,1,,,,,,,,,,,,,,
PB HLTH,292,5,Anke Hemmerling; Phuoc Le,2,11,2,,,,,,,,,,,,,,,
CHEM,196,34,Marcin Majda,7,7,1,,,,,,,,,,,,,,,
ENGLISH,H195B,2,Celeste Langan,3,9,3,,,,,,,,,,,,,,,
VIS STD,100D,106,Ramiz Sonmez,,8,,5,,2,,,,,,,,,,,,
NAV SCI,2,1,Joshua Rothman,,12,,,,1,,,,,,,,2,,,,
CHINESE,101,1,I-Hao Li,,12,1,2,,,,,,,,,,,,,,
COLWRIT,R4B,10,Catherine Oakes,,5,5,5,,,,,,,,,,,,,,
MEDIAST,H195,1,Edward Timke,1,13,,,1,,,,,,,,,,,,,
COLWRIT,161,1,Kimberly Freeman,,11,3,,1,,,,,,,,,,,,,
ITALIAN,R5B,1,Luis Valladares,3,7,6,,,,,,,,,,,,,,,
SCANDIN,R5B,2,Jonas Wellendorf; Rosie Taylor,,6,9,,1,,,,,,,,,,,,,
LD ARCH,205,1,G. Mathias Kondolf; John Radke,4,9,3,,,,,,,,,,,,,,,
TURKISH,24,1,Carol Redmount,,14,,,,,,,,,,,1,1,,,,
POL SCI,133,1,Laura Stoker,,11,4,,,,,,,,,,,1,,,,
PSYCH,128,1,Thomas Griffiths,10,3,,,,,,,,,,,,3,,,,
PUB POL,290,3,Amy Slater,,9,5,,,,,,,,,,,,2,,,
S ASIAN,R5B,2,Christopher Tompkins; Robert Goldman,,10,5,1,,,,,,,,,,,,,,
HISTORY,R1B,1,Margaret Chowning; Ron Makleff,,6,8,2,,,,,,,,,,,,,,
ENGLISH,190,4,D Miller,1,5,10,,,,,,,,,,,,,,,
ESPM,290,8,Nina Kelly,,8,,,6,,,,,,,,,,2,,,
PB HLTH,270A,1,Stephen Rappaport,5,8,,,3,,,,,,,,,,,,,
VIS STD,109,1,Rene Davids,4,11,,,,,,,,,,,,1,,,,
INFO,290,7,Steven Weber,,11,3,,,,,,,,,,,,2,,,
INTEGBI,132L,8,Austin Peck; Daniela Kaufer; Micha Zheng,2,11,3,,,,,,,,,,,,,,,
HISTART,R1B,1,Ivy Mills; Norman Underwood,,9,6,1,,,,,,,,,,,,,,
INTEGBI,132L,7,Austin Peck; Daniela Kaufer; Sofia Chang,,11,4,1,,,,,,,,,,,,,,
LEGALST,273.1,1,Scott Birkey,,3,,,1,,,,,,,,,12,,,,
SOCIOL,271C,1,David Harding,,12,3,,1,,,,,,,,,,,,,
LATIN,39D,1,Giovanni Ferrari,2,6,9,,,,,,,,,,,,,,,
INTEGBI,132L,2,Austin Peck; Daniela Kaufer; Micha Zheng,2,12,3,,,,,,,,,,,,,,,
VIS STD,259,2,R.Gary Black,2,11,4,,,,,,,,,,,,,,,
THEATER,10,1,Scott Wallin,,15,1,,,,,,,,,,,1,,,,
CELTIC,R1B,1,Stanley Levers,,12,4,1,,,,,,,,,,,,,,
THEATER,109,2,Margo Hall-callender; Maureen Tang,,14,2,,,,,,,,,,,1,,,,
FRENCH,R1B,1,Michelle Koerner,8,8,1,,,,,,,,,,,,,,,
MUSIC,150B,1,Allen Shearer; Cindy Cox; Deborah Jackson; Jeffrey Sykes; Justin Montigne; Nikolas Nackley; Susan Gundunas,7,9,1,,,,,,,,,,,,,,,
PHILOS,116,1,Hans Sluga,1,15,,1,,,,,,,,,,,,,,
COLWRIT,R4B,8,Michael Larkin,,10,2,5,,,,,,,,,,,,,,
COLWRIT,130,1,Catherine Oakes; John Levine; Michael Larkin,,5,10,3,,,,,,,,,,,,,,
PUB POL,270,1,David Kirp,,11,5,,,,,,,,,,,,2,,,
THEATER,10,4,Maureen Tang; Scott Wallin,,16,1,,,,,,,,,,,1,,,,
ENGLISH,190,2,Bryan Wagner,,10,7,1,,,,,,,,,,,,,,
ART,185,2,Allan Desouza,,8,7,3,,,,,,,,,,,,,,
LD ARCH,226,1,Richard Hindle,6,6,6,,,,,,,,,,,,,,,
CY PLAN,208,1,Elizabeth Macdonald,2,14,2,,,,,,,,,,,,,,,
THEATER,R1B,2,Juan Aldape Munoz; Susan Kwan,,12,4,2,,,,,,,,,,,,,,
PHYS ED,2,4,Vishnupriya Shah,,5,,,,,,,,,,,,12,1,,,
EPS,214,1,Michael Manga,,15,2,,,,,,,,,,,,2,,,
VIS STD,249,1,Luisa Caldas,1,17,,,,,,,,,,,,,1,,,
MEC ENG,252,1,Van Carey,2,16,,1,,,,,,,,,,,,,,
PB HLTH,291A,1,Jeffrey Oxendine; Patricia Wakimoto,5,13,,,,,,,,,,,,1,,,,
PB HLTH,222A,1,James Robinson,,11,4,,,,,,,,,,,,4,,,
PB HLTH,204G,1,Denise Herd,,16,1,,,,,,,,,,,,2,,,
TURKISH,R1B,1,Carol Redmount; Victoria Jensen,3,12,4,,,,,,,,,,,,,,,
CY PLAN,290,00A,Fred Blackwell; Miriam Solis,,13,2,,,,,,,,,,,,5,,,
ENGLISH,R1A,7,Jonathan Larner-Lewis; Katherine Snyder,,8,9,3,,,,,,,,,,,,,,
HISTART,192T,1,Henrike Lange,,13,6,,,,,,,,,,,1,,,,
MEC ENG,198,51,George Johnson,,,,,,,,,,,,,,17,1,2,,
THEATER,10,2,Domenique Lozano,,16,3,,,,1,,,,,,,,,,,
FILIPN,1B,1,Cynthia Agnes Aban,1,18,1,,,,,,,,,,,,,,,
MATH,198BC,2,Ben Wormleighton; Nikhil Srivastava,,,,,,,,,,,,,,18,1,1,,
INTEGBI,132L,3,Austin Peck; Daniela Kaufer; Sofia Chang,,6,13,1,,,,,,,,,,,,,,
COLWRIT,106,1,Carolyn Hill,2,15,3,,,,,,,,,,,,,,,
MALAY/I,100B,1,Ninik Lunde,4,15,,,,,,,,,,,,1,,,,
CHICANO,180AC,1,Celia Rodriguez,5,10,6,,,,,,,,,,,,,,,
EDUC,295B,1,Michelle Wilkerson,2,18,1,,,,,,,,,,,,,,,
STAT,198,4,James Pitman,,,,,,,,,,,,,,17,1,3,,
PB HLTH,231A,1,Timothy Brown,3,14,4,,,,,,,,,,,,,,,
FILIPN,1B,2,Cynthia Agnes Aban,3,15,3,,,,,,,,,,,,,,,
EDUC,160,1,Rachel Reinhard,,18,2,,,2,,,,,,,,,,,,
FILIPN,100B,1,Karen Llagas,2,15,5,,,,,,,,,,,,,,,
UGBA,193I,1,Jon Metzler,1,18,3,,,,,,,,,,,,,,,
PB HLTH,130,1,Robin Flagg,6,14,2,,,,,,,,,,,,,,,
PHYS ED,2,18,Lon Rork,,4,,,,,,,,,,,,14,4,,,
CHEM,H194,34,Marcin Majda,3,19,,1,,,,,,,,,,,,,,
SOC WEL,254,1,Jill Berrick,,6,12,,,,,,,,,,,,6,,,
ESPM,194B,2,Nancy Peluso,,21,,2,,,,,,,,,1,,,,,
MATH,98,23,Michael Wong; Olga Holtz,,,,,,,,,,,,,,22,,1,,1
PHYS ED,1,21,Jason Britton,,12,,,,1,,,,,,,,11,,,,
MEC ENG,193A,1,Boris Rubinsky; Boris Rubinsky; Lawrence Kuznetz; Lawrence Kuznetz,4,19,,,,,,,,,,,,1,,,,
UGIS,82,4,Emily Weiss,,20,4,,1,,,,,,,,,,,,,
SOCIOL,169C,1,Edwin Lin,,22,,,2,1,,,,,,,,,,,,
MUSIC,146B,1,Lisa Gold,11,13,1,,,,,,,,,,,,,,,
PB HLTH,214,1,Jaspal Sandhu; Kristine Madsen,8,16,,,,,,,,,,,,,1,,,
NATAMST,178,1,Diane Pearson,,24,,,1,,,,,,,,,1,,,,
CIV ENG,268D,1,John Hardisty; Ronald Shumway,10,10,6,,,,,,,,,,,,,,,
AEROSPC,1B,1,Austin Hirsch; Christopher Carroll,4,22,1,,,,,,,,,,,,,,,
NATAMST,71,1,Enrique Lima,,19,7,,1,,,,,,,,,,,,,
PHYS ED,2,15,Lon Rork,,6,,,,,,,,,,,,20,,,1,
ESPM,194B,1,Rachel Morello-Frosch,,19,8,,,,,,,,,,1,,,,,
CHEM,115,1,Dean Toste,,23,3,2,,,,,,,,,,,,,,
POL SCI,110B,1,Ethan Rarick,,22,1,,,,,,,,,,,6,,,,
STAT,222,1,Thomas Bengtsson,1,15,13,,,,,,,,,,,,,,,
PHYS ED,3,4,Vishnupriya Shah,,7,,,,,,,,,,,,19,3,,,
SOC WEL,265M,1,Gregory Merrill,1,28,,,1,,,,,,,,,,,,,
PB HLTH,W257,1,Robyn Gershon,23,5,2,,,,,,,,,,,,,,,
MUSIC,140,3,Midiyanto Midiyanto,11,18,,,,,,,,,,,,1,,,,
SOC WEL,282B,3,Anupama Gomez,,25,3,,3,,,,,,,,,,,,,
PLANTBI,298,1,Krishna Niyogi,,17,,,9,,,,,,,,,,5,,,
BIO ENG,290,1,David Kirn,,30,,,1,,,,,,,,,,1,,,
PB HLTH,W223,1,Joseph Houska,8,22,2,,,,,,,,,,,,,,,
UGBA,100,5,Ryan Sloan,,5,24,3,,,,,,,,,,,,,,
PB HLTH,290,1,Sylvia Guendelman,,19,10,4,,,,,,,,,,,,,,
IND ENG,180,1,Arman Jabbari; Philip Kaminsky,4,27,3,,,,,,,,,,,,,,,
MATH,98,32,Michael Wong; Olga Holtz,,,,,,,,,,,,,,33,1,1,,
PHYS ED,1,42,Lon Rork,,3,,,,,,,,,,,,32,1,,,
PUB POL,297,3,Rucker Johnson,,,,,,,,,,,,,,1,34,,1,
MEC ENG,235,1,George Anwar,,11,,,16,9,,,,,,,,,,,,
PHYS ED,1,3,Vishnupriya Shah,,10,,,,,,,,,,,,21,6,,,
SOC WEL,155,1,Kimberly Klein,3,33,,,,,,,,,,,,1,,,,
COMPSCI,9F,1,Carol Marshall; Paul Hilfinger,,,,,,,,,,,,,,24,4,10,,
MCELLBI,291B,G01,Matthew Welch,4,30,4,,,,,,,,,,,,,,,
COMPSCI,198,64,Xiaodong Song,,,,,,,,,,,,,,31,1,8,,
AFRICAM,194B,1,Leigh Raiford,,34,,,,,,,,,,,1,7,,,,
MEC ENG,198,50,Dennis Lieu,,,,,,,,,,,,,,41,1,1,,
MATH,198,3,Jon Wilkening,,,,,,,,,,,,,,41,1,3,,
MUSIC,144,1,Nikolas Nackley,22,22,,,,,,,,,,,,1,,,,
OPTOM,440C,1,Barry Winston; Carl Jacobsen; Christina Wilmer; Debora Chen; Deborah Orel-Bixler; Dennis Burger; Edward Revelli; Ian Bailey; Jeffrey Ko; John Corzine; Kuniyoshi Kanai; Maziar Haririfar; Nicholas Kerry; Robert DiMartino; Sara Frane; Wayne Verdon,,22,26,9,,,,,,,,,,,,,,
OPTOM,441C,1,Andrew Sorenson; Christina Wilmer; Dennis Burger; Gunilla Haegerstrom-Portnoy; Jorge Cuadros,,22,26,9,,,,,,,,,,,,,,
VIS SCI,206C,1,Robert Dister,2,43,21,,,,,,,,,,,,,,,
MUSIC,141,1,David Milnes; Hwa-Chan Yu,22,45,1,,,,,,,,,,,,,,,
COMPSCI,198,1,Daniel Garcia,,,,,,,,,,,,,,67,,3,1,
IND ENG,192,1,Gigi Wang,10,76,,,,,,,,,,,,3,,,,
COMPSCI,198,56,Bjorn Hartmann,,,,,,,,,,,,,,103,2,5,,
COMPSCI,198,75,Scott Shenker,,,,,,,,,,,,,,121,7,1,,
PHYS ED,12,30,Mike Blasquez; Susanna Li-Jue,,,,,,,,,,,,,,189,1,1,,
PHYS ED,12,29,Mike Blasquez; Susanna Li-Jue,,,,,,,,,,,,,,189,2,1,,
COMPSCI,195,1,Daniel Garcia; Joshua Hug,,,,,,,,,,,,,,203,2,8,,
COMPSCI,197,214,Christopher Hunn,,,,,,,,,,,,,,446,1,7,,
COMPSCI,260A,1,John Canny,1,5,3,1,,,,,,,,,,,,,,
PHILOS,190,1,Kristin Primus,,6,1,1,2,,,,,,,,,,,,,
MCELLBI,C212A,1,Benjamin Horst; Emily Hartman; Michael Marletta,3,2,,1,,4,,,,,,,,,,,,
GERMAN,3,2,Christopher Hench; Nikolaus Euba,,2,5,1,2,,,,,,,,,,,,,
ENGIN,45L,3,Jose Fonseca Vega; Junpyo Kwon; Phillip Messersmith,,3,4,1,2,,,,,,,,,,,,,
CIV ENG,122L,1,Hannah Johnson; Stephen Mahin,1,6,1,2,,,,,,,,,,,,,,
HIN-URD,100B,1,Pranjali Sirasao,1,6,2,,,,,,,,,,,,1,,,
ITALIAN,2,2,Anna Bellezza,,1,3,,,,,,,,,,,4,2,,,
EL ENG,C247B,1,Clark Nguyen,3,3,2,,2,,,,,,,,,,,,,
MAT SCI,241,1,Andrew Minor; Nathan Velez,2,6,,,1,,,,,,,,,,1,,,
IAS,157AC,1,Khalid Kadir,,3,4,,,,1,,,,,,,2,,,,
GERMAN,4,1,Jarrett Dury-Agri; Nikolaus Euba,,4,3,,1,,,,,,,,,,2,,,
EDUC,263A,1,Deborah Cooksey,2,5,2,,1,,,,,,,,,,,,,
ENGLISH,190,6,Stephanie Bahr,,2,3,2,3,,,,,,,,,,,,,
POL SCI,191,6,Christoph Hermann,,6,2,1,,,,,,,,,1,,,,,
THEATER,173B,1,Carol Smart,,2,5,2,,1,,,,,,,,,,,,
HISTORY,101,1,Kerwin Klein; Leah Flanagan; Mark Peterson,,5,3,2,,,,,,,,,1,,,,,
UGIS,162I,1,Steven Billet,,6,3,1,,,,,,,,,,1,,,,
CHEM,C271A,1,Benjamin Horst; Emily Hartman; Michael Marletta,,3,4,2,2,,,,,,,,,,,,,
PUNJABI,1B,1,Upkar Ubhi,,4,4,2,,,,,,,,,,1,,,,
HISTORY,103B,3,John Connelly,,3,3,4,,1,,,,,,,,,,,,
LINGUIS,113,1,Susan Lin,,6,2,1,,,,,2,,,,,,,,,
UGBA,196,3,Mark Rittenberg,,1,7,2,1,,,,,,,,,,,,,
PSYCH,168,1,Claude Steele,,4,4,2,,,,,,,,,,1,,,,
IND ENG,258,1,Javad Lavaeiyanesi,8,,1,1,,,,,,,,,,,1,,,
GEOG,170,4,Melanie Feakins,3,6,1,,,,,,,,,,,,,1,,
EL ENG,C106B,1,Ruzena Bajcsy,4,4,1,,,,,,,,,,,2,,,,
ITALIAN,1,1,Giuliana Perco; Rachel Cook,,7,2,1,1,,,,,,,,,,,,,
ENVECON,202,1,Jeffrey Perloff; Thibault Fally,,3,3,4,1,,,,,,,,,,,,,
IND ENG,220,1,Robert Leachman,,3,3,5,1,,,,,,,,,,,,,
POL SCI,231B,1,Natalia Garbiras Diaz; Thad Dunning,,5,5,1,1,,,,,,,,,,,,,
MUSIC,157B,1,Cindy Cox,,6,1,2,,,,,,,,,,3,,,,
RHETOR,R1B,4,Edward Davis Iv; Ivy Mills,,5,3,,3,,,1,,,,,,,,,,
EL ENG,225A,1,Laura Waller,,5,3,1,3,,,,,,,,,,,,,
NUC ENG,230,1,Edward Morse,2,7,,,2,1,,,,,,,,,,,,
VIS STD,229,105,Ronald Rael,,7,2,,,,,,,,,,,,1,,2,
FRENCH,140D,1,Nicholas Paige,,4,1,3,,,,,,,,,,4,,,,
PUB POL,299,2,Candace Hester,3,2,5,2,,,,,,,,,,,,,,
