Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,24530,,24530,,24530,Michael Kraft,,Aerospace Studies,2A,002,B,Letter Grade,B-,Evolut Of Air Power
3,24530,,24530,,24530,Michael Kraft,,Aerospace Studies,2A,002,Credit,Non-Letter Grade,Pass,Evolut Of Air Power
1,24530,,24530,,24530,Michael Kraft,,Aerospace Studies,2A,002,No Credit,Non-Letter Grade,Not Pass,Evolut Of Air Power
71,20727,,20727,,20727,Michael Kraft; Shawn Whitney; Megan Haley,,Aerospace Studies,100,001,Credit,Non-Letter Grade,Pass,Leadership Lab
2,20727,,20727,,20727,Michael Kraft; Shawn Whitney; Megan Haley,,Aerospace Studies,100,001,No Credit,Non-Letter Grade,Not Pass,Leadership Lab
1,20728,,20728,,20728,Shawn Whitney,,Aerospace Studies,135A,001,A,Letter Grade,A+,Air Force Studies
3,20728,,20728,,20728,Shawn Whitney,,Aerospace Studies,135A,001,A,Letter Grade,A,Air Force Studies
2,20728,,20728,,20728,Shawn Whitney,,Aerospace Studies,135A,001,A,Letter Grade,A-,Air Force Studies
1,20728,,20728,,20728,Shawn Whitney,,Aerospace Studies,135A,001,B,Letter Grade,B,Air Force Studies
1,20728,,20728,,20728,Shawn Whitney,,Aerospace Studies,135A,001,F,Letter Grade,F,Air Force Studies
2,24604,,24604,,24604,Shawn Whitney,,Aerospace Studies,135A,002,A,Letter Grade,A+,Air Force Studies
7,24604,,24604,,24604,Shawn Whitney,,Aerospace Studies,135A,002,A,Letter Grade,A,Air Force Studies
2,24604,,24604,,24604,Shawn Whitney,,Aerospace Studies,135A,002,A,Letter Grade,A-,Air Force Studies
1,24604,,24604,,24604,Shawn Whitney,,Aerospace Studies,135A,002,B,Letter Grade,B+,Air Force Studies
1,24604,,24604,,24604,Shawn Whitney,,Aerospace Studies,135A,002,D,Letter Grade,D,Air Force Studies
9,23293,,23293,,23293,Nikki Jones; Michael Myers II,,African American Studies,R1B,001,A,Letter Grade,A,Freshmn Composition
2,23293,,23293,,23293,Nikki Jones; Michael Myers II,,African American Studies,R1B,001,A,Letter Grade,A-,Freshmn Composition
1,23293,,23293,,23293,Nikki Jones; Michael Myers II,,African American Studies,R1B,001,D,Letter Grade,D,Freshmn Composition
2,23293,,23293,,23293,Nikki Jones; Michael Myers II,,African American Studies,R1B,001,Credit,Non-Letter Grade,Pass,Freshmn Composition
55,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,A,Letter Grade,A+,Africa:  Hist & Cul
19,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,A,Letter Grade,A,Africa:  Hist & Cul
1,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,A,Letter Grade,A-,Africa:  Hist & Cul
1,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,B,Letter Grade,B+,Africa:  Hist & Cul
4,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,B,Letter Grade,B,Africa:  Hist & Cul
1,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,C,Letter Grade,C-,Africa:  Hist & Cul
3,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,F,Letter Grade,F,Africa:  Hist & Cul
9,20723,,20723,,20723,Arif Gamal,,African American Studies,4A,001,Credit,Non-Letter Grade,Pass,Africa:  Hist & Cul
94,20732,,20732,,20732,Brandi Catanese,,African American Studies,5A,001,A,Letter Grade,A,Afam Life & Cul U S
2,20732,,20732,,20732,Brandi Catanese,,African American Studies,5A,001,A,Letter Grade,A-,Afam Life & Cul U S
1,20732,,20732,,20732,Brandi Catanese,,African American Studies,5A,001,B,Letter Grade,B,Afam Life & Cul U S
1,20732,,20732,,20732,Brandi Catanese,,African American Studies,5A,001,B,Letter Grade,B-,Afam Life & Cul U S
4,20732,,20732,,20732,Brandi Catanese,,African American Studies,5A,001,Credit,Non-Letter Grade,Pass,Afam Life & Cul U S
