Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
4,15706,,15706,,15706,Christopher Lowman,,Anthropology,136B,001,A,Letter Grade,A,Museum Methods
1,15706,,15706,,15706,Christopher Lowman,,Anthropology,136B,001,B,Letter Grade,B,Museum Methods
1,13438,,13438,,13438,Daniel Fisher,,Anthropology,138A,001,A,Letter Grade,A+,Ethnog Film History
4,13438,,13438,,13438,Daniel Fisher,,Anthropology,138A,001,A,Letter Grade,A,Ethnog Film History
2,15529,,15529,,15529,Alexei Yurchak,,Anthropology,150,001,A,Letter Grade,A+,Utopia: Art & P
6,15529,,15529,,15529,Alexei Yurchak,,Anthropology,150,001,A,Letter Grade,A,Utopia: Art & P
1,15529,,15529,,15529,Alexei Yurchak,,Anthropology,150,001,A,Letter Grade,A-,Utopia: Art & P
2,15529,,15529,,15529,Alexei Yurchak,,Anthropology,150,001,B,Letter Grade,B+,Utopia: Art & P
1,15529,,15529,,15529,Alexei Yurchak,,Anthropology,150,001,B,Letter Grade,B,Utopia: Art & P
1,14218,,14218,,14218,Brian Karl,,Anthropology,166,001,A,Letter Grade,A+,"Lang,Culture,Socity"
1,14218,,14218,,14218,Brian Karl,,Anthropology,166,001,A,Letter Grade,A,"Lang,Culture,Socity"
3,14218,,14218,,14218,Brian Karl,,Anthropology,166,001,A,Letter Grade,A-,"Lang,Culture,Socity"
2,14218,,14218,,14218,Brian Karl,,Anthropology,166,001,C,Letter Grade,C-,"Lang,Culture,Socity"
3,14218,,14218,,14218,Brian Karl,,Anthropology,166,001,F,Letter Grade,F,"Lang,Culture,Socity"
4,15418,,15418,,15418,Mikiko Soga,,Anthropology,171,001,A,Letter Grade,A+,Japan
13,15418,,15418,,15418,Mikiko Soga,,Anthropology,171,001,A,Letter Grade,A,Japan
1,15418,,15418,,15418,Mikiko Soga,,Anthropology,171,001,B,Letter Grade,B+,Japan
1,15418,,15418,,15418,Mikiko Soga,,Anthropology,171,001,B,Letter Grade,B,Japan
1,15418,,15418,,15418,Mikiko Soga,,Anthropology,171,001,B,Letter Grade,B-,Japan
1,15982,,15982,,15982,Jun Sunseri,,Anthropology,199,009,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,16028,,16028,,16028,Jun Sunseri,,Anthropology,199,010,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,15116,,15116,,15116,Ashley August,,Architecture,11B,001,A,Letter Grade,A,Intro To Design
3,15116,,15116,,15116,Ashley August,,Architecture,11B,001,A,Letter Grade,A-,Intro To Design
3,15116,,15116,,15116,Ashley August,,Architecture,11B,001,B,Letter Grade,B+,Intro To Design
1,15116,,15116,,15116,Ashley August,,Architecture,11B,001,B,Letter Grade,B,Intro To Design
1,15116,,15116,,15116,Ashley August,,Architecture,11B,001,B,Letter Grade,B-,Intro To Design
1,15158,,15158,,15158,Matthew Kendall,,Architecture,100C,001,A,Letter Grade,A+,Arch Design Iii
1,15158,,15158,,15158,Matthew Kendall,,Architecture,100C,001,A,Letter Grade,A-,Arch Design Iii
1,15158,,15158,,15158,Matthew Kendall,,Architecture,100C,001,Credit,Non-Letter Grade,Pass,Arch Design Iii
1,15159,,15159,,15159,Matthew Kendall,,Architecture,100D,001,A,Letter Grade,A+,Arch Design Iv
1,15159,,15159,,15159,Matthew Kendall,,Architecture,100D,001,A,Letter Grade,A-,Arch Design Iv
1,15159,,15159,,15159,Matthew Kendall,,Architecture,100D,001,B,Letter Grade,B,Arch Design Iv
1,15159,,15159,,15159,Matthew Kendall,,Architecture,100D,001,C,Letter Grade,C+,Arch Design Iv
1,15159,,15159,,15159,Matthew Kendall,,Architecture,100D,001,C,Letter Grade,C,Arch Design Iv
15,15128,,15128,,15128,Mark Schatz,,Architecture,108,001,A,Letter Grade,A,Arch Internship
2,15128,,15128,,15128,Mark Schatz,,Architecture,108,001,A,Letter Grade,A-,Arch Internship
1,15128,,15128,,15128,Mark Schatz,,Architecture,108,001,B,Letter Grade,B+,Arch Internship
8,15149,,15149,,15149,Floor van de Velde,,Architecture,124A,001,A,Letter Grade,A+,Digital Dsgn Methds
6,15149,,15149,,15149,Floor van de Velde,,Architecture,124A,001,A,Letter Grade,A,Digital Dsgn Methds
1,15149,,15149,,15149,Floor van de Velde,,Architecture,124A,001,D,Letter Grade,D,Digital Dsgn Methds
1,15149,,15149,,15149,Floor van de Velde,,Architecture,124A,001,Credit,Non-Letter Grade,Pass,Digital Dsgn Methds
1,15149,,15149,,15149,Floor van de Velde,,Architecture,124A,001,No Credit,Non-Letter Grade,Not Pass,Digital Dsgn Methds
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,A,Letter Grade,A,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,A,Letter Grade,A-,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,B,Letter Grade,B+,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,B,Letter Grade,B,Bldng Info Tech
2,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,C,Letter Grade,C+,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,C,Letter Grade,C-,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,F,Letter Grade,F,Bldng Info Tech
2,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,Credit,Non-Letter Grade,Pass,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,Credit,Non-Letter Grade,Satisfactory,Bldng Info Tech
1,15104,,15104,,15104,Christina Lin; John Schlueter,,Architecture,125A,001,No Credit,Non-Letter Grade,Not Pass,Bldng Info Tech
1,15153,,15153,,15153,Christina Lin; John Schlueter,,Architecture,125A,002,A,Letter Grade,A+,Bldng Info Tech
1,15153,,15153,,15153,Christina Lin; John Schlueter,,Architecture,125A,002,A,Letter Grade,A,Bldng Info Tech
1,15153,,15153,,15153,Christina Lin; John Schlueter,,Architecture,125A,002,C,Letter Grade,C+,Bldng Info Tech
2,15153,,15153,,15153,Christina Lin; John Schlueter,,Architecture,125A,002,C,Letter Grade,C,Bldng Info Tech
3,15153,,15153,,15153,Christina Lin; John Schlueter,,Architecture,125A,002,F,Letter Grade,F,Bldng Info Tech
1,15153,,15153,,15153,Christina Lin; John Schlueter,,Architecture,125A,002,No Credit,Non-Letter Grade,Not Pass,Bldng Info Tech
8,15936,,15936,,15936,Mark Schatz,,Architecture,198,001,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,16027,,16027,,16027,Ashley August,,Architecture,198,002,Credit,Non-Letter Grade,Pass,Directed Group Stdy
4,12266,,12266,,12266,Matthew Kendall,,Architecture,199,001,Credit,Non-Letter Grade,Pass,Superv Indep Study
5,14066,,14066,,14066,Tamar Boyadjian,,Armenian,128,001,A,Letter Grade,A+,Armeni Art Culture
6,14066,,14066,,14066,Tamar Boyadjian,,Armenian,128,001,A,Letter Grade,A,Armeni Art Culture
3,14066,,14066,,14066,Tamar Boyadjian,,Armenian,128,001,Credit,Non-Letter Grade,Pass,Armeni Art Culture
5,13571,,13571,,13571,Ronald Rael; Anamaya Farthing-Kohl,,Art Practice,8,101,A,Letter Grade,A,Intro Vis Thinking
