Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,1,,,12573,Daniel Fisher,,Anthropology,N299,032,A,Letter Grade,A+,Directed Research
1,1,,,20645,Holly Schroth,,Evening & Weekend MBA,252,001,A,Letter Grade,A+,"Negot, Conflict Res"
1,1,,,20655,Wasim Azhar,,Evening & Weekend MBA,269,001,A,Letter Grade,A+,Pricing
1,1,,,20770,Jon Metzler,,Evening & Weekend MBA,298S,002,A,Letter Grade,A+,Seminar Intl Bus
1,1,,,21003,Mark Rittenberg,,Executive MBA,200C,001,A,Letter Grade,A+,Communications
1,5,,,21005,Gregory La Blanc,,Executive MBA,200S,001,A,Letter Grade,A+,Data And Decisions
1,1,,,21010,Steven Tadelis,,Executive MBA,201A,001,A,Letter Grade,A+,Managerial Econ
1,3,,,21015,Xiao-Jun Zhang,,Executive MBA,202A,001,A,Letter Grade,A+,Financial Acct
1,1,,,21108,Dana Carney,,Executive MBA,293,011,A,Letter Grade,A+,Individual Study
1,1,,,21140,Peter Goodson,,Executive MBA,296,006,A,Letter Grade,A+,Topics In Bus Adm
1,3,,,32780,Haluk Ergin,,Economics,204,001,A,Letter Grade,A+,Math Tools For Econ
1,2,,,33945,Larry Nucci,,Education,211B,001,A,Letter Grade,A+,Soc & Enit Develop
1,1,,,33965,Stephanie Robillard,,Education,249C,001,A,Letter Grade,A+,Foundations In Rdg
1,4,,,33975,Rebecca Cheung,,Education,262H,001,A,Letter Grade,A+,Urbschldship/Mgt 2
1,4,,,33985,Rebecca Cheung,,Education,271E,001,A,Letter Grade,A+,Teach/Lrn Ed Lead 1
1,10,,,34020,P Pearson,,Education,298C,001,A,Letter Grade,A+,Group Study-Dcemst
1,5,,,34180,Nives Wetzel De Cediel,,Education,392C,001,A,Letter Grade,A+,Art In Elem Class
1,1,,,50330,Jon Kosek,,Geography,N299,008,A,Letter Grade,A+,Individ Research
1,2,,,51705,Kamla Ahluwalia,,Health & Medical Sciences,201,001,A,Letter Grade,A+,Hum Anat & Develop
1,2,,,53605,Peter Norlander,,Data Science,W201,001,A,Letter Grade,A+,Res Dsgn Data Analy
1,4,,,53610,Peter Norlander,,Data Science,W201,002,A,Letter Grade,A+,Res Dsgn Data Analy
1,1,,,53613,Brooks Ambrose,,Data Science,W201,003,A,Letter Grade,A+,Res Dsgn Data Analy
1,1,,,53614,Brooks Ambrose,,Data Science,W201,004,A,Letter Grade,A+,Res Dsgn Data Analy
1,1,,,53615,Blaine Robbins,,Data Science,W203,001,A,Letter Grade,A+,Explor/Analy Data
1,1,,,53620,Blaine Robbins,,Data Science,W203,002,A,Letter Grade,A+,Explor/Analy Data
1,2,,,53623,Ali Sanaei,,Data Science,W203,003,A,Letter Grade,A+,Explor/Analy Data
1,4,,,53625,Arash Nourian,,Data Science,W205,001,A,Letter Grade,A+,Stor/Retriev Dat
1,2,,,53630,Arash Nourian,,Data Science,W205,002,A,Letter Grade,A+,Stor/Retriev Dat
1,3,,,53633,Arash Nourian,,Data Science,W205,003,A,Letter Grade,A+,Stor/Retriev Dat
1,2,,,53650,Daniel Percival,,Data Science,W207,003,A,Letter Grade,A+,Applied Mach Learn
1,3,,,53655,Alexander Gilgur,,Data Science,W207,004,A,Letter Grade,A+,Applied Mach Learn
1,7,,,53660,Daniel Percival,,Data Science,W207,005,A,Letter Grade,A+,Applied Mach Learn
1,2,,,53665,Benjamin Gimpert,,Data Science,W210,001,A,Letter Grade,A+,Capstone
1,2,,,53670,Benjamin Gimpert,,Data Science,W210,002,A,Letter Grade,A+,Capstone
1,4,,,53695,Katherine Krumme,,Data Science,W241,001,A,Letter Grade,A+,Exp & Causal Infer
1,10,,,53700,Katherine Krumme,,Data Science,W241,002,A,Letter Grade,A+,Exp & Causal Infer
1,2,,,53705,Douglas Hughes,,Data Science,W241,003,A,Letter Grade,A+,Exp & Causal Infer
1,3,,,53710,Douglas Hughes,,Data Science,W241,004,A,Letter Grade,A+,Exp & Causal Infer
1,3,,,53730,Alexander Gilgur,,Data Science,W207,006,A,Letter Grade,A+,Applied Mach Learn
1,1,,,54595,Wayne Sousa,,Integrative Biology,N298,010,A,Letter Grade,A+,Special Study
1,5,,,62610,Eric Reiner,,Financial Engineering,230D,001,A,Letter Grade,A+,Deriv: Quant Meth
1,2,,,62615,Richard Stanton,,Financial Engineering,230I,001,A,Letter Grade,A+,Fixed Income Markts
1,1,,,66635,Andrew Dillin,,Molecular & Cell Biology,N292,001,A,Letter Grade,A+,Research
1,1,,,66655,Dirk Hockemeyer,,Molecular & Cell Biology,N292,005,A,Letter Grade,A+,Research
1,2,,,71310,Glen Ozawa,,Optometry,432,001,A,Letter Grade,A+,Clinical Topics
1,4,,,71315,Christina Wilmer,,Optometry,440A,001,A,Letter Grade,A+,Adv Optom Clinic
1,4,,,71318,Christina Wilmer,,Optometry,440A,002,A,Letter Grade,A+,Adv Optom Clinic
1,4,,,71320,Christina Wilmer,,Optometry,441A,001,A,Letter Grade,A+,Specialty Clinics
1,4,,,71323,Christina Wilmer,,Optometry,441A,002,A,Letter Grade,A+,Specialty Clinics
1,1,,,76315,Britt Glaunsinger,,Plant Biology,299,004,A,Letter Grade,A+,Graduate Research
1,1,,,76500,Jay Keasling,,Plant Biology,299,041,A,Letter Grade,A+,Graduate Research
1,3,,,80010,Brent Fulton,,Public Health,W200E,001,A,Letter Grade,A+,Hpm Breadth
1,17,,,80015,Charlotte Chang,,Public Health,W200G,001,A,Letter Grade,A+,Hsb Breadth
