Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,1,,,10059,Thomas Mccullough,,Business Admin-Undergrad,101A,001,A,Letter Grade,A+,Microeconomic Analy
1,1,,,10062,Steven Wood,,Business Admin-Undergrad,101B,002,A,Letter Grade,A+,Macroeconomics
1,2,,,10066,John Lord,,Business Admin-Undergrad,102A,001,A,Letter Grade,A+,Intro Fin Account
1,1,,,10067,Tiffany Rasmussen,,Business Admin-Undergrad,102A,002,A,Letter Grade,A+,Intro Fin Account
1,5,,,10068,John Briginshaw,,Business Admin-Undergrad,102A,003,A,Letter Grade,A+,Intro Fin Account
1,4,,,10076,Dennis Geyer,,Business Admin-Undergrad,102B,001,A,Letter Grade,A+,Intro Manager Acct
1,1,,,10077,Dennis Geyer,,Business Admin-Undergrad,102B,002,A,Letter Grade,A+,Intro Manager Acct
1,6,,,10080,Donatella Taurasi,,Business Admin-Undergrad,103,001,A,Letter Grade,A+,Intro To Finance
1,3,,,10081,Avinash Verma,,Business Admin-Undergrad,103,002,A,Letter Grade,A+,Intro To Finance
1,3,,,10087,Janet Brady,,Business Admin-Undergrad,105,001,A,Letter Grade,A+,Leading People
1,4,,,10090,Meir Karlinsky,,Business Admin-Undergrad,106,001,A,Letter Grade,A+,Marketing
1,6,,,10091,Meir Karlinsky,,Business Admin-Undergrad,106,002,A,Letter Grade,A+,Marketing
1,1,,,10092,David Robinson,,Business Admin-Undergrad,106,003,A,Letter Grade,A+,Marketing
1,1,,,10093,David Robinson,,Business Admin-Undergrad,106,004,A,Letter Grade,A+,Marketing
1,2,,,10094,Wasim Azhar,,Business Admin-Undergrad,106,005,A,Letter Grade,A+,Marketing
1,2,,,10096,Steven Wood,,Business Admin-Undergrad,118,001,A,Letter Grade,A+,International Trade
1,3,,,10098,James Webb,,Business Admin-Undergrad,120AA,001,A,Letter Grade,A+,Int Fin Acct 1
