Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,2,,,10014,Dennis Levi,,Vision Science,299,011,A,Letter Grade,A+,Res Vision Science
1,1,,,10015,Meng Lin,,Vision Science,299,012,A,Letter Grade,A+,Res Vision Science
1,2,,,10046,Christina Wilmer,,Optometry,298B,001,A,Letter Grade,A+,Ind Grp Stud
1,10,,,10054,Brian Wolff; Claudia Ruegg; Jennifer Seino; John Corzine; Patsy Harvey; Robert Dister,,Optometry,200B,001,A,Letter Grade,A+,Clinical Exam
1,4,,,10055,Brian Wolff; Daniel Harvitt; Darlene Fong; Jennifer Seino; John Corzine; Meredith Whiteside; Robert Dister; Stephanie Joo,,Optometry,200BL,001,A,Letter Grade,A+,Clinical Exam
1,3,,,10056,Brian Wolff; Daniel Harvitt; Darlene Fong; Jennifer Seino; John Corzine; Meredith Whiteside; Robert Dister; Stephanie Joo,,Optometry,200BL,002,A,Letter Grade,A+,Clinical Exam
1,3,,,10057,Brian Wolff; Daniel Harvitt; Darlene Fong; Jennifer Seino; John Corzine; Meredith Whiteside; Robert Dister; Stephanie Joo,,Optometry,200BL,003,A,Letter Grade,A+,Clinical Exam
1,1,,,10058,Carl Jacobsen; Glen Ozawa,,Optometry,200D,001,A,Letter Grade,A+,Clinical Exam
1,1,,,10059,Albert Scaief; Crystal Wang; Dennis Fong; Glen Ozawa; Kerri Yoshiyama; Lillian Wang; Marlena Chu; Thomas Callan; Tran Bianconi; Vikki Yu,,Optometry,200DL,001,A,Letter Grade,A+,Clinical Exam
1,5,,,10062,Daniel Harvitt; George Lee,,Optometry,222A,001,A,Letter Grade,A+,Ophthalmic Lenses
1,6,,,10063,Christine Wildsoet; Karsten Gronert; Yue Liu,,Optometry,226B,001,A,Letter Grade,A+,Ocular Pharmacology
1,2,,,10064,Christina Wilmer,,Optometry,230B,001,A,Letter Grade,A+,Grad Gen Clin Prac
1,2,,,10065,Christina Wilmer,,Optometry,231B,001,A,Letter Grade,A+,Grad Spec Clins
1,4,,,10066,Karen Walker-Brandreth; Patsy Harvey,,Optometry,236B,001,A,Letter Grade,A+,Ocular Manifestions
1,9,,,10067,Marianne Pia Hoenig; Robert Dister,,Optometry,240,001,A,Letter Grade,A+,Diag/Treat Anomalie
1,2,,,10071,Glen Ozawa; John Flanagan; Karen Walker-Brandreth; Shirin Barez,,Optometry,256,001,A,Letter Grade,A+,Diag&Treatmnt Psod
1,3,,,10072,John Corzine; Meng Lin; Pam Satjawatcharaphong; Yue Liu,,Optometry,260A,001,A,Letter Grade,A+,Contact Lenses
1,4,,,10090,Austin Roorda; Daniel Harvitt,,Vision Science,203B,001,A,Letter Grade,A+,Optical System
1,4,,,10095,Teresa Puthussery,,Vision Science,206B,001,A,Letter Grade,A+,Anat/Physio Eye Sys
1,5,,,10100,Emily Cooper; Martin Banks,,Vision Science,217,001,A,Letter Grade,A+,Oculomotor Function
1,14,,,10104,Dennis Levi,,Vision Science,219,001,A,Letter Grade,A+,Binocular Vision
1,1,,,10115,Bruno Olshausen; Michael Silver; Teresa Puthussery; William Rowland Taylor,,Vision Science,260C,001,A,Letter Grade,A+,Visual Neuroscience
1,2,,,10116,Emily Cooper; Martin Banks; William Tuten,,Vision Science,260D,001,A,Letter Grade,A+,"Time, Space, Color"
1,12,,,10117,Dennis Levi,,Vision Science,230,001,A,Letter Grade,A+,Ethics In Sci Res
1,1,,,10121,John Flannery,,Vision Science,299,005,A,Letter Grade,A+,Res Vision Science
1,6,,,10203,Yu-Ling Chang,,Social Welfare,298,007,A,Letter Grade,A+,Group Study
1,18,,,10215,Elizabeth Kita,,Social Welfare,260,001,A,Letter Grade,A+,Forensic Social Wk
1,1,,,10248,Barbara Ivins; Laura Frame,,Social Welfare,210B,001,A,Letter Grade,A+,Infant Development
1,12,,,10252,Christina Feliciana,,Social Welfare,243,001,A,Letter Grade,A+,Direct Pract-C&F
1,1,,,10254,Gregory Merrill,,Social Welfare,245,001,A,Letter Grade,A+,Dir Prac Hlth Adult
1,15,,,10257,Denicia Carlay,,Social Welfare,250N,001,A,Letter Grade,A+,Public Cd Welf Svcs
1,2,,,10260,Caroline Cangelosi,,Social Welfare,265M,001,A,Letter Grade,A+,Motivational Interv
1,3,,,10284,Eveline Chang,,Social Welfare,250M,001,A,Letter Grade,A+,Death And Dying
1,9,,,10287,Jon Gilgoff,,Social Welfare,251,001,A,Letter Grade,A+,Program Development
1,12,,,10291,Isela Garcia White; Jeanette Lopez-Urbina,,Social Welfare,243,003,A,Letter Grade,A+,Direct Pract-C&F
1,16,,,10293,Christine Scudder,,Social Welfare,205,001,A,Letter Grade,A+,Psychosocial Probs
1,1,,,10319,Sally Hammond,,Public Health,299,007,A,Letter Grade,A+,Independnt Research
1,1,,,10322,Martyn Smith,,Public Health,299,010,A,Letter Grade,A+,Independnt Research
1,1,,,10327,Patrick Bradshaw,,Public Health,299,015,A,Letter Grade,A+,Independnt Research
1,2,,,10328,John Colford,,Public Health,299,016,A,Letter Grade,A+,Independnt Research
1,3,,,10335,John Marshall,,Public Health,299,023,A,Letter Grade,A+,Independnt Research
1,1,,,10342,Eva Harris,,Public Health,299,030,A,Letter Grade,A+,Independnt Research
1,1,,,10347,Nicholas Jewell,,Public Health,299,035,A,Letter Grade,A+,Independnt Research
1,1,,,10355,Claire Snell-Rood,,Public Health,299,044,A,Letter Grade,A+,Independnt Research
1,1,,,10361,Hector Rodriguez,,Public Health,299,050,A,Letter Grade,A+,Independnt Research
1,1,,,10369,Ndola Prata,,Public Health,299,058,A,Letter Grade,A+,Independnt Research
1,1,,,10381,Veronica Miller,,Public Health,299,070,A,Letter Grade,A+,Independnt Research
1,1,,,10382,Peter Dailey,,Public Health,299,071,A,Letter Grade,A+,Independnt Research
1,2,,,10386,Charlotte Smith,,Public Health,299,075,A,Letter Grade,A+,Independnt Research
1,1,,,10390,Evan Vandommelen-Gonzalez,,Public Health,299,079,A,Letter Grade,A+,Independnt Research
1,2,,,10506,Eva Harris,,Public Health,293,004,A,Letter Grade,A+,Doctoral Seminar
1,12,,,10514,Anke Hemmerling; Karen Sokal-Gutierrez,,Public Health,292,005,A,Letter Grade,A+,M.P.H. Seminar
1,2,,,10516,John Balmes; Kirk Smith,,Public Health,290,001,A,Letter Grade,A+,Health Seminars
1,5,,,10517,Sally Hammond,,Public Health,290,002,A,Letter Grade,A+,Health Seminars
1,4,,,10519,Paul Gertler,,Public Health,290,008,A,Letter Grade,A+,Health Seminars
1,3,,,10527,Ndola Prata,,Health & Medical Sciences,296,006,A,Letter Grade,A+,Special Study
1,1,,,10528,Osagie Obasogie,,Health & Medical Sciences,296,010,A,Letter Grade,A+,Special Study
1,4,,,10562,Christopher Hoover; Kaitlyn Jackson; Kirk Smith,,Public Health,200K,001,A,Letter Grade,A+,Ehs Breadth
1,1,,,10582,John Marshall,,Public Health,252B,001,A,Letter Grade,A+,Infec Dis Modeling
1,5,,,10583,Alejandra Benitez; Maya Petersen; Shalika Gupta,,Public Health,252D,001,A,Letter Grade,A+,Causal Inference I
1,5,,,10587,Carly Strouse; Xing Gao,,Public Health,255A,001,A,Letter Grade,A+,Social Epidemiology
1,3,,,10591,Amanda Brewster,,Public Health,223E,001,A,Letter Grade,A+,Capstone Sem Hpm
1,19,,,10603,Veronica Miller,,Public Health,236,001,A,Letter Grade,A+,Fda Public Health
1,7,,,10604,Jennifer Head; Patrick Bradshaw,,Public Health,250C,001,A,Letter Grade,A+,Adv Epi Mthds
1,6,,,10605,Joseph Lewnard,,Public Health,253B,001,A,Letter Grade,A+,Epi Infect Diseases
1,3,,,10608,Carisa Harris-Adamson,,Public Health,269C,001,A,Letter Grade,A+,Occupation Biomech
1,7,,,10609,Luoping Zhang; Martyn Smith,,Public Health,220C,001,A,Letter Grade,A+,Risk Assessment
1,3,,,10612,Peter Dailey,,Public Health,266B,001,A,Letter Grade,A+,Zoonotic Diseases
1,3,,,10616,Ann Keller; Megan Schwarzman,,Public Health,271E,001,A,Letter Grade,A+,Science Policy/Eh
1,10,,,10617,Brigid Cakouros; Claire Snell-Rood,,Public Health,219E,001,A,Letter Grade,A+,Intro To Qr Methods
1,4,,,10626,Amod Pokhrel; Fabian Collazo; Jay Graham; Rachel Marusinec; Wendy Jilek,,Public Health,W200F,001,A,Letter Grade,A+,Ehs Breadth
1,2,,,10628,Brigid Cakouros; Lisa Unti-Bruce; Mara Decker,,Public Health,W218,001,A,Letter Grade,A+,Eval Hlth/Soc Prgm
1,23,,,10629,Jylana Sheats; Kunchok Dorjee; Kyli Gallington,,Public Health,W219,001,A,Letter Grade,A+,Survey Methods
1,3,,,10630,Emma Dolan; Joseph Houska; Julie Brown,,Public Health,W223,001,A,Letter Grade,A+,Strategic Mgmt
1,2,,,10636,Drew Cameron; Nianyi Hong; William Dow,,Public Health,W226C,001,A,Letter Grade,A+,Econ Pub Hlth
1,3,,,10664,John Swartzberg; John Swartzberg; Kaley Parchinski; Kaley Parchinski,,Public Health,260B,001,A,Letter Grade,A+,Princ Infect Diseas
1,2,,,10670,Lexin Li; Xiang Lyu,,Public Health,244,001,A,Letter Grade,A+,Big Data
1,6,,,10718,Kimberly MacPherson; Rachel Ross,,Public Health,223C,001,A,Letter Grade,A+,Strategic Mgt & Org
1,1,,,10722,Julianna Deardorff,,Public Health,210B,001,A,Letter Grade,A+,Adol Health
1,11,,,10748,Aisha Mays,,Health & Medical Sciences,218,001,A,Letter Grade,A+,Clinical Contexts
1,2,,,10767,Osagie Obasogie,,Public Health,290,009,A,Letter Grade,A+,Health Seminars
1,3,,,10769,Myron Bradman,,Public Health,299,092,A,Letter Grade,A+,Independnt Research
1,2,,,10775,William Jagust,,Public Health,290,010,A,Letter Grade,A+,Health Seminars
1,2,,,10796,Amanda Brewster,,Public Health,299,097,A,Letter Grade,A+,Independnt Research
1,1,,,10815,Colette Auerswald,,Public Health,298,032,A,Letter Grade,A+,Group Study
1,2,,,10833,Geeta Anand,,Journalism,294,001,A,Letter Grade,A+,Mp Seminar
1,8,,,10836,Richard Hernandez,,Journalism,294,005,A,Letter Grade,A+,Mp Seminar
1,1,,,10837,Jeremy Rue,,Journalism,294,006,A,Letter Grade,A+,Mp Seminar
1,2,,,10840,Jennifer Kahn,,Journalism,294,016,A,Letter Grade,A+,Mp Seminar
1,1,,,10846,Deirdre English,,Journalism,298,002,A,Letter Grade,A+,Group Study
1,5,,,10849,Emmanuel Martinez,,Journalism,298,006,A,Letter Grade,A+,Group Study
1,1,,,10865,Deirdre English,,Journalism,299,002,A,Letter Grade,A+,Individual Study
1,1,,,10867,Richard Hernandez,,Journalism,299,010,A,Letter Grade,A+,Individual Study
1,3,,,10879,Ken Light,,Journalism,213,001,A,Letter Grade,A+,Documentary Photo
1,6,,,10880,Richard Hernandez,,Journalism,216,001,A,Letter Grade,A+,Multimedia Rptg
1,5,,,10881,Jeremy Rue,,Journalism,220,001,A,Letter Grade,A+,Coding For Journ
1,19,,,10882,Richard Hernandez,,Journalism,222,001,A,Letter Grade,A+,Interactive Narr
1,5,,,10906,Yaniv Konchitchki,,Business Admin-MBA,293,002,A,Letter Grade,A+,Individual Study
1,1,,,10908,Yaniv Konchitchki,,Business Admin-MBA,293,004,A,Letter Grade,A+,Individual Study
1,4,,,10911,Drew Jacoby-Senghor,,Business Admin-MBA,293,007,A,Letter Grade,A+,Individual Study
1,3,,,10922,William Falik,,Business Admin-MBA,293,018,A,Letter Grade,A+,Individual Study
1,1,,,10926,Yaniv Konchitchki,,Business Admin-MBA,293,022,A,Letter Grade,A+,Individual Study
1,1,,,10927,Yaniv Konchitchki,,Business Admin-MBA,293,023,A,Letter Grade,A+,Individual Study
1,3,,,10932,Kurt Beyer,,Business Admin-MBA,293,028,A,Letter Grade,A+,Individual Study
1,1,,,10935,Christine Parlour,,Business Admin-MBA,293,031,A,Letter Grade,A+,Individual Study
1,2,,,10936,Kurt Beyer,,Business Admin-MBA,293,032,A,Letter Grade,A+,Individual Study
1,1,,,10943,Yaniv Konchitchki,,Business Admin-MBA,293,039,A,Letter Grade,A+,Individual Study
1,1,,,10952,Henry Chesbrough,,Business Admin-MBA,293,048,A,Letter Grade,A+,Individual Study
1,1,,,10991,Samuel Olesky,,Evening & Weekend MBA,293,010,A,Letter Grade,A+,Individual Study
1,4,,,11063,Kimberly MacPherson,,Evening & Weekend MBA,296,011,A,Letter Grade,A+,Special Topics
1,5,,,11069,Erica Peng,,Business Admin-MBA,291T,001,A,Letter Grade,A+,Topics In Man Comm
1,8,,,11091,Donatella Taurasi; Terrance Odean,,Business Admin-MBA,296,003,A,Letter Grade,A+,Spec Tops Bus Admin
1,3,,,11092,Terrance Odean,,Business Admin-MBA,296,002,A,Letter Grade,A+,Spec Tops Bus Admin
1,4,,,11096,Kimberly MacPherson,,Business Admin-MBA,296,011,A,Letter Grade,A+,Spec Tops Bus Admin
1,3,,,11106,Paul Gertler,,Business Admin-MBA,296,001,A,Letter Grade,A+,Spec Tops Bus Admin
1,1,,,11141,Panos Patatoukas,,Business Admin-PhD,297T,003,A,Letter Grade,A+,Special Topics
1,8,,,11152,Edward Augenblick,,Business Admin-MBA,299,01B,A,Letter Grade,A+,Strat Leadership
1,2,,,11221,Christopher McCoy; David Charron; Mary Berk,,Evening & Weekend MBA,290T,011,A,Letter Grade,A+,Spec Top Inn/Desgn
1,3,,,11224,Jennifer Caleshu; Suzanne Houlihan; Thomas Fitzpatrick,,Evening & Weekend MBA,291T,011,A,Letter Grade,A+,Topics In Man Comm
1,4,,,11225,Adam Leipzig; Nancy Hoque,,Evening & Weekend MBA,291T,012,A,Letter Grade,A+,Topics In Man Comm
1,1,,,11234,Jorge Calderon,,Evening & Weekend MBA,292T,004,A,Letter Grade,A+,Topics In Srb
1,1,,,11236,Kurt Beyer,,Evening & Weekend MBA,295A,002,A,Letter Grade,A+,Entrepreneurship
1,3,,,11244,George Scharffenberger; Glenn Yago,,Business Admin-MBA,292T,002,A,Letter Grade,A+,Topics Soc Impact
1,1,,,11247,Donatella Taurasi,,Business Admin-MBA,292T,03B,A,Letter Grade,A+,Topics Soc Impact
1,1,,,11254,Abhishek Nagaraj; Gauri Subramani,,Business Admin-MBA,295T,02A,A,Letter Grade,A+,Spec Topic Entrepre
1,1,,,11266,Victor Couture,,Evening & Weekend MBA,280,001,A,Letter Grade,A+,Re Invest Mkt Anlys
1,1,,,11269,Clark Kellogg; David Rochlin; Jennifer Caleshu; Stanley Shimamoto,,Evening & Weekend MBA,290H,001,A,Letter Grade,A+,Haas@Work
1,3,,,11271,Ellen Evers,,Business Admin-MBA,260,002,A,Letter Grade,A+,Customer Insights
1,5,,,11273,Victor Couture,,Business Admin-MBA,280,001,A,Letter Grade,A+,Re Invest Mkt Anlys
1,5,,,11274,Clark Kellogg; David Rochlin; Jennifer Caleshu; Stanley Shimamoto,,Business Admin-MBA,290H,001,A,Letter Grade,A+,Haas@Work
1,16,,,11299,Yaniv Konchitchki,,Evening & Weekend MBA,202,01A,A,Letter Grade,A+,Fin Accounting
1,8,,,11300,Yaniv Konchitchki,,Evening & Weekend MBA,202,02A,A,Letter Grade,A+,Fin Accounting
1,15,,,11301,Xiao-Jun Zhang,,Evening & Weekend MBA,202,31A,A,Letter Grade,A+,Fin Accounting
1,7,,,11302,Xiao-Jun Zhang,,Evening & Weekend MBA,202,32A,A,Letter Grade,A+,Fin Accounting
1,22,,,11303,Raghavendra Rau; Troup Howard,,Evening & Weekend MBA,203,01B,A,Letter Grade,A+,Intro To Finance
1,20,,,11304,Raghavendra Rau; Troup Howard,,Evening & Weekend MBA,203,02B,A,Letter Grade,A+,Intro To Finance
1,1,,,11321,Jonathan Kolstad; Paul Gertler,,Evening & Weekend MBA,217,011,A,Letter Grade,A+,Topics In Eap
1,1,,,11325,Panos Patatoukas,,Evening & Weekend MBA,222,011,A,Letter Grade,A+,Fin Info Analysis
1,1,,,11327,John Briginshaw,,Evening & Weekend MBA,224A,001,A,Letter Grade,A+,Managerial Acctg
1,1,,,11335,Gregory La Blanc,,Evening & Weekend MBA,236F,001,A,Letter Grade,A+,Behavioral Finance
1,2,,,11340,Christine Parlour,,Evening & Weekend MBA,237,001,A,Letter Grade,A+,Topics In Finance
1,3,,,11343,Jan Simon,,Evening & Weekend MBA,237,011,A,Letter Grade,A+,Topics In Finance
1,1,,,11350,Holly Schroth,,Evening & Weekend MBA,252,001,A,Letter Grade,A+,"Negot, Conflict Res"
1,5,,,11362,Przemyslaw Jeziorski,,Evening & Weekend MBA,263,001,A,Letter Grade,A+,Marketing Analytics
1,1,,,11384,Lynne Heinrich,,Evening & Weekend MBA,292B,011,A,Letter Grade,A+,Nonprofit Boards
1,3,,,11393,David Charron,,Evening & Weekend MBA,295T,011,A,Letter Grade,A+,Topics In Entrpnr
1,1,,,11394,John Danner,,Evening & Weekend MBA,295T,012,A,Letter Grade,A+,Topics In Entrpnr
