Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,2,,,00509,Aparajita Nanda,,African American Studies,R1B,001,A,Letter Grade,A+,Freshmn Composition
1,6,,,00527,Nikki Jones,,African American Studies,5B,001,A,Letter Grade,A+,Afam Life & Cul U S
1,1,,,00539,Alassane Sow,,African American Studies,7B,001,A,Letter Grade,A+,Elementary Wolof
1,2,,,00545,David Kyeu,,African American Studies,10B,001,A,Letter Grade,A+,Intermed Swahili
1,2,,,00548,David Kyeu,,African American Studies,11B,001,A,Letter Grade,A+,Elementary Swahili
1,3,,,00554,David Kyeu,,African American Studies,15B,001,A,Letter Grade,A+,Advanced Swahili
1,4,,,00563,Frederick Vincent,,African American Studies,28AC,001,A,Letter Grade,A+,Glob & Min Am Comm
1,2,,,00617,Sam Mchombo,,African American Studies,115,001,A,Letter Grade,A+,Lang Soc Iss Africa
1,1,,,00620,Hardy Frye,,African American Studies,122,001,A,Letter Grade,A+,"Afam Family, Am Soc"
1,1,,,00632,Darieck Scott,,African American Studies,153C,001,A,Letter Grade,A+,Toni Morrision
1,3,,,00635,Aya De Leon,,African American Studies,156AC,001,A,Letter Grade,A+,Poetry 4 People:Int
1,1,,,00782,Justin Gomer,,African American Studies,142AC,001,A,Letter Grade,A+,Race/American Film
1,3,,,01203,Gordon Rausser,,Environ Econ & Policy,C1,001,A,Letter Grade,A+,Intro To Env Econ
1,3,,,01218,Calanit Kamala,,Environ Econ & Policy,100,001,A,Letter Grade,A+,Microecon Theory
1,10,,,01233,Helene Ollivier,,Environ Econ & Policy,C101,001,A,Letter Grade,A+,Environmental Econ
1,1,,,01254,Steven Buck,,Environ Econ & Policy,C118,001,A,Letter Grade,A+,Intro Econometrics
1,2,,,01278,Brian Wright,,Environ Econ & Policy,143,001,A,Letter Grade,A+,Econ Of Innovation
1,4,,,01281,Meredith Fowlie,,Environ Econ & Policy,147,001,A,Letter Grade,A+,Reg Of Energy & Env
1,1,,,01302,David Sunding,,Environ Econ & Policy,162,001,A,Letter Grade,A+,Econ Of Water Res
1,2,,,01311,David Anthoff; Jalel Sager,,Environ Econ & Policy,C180,001,A,Letter Grade,A+,Ecol Econ History
1,1,,,01347,Sofia Villas-Boas,,Environ Econ & Policy,195,002,A,Letter Grade,A+,Senior Thesis
1,1,,,02033,Alex Saragoza,,American Studies,102,001,A,Letter Grade,A+,Us Cultures/Place
1,6,,,02303,Terrence Deacon,,Anthropology,1,001,A,Letter Grade,A+,Intro To Bio Anthro
1,4,,,02396,Christine Hastorf,,Anthropology,2,001,A,Letter Grade,A+,Intro To Archaeol
1,32,,,02468,James Holston,,Anthropology,3AC,001,A,Letter Grade,A+,Intro Soc/Cult Ac
1,1,,,02549,Corinne Hayden; Marlee Tichenor,,Anthropology,R5B,001,A,Letter Grade,A+,Reading & Comp
1,3,,,02560,Nancy Scheper-Hughes,,Anthropology,39A,001,A,Letter Grade,A+,Fresh/Soph Seminar
1,10,,,02630,Saba Mahmood,,Anthropology,114,001,A,Letter Grade,A+,Hist/Anthro Thought
1,1,,,02681,Lawrence Cohen,,Anthropology,115,001,A,Letter Grade,A+,Intro Med Anthro
1,3,,,02707,Nancy Scheper-Hughes,,Anthropology,119,001,A,Letter Grade,A+,Med Anthro Topics
1,4,,,02708,Laurie Wilkie,,Anthropology,121C,001,A,Letter Grade,A+,Hist Artifact/Analy
1,7,,,02713,Patrick Kirch,,Anthropology,124A,001,A,Letter Grade,A+,Arch South Pacific
1,1,,,02717,Kevin Gibbs,,Anthropology,C125A,001,A,Letter Grade,A+,Arch East Asia
1,38,,,02720,Kimberly Christensen,,Anthropology,128,001,A,Letter Grade,A+,Spec Topics In Arch
