Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,4,,,10283,Catherine Bouvier Dang; John Arnold,,Chemistry,196,011,A,Letter Grade,A+,Special Lab Study
1,2,,,10446,Catherine Bouvier Dang; John Arnold,,Chemistry,H194,036,A,Letter Grade,A+,Honors Research
1,1,,,10920,Jay Keasling,,Chemical Engineering,H194,008,A,Letter Grade,A+,Resrch Adv Undergrd
1,1,,,10947,Mohammad-reza Alam,,Mechanical Engineering,196,007,A,Letter Grade,A+,Undergrad Research
1,1,,,10952,Koushil Sreenath,,Mechanical Engineering,H194,005,A,Letter Grade,A+,Hons Undergrad Res
1,1,,,11225,Dorian Liepmann,,Bioengineering,196,016,A,Letter Grade,A+,Underg Des Res
1,1,,,11234,David Foster,,Bioengineering,196,026,A,Letter Grade,A+,Underg Des Res
1,1,,,11276,Wenjun Zhang,,Bioengineering,H194,026,A,Letter Grade,A+,Hon Undergrad Res
1,1,,,12912,Thomas Mccullough,,Business Admin-Undergrad,101A,001,A,Letter Grade,A+,Microeconomic Analy
1,3,,,12919,John Lord,,Business Admin-Undergrad,102A,001,A,Letter Grade,A+,Intro Fin Account
1,7,,,12921,John Briginshaw,,Business Admin-Undergrad,102A,003,A,Letter Grade,A+,Intro Fin Account
1,13,,,12930,Gary Pieroni,,Business Admin-Undergrad,102B,002,A,Letter Grade,A+,Intro Manager Acct
1,2,,,12933,Donatella Taurasi,,Business Admin-Undergrad,103,001,A,Letter Grade,A+,Intro To Finance
1,5,,,12934,Avinash Verma,,Business Admin-Undergrad,103,002,A,Letter Grade,A+,Intro To Finance
1,1,,,12940,Janet Brady,,Business Admin-Undergrad,105,001,A,Letter Grade,A+,Leading People
1,1,,,12943,Janet Brady,,Business Admin-Undergrad,106,001,A,Letter Grade,A+,Marketing
1,2,,,12945,David Robinson,,Business Admin-Undergrad,106,003,A,Letter Grade,A+,Marketing
1,4,,,12946,David Robinson,,Business Admin-Undergrad,106,004,A,Letter Grade,A+,Marketing
1,1,,,12947,Wasim Azhar,,Business Admin-Undergrad,106,005,A,Letter Grade,A+,Marketing
1,2,,,12949,Calanit Kamala,,Business Admin-Undergrad,118,001,A,Letter Grade,A+,International Trade
1,2,,,12951,James Webb,,Business Admin-Undergrad,120AA,001,A,Letter Grade,A+,Int Fin Acct 1
1,3,,,12952,Francis Stanton,,Business Admin-Undergrad,120AA,002,A,Letter Grade,A+,Int Fin Acct 1
1,1,,,12957,Gary Pieroni,,Business Admin-Undergrad,120B,001,A,Letter Grade,A+,Adv Fin Accounting
1,2,,,12959,John Briginshaw,,Business Admin-Undergrad,122,001,A,Letter Grade,A+,Fin Info Analysis
1,6,,,12963,Avinash Verma,,Business Admin-Undergrad,131,001,A,Letter Grade,A+,Corp Fin Analysis
1,4,,,12967,Samuel Olesky,,Business Admin-Undergrad,133,001,A,Letter Grade,A+,Investments
1,4,,,13028,Francis Stanton,,Business Admin-Undergrad,120AB,001,A,Letter Grade,A+,Int Fin Accnting 2
1,2,,,13039,Wasim Azhar,,Business Admin-Undergrad,169,1,A,Letter Grade,A+,Pricing
1,7,,,13043,Jason Lau,,Chemistry,1A,001,A,Letter Grade,A+,General Chemistry
1,5,,,13045,Kevin Sibucao,,Chemistry,1AL,001,A,Letter Grade,A+,General Chem Lab
