Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,2,,,11402,Ting Xu,,Chemistry,299,066,A,Letter Grade,A+,Research
1,3,,,11404,Omar Yaghi,,Chemistry,299,068,A,Letter Grade,A+,Research
1,4,,,11407,Thomas Maimone,,Chemistry,299,071,A,Letter Grade,A+,Research
1,3,,,11423,Felix Fischer,,Chemistry,299,021,A,Letter Grade,A+,Research
1,1,,,11428,Naomi Ginsberg,,Chemistry,299,026,A,Letter Grade,A+,Research
1,4,,,11438,David Limmer,,Chemistry,299,090,A,Letter Grade,A+,Research
1,2,,,11440,Eran Rabani,,Chemistry,299,092,A,Letter Grade,A+,Research
1,1,,,11447,Richard Mathies,,Chemistry,299,045,A,Letter Grade,A+,Research
1,1,,,11462,Michael Marletta,,Chemistry,299,044,A,Letter Grade,A+,Research
1,2,,,11466,Alanna Schepartz,,Chemistry,299,097,A,Letter Grade,A+,Research
1,2,,,11959,John Marshall,,Public Health,299,022,A,Letter Grade,A+,Independnt Research
1,1,,,11979,Kimberly MacPherson,,Public Health,299,042,A,Letter Grade,A+,Independnt Research
1,3,,,11983,Adrienne Mocello,,Public Health,299,046,A,Letter Grade,A+,Independnt Research
1,2,,,11985,Jaspal Sandhu,,Public Health,299,048,A,Letter Grade,A+,Independnt Research
1,5,,,12009,Ndola Prata,,Public Health,299,072,A,Letter Grade,A+,Independnt Research
1,1,,,12357,Tony Feng,,Mathematics,299,059,A,Letter Grade,A+,Reading Grad Stdts
1,1,,,12434,Britt Koskella,,Integrative Biology,298,235,A,Letter Grade,A+,Special Study
1,1,,,12446,George Brooks,,Integrative Biology,298,080,A,Letter Grade,A+,Special Study
1,2,,,12482,Peter Sudmant,,Integrative Biology,298,460,A,Letter Grade,A+,Special Study
1,1,,,12483,Becca Tarvin,,Integrative Biology,298,465,A,Letter Grade,A+,Special Study
1,1,,,12487,Onja Razafindratsima,,Integrative Biology,298,373,A,Letter Grade,A+,Special Study
1,1,,,12568,Maciej Zworski,,Mathematics,295,055,A,Letter Grade,A+,Individual Research
1,2,,,12584,Daniel Tataru,,Mathematics,295,045,A,Letter Grade,A+,Individual Research
1,1,,,12614,Sylvie Corteel,,Mathematics,295,007,A,Letter Grade,A+,Individual Research
1,1,,,12619,Thibaut Mastrolia,,Mathematics,295,062,A,Letter Grade,A+,Individual Research
1,1,,,12933,Joni Wallis,,Neuroscience,292,005,A,Letter Grade,A+,Neuroresearch
1,1,,,12939,Ehud Isacoff,,Neuroscience,292,013,A,Letter Grade,A+,Neuroresearch
1,2,,,12946,Kevin Weiner,,Neuroscience,292,043,A,Letter Grade,A+,Neuroresearch
1,1,,,12951,Andrew Dillin,,Neuroscience,292,049,A,Letter Grade,A+,Neuroresearch
1,1,,,12970,Hillel Adesnik,,Neuroscience,292,057,A,Letter Grade,A+,Neuroresearch
1,1,,,12976,Stephan Lammel,,Neuroscience,292,063,A,Letter Grade,A+,Neuroresearch
1,4,,,13057,Kranthi Kiran Mandadapu,,Chemical Engineering,299,011,A,Letter Grade,A+,Research Chem Engin
1,1,,,13059,Ali Mesbah,,Chemical Engineering,299,013,A,Letter Grade,A+,Research Chem Engin
1,5,,,13067,Nitash Balsara,,Chemical Engineering,299,001,A,Letter Grade,A+,Research Chem Engin
1,1,,,13069,Jay Keasling,,Chemical Engineering,299,008,A,Letter Grade,A+,Research Chem Engin
1,1,,,13127,Yaniv Konchitchki,,Evening & Weekend MBA,293,006,A,Letter Grade,A+,Individual Study
1,1,,,13159,John Glaser; Margaretta Lin,,Public Policy,292,006,A,Letter Grade,A+,Dir Adv Study
1,1,,,13169,John Glaser; Margaretta Lin,,Public Policy,292,008,A,Letter Grade,A+,Dir Adv Study
1,1,,,13434,Jay Keasling,,Plant & Microbial Biology,299,036,A,Letter Grade,A+,Graduate Research
1,4,,,13436,Arash Komeili,,Plant & Microbial Biology,299,038,A,Letter Grade,A+,Graduate Research
1,1,,,13448,Henrik Scheller,,Plant & Microbial Biology,299,061,A,Letter Grade,A+,Graduate Research
1,2,,,13457,Britt Glaunsinger,,Plant & Microbial Biology,299,052,A,Letter Grade,A+,Graduate Research
1,1,,,13458,Noah Whiteman,,Plant & Microbial Biology,299,053,A,Letter Grade,A+,Graduate Research
1,1,,,13479,Adam Arkin,,Plant & Microbial Biology,299,050,A,Letter Grade,A+,Graduate Research
1,2,,,13481,Ksenia Krasileva,,Plant & Microbial Biology,299,068,A,Letter Grade,A+,Graduate Research
1,3,,,13482,Sabeeha Merchant,,Plant & Microbial Biology,299,067,A,Letter Grade,A+,Graduate Research
1,2,,,13483,Jeffery Cox,,Plant & Microbial Biology,299,069,A,Letter Grade,A+,Graduate Research
1,3,,,13485,Norma Martinez Gomez,,Plant & Microbial Biology,299,071,A,Letter Grade,A+,Graduate Research
1,1,,,13779,David Whitney,,Psychology,299,072,A,Letter Grade,A+,Research
1,1,,,13810,Ozlem Ayduk,,Psychology,299,001,A,Letter Grade,A+,Research
1,1,,,13812,Anne Collins,,Psychology,299,002,A,Letter Grade,A+,Research
1,1,,,13816,Jason Okonofua,,Psychology,299,076,A,Letter Grade,A+,Research
1,2,,,13819,Jan Engelmann,,Psychology,299,078,A,Letter Grade,A+,Research
1,3,,,14044,Erin Hartman; Avi Feller; Peng Ding; Samuel Pimentel; Vira Semenova; Jingshen Wang,,Statistics,298,001,A,Letter Grade,A+,Directed Study
1,1,,,14144,David Whitney,,Psychology,298,029,A,Letter Grade,A+,Directed Study
1,1,,,14155,Oliver John,,Psychology,298,014,A,Letter Grade,A+,Directed Study
1,2,,,14160,Sonia Bishop,,Psychology,298,002,A,Letter Grade,A+,Directed Study
1,1,,,14171,Jason Okonofua,,Psychology,298,035,A,Letter Grade,A+,Directed Study
1,1,,,14175,Jan Engelmann,,Psychology,298,039,A,Letter Grade,A+,Directed Study
1,1,,,14181,William Thompson,,Psychology,298,045,A,Letter Grade,A+,Directed Study
1,1,,,14264,Jacob Noah Steinhardt,,Statistics,299,015,A,Letter Grade,A+,Research
