Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,1,,,11540,Margaret Conkey,,Anthropology,N299,003,A,Letter Grade,A+,Directed Research
1,6,,,15608,Shachar Kariv,,Evening & Weekend MBA,211,001,A,Letter Grade,A+,Game Theory
1,2,,,15614,Jeffrey Allen; Jeffrey Allen; Peter Goodson,,Evening & Weekend MBA,237,001,A,Letter Grade,A+,Topics In Finance
1,2,,,15620,Holly Schroth,,Evening & Weekend MBA,252,001,A,Letter Grade,A+,"Negot, Conflict Res"
1,1,,,15626,Wasim Azhar,,Evening & Weekend MBA,269,011,A,Letter Grade,A+,Pricing
1,3,,,15904,Gregory La Blanc; Gregory La Blanc,,Executive MBA,200S,001,A,Letter Grade,A+,Data And Decisions
1,1,,,15928,Sara Beckman,,Executive MBA,293,001,A,Letter Grade,A+,Individual Study
1,1,,,15966,Shachar Kariv,,Executive MBA,296,002,A,Letter Grade,A+,Topics In Bus Adm
1,2,,,15974,Peter Goodson,,Executive MBA,296,006,A,Letter Grade,A+,Topics In Bus Adm
1,1,,,16206,Richard Stanton,,Financial Engineering,230I,001,A,Letter Grade,A+,Fixed Income Markts
1,4,,,22554,Larry Nucci,,Education,211B,001,A,Letter Grade,A+,Soc & Enit Develop
1,1,,,22558,Rafael Velazquez Cardenas; Rafael Velazquez Cardenas,,Education,245A,001,A,Letter Grade,A+,Teach Engl Sec Lang
1,3,,,22580,P Pearson,,Education,298C,001,A,Letter Grade,A+,Group Study-Dcemst
1,13,,,22624,Nives Wetzel; Nives Wetzel De Cediel,,Education,392C,001,A,Letter Grade,A+,Art In Elem Class
1,2,,,22628,Soraya Sablo; Soraya Sablo-Sutton,,Education,460C,001,A,Letter Grade,A+,Admin Research Prac
1,1,,,23688,Jan Rabaey,,Electrical Engineering,W241S,001,A,Letter Grade,A+,Intro Dig Inte Cir
1,1,,,30902,Kamla Ahluwalia,,Health & Medical Sciences,201,001,A,Letter Grade,A+,Hum Anat & Develo
1,1,,,34202,Lefteris Anastasopoulos; Lefteris Anastasopoulos,,Data Science,W201,001,A,Letter Grade,A+,Res Dsgn Data Ana
1,3,,,34204,Lefteris Anastasopoulos; Lefteris Anastasopoulos,,Data Science,W201,002,A,Letter Grade,A+,Res Dsgn Data Ana
